"comparison_name","track_key","track_label","dataset_key","dataset_name","n_features","hc_p_threshold","hbfss_threshold","n_weak_cnh","n_strong_cnh","n_standard","n_hbfss","n_overlap","n_weak_hbfss_overlap","n_strong_hbfss_overlap","n_standard_hbfss_overlap","top_n_target","trt_cutoff_quantile","ctrl_cutoff_quantile","leading_edge_n","remainder_n"
"RT8_ZT14","raw_evs","RawEVS","raw_dataset","RT8_ZT14_RawEVS_raw_dataset",31580,0.0186581006283235,1.72913256898303,138,0,4,76,8,4,0,4,5000,0.842554397455679,0.842554397455679,6556,25201
