"comparison_name","feature_id","gene_symbol","pc1_loading_trt_normalized","pc1_loading_ctrl_normalized","pc1_loading_trt_raw","pc1_loading_ctrl_raw","baseMean_original","baseMean_leading_edge","baseMean_remainder","dispGeneEst_original","dispFit_original","dispersion_original","dispGeneEst_leading_edge","dispFit_leading_edge","dispersion_leading_edge","dispGeneEst_remainder","dispFit_remainder","dispersion_remainder"
"RT4_ZT10","100020","Nrip1",-0.000639182385071724,8.51429480650062e-05,-0.000883562860280231,-7.22115858224965e-05,28.7836613509751,NA,28.446047691306,0.796809540194485,0.300890021741034,0.574097358220002,NA,NA,NA,0.783021464348448,0.111551391561185,0.783021464348448
"RT4_ZT10","100055","-",-1.84123637868373e-05,7.20697171775534e-05,-1.76860634754257e-05,7.34852229240664e-05,2.0076278284821,NA,1.98745181053699,2.29196876178564,3.31303971205391,2.81325760780213,NA,NA,NA,2.2412929833088,2.83241020702082,2.61347219245586
"RT4_ZT10","10008","Mag",4.05005402281109e-05,0,-8.05074786474944e-05,0,2.15128069133598,NA,2.10706200109339,0.74819447232159,3.09682086357085,2.25561704051266,NA,NA,NA,0.740570958020119,2.64875557361841,2.16252371856815
"RT4_ZT10","100116","-",0.000154535057842028,-6.97056535589832e-05,-0.000142427992646214,-7.15699100273949e-05,5.85489931847589,NA,5.85272354120793,1.53233603149446,1.18534288074559,1.36893602709397,NA,NA,NA,1.55258209676128,0.762763688948807,1.05888358204001
"RT4_ZT10","100129","Btg3",0.0020673455201361,0.000120098904137478,-0.000908839758112551,-0.000363779185248715,85.3077912169613,85.099531592261,NA,0.175979881396598,0.151246230487238,0.167578198452514,0.161270441038495,0.2102088764198,0.178084516764758,NA,NA,NA
"RT4_ZT10","100144","RGD1563888",-4.00893804650933e-05,-9.46266338073236e-05,-3.94036966309818e-05,-0.000129344888756111,3.99699895811689,NA,3.99915790555401,1.83966825262319,1.70143651640044,1.77015503057275,NA,NA,NA,1.82452217105164,1.22061895449326,1.43602227509192
"RT4_ZT10","100145","RGD1563888",-5.48756891713954e-05,1.71207679355289e-05,-7.81950438131891e-05,1.60070245887225e-05,1.29702539471448,NA,1.26515812285763,2.61418385822433,5.08704355047262,4.08701290371602,NA,NA,NA,2.51192988340743,4.62839502496691,3.99541618186384
"RT4_ZT10","10017","Usf2",0.00118411903947293,-0.00138019610151479,-0.000415630007669207,-0.00232252580755239,126.52252764481,126.170896008122,NA,0.238047627781193,0.126423158843418,0.198881761906136,0.227178732592896,0.164800851991217,0.204538630516566,NA,NA,NA
"RT4_ZT10","10018","Usf2",8.21484484742867e-06,-0.000473443179309526,-0.000259735017967742,-0.000821159619616011,26.6527941125508,NA,26.656578788387,0.5214424172043,0.318946255237885,0.452612322671696,NA,NA,NA,0.525142279428595,0.12061243231403,0.31251263686671
"RT4_ZT10","100191","-",-0.000256527575347006,-0.000228249906451847,-0.000276960365351422,-0.000284728139364333,9.28740242140486,NA,9.18166434750025,1.08770622528476,0.774990654195746,0.949283529718702,NA,NA,NA,1.07526784663896,0.443827190421353,0.688329038758249
"RT4_ZT10","100193","LOC680960",-0.000164624525309052,5.52341805596767e-05,-9.71095815860249e-05,1.65229873128797e-05,8.06370402069011,NA,8.01190910690379,0.880313913193307,0.881210361633596,0.881247811491754,NA,NA,NA,0.869308703484897,0.520894007266999,0.655395947874273
"RT4_ZT10","100197","-",-1.58004093730654e-05,6.58409945943622e-05,-1.02508164642296e-05,2.93329606903594e-05,4.73924823223623,NA,4.75815150127233,1.69305313394284,1.44671487735284,1.56597007431005,NA,NA,NA,1.68646875559736,0.984805998920274,1.22254237897868
"RT4_ZT10","100213","-",-5.27903463075878e-05,-0.000103929855489489,-2.01502262348515e-05,-0.000120403726911092,2.76178870447372,NA,2.75962299461268,0.523438348319007,2.42884096862125,1.36535231256439,NA,NA,NA,0.531937627615171,1.92827622837479,1.3322504587057
"RT4_ZT10","100223","LOC103693510",-1.88125587803893e-05,-3.02475998447687e-05,-0.000195224397542102,-4.32920755946691e-05,2.88550530522271,NA,2.83463008205241,1.45034867084439,2.32792144229257,1.95456192063508,NA,NA,NA,1.44438476990265,1.86688488521461,1.73932802109864
