"feature_id","ctrl_abs_loading","trt_abs_loading","rank_ctrl","rank_trt","combined_rank","mu_ctrl","mu_trt","var_ctrl","var_trt","alpha_gene_wise","iod_emp_ctrl","iod_emp_trt","cv2_emp_ctrl","cv2_emp_trt","iod_nb_ctrl","iod_nb_trt","cv2_nb_ctrl","cv2_nb_trt","diff_emp_ctrl","diff_emp_trt","diff_nb_ctrl","diff_nb_trt","gene_symbol"
"534198",0.0273190211431688,0.00196760842096119,1,27474,1,33.2,0.6,2074.7,1.8,10,62.4909638554217,3,1.88225794745246,5,333,7,10.0301204819277,11.6666666666667,60.6087059079692,-2,322.969879518072,-4.66666666666667,"-"
"77636",0.0171720289724931,0.0173353267621293,174,1,1,10.4,92.8,540.8,31485.2,10,52,339.280172413793,5,3.65603634066587,105,929,10.0961538461538,10.010775862069,47,335.624136073127,94.9038461538462,918.989224137931,"Dusp3"
"18321",0.026654778203785,0.00509054669384281,2,14047,2,43.6,152.4,1638.3,7906.3,1.73384637544896,37.5756880733945,51.8786089238845,0.861827708105378,0.340410819710528,76.5957019695745,265.238187618421,1.75678215526547,1.74040805523898,36.7138603652891,51.538198104174,74.838919814309,263.497779563182,"Thrsp"
"352226",0.0086436804921777,0.0162684841860828,4175,2,2,2.2,44.6,24.2,5308.3,9.56395133126177,11,119.020179372197,5,2.668613887269,22.0406929287759,427.552229374275,10.0184967858072,9.58637285592545,6,116.351565484928,12.0221961429687,417.965856518349,"Eid1"
"35860",0.0261292853779241,0.00730485261350244,3,5804,3,31,12.8,1634,189.7,2.7981417184327,52.7096774193548,14.8203125,1.7003121748179,1.1578369140625,87.7423932714136,36.8162139959385,2.83039978294882,2.8762667184327,51.0093652445369,13.6624755859375,84.9119934884647,33.9399472775058,"-"
"26551",0.000211457737052678,0.015941035125452,29118,3,3,13.2,27.8,151.7,915.2,2.39608948328643,11.4924242424242,32.9208633093525,0.870638200183655,1.18420371616376,32.6283811793809,67.6112876353629,2.47184705904401,2.43206070630802,10.6217860422406,31.7366595931888,30.1565341203369,65.1792269290549,"Zfp91"
"208999",0.025780494500883,0.00340472831714571,4,22245,4,29,37.4,1525.5,683.3,1.85964277812322,52.6034482758621,18.2700534759358,1.81391200951249,0.488504103634648,54.9296405655734,70.5506399018084,1.89412553674391,1.88638074603766,50.7895362663496,17.7815493723012,53.0355150288295,68.6642591557708,"-"
"150481",0.00689527931707962,0.0156161100932821,6646,4,4,6.6,23.6,42.3,525.3,3.16328810904621,6.40909090909091,22.2584745762712,0.971074380165289,0.943155702384372,21.877701519705,75.6535993734905,3.31480326056136,3.20566099040214,5.43801652892562,21.3153188738868,18.5628982591436,72.4479383830883,"Desi2"
"354681",0.0240926826287922,0.00616185535739676,5,9423,5,26.4,27,666.3,711.5,1.75282835403454,25.2386363636364,26.3518518518519,0.956008953168044,0.97599451303155,47.2746685465118,48.3263655589326,1.79070714191333,1.78986539107158,24.2826274104683,25.3758573388203,45.4839614045985,46.536500167861,"Macrod2"
"172544",0.0104726251030075,0.0155130118930175,2425,5,5,6.2,23,18.2,507.5,1.73078991553122,2.93548387096774,22.0652173913043,0.473465140478668,0.959357277882798,11.7308974762935,40.808168057218,1.89208023811186,1.77426817640078,2.46201873048907,21.1058601134215,9.83881723818168,39.0338998808172,"Wdpcp"
"433098",0.02400969033484,0.00611565300930171,6,9601,6,467,79.8,702293.5,8532.7,2.1697721298551,1503.84047109208,106.926065162907,3.22021514152479,1.33992562860786,1014.28358464233,174.147815962437,2.17191345747823,2.18230345817591,1500.62025595055,105.586139534299,1012.11167118486,171.965512504261,"Cap1"
