"percentile","rank_index","lo_rank","hi_rank","n_bin","mu","variance","iod_emp","cv2_emp","iod_nb_gw","cv2_nb_gw","iod_nb_fit","cv2_nb_fit","iod_nb_final","cv2_nb_final","alpha_gene_wise","alpha_fitted","alpha_final","diff_emp","diff_nb_gw","diff_nb_fit","diff_nb_final"
0.01,317,1,317,317,35.5565650726889,404.953387772631,23.4968288015024,1.41306960144336,50.6531106769026,2.86623990085066,17.6767354725108,1.00087338007487,34.1716174130167,2.06196630364784,1.39460922082935,0.440696954110442,0.966959225233504,21.5398919065561,47.1628307014951,16.6729834499806,31.3157158280312
0.02,633,318,633,316,23.0284914853823,159.747913154241,14.6784471060734,1.51420777221319,30.2667928735675,2.69952695480435,16.7483037515,1.4660555249328,23.5571448321555,2.08937050432446,1.26301421226871,0.639622988270871,0.968845362706551,13.0335122995498,26.3220123395098,15.2640118107362,20.2749807889369
0.03,950,634,950,317,18.9985483224544,116.31218366348,12.9724475548632,1.65587777988393,23.8098531710455,2.83143364934237,16.4477805916001,1.72223851316252,20.5967961707761,2.37678046561173,1.30914880717555,0.75937903685185,1.08209228487761,11.0848411588366,21.1102316249082,14.7216145802408,17.7493340921414
0.04,1266,951,1266,316,16.2338105380208,90.3379595653418,11.5425562960939,1.54771478385595,23.2226162936852,2.59136511314361,16.2397040916615,1.99521716420815,19.9037370789833,2.31166069216309,1.19051959119931,0.87592999959546,1.03045257431935,9.5750420956838,20.0300482822053,14.2630881459884,16.5729020409439
0.05,1583,1267,1583,317,14.0729704357993,71.9191962086753,11.1676487298563,1.70978112170452,21.7016680524903,2.94228365408675,16.0697780158418,2.26480504022997,18.6529222148913,2.64300320037088,1.32864882026051,0.998898353655138,1.18518641249864,8.99483886789153,17.2544319614339,13.8066290867386,15.2372802273574
0.06,1899,1584,1899,316,13.8264456099505,63.4121191895119,10.3022057868402,1.63733150913516,18.9501193866845,2.68149835549886,16.0488050209515,2.35483599409153,17.6223672471435,2.65010570671852,1.19192594958589,1.01537658679737,1.1596190216444,8.25668774984412,15.5163528949781,13.7121346571797,14.0907585385162
0.07,2216,1900,2216,317,12.2278655595095,60.109575538171,10.1816975541265,1.80300276405485,18.2897133787966,2.95533342283446,15.9208162621804,2.61248136468429,17.1372005260292,2.79393743309335,1.31486836185102,1.13830201252411,1.22878868903415,7.99698447221693,14.6914850781752,13.3083348974961,13.5259648224927
0.08,2533,2217,2533,317,11.3796364231301,55.6547862047903,10.039340468727,2.08053204927192,19.2663627593982,2.98707907333753,15.8773638190286,2.77768179979374,17.5665463198465,2.98717887335135,1.29097255517337,1.21755646881427,1.30926469086998,7.78259594901817,14.4297773146168,13.1023559166636,13.4675623487077
0.09,2849,2534,2849,316,10.3065692473815,44.7611879575248,9.74345804707736,2.19606031565803,17.6895896718885,3.21724862123357,15.8089493263286,3.02059267938916,16.8956546075128,3.1271260068392,1.41561686689997,1.33651747283384,1.37126786783006,7.01939104801556,13.1351590142216,12.7895279924692,12.7460102928393
0.1,3166,2850,3166,317,10.968196339188,53.2198170416215,9.4573890406536,1.86699074228618,16.3023408277161,2.75183803233927,15.8561782431663,2.81511126323095,16.1222606811651,2.84689961249783,1.19719670710153,1.2604145322897,1.25543541693593,7.32802423711733,13.1320413733912,13.0463045030577,12.6436394162883
0.11,3482,3167,3482,316,9.61532538906327,41.9107259389639,9.19655108425441,1.93126674694636,16.2572234175024,2.85462587491508,15.7503400978383,3.17475532783594,15.9452660481715,3.01818104224948,1.22491827737552,1.42720845351628,1.34614953414507,6.65957481830725,11.9301858054102,12.5801028667552,11.9014316719799
0.12,3799,3483,3799,317,9.65121595918902,40.6364027627322,9.93501089891163,2.01200825435715,17.120898336361,3.10446922705471,15.7361636136945,3.25920462864953,16.3969872906347,2.99184263207915,1.25688281057544,1.42216725579699,1.3345215004425,6.68286363243844,12.2806815993746,12.47643771908,12.0616278803698
0.13,4116,3800,4116,317,9.89215360384624,38.671121648488,8.66573770714067,1.82343829274752,15.5700258337651,2.68850298734092,15.7681994703374,3.11091591316139,15.6695936473022,2.98706064405477,1.1368652379304,1.38935611564269,1.3177809166021,6.30848500666088,11.3029822506162,12.6509877436468,11.572602810148
0.14,4432,4117,4432,316,8.74578656159904,35.5097107165223,8.77942303269938,2.0864741617578,15.5265927068872,3.13465315004878,15.6977438052352,3.51555161252296,15.499174607195,3.23783180296344,1.29367533182493,1.56163901355792,1.44536930680154,6.20958546583814,11.2123879938284,12.1634214956189,11.4457823425646
