"percentile","rank_index","lo_rank","hi_rank","n_bin","mu","variance","iod_emp","cv2_emp","iod_nb_gw","cv2_nb_gw","iod_nb_fit","cv2_nb_fit","iod_nb_final","cv2_nb_final","alpha_gene_wise","alpha_fitted","alpha_final","diff_emp","diff_nb_gw","diff_nb_fit","diff_nb_final"
0.01,317,1,317,317,10.7749745666519,168.225771535066,15.3920486574074,1.22945116260597,26.7732517054777,1.93952306601446,10.3525117064322,0.828284950389165,18.5149513570641,1.45831793851947,1.84242764544134,0.742042981582829,1.34865326552833,14.1625974948015,24.8337286394633,9.524226756043,17.0566334185446
0.02,633,318,633,316,6.82832603855869,58.2146670251456,8.98589281582538,1.13674714814225,14.4471621643069,1.74555369310039,9.4609619648155,1.20746593918388,12.265729893164,1.50249322812276,1.58097011901735,1.04285670382844,1.34349267567066,7.84914566768313,12.7016084712065,8.25349602563162,10.7632366650412
0.03,950,634,950,317,5.62114819863377,41.5234015746928,8.05537286699158,1.15497101412674,13.4587501912518,1.97525942434478,9.58208049679639,1.52472749625606,11.7546510488914,1.73169112085409,1.81657759819282,1.33680714037736,1.55564694443136,6.90040185286484,11.4834907669071,8.05735300054033,10.0229599280373
0.04,1266,951,1266,316,5.13178758705813,33.926312475951,6.97693430841147,1.16327058970015,9.84956209410804,1.66745749680941,8.40504939566327,1.5352700824587,9.28618119755326,1.59304954688078,1.4845065394537,1.32420634723514,1.40565250343992,5.81366371871132,8.18210459729862,6.86977931320457,7.69313165067248
0.05,1583,1267,1583,317,4.55287069387048,32.5028890620932,6.32306204036152,1.19480961277746,9.77983360951493,1.60482303211164,8.38986154027816,1.65826598764418,9.14087928995026,1.59970001168736,1.42533027024697,1.42080781066242,1.38417532339034,5.12825242758405,8.1750105774033,6.73159555263398,7.54117927826291
0.06,1899,1584,1899,316,4.19645951926043,26.3656914726632,5.84258985486653,1.11327607405604,9.25146419319201,1.63665115396896,8.4891363050609,1.77027650897473,8.78078447488827,1.60940354260191,1.3977773133216,1.50418892572817,1.37826068951861,4.72931378081049,7.61481303922305,6.71885979608617,7.17138093228636
0.07,2216,1900,2216,317,3.84221179354209,21.8332967581781,5.60949349455502,1.08051469551327,8.14296891651482,1.38654392305735,8.18797390336038,1.74433364894864,8.02248619980001,1.5555623767032,1.23474885243599,1.47511640903215,1.29255295511422,4.52897879904175,6.75642499345747,6.44364025441175,6.46692382309681
0.08,2533,2217,2533,317,3.58234125233506,19.4075142754878,5.19041233162739,1.18054169547302,8.29103156903967,1.73982931415528,7.82732702363524,1.87037731330738,8.09127322821671,1.85665567223483,1.42411736690079,1.5792427809551,1.57400153307694,4.00987063615437,6.55120225488439,5.95694971032786,6.23461755598188
0.09,2849,2534,2849,316,4.25819577362019,25.08242479264,4.98483854739917,0.98875425850813,7.83250382536099,1.3471688457316,8.08473360794969,1.65198381053019,7.86214005572514,1.55091132455021,1.15093710848867,1.38656889570079,1.28940132965137,3.99608428889104,6.48533497962939,6.4327497974195,6.31122873117492
0.1,3166,2850,3166,317,4.02555754033539,27.8421099809478,4.367012485628,1.20071714428512,7.96676827698745,1.83567892147579,8.11753234598361,1.8838708209666,8.15985618161256,1.93762364781875,1.36785982296072,1.59144621076561,1.62226921094191,3.16629534134287,6.13108935551166,6.23366152501701,6.22223253379381
0.11,3482,3167,3482,316,5.01233882120278,23.6028059523539,5.55253456971364,0.918684515660537,7.63116629650118,1.3255301746504,8.010149140169,1.61363331122568,7.89102223737031,1.47523173361193,1.09958790880372,1.34924790589767,1.20900289108282,4.6338500540531,6.30563612185079,6.39651582894332,6.41579050375838
0.12,3799,3483,3799,317,5.77580169883432,28.5272313609007,4.85624502737589,0.995178612803144,7.88368269870234,1.16537597673234,8.23691840049946,1.37338710283198,7.91210617084234,1.31453168262263,0.949913374900079,1.16594709609103,1.07904189528314,3.86106641457274,6.71830672197,6.86353129766748,6.59757448821972
0.13,4116,3800,4116,317,5.96107382550962,27.8714943275676,6.85198676579363,0.849730699524663,8.52502808607395,1.30294777100284,8.13221736439519,1.44534778166077,8.53135425067054,1.41227570484043,1.1264633658121,1.23627638767081,1.17254557782485,6.00225606626897,7.22208031507112,6.68686958273442,7.11907854583012
0.14,4432,4117,4432,316,4.94838427415966,18.3651556834624,5.44568225935829,1.01582320967298,6.73404964969845,1.29729333085934,7.96121318434502,1.62627246172621,7.21708088178807,1.44239181314135,1.00068244707317,1.38897823708552,1.23401848950006,4.4298590496853,5.43675631883911,6.33494072261881,5.77468906864672
0.15,4749,4433,4749,317,6.63139057561821,41.5398184338015,7.10297330913694,0.705294764630451,8.74764009743994,1.06283870872252,8.66046908016,1.20515921621352,8.91992240707279,1.10739440092538,0.933321234844988,1.05091226565985,0.976800709287379,6.39767854450649,7.68480138871743,7.45530986394649,7.8125280061474
0.16,5065,4750,5065,316,5.97501771012746,34.0480424746893,5.65860559635004,0.861586259931363,8.28491050872947,1.07919655638194,8.38707122742961,1.3261785280891,8.24171350308954,1.22858068103348,0.900299808244956,1.16252395408233,1.04050195848004,4.79701933641868,7.20571395234754,7.06089269934051,7.01313282205606
0.17,5382,5066,5382,317,3.64575964801948,15.5073091181518,5.89937602430839,1.87501348041688,6.94039654231109,2.01725357925857,7.68882636686251,1.99510605424643,6.86872685487384,2.07336586560335,1.50277563014598,1.66159200520833,1.57789784469239,4.02436254389151,4.92314296305251,5.69372031261608,4.79536098927049
0.18,5698,5383,5698,316,6.170113052009,33.4646076501419,6.42501332323997,0.837958252566033,8.0514890925748,1.0579788807314,8.58615871063727,1.29519718609946,8.26098097545698,1.2086115377122,0.904555593264628,1.11669107815629,1.02544501853038,5.58705507067394,6.99351021184341,7.29096152453782,7.05236943774478
0.19,6015,5699,6015,317,5.56157211734543,26.2299205392739,5.00798319896534,0.915197562369783,7.8565972513822,1.13648591626555,8.31449916227832,1.45051150472956,8.00152112838755,1.36376931334686,0.96609640705365,1.23408559982799,1.07928748430743,4.09278563659556,6.72011133511666,6.86398765754876,6.63775181504069
0.2,6332,6016,6332,317,5.76029478220356,27.8181664923628,6.07402701741765,0.827680518850512,7.67095710555701,1.0477716989323,8.39303457313845,1.36427209377271,8.07039504171216,1.16495305668161,0.883649156333655,1.1843249165637,0.965509097822099,5.24634649856714,6.62318540662471,7.02876247936574,6.90544198503055
0.21,6648,6333,6648,316,0.884906403646259,3.91529671607078,4.42453201823129,5,5.2998501971778,3.48929976163108,5.96072924749751,3.79093346955393,5.49333737026433,3.5992013783455,2.4058998473874,2.75066235086171,2.68288504477927,-0.575467981768705,1.81055043554671,2.16979577794358,1.89413599191883
0.22,6965,6649,6965,317,4.67573123777618,22.9632169936893,5.44062315761138,0.922998780940758,6.93442852925229,1.14828191747614,8.02369116818096,1.63063723559301,7.209763256892,1.49657841739852,0.862728445239192,1.40862156903549,1.16766418924704,4.51762437667062,5.78614661177615,6.39305393258795,5.71318483949347
0.23,7281,6966,7281,316,5.4047792552809,23.7044223717074,7.00334335874579,0.878963821869057,7.44790401530152,1.11162766393582,8.0414840420435,1.41750236943937,7.45671956635882,1.32413845815575,0.866477663611864,1.22063886067579,1.11980996179651,6.12437953687673,6.33627635136571,6.62398167260413,6.13258110820307
0.24,7598,7282,7598,317,3.52291241956959,18.6002057648883,4.75046790572924,1.11446024691193,6.2682597742083,1.41676309851695,7.79687119035617,1.88331594316159,6.75638286246381,1.70452509180881,1.10879296134511,1.56276153004393,1.38501563631137,3.63600765881731,4.85149667569135,5.91355524719457,5.051857770655
0.25,7914,7599,7914,316,4.55798742459856,20.7209270064354,5.57531864289093,1.14308484409081,7.51292625492255,1.60954429200257,8.01207561605007,1.73221987788031,7.16064500120037,1.61290792534662,1.28326380268646,1.46409967934364,1.34402500621128,4.43223379880012,5.90338196291999,6.27985573816976,5.54773707585375
0.26,8231,7915,8231,317,5.90978872545222,25.2472945515477,5.41656986192324,0.856319911343299,7.07941989312033,1.15454286183525,8.42659878611747,1.34437211886239,7.58324382914524,1.18969458176051,0.920795163519001,1.17027326328103,0.997384235917734,4.56024995057994,5.92487703128508,7.08222666725507,6.39354924738473
0.27,8548,8232,8548,317,5.49320432849533,26.8262605030949,6.5641250930667,0.816752803269411,7.20263852135385,1.01347019581634,8.51702946546497,1.36043370378196,7.52573714735774,1.16498461854113,0.760451027379275,1.14272294609707,1.00918279608952,5.74737228979729,6.18916832553752,7.15659576168301,6.36075252881661
0.28,8864,8549,8864,316,7.35567802032939,41.688812818547,6.02408340435704,0.567482100261728,6.75501504622683,0.67966361054086,8.86128750098408,1.08609708375979,7.58149119547048,0.922616283461664,0.522578460028724,0.925598623229686,0.754005972579573,5.45660130409532,6.07535143568597,7.77519041722429,6.65887491200882
0.29,9181,8865,9181,317,2.111004842929,8.35884832066436,5.21904531305788,1.95270970286043,5.53559299124961,1.84799749932921,6.81047932917265,2.46244845810078,6.05427179306708,2.19337646463551,1.39784417013675,1.8806474661927,1.73049657381673,3.26633561019744,3.6875954919204,4.34803087107187,3.86089532843157
0.3,9497,9182,9497,316,3.8257832574931,14.9422571529373,6.42913606860523,1.04202330491153,6.81663024881029,1.45433994361555,7.78070500036756,1.80228531844095,6.64104446731888,1.65935659521988,1.12512903440763,1.47784372034916,1.3176372145882,5.3871127636937,5.36229030519475,5.97841968192662,4.98168787209901
0.31,9814,9498,9814,317,5.97445206930087,28.2212765827932,4.39163891582835,0.644998365282034,5.72163103856951,0.742370266998715,8.40805582219945,1.29997337036097,6.84879218013488,1.02510354625833,0.561126154983335,1.08732361948703,0.82309421347799,3.74664055054631,4.97926077157079,7.10808245183848,5.82368863387655
0.32,10131,9815,10131,317,6.90109698789324,32.6927161535439,5.35761339050436,0.606652330810697,6.67892334374153,0.729371978238408,8.53093012382768,1.16366764333377,7.17311736873076,0.965334847202228,0.552461699451012,1.00011122065893,0.804274731091186,4.75096105969366,5.94955136550313,7.36726248049391,6.20778252152853
0.33,10447,10132,10447,316,6.36225513335431,28.5232898626467,5.35761339050436,0.831876186883594,6.91296468905941,1.05162616077632,8.43722767936924,1.30392147192745,7.2621607626058,1.13133774245909,0.81466885065035,1.14771763723776,1.00762245509018,4.52573720362076,5.86133852828308,7.13330620744179,6.13082302014671
0.34,10764,10448,10764,317,0.782856796958682,3.06432382272203,3.91428398479341,5,4.24143370179243,3.59904844110461,4.76133498284554,4.25242795904689,4.29366618508876,3.90021424534707,2.52678283683261,2.98614690939341,2.90996164037869,-1.08571601520659,0.642385260687826,0.508907023798659,0.393451939741695
0.35,11080,10765,11080,316,10.0239955510937,43.6042413931711,5.56348896789338,0.420157735802245,6.59330872927362,0.484008979610254,9.004257764766,0.751557310266963,7.19053461640218,0.611676515058639,0.390981337188876,0.653867736984968,0.514871664179445,5.14333123209113,6.10929974966337,8.25270045449904,6.57885810134354
0.36,11397,11081,11397,317,9.60901023787663,44.5771079579129,6.75256270040524,0.523492240189555,8.10286461965423,0.586567846093732,9.14558653875269,0.864435080212654,8.34319495370818,0.685522030259109,0.468163544504595,0.733534074923058,0.547979031209354,6.22907046021569,7.5162967735605,8.28115145854003,7.65767292344908
0.37,11713,11398,11713,316,1.68239577168865,5.7985623147688,4.28609071240349,2.2319614753197,4.49859749000944,2.35305996872289,6.0815102247811,3.3460189203339,5.1510618354788,3.08155050101038,1.53661088105971,2.481071244762,2.04621367245931,2.05412923708378,2.14553752128655,2.7354913044472,2.06951133446842
0.38,12030,11714,12030,317,8.29273572393957,31.2099118782352,5.03345346948413,0.538570982833757,5.47870864702792,0.677322883366882,8.40331971889068,1.11215280636387,6.91543758328346,0.88033986390393,0.451343847405169,0.952208377802,0.688668384892077,4.49488248665037,4.80138576366104,7.29116691252681,6.03509771937953
0.39,12347,12031,12347,317,11.405629089959,46.8630130457129,6.87649488899397,0.422791451637823,6.58644844076723,0.471753755614326,8.97681717714117,0.75804798057092,7.44675426955264,0.648113809503527,0.370368204934052,0.672908070035878,0.523455804730268,6.45370343735615,6.1146946851529,8.21876919657025,6.79864046004912
0.4,12663,12348,12663,316,12.6763551234912,66.9946788566523,5.79991080941317,0.431067387392498,7.37047539700317,0.458093720753139,9.19268121778991,0.678799871904266,7.98966457477565,0.574137861824353,0.364248221369074,0.579558329059681,0.451374821111989,5.36884342202067,6.91238167625004,8.51388134588565,7.4155267129513
