"comparison_name","final_selected_rank","final_selected_method","crossing_rank_reference","treatment_backup_rank","control_backup_rank","raw_wald_selected_rank","cutoff_quantile"
"RT4_ZT10",21434,"raw_wald_bracket_total_distortion",NA,28719,4194,21434,0.322951544633268
