"dataset_name","feature_id","gene_symbol","stat","lfc_shrunk","pvalue","padj","empirical_p","empirical_q","lfdr","resGA_padj","resLA_padj","deseq2_strong_call","deseq2_weak_call","standard_significant","HBFSS_significant","HBFSS_only_call","overlap_call","hc_p_threshold_dataset","hbfss_threshold_dataset","HBFSS","regulation_direction"
"RT4_ZT10_rem","242640","Srp19",-0.126275309056148,-0.0804392039040743,0.899514000309749,0.98530384714757,0.9029534870362,0.923749840839139,1,1,0.923807653493343,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0340286562971852,1.4681551997211,0.00356624157833714,"downregulated"
"RT4_ZT10_rem","248212","Pstpip2",-0.135564770512486,-0.0836027785920655,0.892165357342411,0.982870818034525,0.895853534941039,0.923191947509321,1,1,0.923807653493343,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0340286562971852,1.4681551997211,0.00399311853502516,"downregulated"
"RT4_ZT10_rem","337295","Zhx3",0.169354709412261,0.109777117125019,0.865517645509025,0.980638350446014,0.870102241196324,0.921098117529693,1,1,0.923807653493343,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0340286562971852,1.4681551997211,0.00663379964817834,"upregulated"
"RT4_ZT10_rem","333195","Fbn1",1.37483675475454,0.481666966132112,0.169182060413539,0.685430838238398,0.184330105845555,0.712074127568591,1,1,0.923807653493343,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0340286562971852,1.4681551997211,0.35373801535688,"upregulated"
"RT4_ZT10_rem","200314","Purg",-0.094152392468422,-0.0608117991854582,0.924988102013943,0.991735519180042,0.927561410413919,0.925622276251151,1,1,0.923807653493343,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0340286562971852,1.4681551997211,0.0019859508557289,"downregulated"
"RT4_ZT10_rem","390452","Vom1r85",-0.786123174544663,-0.514353807715384,0.431795328669629,0.895319555659524,0.447805179833843,0.857308029332046,1,1,0.923807653493343,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0340286562971852,1.4681551997211,0.17946364337155,"downregulated"
"RT4_ZT10_rem","392202","Chmp3",-0.623755655396616,-0.404507702412026,0.532788066205819,0.928030241869931,0.546976190501931,0.880076630074134,1,1,0.923807653493343,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0340286562971852,1.4681551997211,0.105993791493569,"downregulated"
"RT4_ZT10_rem","467439","LOC108351377",-0.0968221340636584,-0.0627379515009013,0.922867646074621,0.991594930540891,0.92551327043216,0.925469947392198,1,1,0.923807653493343,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0340286562971852,1.4681551997211,0.00210908365843722,"downregulated"
"RT4_ZT10_rem","570203","Cdkl5",-1.11159674322668,-0.714037998997227,0.266311573452543,0.797295639747283,0.283111451139577,0.79159909117429,1,1,0.924876073640371,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0340286562971852,1.4681551997211,0.391323215885407,"downregulated"
"RT4_ZT10_rem","312601","Cdh23",1.54382815097031,0.882115439107851,0.122629969640908,0.62561909129845,0.13603559036659,0.646037665436578,1,1,0.967431440725276,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0340286562971852,1.4681551997211,0.76421846506424,"upregulated"
