"dataset_name","feature_id","gene_symbol","stat","lfc_shrunk","pvalue","padj","empirical_p","empirical_q","lfdr","resGA_padj","resLA_padj","deseq2_strong_call","deseq2_weak_call","standard_significant","HBFSS_significant","HBFSS_only_call","overlap_call","hc_p_threshold_dataset","hbfss_threshold_dataset","HBFSS","regulation_direction"
"RT4_ZT10_raw","20","-",0.288636595410045,0.0889507384095906,0.772859487752154,0.972139055474962,0.794125327806652,0.946606748949467,1,1,0.672182564164855,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0223630001696145,1.65046993290979,0.00890494313748089,"upregulated"
"RT4_ZT10_raw","25","-",-2.61878955682875,-1.04317270340522,0.00882423660266145,0.170141788159442,0.0179010955444325,0.328594957760699,0.598782583788338,1,0.936552663816203,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0.0223630001696145,1.65046993290979,1.82254829983476,"downregulated"
"RT4_ZT10_raw","31","Pcmt1",-0.0619401899285762,-0.0203217278711637,0.950610461991131,0.994796987877603,0.955341519875457,0.955213451640442,1,1,0.0867753090728491,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0223630001696145,1.65046993290979,0.000403210455808189,"downregulated"
"RT4_ZT10_raw","35","Pcmt1",-1.27221075562316,-0.291595802095364,0.203298247127703,0.725808815877997,0.250057154147557,0.848083440706555,1,1,0.045641646629137,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0223630001696145,1.65046993290979,0.175529217739587,"downregulated"
"RT4_ZT10_raw","37","Pcmt1",-0.741619767952142,-0.196265203416026,0.458317743076188,0.896995183272069,0.502538313158759,0.918161836304924,1,1,0.0585425677580783,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0223630001696145,1.65046993290979,0.0586500921349125,"downregulated"
"RT4_ZT10_raw","38","Pcmt1",-1.25794306738326,-0.406976510369497,0.208412346770186,0.731042204494094,0.255408256936214,0.850791365192807,1,1,0.394709500096395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0223630001696145,1.65046993290979,0.241241458357998,"downregulated"
"RT4_ZT10_raw","89","Tab2",-0.55906104624261,-0.152760198709343,0.576120058462244,0.934707589980862,0.613243361422923,0.931929926560846,1,1,0.0536149397285877,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0223630001696145,1.65046993290979,0.0324412471913323,"downregulated"
"RT4_ZT10_raw","90","Tab2",0.51537539507114,0.16936055395167,0.606290722740377,0.939960119542988,0.641249250911173,0.93470871196906,1,1,0.174479151552407,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0223630001696145,1.65046993290979,0.0326820360608068,"upregulated"
"RT4_ZT10_raw","143","Ust",1.71547459384221,0.642686112693841,0.0862582495091296,0.529372118711436,0.120909571795179,0.729680273736284,1,1,0.688729364625598,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0223630001696145,1.65046993290979,0.589689776819259,"upregulated"
"RT4_ZT10_raw","214","LOC365036",1.67027397371633,0.391413845909192,0.0948651700475581,0.551937953680249,0.131017645648575,0.745222101103338,1,1,0.944582372755168,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0223630001696145,1.65046993290979,0.345489341169296,"upregulated"
"RT4_ZT10_raw","224","Sash1",-1.97458042700563,-0.541504997738155,0.048315782066468,0.399569687139463,0.0742247225935904,0.623646627851028,1,1,0.406582881605015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0223630001696145,1.65046993290979,0.61160358692933,"downregulated"
"RT4_ZT10_raw","304","Sash1",1.18105942067522,0.465660979730488,0.237579118853144,0.757779346704227,0.285610602064763,0.86443061353299,1,1,0.7803356945888,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0223630001696145,1.65046993290979,0.253424661146558,"upregulated"
"RT4_ZT10_raw","576","-",-0.496692255518456,-0.165786541732068,0.619406084549201,0.943980455878421,0.653387399298214,0.935843828123379,1,1,0.695746442039995,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0223630001696145,1.65046993290979,0.0306422013780471,"downregulated"
"RT4_ZT10_raw","615","-",-0.668193145714244,-0.218922867064729,0.50401031016826,0.913105273943437,0.545766551151044,0.924152294486102,1,1,0.7308215993553,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0223630001696145,1.65046993290979,0.0575752001465448,"downregulated"
"RT4_ZT10_raw","672","-",1.14067846043476,0.292601877431554,0.254003753241374,0.773664916434777,0.302404039000847,0.870987924273956,1,1,0.871001185259016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0223630001696145,1.65046993290979,0.151981047076937,"upregulated"
"RT4_ZT10_raw","673","-",1.11203809558609,0.370496451338249,0.26612177111165,0.780973025286063,0.314705310062538,0.875402449857284,1,1,0.824127030948517,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0223630001696145,1.65046993290979,0.186024759970038,"upregulated"
"RT4_ZT10_raw","708","-",-1.85190035058299,-0.742360517081158,0.0640401336029007,0.460832393228978,0.0940696645833297,0.677431674401085,1,1,0.792092478503104,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0223630001696145,1.65046993290979,0.762070489095503,"downregulated"
"RT4_ZT10_raw","774","-",0.414481720523155,0.137505157039688,0.678521351392998,0.957339715132508,0.707857934904977,0.940486914257854,1,1,0.681084607653155,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0223630001696145,1.65046993290979,0.020633184430066,"upregulated"
"RT4_ZT10_raw","829","-",-0.677114377793351,-0.252415520609699,0.498333387214009,0.910685777676641,0.540417563069009,0.923459024732747,1,1,0.69542829731459,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0223630001696145,1.65046993290979,0.0674632338237359,"downregulated"
"RT4_ZT10_raw","833","Stxbp5",-0.808066678563952,-0.303677702764282,0.41905219842911,0.878752542752019,0.465038084982082,0.9121422886682,1,1,0.712478987985832,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0223630001696145,1.65046993290979,0.100976321922804,"downregulated"
"RT4_ZT10_raw","842","Stxbp5",-2.17884217083861,-0.679221671192429,0.0293433949746323,0.316048859263399,0.0488498931960377,0.521664001412028,1,1,0.634449519310454,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0223630001696145,1.65046993290979,0.890552244185139,"downregulated"
