"feature_id","gene_symbol","R8_1","R8_2","R8_3","R8_4","R8_5","ZT14_1","ZT14_2","ZT14_3","ZT14_4","ZT14_5"
"202587","Myo16",14,21,20,12,8,25,41,35,32,21
"537985","-",12,32,27,12,13,12,14,9,13,16
"390035","-",12,14,30,8,9,16,30,20,15,22
"28775","Ppp1r3c",117,174,163,91,69,74,121,121,88,114
"223594","-",32,28,58,19,22,82,81,28,70,46
"74910","Cltc",1196,2399,1909,1016,836,1406,2974,1267,1325,1686
"83860","-",20,53,63,26,20,27,60,26,19,39
"80436","Exoc7",71,111,135,65,56,66,136,92,78,115
"552391","Zfand2b",159,292,257,163,101,151,325,167,125,205
"113990","Gap43",39,40,26,30,13,30,79,31,26,23
"77698","Tmem101",3,7,9,3,3,6,11,3,3,7
"515152","Klhl18",24,80,57,30,27,34,92,63,33,62
"484870","Faim2",165,402,433,218,142,275,492,214,222,245
"546052","Hsp90ab1",1096,1940,2961,1510,950,1309,3754,1737,1333,2053
"8271","Apoc1",213,298,275,141,145,133,262,178,119,252
"116456","RGD1562339",31,70,61,26,30,23,30,53,46,50
"105785","Cox17",798,1002,1217,490,488,513,1142,522,573,435
"287816","Ipo11",8,10,12,9,4,20,21,7,13,27
"73160","Supt6h",109,195,235,113,92,146,264,186,147,180
"344402","Pkp4",12,11,11,21,4,8,23,16,14,6
"82315","Zc3h7a",24,78,90,36,32,20,91,58,24,56
"85755","Zfp354a",15,7,21,8,6,8,14,8,10,7
"153526","Enoph1",119,204,307,160,86,138,437,165,117,224
"83265","Srrm2",4,10,4,3,3,0,3,3,0,3
"116040","Fgf12",3,15,24,0,15,6,14,9,7,10
"435991","Hp1bp3",198,292,357,195,145,203,446,260,214,193
"16871","Idh2",164,293,352,166,142,173,352,226,191,297
"228149","Lgals8",27,43,41,16,22,32,109,44,28,59
"482064","Slc25a17",239,308,380,182,144,142,338,245,186,233
"155632","Tmem165",46,78,91,41,34,51,122,72,47,69
"556264","Dlgap1",71,96,82,38,41,55,133,68,52,105
"268528","-",18,39,53,14,22,16,34,22,22,15
"318477","Sowahc",16,30,18,11,10,11,19,15,17,11
"313887","Fig4",60,92,75,50,33,61,113,55,55,95
"101561","Setd4",32,47,34,27,18,21,72,32,18,57
"433045","Rims3",98,182,184,92,71,111,288,169,123,192
"138010","Dars2",12,15,27,8,9,19,34,13,18,16
"413109","Rps8",1123,1590,2047,867,869,1013,2119,1246,993,1163
"482915","Cerk",105,193,193,116,81,133,274,194,133,205
"377880","Usp5",450,930,909,469,349,504,858,637,509,696
"134614","Cdk18",95,176,160,98,64,104,200,123,91,157
"237182","Fbxo38",23,38,19,14,12,12,44,25,12,17
"331356","Emc4",236,428,406,173,199,208,427,236,222,295
"266347","Kif2a",18,61,32,30,14,28,61,27,20,42
"460847","Nemf",18,29,32,8,15,16,42,6,8,13
"469456","Tle2",15,22,20,15,9,26,43,24,22,31
"231742","Usp14",39,78,94,43,37,40,138,60,33,62
"195466","Nrg3",34,67,57,32,27,28,95,45,29,47
"347919","Acp2",90,187,166,87,76,105,190,77,92,125
"290177","Mtmr12",11,44,81,20,19,22,42,51,45,24
"166451","Gabrg1",0,0,4,4,0,0,6,6,0,7
"487428","Syn3",3,9,17,0,10,3,5,4,4,4
"534773","Rims1",366,634,520,370,245,336,665,468,337,496
"171458","Zmiz2",5,12,14,9,4,7,22,12,6,14
"433217","Pabpc4",35,62,69,24,28,21,60,36,26,28
"160650","Tmed4",7,5,10,9,3,14,19,4,9,8
"169480","Ldb2",13,30,32,22,10,11,18,16,16,15
"445165","Fkbp3",7,24,13,9,7,8,15,6,6,8
"184526","Camk2g",360,748,607,307,274,330,682,399,361,515
"300987","Gatad2b",11,17,20,4,11,9,24,11,8,18
"320451","Pdss2",94,188,175,122,65,91,219,137,83,150
"175612","Atg14",39,45,52,27,21,24,56,33,28,32
"418942","Park7",234,314,318,196,148,225,529,268,212,375
"124419","-",0,0,4,6,0,3,0,3,6,3
"338601","B4galt5",168,209,293,150,114,130,276,310,168,298
"381327","Prkag2",94,177,340,139,87,205,375,252,205,236
"482329","Tcf20",46,101,106,44,41,50,109,58,48,97
"416772","Cdc42",40,66,144,54,35,71,151,94,77,69
"433898","Zmym6",0,6,8,0,3,3,6,6,4,4
"472287","Plxnc1",0,7,14,0,4,0,3,3,0,3
"42497","Kdelr1",127,333,337,147,124,172,361,229,203,250
"122372","Atxn2",70,102,119,56,53,58,138,82,66,56
"538264","-",20,33,35,15,14,3,45,26,4,12
"91913","Pex12",8,25,23,17,8,17,30,12,14,22
"254673","-",38,58,129,57,30,42,56,49,54,64
"87690","Shmt1",115,152,169,79,78,70,165,93,75,111
"565604","Apln",17,19,54,16,15,19,33,37,28,26
"58571","-",23,16,44,20,13,16,44,28,16,39
"62363","Casp7",3,8,4,0,4,0,7,8,0,12
"531389","Mobp",5,37,23,9,9,11,27,28,20,14
"346112","Dync1i2",97,237,307,89,120,131,285,156,148,150
"142565","LOC102549394",0,0,3,4,0,0,8,4,0,4
"37391","LOC102551889",17,29,52,20,15,16,45,20,11,30
"224952","Dtnbp1",424,534,704,336,286,324,566,484,358,521
"279711","Prpf38b",8,23,17,15,6,12,41,15,11,9
"555504","Ppp4r1",11,13,22,4,10,9,19,20,16,13
"343717","Fmnl2",98,133,132,105,54,72,184,143,96,147
"232327","Kctd1",42,66,76,45,27,37,79,45,38,62
"462894","Pcnx1",57,153,130,55,59,77,168,97,75,81
"520153","Kirrel3",50,160,188,58,62,81,142,90,95,86
"92494","Ptrh2",27,48,37,27,16,11,43,23,11,27
"496500","Cyth4",23,31,34,21,14,19,21,17,17,30
"531491","Myrip",96,200,175,61,86,72,181,139,107,102
"282842","Lmo4",59,124,121,45,56,45,137,102,62,83
"529526","Rhoa",40,115,245,61,65,46,109,82,66,53
"284997","Ttc37",7,22,20,5,10,6,21,7,4,9
"334153","Spef1",44,92,82,46,32,37,132,56,30,84
"79634","-",8,7,9,6,4,9,19,8,8,10
"60969","Pprc1",6,29,46,7,14,8,18,16,9,14
"189199","Nefl",12,13,38,6,12,21,23,8,10,79
"192090","-",4,4,3,0,3,0,16,4,0,0
"52798","Tnrc6a",19,32,30,8,16,6,24,16,6,14
"125874","Actb",1316,2412,3927,1509,1256,1831,4208,2238,1600,2427
"308148","RT1-M3-1",20,19,42,27,11,31,48,31,29,35
"262202","Gnpat",47,80,121,45,38,41,111,54,40,58
"240868","Ccdc178",0,0,3,3,0,3,18,0,0,5
"298819","LOC365821",9,9,9,0,10,7,6,4,6,13
"272639","Ccdc39",24,32,39,23,14,20,42,20,18,19
"411497","Dock7",9,12,17,11,6,12,28,16,11,20
"53320","Sgf29",31,41,41,29,16,21,45,48,30,34
"200155","Saraf",635,967,1270,497,454,575,1180,699,576,757
"134048","Lypd1",60,135,134,96,50,66,172,82,65,89
"573944","-",7,8,14,5,5,0,10,3,0,0
"244082","-",4,20,12,5,6,6,14,13,10,4
"286891","Arsb",94,146,141,87,62,94,258,138,91,110
"97011","Mrpl58",59,129,111,63,49,95,163,88,83,106
"449948","Clmn",37,95,85,38,35,33,115,70,32,61
"254035","-",4,10,8,3,4,5,9,14,8,9
"362043","Nub1",554,702,1128,585,366,490,1001,730,601,928
"416348","-",297,540,459,188,231,326,567,342,283,440
"371034","Rmnd5a",20,41,62,34,18,25,75,43,24,71
"87951","Specc1",103,199,225,183,67,130,331,168,121,228
"179812","Pcdh8",77,81,141,60,52,56,200,100,55,81
"434500","Ptp4a2",64,114,81,24,57,55,110,74,61,66
"95220","Nmt1",25,54,72,48,20,58,96,60,49,96
"170849","Patz1",16,18,21,11,9,11,29,15,8,23
"39208","Strn4",159,358,293,131,144,247,546,267,263,275
"356930","Cbfa2t2",49,65,78,51,31,36,106,53,34,64
"93650","Ppp1r9b",212,296,566,151,180,224,524,304,224,285
"438760","Socs5",11,41,42,17,14,20,23,21,21,31
"470460","Zfp870",38,57,39,20,22,23,28,29,30,29
"497185","Sgsm3",43,122,149,26,60,60,146,63,49,81
"15663","Mef2a",6,16,29,5,9,11,14,21,17,18
"139553","Ppox",14,30,34,16,13,17,29,10,16,10
"289488","Ttc33",29,43,65,31,20,30,52,25,26,42
"55804","Ppp1ca",302,519,912,274,302,391,648,388,375,403
"393859","Tprkb",69,132,115,49,54,52,165,82,56,77
"342715","Arpc5l",311,554,689,310,260,361,775,457,361,393
"290256","Drosha",169,405,368,159,158,251,452,205,205,222
"292287","Ctnnd2",236,396,331,141,170,194,479,205,152,233
"287129","Poc5",7,11,7,4,4,6,22,0,0,17
"362829","Tmem60",27,33,49,34,15,40,50,15,22,38
"24657","Ssh3",18,79,61,28,25,41,90,43,41,50
"96545","Prkar1a",13,10,40,14,8,10,40,11,8,10
"496458","Mpst",57,133,98,56,46,82,146,93,75,108
"532282","Ptprs",1037,2021,2816,1013,1054,1408,2922,1881,1697,1261
"376276","-",78,144,131,91,57,80,140,97,78,143
"566511","-",25,39,77,18,27,17,25,24,23,26
"553306","Itm2c",1877,3568,3477,1667,1580,1920,4000,2140,1840,2224
"299932","Hdgf",154,246,263,150,111,134,249,163,142,163
"481881","Cbx6",221,317,463,200,170,313,658,320,343,284
"513976","Trnae-uuc",41,31,53,12,25,18,49,26,20,27
"469890","Dazap1",53,87,104,76,32,69,167,94,65,116
"225996","Uqcrfs1",225,539,416,218,178,258,455,293,263,391
"217352","Hist1h2bq",78,106,118,67,50,54,126,63,47,71
"336715","Uqcc1",7,59,42,16,15,27,54,26,31,11
"317127","Smarcb1",194,240,370,270,115,189,325,163,153,244
"163872","Mapk10",115,252,228,85,102,82,173,172,134,106
"45956","Gdpgp1",3,7,15,8,3,5,28,13,5,7
"503228","Elavl3",13,32,67,9,22,9,3,10,15,15
"249918","Mt3",2788,4098,5149,2847,1778,3243,6370,3280,3028,4688
"262295","Ntpcr",29,46,55,27,21,31,61,29,38,21
"316880","Adarb1",76,200,336,89,108,119,226,153,133,142
"380112","Kras",46,92,95,36,39,44,88,65,51,75
"450520","Ankrd9",10,16,35,11,10,28,81,19,18,20
