"percentile","center_rank_trt","iod_local_amplitude_trt","cv2_local_amplitude_trt","iod_local_amplitude_scaled_trt","cv2_local_amplitude_scaled_trt","iod_center_trt","cv2_center_trt","center_rank_ctrl","iod_local_amplitude_ctrl","cv2_local_amplitude_ctrl","iod_local_amplitude_scaled_ctrl","cv2_local_amplitude_scaled_ctrl","iod_center_ctrl","cv2_center_ctrl","combined_rank","composite_iod_amplitude","composite_cv2_amplitude","composite_iod_amplitude_scaled","composite_cv2_amplitude_scaled","combined_center_distance","combined_center_agreement","regime_difference","regime_difference_scaled"
0.005,155,0.0989775970057417,0.0429792584919839,0.157279896251057,0.0118284777011245,155,147,155,0.0576945545417124,0.0674908347011961,0.0862861827459374,0.0298239010135625,157.5,155,155,0.156672151547454,0.11047009319318,0.243566078996995,0.041652378714687,5.25,0.16,0.0462020583542741,0.201913700282308
0.01,309,0.135471289008561,0.096177101174814,0.22319370569481,0.0555459190509179,309,265,310,0.0791872827364027,0.0916262464011437,0.1337403070439,0.047897616712936,362.5,359.5,310,0.214658571744964,0.187803347575958,0.35693401273871,0.103443535763854,23.5,0.0408163265306122,0.026855224169006,0.253490476974856
0.015,464,0.0402468068550376,0.04976553609193,0.0512021086110593,0.0174053710110259,439,499,465,0.0492814198922268,0.0488139496510521,0.0677106936886285,0.0158377832401119,513.5,509.5,464,0.0895282267472644,0.0985794857429821,0.118912802299688,0.0332431542511378,28,0.0344827586206897,-0.00905125899571776,0.08566964804855
0.02,618,0.117814873671477,0.107644759927926,0.191303219089662,0.0649699233652963,669.5,664,620,0.0409998925450701,0.0502400094189511,0.0494257824131007,0.0169056829360337,615.5,620,619,0.158814766216547,0.157884769346877,0.240729001502763,0.08187560630133,0.5,0.666666666666667,0.000929996869670102,0.158853395201433
0.025,773,0.121444681107882,0.0993624201106952,0.197859268164177,0.0581635814736221,773,727,775,0.0358554630286713,0.0276643739205961,0.0380673175638776,0,730,783.5,774,0.157300144136554,0.127026794031291,0.235926585728055,0.0581635814736221,3.75,0.210526315789474,0.0302733501052622,0.177763004254433
0.03,927,0.142507486188768,0.282829597492448,0.235902273523711,0.208935025620692,927,927,930,0.0767318692917017,0.0862861474442931,0.128318962031194,0.0438987029362612,967.5,942,928,0.21923935548047,0.369115744936741,0.364221235554904,0.252833728556953,12.75,0.0727272727272727,-0.149876389456271,0.111387506997952
0.035,1082,0.0534517524168394,0.0840028885732906,0.0750524843255388,0.0455412760325875,1112.5,1114,1086,0.0446155439468492,0.0709701727503221,0.0574088346102859,0.03242939071905,1075.5,1084,1084,0.0980672963636886,0.154973061323613,0.132461318935825,0.0779706667516375,5,0.166666666666667,-0.0569057649599241,0.0544906521841872
0.04,1236,0.0921154116687033,0.182711624605395,0.144885623382247,0.126659102631758,1203.5,1197,1241,0.077200926288803,0.0312467300174228,0.129354600170831,0.00268263439765992,1196,1232,1238,0.169316337957506,0.213958354622818,0.274240223553078,0.129341737029418,14.75,0.0634920634920635,-0.0446420166653117,0.14489848652366
0.045,1391,0.0480281408196065,0.086028140826194,0.065256520100014,0.0472056075565689,1382.5,1353,1396,0.128664950283391,0.0654692238043081,0.242982808250799,0.0283100250101468,1396,1348,1394,0.176693091102997,0.151497364630502,0.308239328350813,0.0755156325667157,38.75,0.0251572327044025,0.0251957264724949,0.232723695784098
0.05,1545,0.0717826537620155,0.177679923762355,0.108161207282504,0.12252410250014,1551,1552,1551,0.0724171819463887,0.108421372970744,0.118792497650468,0.0604745864587895,1558,1520,1548,0.144199835708404,0.2861012967331,0.226953704932973,0.182998688958929,18.5,0.0512820512820513,-0.141901461024695,0.0439550159740436
