"comparison_name","arm","cutoff_anchor_rank","fixed_leading_edge_5000_rank","terminal_start_rank","interval_min_rank","interval_max_rank","left_n","right_n","left_median_log_nb1","right_median_log_nb1","right_left_log_nb1_diff","left_median_log_nb2","right_median_log_nb2","right_left_log_nb2_diff","left_median_nb_gap","right_median_nb_gap","right_left_nb_gap_diff","left_median_log_alpha_mu","right_median_log_alpha_mu","right_left_log_alpha_mu_diff","pre_evs_remainder_size","pre_evs_leading_edge_size","directional_call_nb2","directional_call_gap","directional_call_alpha_mu"
"RT0_ZT6","control",26714,26758,27348,26714,27348,5044,5044,1.56861591791385,1.94591014905531,0.377294231141468,2.4423470353692,3.47815842279828,1.03581138742908,1.00786185087685,1.62276690693443,0.614905056057587,1.50407739677627,1.94591014905531,0.441832752279039,26713,5044,"more_NB2_like_on_right","more_NB2_like_on_right","more_NB2_like_on_right"
"RT0_ZT6","treatment",26611,26758,27119,26611,27119,5147,5147,2.15176220325946,2.28238238567653,0.130620182417065,3.75419892023458,4.21803603456465,0.463837114330071,1.74192709548018,1.94591014905531,0.203983053575134,2.07047287169708,2.1639989297079,0.0935260580108235,26610,5147,"more_NB2_like_on_right","more_NB2_like_on_right","more_NB2_like_on_right"
"RT2_ZT8","control",26711,26758,27294,26711,27294,5047,5047,1.82454929205105,1.94591014905531,0.121360857004267,2.86220088092947,3.69386699562498,0.831666114695507,1.20983792377833,1.82330782696298,0.613469903184647,1.65401754406719,2.07976036840022,0.425742824333027,26710,5047,"more_NB2_like_on_right","more_NB2_like_on_right","more_NB2_like_on_right"
"RT2_ZT8","treatment",26219,26758,26978,26219,26978,5539,5539,1.82454929205105,1.82454929205105,0,2.84490938381941,3.04452243772342,0.199613053904015,1.00017221585486,1.2576769832978,0.25750476744294,1.40691364832263,1.63863706712636,0.231723418803736,26218,5539,"more_NB2_like_on_right","more_NB2_like_on_right","more_NB2_like_on_right"
"RT4_ZT10","control",26590,26758,27222,26590,27222,5168,5168,2.36085400111802,2.62466859216316,0.263814591045138,4.28634138453947,4.72295322164447,0.436611837105001,1.89034669844074,2.10825421007376,0.217907511633017,2.11158966305531,2.28425180897047,0.172662145915156,26589,5168,"more_NB2_like_on_right","more_NB2_like_on_right","more_NB2_like_on_right"
"RT4_ZT10","treatment",26396,26758,27034,26396,27034,5362,5362,1.79175946922805,1.79175946922805,0,2.73436750941958,3.04452243772342,0.31015492830384,0.945265015863279,1.3109449238781,0.365679908014825,1.38629436111989,1.69422601497689,0.307931653857002,26395,5362,"more_NB2_like_on_right","more_NB2_like_on_right","more_NB2_like_on_right"
"RT8_ZT14","control",25781,26758,26894,25781,26894,5977,5977,1.88706964903238,2.00148000021012,0.114410351177745,2.89037175789616,3.56671182013973,0.676340062243564,1.16179119028964,1.62558589884208,0.463794708552441,1.55814461804655,1.92181259747625,0.363667979429703,25780,5977,"more_NB2_like_on_right","more_NB2_like_on_right","more_NB2_like_on_right"
"RT8_ZT14","treatment",26480,26758,27644,26480,27644,5278,5278,2.26176309847379,2.28238238567653,0.0206192872027358,3.67503324410548,4.15731936138349,0.482286117278007,1.49298627322841,1.88732642140508,0.394340148176672,1.79175946922805,2.12010221985735,0.328342750629291,26479,5278,"more_NB2_like_on_right","more_NB2_like_on_right","more_NB2_like_on_right"
