"dataset_name","feature_id","gene_symbol","log2FoldChange","lfc_shrunk","Apeglm_L2FC","regulation_direction","stat","pvalue","padj","empirical_p","empirical_q","empirical_bh","lfdr","HBFSS","pi_valueE","hc_p_threshold_dataset","hbfss_threshold_dataset","resLA_padj","resGA_padj","weak_cnh_flag","strong_cnh_flag","standard_flag","hbfss_flag","final_class","weak_hbfss_overlap","strong_hbfss_overlap","standard_hbfss_overlap","any_overlap","baseMean.x","lfcSE","pval","padjc","qval","gene_empirical_pvalue","HBFSS_core_pass","raw_lfc_pass","shrunk_lfc_pass","padj_strong_effect","padj_weak_effect","effect_class","hc_pass","standard_significant","HBFSS_significant","R0_1","R0_2","R0_3","R0_4","R0_5","ZT6_1","ZT6_2","ZT6_3","ZT6_4","ZT6_5","dispGeneEst","dispFit","dispersion","dispIter","baseMean.y","dispOutlier","neglog10_padj","neglog10_empirical_p","neglog10_padjc"
"RT0_ZT6_NormEVS_leading_edge_dataset","248551","Mbp",-0.539512029055825,-0.0265490162423381,-0.0265490162423381,"downregulated",-1.56593373093206,0.117364132131678,0.763498150926664,0.229759294278123,0.999999999999,0.99360002952414,1,0.0169575711452269,0.0169575711452269,0.034292401519239,1.4648020998943,0.155437343131918,1,FALSE,FALSE,FALSE,FALSE,"Background",FALSE,FALSE,FALSE,FALSE,21431.3603791252,0.344530562436191,0.229759294278123,0.99360002952414,0.999999999999,0.229759294278123,FALSE,FALSE,FALSE,1,0.155437343131918,"intermediate",FALSE,FALSE,FALSE,8825.36265106179,17783.4285118526,31264.7749124415,11013.616136042,18463.838400133,30126.8179558516,26257.6310624783,18154.7531533359,33460.1186149898,18963.2623930652,0.156390164983775,0.124098477550976,0.142525366603022,8,21431.3603791252,FALSE,0.117192010399726,0.638726911401876,0.00278840426273359
"RT0_ZT6_NormEVS_leading_edge_dataset","25328","-",-0.0335511347741155,-6.46163967501014e-05,-6.46163967501014e-05,"downregulated",-0.028669130713624,0.977128476365055,0.992936720946053,0.982457896141516,0.999999999999,0.998198606085742,1,4.96645019086607e-07,4.96645019086607e-07,0.034292401519239,1.4648020998943,0.265450566224438,1,FALSE,FALSE,FALSE,FALSE,"Background",FALSE,FALSE,FALSE,FALSE,6936.37571854103,1.17028783011448,0.982457896141516,0.998198606085742,0.999999999999,0.982457896141516,FALSE,FALSE,FALSE,1,0.265450566224438,"intermediate",FALSE,FALSE,FALSE,21237.264140014,320.574138259203,329.017642280332,1279.98970308807,11111.7217521163,1048.50286868526,8577.64083842588,11795.8729156417,1250.79399448789,12412.3791924116,1.64489667084148,0.125532771934574,1.64489667084148,12,6936.37571854103,TRUE,0.00307842785872289,0.00768605252018834,0.000783040931219941
"RT0_ZT6_NormEVS_leading_edge_dataset","8277","Apoe",-0.725099114551166,-0.0163378693686608,-0.0163378693686608,"downregulated",-1.43722144389224,0.150655081712765,0.763498150926664,0.270346751194086,0.999999999999,0.99360002952414,1,0.0092811979615676,0.0092811979615676,0.034292401519239,1.4648020998943,0.344978961235983,1,FALSE,FALSE,FALSE,FALSE,"Background",FALSE,FALSE,FALSE,FALSE,7052.91169394743,0.504514539240018,0.270346751194086,0.99360002952414,0.999999999999,0.270346751194086,FALSE,FALSE,FALSE,1,0.344978961235983,"intermediate",FALSE,FALSE,FALSE,2320.31406815763,5483.504996539,13663.8495934081,2173.13015050747,2943.31197402907,10535.8502376642,13756.9465871866,4363.60111613404,11435.2678424857,3853.34037336252,0.453326095655435,0.125497732116212,0.305570974708358,7,7052.91169394743,FALSE,0.117192010399726,0.56807884505251,0.00278840426273359
"RT0_ZT6_NormEVS_leading_edge_dataset","415923","-",-0.616878559677181,-0.0255261073176016,-0.0255261073176016,"downregulated",-1.63991720495937,0.101022383043218,0.763498150926664,0.208492995549567,0.999999999999,0.99360002952414,1,0.0173809442315749,0.0173809442315749,0.034292401519239,1.4648020998943,0.220309972978407,1,FALSE,FALSE,FALSE,FALSE,"Background",FALSE,FALSE,FALSE,FALSE,10679.4046200543,0.376164453797815,0.208492995549567,0.99360002952414,0.999999999999,0.208492995549567,FALSE,FALSE,FALSE,1,0.220309972978407,"intermediate",FALSE,FALSE,FALSE,6747.48912154187,7002.01407250365,12783.0946740731,8330.62936285595,7289.11415811201,12613.6128635623,15938.7525061704,4540.83221289153,8757.13426134525,22791.372967487,0.189305303729301,0.12478950225625,0.169856874086772,8,10679.4046200543,FALSE,0.117192010399726,0.680908530835404,0.00278840426273359
"RT0_ZT6_NormEVS_leading_edge_dataset","156760","Uchl1",-0.592341461825348,-0.0119691201064103,-0.0119691201064103,"downregulated",-1.11423981155803,0.265176320309344,0.784429307476704,0.392796746735775,0.999999999999,0.99360002952414,1,0.00485745336136412,0.00485745336136412,0.034292401519239,1.4648020998943,0.280698845744758,1,FALSE,FALSE,FALSE,FALSE,"Background",FALSE,FALSE,FALSE,FALSE,2988.39777823823,0.531610390941861,0.392796746735775,0.99360002952414,0.999999999999,0.392796746735775,FALSE,FALSE,FALSE,1,0.280698845744758,"intermediate",FALSE,FALSE,FALSE,1208.24985831945,1817.71160500657,6917.46938369695,904.728097934816,1068.30308968947,4294.66775013482,5764.78232369957,1929.53210179527,4453.8354523321,1524.69811977324,0.532550866552301,0.128334374906508,0.339085114892556,10,2988.39777823823,FALSE,0.105446188796148,0.405832117831503,0.00278840426273359
"RT0_ZT6_NormEVS_leading_edge_dataset","412143","Yipf1",-0.0624674444851784,-0.0021135112820182,-0.0021135112820182,"downregulated",-0.154203110791905,0.877449589472187,0.966198716603344,0.90585790815692,0.999999999999,0.995066906099293,1,9.07540052004944e-05,9.07540052004944e-05,0.034292401519239,1.4648020998943,0.0465807430081434,1,FALSE,FALSE,FALSE,FALSE,"Background",FALSE,FALSE,FALSE,FALSE,4273.82848512384,0.40509847151837,0.90585790815692,0.995066906099293,0.999999999999,0.90585790815692,FALSE,FALSE,FALSE,1,0.0465807430081434,"weak_effect",FALSE,FALSE,FALSE,3019.96583998711,4152.84111737887,8243.66357258075,3550.27784637869,1939.38099359012,4186.11686490623,7392.66429753162,1945.2542152173,3479.68209556649,4828.43800810122,0.239523521072025,0.126853917004634,0.196870527090507,10,4273.82848512384,FALSE,0.0149335437201842,0.0429399199202916,0.00214771727151674
"RT0_ZT6_NormEVS_leading_edge_dataset","111059","-",0.46977115868214,0.0132525906028891,0.0132525906028891,"upregulated",1.03762740678454,0.299443553291785,0.786777891798226,0.42614873553862,0.999999999999,0.99360002952414,1,0.00490927370483752,0.00490927370483752,0.034292401519239,1.4648020998943,0.187931075527786,1,FALSE,FALSE,FALSE,FALSE,"Background",FALSE,FALSE,FALSE,FALSE,2694.87917918098,0.452735881502877,0.42614873553862,0.99360002952414,0.999999999999,0.42614873553862,FALSE,FALSE,FALSE,1,0.187931075527786,"intermediate",FALSE,FALSE,FALSE,2237.30453590668,2057.29859254766,7413.52675205807,2104.4956051469,1835.28992331268,1678.09800301109,4648.75412196977,1410.7023588681,2279.32969883993,1283.99220014893,0.333900311984853,0.128870493424323,0.245811587853053,11,2694.87917918098,FALSE,0.104147852114334,0.370438795850773,0.00278840426273359
"RT0_ZT6_NormEVS_leading_edge_dataset","506371","Fxyd2",0.731847891226164,0.019913351348923,0.019913351348923,"upregulated",1.5828097536983,0.113464832929018,0.763498150926664,0.224777490107871,0.999999999999,0.99360002952414,1,0.0129087739056261,0.0129087739056261,0.034292401519239,1.4648020998943,0.334712796575205,1,FALSE,FALSE,FALSE,FALSE,"Background",FALSE,FALSE,FALSE,FALSE,2852.31532930921,0.462372619018914,0.224777490107871,0.99360002952414,0.999999999999,0.224777490107871,FALSE,FALSE,FALSE,1,0.334712796575205,"intermediate",FALSE,FALSE,FALSE,3058.17657705501,3665.79339153243,7365.94573917445,2347.83626597074,1364.14086837271,1300.6369702844,4807.68588682344,1436.4294535587,1959.34081304152,1217.16732727873,0.354233176241407,0.12856921327883,0.256415152588757,7,2852.31532930921,FALSE,0.117192010399726,0.648247182477614,0.00278840426273359
"RT0_ZT6_NormEVS_leading_edge_dataset","263417","Mblac2",0.987094308808881,0.0168039775885852,0.0168039775885852,"upregulated",1.70113973865739,0.0889167503802545,0.763498150926664,0.192003810788373,0.999999999999,0.99360002952414,1,0.0120432452449018,0.0120432452449018,0.034292401519239,1.4648020998943,0.52206402087856,1,FALSE,FALSE,FALSE,FALSE,"Background",FALSE,FALSE,FALSE,FALSE,1893.41819794094,0.580254688299702,0.192003810788373,0.99360002952414,0.999999999999,0.192003810788373,FALSE,FALSE,FALSE,1,0.52206402087856,"intermediate",FALSE,FALSE,FALSE,2429.67583286921,1280.04690996131,6560.1056060817,1149.85147422257,1164.17644389237,445.058629437225,3234.72886113935,871.862653403788,1410.00028742207,388.675280979762,0.637210000570622,0.131180958584432,0.403830025175647,10,1893.41819794094,FALSE,0.117192010399726,0.716690151567607,0.00278840426273359
"RT0_ZT6_NormEVS_leading_edge_dataset","55601","Bc1",-0.40871361614706,-0.0164915537956097,-0.0164915537956097,"downregulated",-1.08691805667705,0.277073025531046,0.785089039087716,0.404505147109021,0.999999999999,0.99360002952414,1,0.0064824331398006,0.0064824331398006,0.034292401519239,1.4648020998943,0.117803844897389,1,FALSE,FALSE,FALSE,FALSE,"Background",FALSE,FALSE,FALSE,FALSE,16988.3714395542,0.376029833745322,0.404505147109021,0.99360002952414,0.999999999999,0.404505147109021,FALSE,FALSE,FALSE,1,0.117803844897389,"intermediate",FALSE,FALSE,FALSE,6677.65570552123,12094.0811739051,16126.9262816175,16377.8069669501,21713.9451076114,21616.9219670447,26171.1534845433,8168.35256426664,13289.7847101794,27647.0864339025,0.167283366896376,0.124277982584466,0.169775631331666,6,16988.3714395542,FALSE,0.105081085940611,0.39307594785437,0.00278840426273359
