"comparison_name","track_key","track_label","dataset_key","dataset_name","n_features","hc_p_threshold","hbfss_threshold","n_weak_cnh","n_strong_cnh","n_standard","n_hbfss","n_display_weak_cnh","n_display_strong_cnh","n_display_standard","n_display_hbfss_only","n_overlap","n_weak_hbfss_overlap","n_strong_hbfss_overlap","n_standard_hbfss_overlap","top_n_target","trt_cutoff_quantile","ctrl_cutoff_quantile","leading_edge_n","remainder_n"
"RT0_ZT6","normalized_evs","NormEVS","leading_edge_dataset","RT0_ZT6_NormEVS_leading_edge_dataset",6722,0.034292401519239,1.4648020998943,0,1,3,15,0,0,3,12,3,0,1,3,5000,0.841536462459988,0.841536462459988,6722,25035
