"feature_id","ctrl_abs_loading","trt_abs_loading","rank_ctrl","rank_trt","mu_ctrl","mu_trt","var_ctrl","var_trt","alpha_emp_ctrl","alpha_emp_trt","nb1_ctrl","nb1_trt","nb2_ctrl","nb2_trt","alpha_mu_ctrl","alpha_mu_trt","gene_symbol"
"708",0.0040963671594644,0.0103464366239326,17256,29682,3.2,2,3.2,20,0,4.5,3.2,2,0,18,0,9,"-"
"774",0.00372506804629312,0.0025366217275429,15789,11339,5.4,4.8,24.3,10.7,0.648148148148148,0.256076388888889,5.4,4.8,18.9,5.9,3.5,1.22916666666667,"-"
"829",0.0127574254121886,0.00337041049407527,31045,14644,5,2.4,25.5,12.8,0.82,1.80555555555556,5,2.4,20.5,10.4,4.1,4.33333333333333,"-"
"833",0.00901284610545706,0.00370980843164399,28274,16089,4,5,16.5,33.5,0.78125,1.14,4,5,12.5,28.5,3.125,5.7,"Stxbp5"
"842",0.000442654195432135,0.00336799861353545,2436,14641,25,22.8,8,127.7,-0.0272,0.201792859341336,25,22.8,0,104.9,-0.68,4.60087719298246,"Stxbp5"
"845",0.00857131660061185,0.00478399319406508,27719,19324,3,2.4,9,5.3,0.666666666666667,0.503472222222222,3,2.4,6,2.9,2,1.20833333333333,"Stxbp5"
"926",0,0,2,3,0,0,0,0,NA,NA,0,0,0,0,NA,NA,"-"
"964",0.00541429009183393,0.000174999541370007,21481,2007,2.8,2,7.2,8,0.561224489795918,1.5,2.8,2,4.4,6,1.57142857142857,3,"-"
"969",0.00551128900596953,0.00516180550499685,21716,20193,7.4,5.4,19.3,24.3,0.217311906501096,0.648148148148148,7.4,5.4,11.9,18.9,1.60810810810811,3.5,"LOC120098778"
"984",0.00132539024596355,0.00251747257856596,5237,11276,12.8,11.4,32.2,36.8,0.118408203125,0.195444752231456,12.8,11.4,19.4,25.4,1.515625,2.2280701754386,"Grm1"
"986",0.00468489800326909,0.00734094845761208,19412,25496,6,2.2,48.5,12.2,1.18055555555556,2.06611570247934,6,2.2,42.5,10,7.08333333333333,4.54545454545454,"Grm1"
"1106",0.0138748812963047,0.00468465908988357,31358,19044,13.6,9.4,458.3,36.8,2.40430363321799,0.310095065640561,13.6,9.4,444.7,27.4,32.6985294117647,2.91489361702128,"-"
"1110",0,0.00695385932346602,3,24820,0,2.6,0,6.8,NA,0.621301775147929,0,2.6,0,4.2,NA,1.61538461538461,"Epm2a"
"1132",0.0163121540195735,0.00165917416401885,31650,8019,8,3.4,118,20.3,1.71875,1.46193771626298,8,3.4,110,16.9,13.75,4.97058823529412,"-"
"1137",0.00289987352502053,0.000500124914500594,11937,3728,66.8,54.6,608.7,36.3,0.121441249238051,-0.00613855009459405,66.8,54.6,541.9,0,8.1122754491018,-0.335164835164835,"Utrn"
"1138",0.00596634617133225,0.000882348115828874,22682,5692,0.6,4.2,1.8,9.2,3.33333333333333,0.283446712018141,0.6,4.2,1.2,5,2,1.19047619047619,"Utrn"
"1272",0.000856747865889716,0.00315169896931317,3560,13867,3.4,5,27.8,39.5,2.11072664359862,1.38,3.4,5,24.4,34.5,7.1764705882353,6.9,"-"
"1282",0.00332997509838329,0.00324642143454338,13696,14220,7.6,8.2,23.8,17.2,0.280470914127424,0.133848899464604,7.6,8.2,16.2,9,2.13157894736842,1.09756097560976,"Ltv1"
"1293",0.00423541998429802,0.00359142068751093,17820,15660,8.2,8,31.2,23,0.342058298631767,0.234375,8.2,8,23,15,2.80487804878049,1.875,"Phactr2"
"1295",0.00552096511487178,0.00429708711522011,21739,18014,17.6,14.8,164.3,91.2,0.473592458677686,0.348794740686633,17.6,14.8,146.7,76.4,8.33522727272727,5.16216216216216,"Phactr2"
"1345",0.000238385115833679,0.00414221563505615,1939,17518,3.6,3.6,5.3,14.3,0.131172839506173,0.825617283950617,3.6,3.6,1.7,10.7,0.472222222222222,2.97222222222222,"Pex3"
"1346",0.00191207406427453,0.0076692767528517,7639,26097,6.2,9,7.2,71,0.0260145681581686,0.765432098765432,6.2,9,1,62,0.161290322580645,6.88888888888889,"Pex3"
"1367",0.00263188592538992,0.00500198493856248,10784,19866,282.2,235,4436.2,13423.5,0.0521617884386171,0.238813942960616,282.2,235,4154,13188.5,14.7200566973777,56.1212765957447,"Aig1"
"1369",0.00852372286437801,0.00791064188266318,27649,26602,4,6.8,19.5,25.7,0.96875,0.408737024221453,4,6.8,15.5,18.9,3.875,2.77941176470588,"Aig1"
"1473",0.000112138970876576,0.00425217289906576,1274,17875,0.6,10,1.8,26,3.33333333333333,0.16,0.6,10,1.2,16,2,1.6,"Adgrg6"
"1501",0.00121761633612007,0.0104545273617254,4798,29807,9.8,8.2,15.7,66.7,0.06143273635985,0.870017846519929,9.8,8.2,5.9,58.5,0.60204081632653,7.13414634146342,"Vta1"
"1540",0.00140100551260884,0.00399394665411546,5576,16962,31.2,17,316.7,140.5,0.293289776462853,0.427335640138408,31.2,17,285.5,123.5,9.15064102564103,7.26470588235294,"-"
"1576",0.00370477198161804,0,15553,4,0.6,0,1.8,0,3.33333333333333,NA,0.6,0,1.2,0,2,NA,"-"
"1579",0.00413895166945888,0.0059815818114122,17449,22127,3.4,0.6,12.8,1.8,0.813148788927336,3.33333333333333,3.4,0.6,9.4,1.2,2.76470588235294,2,"-"
"1634",0.00175589935638666,0.00273255223462128,6984,12052,143,140.4,842,2528.8,0.034182600616167,0.121163789254957,143,140.4,699,2388.4,4.88811188811189,17.011396011396,"Heca"
"1655",0.00522378533278208,0.0104031920785783,20994,29768,35,43.2,320,1360.2,0.23265306122449,0.705697016460905,35,43.2,285,1317,8.14285714285714,30.4861111111111,"Abracl"
"1656",0.00732941005032092,0.0123170767193764,25697,30902,7,6.2,26,60.2,0.387755102040816,1.4047866805411,7,6.2,19,54,2.71428571428571,8.70967741935484,"Abracl"
"1683",0.000323623224445153,0.00919461678402411,2141,28505,44.4,43.6,54.3,600.3,0.00502191380569759,0.292852032657184,44.4,43.6,9.9,556.7,0.222972972972973,12.7683486238532,"Ccdc28a"
"1693",0.0122732504029644,0.00834335202037806,30857,27253,24.6,26.8,1153.3,435.7,1.86512657809505,0.569308309200267,24.6,26.8,1128.7,408.9,45.8821138211382,15.2574626865672,"LOC102549339"
"1713",0.00722323044349098,0.00839499274733123,25484,27340,7.6,5.2,29.3,25.2,0.375692520775623,0.739644970414201,7.6,5.2,21.7,20,2.85526315789474,3.84615384615385,"Hebp2"
"1741",0.00241014967871859,0.000598805768270362,9788,4424,94.8,77.2,588.7,909.2,0.0549569157364383,0.139601063115788,94.8,77.2,493.9,832,5.20991561181435,10.7772020725389,"-"
"1742",0.00457404853263079,0.000274299854131621,19039,2377,6.6,6.2,34.8,37.2,0.647382920110193,0.806451612903226,6.6,6.2,28.2,31,4.27272727272727,5,"-"
"1866",0.00472161232446541,0.00597725482042015,19511,22106,4.8,1.8,8.7,7.2,0.169270833333333,1.66666666666667,4.8,1.8,3.9,5.4,0.8125,3,"Tnfaip3"
"1895",0.00828533526322305,0.000463545244842051,27244,3450,2.2,0.8,4.2,3.2,0.413223140495868,3.75,2.2,0.8,2,2.4,0.909090909090909,3,"-"
"1910",0.00495627054742593,0.0128790353590224,20279,31092,7,6.4,21.5,68.8,0.295918367346939,1.5234375,7,6.4,14.5,62.4,2.07142857142857,9.75,"Slc35d3"
"1918",0.00958596475014704,0.00364038324265835,28925,15874,6,10,22.5,70,0.458333333333333,0.6,6,10,16.5,60,2.75,6,"Pex7"
"1922",0.00130963005023534,0.0124132755504982,5178,30944,196.2,172.2,5881.7,39978.2,0.147696654373982,1.3424009302313,196.2,172.2,5685.5,39806,28.9780835881753,231.16144018583,"LOC102547604"
"1929",0.00721291110079711,0.00477225204521363,25468,19288,3.6,3.8,8.3,14.7,0.362654320987654,0.754847645429363,3.6,3.8,4.7,10.9,1.30555555555556,2.86842105263158,"Map3k5"
"1941",0.0112692666035665,0.00949672078676895,30349,28908,18.6,8.4,536.3,58.8,1.49641577060932,0.714285714285714,18.6,8.4,517.7,50.4,27.8333333333333,6,"Map7"
"1946",0.00554077959292038,0.00131317279639668,21797,6959,23.6,22.8,159.3,60.7,0.24364406779661,0.0729070483225608,23.6,22.8,135.7,37.9,5.75,1.66228070175439,"-"
"1955",0.00267117406031252,0.00192332983475321,10963,8968,60.6,45,520.8,323.5,0.125314511649185,0.137530864197531,60.6,45,460.2,278.5,7.59405940594059,6.18888888888889,"Pde7b"
"2081",0.000553796328792854,0.00246621727938508,2713,11058,2.6,3.8,6.3,6.2,0.547337278106509,0.166204986149585,2.6,3.8,3.7,2.4,1.42307692307692,0.631578947368421,"Pde7b"
"2104",0.0112958786627319,0.00137153408851572,30360,7126,7.2,5,84.2,17.5,1.48533950617284,0.5,7.2,5,77,12.5,10.6944444444444,2.5,"LOC120098802"
"2155",0.00186125495112944,0.000198564134787051,7413,2129,5.4,5.4,15.3,2.3,0.339506172839506,-0.106310013717421,5.4,5.4,9.9,0,1.83333333333333,-0.574074074074074,"Ptprk"
"2159",0.00622955778960951,0.00194734461228928,23598,9042,15,9.4,67.5,44.3,0.233333333333333,0.394975101856043,15,9.4,52.5,34.9,3.5,3.71276595744681,"Ptprk"
"2181",0.00340570944968713,0.00280832181855921,14089,12329,1.6,0.8,5.3,3.2,1.4453125,3.75,1.6,0.8,3.7,2.4,2.3125,3,"Ptprk"
"2244",0.00439059745680674,0.00310771657757503,18432,13677,2.6,1.2,6.8,2.7,0.621301775147929,1.04166666666667,2.6,1.2,4.2,1.5,1.61538461538461,1.25,"-"
"2383",0.00311547328949842,0.00565721107902481,12793,21423,294.4,247.2,12733.3,22144.7,0.14351799717923,0.358341908337785,294.4,247.2,12438.9,21897.5,42.2516983695652,88.5821197411003,"Epb41l2"
"2456",0.00148833448554878,0.000618980578740949,5883,4578,29.2,38,87.7,91.5,0.0686104334772002,0.0370498614958449,29.2,38,58.5,53.5,2.00342465753425,1.40789473684211,"Med23"
"2485",0.00318329263789213,0.00552153219878997,13104,21067,25,26.2,93.5,138.7,0.1096,0.163889050754618,25,26.2,68.5,112.5,2.74,4.29389312977099,"Ccn2"
"2500",0.00592605014051493,0.00970585470773813,22588,29083,8.8,12,40.2,108.5,0.40547520661157,0.670138888888889,8.8,12,31.4,96.5,3.56818181818182,8.04166666666667,"Moxd1"
"2513",0.0015706894065073,0.00330423190067421,6234,14426,79.8,74.6,579.2,1189.3,0.078422874228177,0.200299721840882,79.8,74.6,499.4,1114.7,6.25814536340852,14.9423592493298,"Stx7"
"2515",0.00255006652452281,0.000251831705271691,10360,2292,1.2,3.6,2.7,36.8,1.04166666666667,2.56172839506173,1.2,3.6,1.5,33.2,1.25,9.22222222222222,"Stx7"
"2554",0.00268637193646338,0.00649044921061037,11032,23656,5,1.4,15.5,3.8,0.42,1.22448979591837,5,1.4,10.5,2.4,2.1,1.71428571428571,"-"
"2555",0.000657245923675425,0.00178382490384695,2994,8421,16.4,15.6,59.8,32.3,0.161362284354551,0.0686226166995398,16.4,15.6,43.4,16.7,2.64634146341463,1.07051282051282,"Slc18b1"
"2563",0.00149243515298463,0.000399276141119725,5894,2784,1,0.6,5,1.8,4,3.33333333333333,1,0.6,4,1.2,4,2,"LOC100910237"
"2569",0.00227726706321317,0.000354940782767903,9190,2634,8.8,9,25.7,10,0.21823347107438,0.0123456790123457,8.8,9,16.9,1,1.92045454545455,0.111111111111111,"-"
"2587",0.00174431451455848,0.000293969155711608,6937,2439,7.2,5.6,9.2,6.3,0.0385802469135802,0.0223214285714286,7.2,5.6,2,0.7,0.277777777777778,0.125,"-"
"2591",0.00336211432651072,0.00456147613601194,13836,18763,8.4,12.4,47.3,312.8,0.551303854875283,1.95369406867846,8.4,12.4,38.9,300.4,4.63095238095238,24.2258064516129,"LOC120098884"
"2598",0.00339829478183398,0.00681554517588827,14028,24328,1.4,2.2,3.8,4.2,1.22448979591837,0.413223140495868,1.4,2.2,2.4,2,1.71428571428571,0.909090909090909,"Tbpl1"
"2605",0.00205820342063771,0.00703947562112911,8205,24973,9.6,12.6,6.3,104.8,-0.0358072916666667,0.580750818846057,9.6,12.6,0,92.2,-0.34375,7.31746031746032,"Slc2a12"
"2625",0.00114808468275481,0.00381059242282382,4367,16403,35.6,34.4,24.3,277.3,-0.00891617220047974,0.205262979989183,35.6,34.4,0,242.9,-0.317415730337079,7.06104651162791,"Sgk1"
"2665",0.0029752837573483,0.00655341596755931,12229,23815,2.6,2,5.8,9.5,0.473372781065089,1.875,2.6,2,3.2,7.5,1.23076923076923,3.75,"Sgk1"
"2674",0.00389245075285658,0.00648949294561443,16454,23610,2.8,1.4,2.7,3.8,-0.0127551020408163,1.22448979591837,2.8,1.4,0,2.4,-0.0357142857142856,1.71428571428571,"-"
"2704",0.00677352711350069,0.00876395163709834,24501,27897,7.8,5.6,22.7,17.3,0.244904667981591,0.373086734693878,7.8,5.6,14.9,11.7,1.91025641025641,2.08928571428571,"Trdn"
"2816",0.00414537957532728,0.00404249908273721,17479,17148,42.6,31,429.3,304,0.213086027904516,0.284079084287201,42.6,31,386.7,273,9.07746478873239,8.80645161290323,"Hddc2"
"2817",0.00441441334764899,0.00637653096153988,18515,23260,3.2,2.4,11.7,6.3,0.830078125,0.677083333333333,3.2,2.4,8.5,3.9,2.65625,1.625,"Hddc2"
"2845",0.013103043119336,0.000638544786212057,31158,4692,4,1.2,80,7.2,4.75,4.16666666666667,4,1.2,76,6,19,5,"-"
"2900",0.00281056486085489,0.00385503370297763,11572,16560,70,54.4,402.5,538.3,0.0678571428571429,0.163515084342561,70,54.4,332.5,483.9,4.75,8.89522058823529,"Echdc1"
"2935",0.00434904214683734,8.63676056387e-06,18281,1261,3.8,1.4,7.7,3.8,0.270083102493075,1.22448979591837,3.8,1.4,3.9,2.4,1.02631578947368,1.71428571428571,"Kiaa0408L"
"2937",0.0076984043569751,0.00989152813965437,26243,29231,2,2.6,9.5,18.8,1.875,2.39644970414201,2,2.6,7.5,16.2,3.75,6.23076923076923,"Kiaa0408L"
"2944",0.00316897698495079,0.000816035060278765,13039,5482,23.2,34.4,71.7,175.3,0.090108501783591,0.119067739318551,23.2,34.4,48.5,140.9,2.09051724137931,4.09593023255814,"Kiaa0408L"
"2954",0.00801073677062037,0.0140328085871866,26846,31368,9.2,6.8,53.2,100.7,0.519848771266541,2.03070934256055,9.2,6.8,44,93.9,4.78260869565217,13.8088235294118,"Kiaa0408L"
"3037",0.00319890576194574,0.0026343616781188,13166,11668,898.6,957.4,82806.8,232448.3,0.101436569555065,0.252549828021534,898.6,957.4,81908.2,231490.9,91.1509014021812,241.791205347817,"Rpl26-ps2"
"3038",0.0142620283873162,0.00406657910992003,31435,17201,22.2,15.4,573.2,203.8,1.11800990179369,0.794400404790015,22.2,15.4,551,188.4,24.8198198198198,12.2337662337662,"Rpl26-ps2"
"3039",0.00339597895148506,0.00916152918187486,13998,28475,48.6,61,399.3,2706.5,0.148478382360413,0.710964794410105,48.6,61,350.7,2645.5,7.21604938271605,43.3688524590164,"Lrrc14b"
"3046",0.00314755732098132,0.00183046560303394,12951,8585,16,11.4,91.5,13.3,0.294921875,0.0146198830409357,16,11.4,75.5,1.9,4.71875,0.166666666666667,"Ccdc127"
"3048",0.00275558064985011,0.000396335964064797,11322,2766,19,17.8,26,27.2,0.0193905817174515,0.0296679712157556,19,17.8,7,9.4,0.368421052631579,0.528089887640449,"Ccdc127"
"3082",0.00112831247868425,0.00265189849955633,4295,11736,1375.6,1395.4,34410.8,209274.3,0.0174579243054774,0.106761083515897,1375.6,1395.4,33035.2,207878.9,24.0151206746147,148.974415938082,"Tppp"
"3091",0.00158448174426212,0.0108961054551973,6286,30103,29.8,12.4,749.7,284.3,0.81066168190622,1.76834027055151,29.8,12.4,719.9,271.9,24.1577181208054,21.9274193548387,"Tppp"
"3130",0.000751781016469434,0.0037498499895136,3236,16205,31.6,37.8,70.8,274.7,0.0392565294023394,0.165798829819994,31.6,37.8,39.2,236.9,1.24050632911392,6.26719576719577,"Brd9"
"3136",0.012439608033549,0.000376532449770973,30921,2699,3.4,3.2,57.8,10.7,4.70588235294118,0.732421875,3.4,3.2,54.4,7.5,16,2.34375,"Brd9"
"3144",0.00359216219764333,0.00599987595415103,15054,22533,17.6,25.4,224.8,308.3,0.668904958677686,0.438495876991754,17.6,25.4,207.2,282.9,11.7727272727273,11.1377952755906,"Brd9"
"3158",0.0120035722947057,0.00552667332713402,30753,21088,5.8,1.2,36.2,2.7,0.903686087990488,1.04166666666667,5.8,1.2,30.4,1.5,5.24137931034483,1.25,"Tert"
"3165",0.00508262511318283,0.00106349525145856,20649,6236,166.2,124.8,7102.2,6802.7,0.251100192452224,0.428756523257725,166.2,124.8,6936,6677.9,41.7328519855596,53.5088141025641,"Clptm1l"
"3174",0.00113558837354509,0.00584735753567424,4321,21794,7.4,6.4,38.3,30.3,0.564280496712929,0.58349609375,7.4,6.4,30.9,23.9,4.17567567567568,3.734375,"Slc6a3"
"3179",0.00198383910100415,0.00102307465873206,7904,6110,19,24.2,41,22.7,0.0609418282548476,-0.00256130045761902,19,24.2,22,0,1.15789473684211,-0.0619834710743802,"Lpcat1"
"3192",0.0050385352148249,0.0113197383333755,20520,30395,214.4,180,15508.3,42248,0.332712167938294,1.2983950617284,214.4,180,15293.9,42068,71.3334888059701,233.711111111111,"LOC120098984"
"3195",0.00404812493728363,0.00632835793300805,17071,23163,988.2,1083.4,152175.2,950774.8,0.154819175520279,0.809104921300649,988.2,1083.4,151187,949691.4,152.99230924914,876.584271737124,"Mrpl36"
"3197",0.00745989347240109,0.00681233143120956,25909,24327,20.6,13.4,269.3,134.8,0.586059006503912,0.676097126308755,20.6,13.4,248.7,121.4,12.0728155339806,9.05970149253731,"Mrpl36"
"3258",0.00894951925699837,0.000463545244842051,28109,3451,1.4,0.8,9.8,3.2,4.28571428571429,3.75,1.4,0.8,8.4,2.4,6,3,"-"
"3279",0.0104774902423436,0,29773,5,3.2,0,21.2,0,1.7578125,NA,3.2,0,18,0,5.625,NA,"-"
"3295",0.000925836977228455,0.00204004097916799,3758,9399,154.6,153.4,1549.3,1743.8,0.0583528163486626,0.0675858294137745,154.6,153.4,1394.7,1590.4,9.02134540750323,10.367666232073,"Med10"
"3299",0.00669814558626492,0.00294539253963111,24379,13030,5.4,3.2,17.3,9.2,0.408093278463649,0.5859375,5.4,3.2,11.9,6,2.2037037037037,1.875,"-"
"3305",0.00365240112264664,0.00187853932380191,15345,8742,152.8,124.6,3298.7,2145.3,0.134740515610866,0.130156468596781,152.8,124.6,3145.9,2020.7,20.5883507853403,16.2174959871589,"Nsun2"
"3317",0.00692671339952,0.00829000999070102,24709,27151,0.8,2.8,3.2,14.7,3.75,1.51785714285714,0.8,2.8,2.4,11.9,3,4.25,"-"
"3330",0.00029229247337686,0.000677206608801512,2061,4881,5.4,6.2,1.3,14.2,-0.140603566529492,0.208116545265349,5.4,6.2,0,8,-0.759259259259259,1.29032258064516,"LOC680107"
"3331",0.00492361065429228,0.0101712171196626,20189,29534,10.8,3.6,55.7,24.8,0.384945130315501,1.6358024691358,10.8,3.6,44.9,21.2,4.15740740740741,5.88888888888889,"LOC680107"
"3339",0.00259132188325336,0.000400933717527075,10599,3044,48.4,29.8,205.3,53.2,0.0669780069667373,0.0263501644070087,48.4,29.8,156.9,23.4,3.24173553719008,0.785234899328859,"LOC680123"
"3346",0,0.0145292053803206,4,31464,0,5.6,0,156.8,NA,4.82142857142857,0,5.6,0,151.2,NA,27,"Adcy2"
"3354",0.00603015719341413,0.00155788461172916,23088,7725,342.2,278.8,66509.7,105466.2,0.565047184973225,1.35325045439669,342.2,278.8,66167.5,105187.4,193.359146697838,377.286226685796,"Adcy2"
"3357",0.00483136992891529,0.00423606496239628,19903,17829,11.6,7.2,30.8,36.2,0.14268727705113,0.559413580246914,11.6,7.2,19.2,29,1.6551724137931,4.02777777777778,"RGD1308544"
"3369",0.00147822647238222,0.00229705912979906,5850,10238,32.8,32.4,37.7,129.8,0.00455458060678168,0.0927831123304374,32.8,32.4,4.90000000000001,97.4,0.149390243902439,3.00617283950617,"Fastkd3"
"3407",0.00231938017154083,0.00653134623979747,9348,23756,166.6,146.2,1915.3,17960.7,0.0630035927936601,0.833448735966884,166.6,146.2,1748.7,17814.5,10.4963985594238,121.850205198358,"RGD1566325"
"3426",0.00316751429885098,0.00638085795253192,13024,23273,2.2,1.2,9.2,2.7,1.44628099173554,1.04166666666667,2.2,1.2,7,1.5,3.18181818181818,1.25,"LOC682870"
"3428",0.0075194200695872,0.00996335165688226,25983,29382,7.2,7,52.7,31.5,0.877700617283951,0.5,7.2,7,45.5,24.5,6.31944444444444,3.5,"LOC102547287"
"3429",0.00971539716646915,0.00531212558918914,29065,20550,2,1.6,8,5.3,1.5,1.4453125,2,1.6,6,3.7,3,2.3125,"LOC102547287"
"3447",0.00906165822787495,0.00772537526364348,28345,26194,2,3.8,9.5,13.2,1.875,0.650969529085872,2,3.8,7.5,9.4,3.75,2.47368421052632,"Zfp748"
"3452",0.00024175893026313,0.00142135371080497,1952,7282,3.6,3.8,6.3,5.7,0.208333333333333,0.131578947368421,3.6,3.8,2.7,1.9,0.75,0.5,"LOC102551340"
"3458",0,0.000399276141119725,5,2785,0,0.6,0,1.8,NA,3.33333333333333,0,0.6,0,1.2,NA,2,"LOC501406"
"3460",0.00162390273380805,0.00654203673142851,6465,23774,10,1.8,7.5,7.2,-0.025,1.66666666666667,10,1.8,0,5.4,-0.25,3,"LOC120093155"
"3524",0.000223673799562771,0.00189550629534547,1903,8812,13.4,13.8,3.3,15.2,-0.05624860770773,0.00735139676538541,13.4,13.8,0,1.4,-0.753731343283582,0.101449275362319,"-"
"3646",0.0019826866927449,0.00408811448300246,7899,17332,12,20.8,14.5,107.2,0.0173611111111111,0.199704142011834,12,20.8,2.5,86.4,0.208333333333333,4.15384615384615,"Zbtb2"
"3656",0.00040295629201219,0.00328230918514304,2331,14354,20,14.8,467.5,723.2,1.11875,3.23411249086925,20,14.8,447.5,708.4,22.375,47.8648648648649,"Zbtb2"
"3661",0.0043358822020813,0.000326946199363713,18239,2548,26.6,19,121.3,81.5,0.133840239696987,0.173130193905817,26.6,19,94.7,62.5,3.56015037593985,3.28947368421053,"Rmnd1"
"3697",0.00578060015263825,0.00667221606499073,22307,24084,5.8,2.6,17.2,18.8,0.338882282996433,2.39644970414201,5.8,2.6,11.4,16.2,1.96551724137931,6.23076923076923,"LOC120099108"
"3721",0.0013062108906408,0.00162299879755393,5163,7903,12,9.8,3.5,35.7,-0.0590277777777778,0.269679300291545,12,9.8,0,25.9,-0.708333333333333,2.64285714285714,"Syne1"
"3723",5.0505408119423e-05,0.000709234717571356,1107,5038,112.8,116.8,85.7,1814.7,-0.0021298601679996,0.124459033120661,112.8,116.8,0,1697.9,-0.240248226950355,14.5368150684932,"Syne1"
"3759",0.00352841861768602,0.0100410377861004,14681,29439,0.6,2.8,1.8,15.2,3.33333333333333,1.58163265306122,0.6,2.8,1.2,12.4,2,4.42857142857143,"Syne1"
"3799",0.00255006652452281,0.0114665175972497,10361,30493,1.2,3,2.7,27,1.04166666666667,2.66666666666667,1.2,3,1.5,24,1.25,8,"Syne1"
"3969",0.00758023102222758,0.0115438108787199,26055,30549,19.8,48.2,289.7,2748.2,0.688450158147128,1.16217007282932,19.8,48.2,269.9,2700,13.6313131313131,56.0165975103734,"Syne1"
"4060",0.00378031178198,0.00773108233874813,16005,26205,2.2,1,4.2,5,0.413223140495868,4,2.2,1,2,4,0.909090909090909,4,"Syne1"
"4087",0.00246149513548982,0.00792535238757438,10035,26624,5.4,4.8,9.3,22.7,0.133744855967078,0.776909722222222,5.4,4.8,3.9,17.9,0.722222222222222,3.72916666666667,"-"
"4090",0.00962464340419772,0.00299064601883101,28970,13199,3,2.2,17,4.7,1.55555555555556,0.516528925619835,3,2.2,14,2.5,4.66666666666667,1.13636363636364,"-"
"4092",0.00478834832310252,0.00839621156997913,19708,27342,1,1.2,5,7.2,4,4.16666666666667,1,1.2,4,6,4,5,"Mtrf1l"
"4096",0.00404838734836037,0.00380932575299829,17072,16398,7.6,6.6,13.3,11.3,0.0986842105263158,0.107897153351699,7.6,6.6,5.7,4.7,0.75,0.712121212121212,"Mtrf1l"
"4097",0.011034363277611,0.0111039158903877,30171,30274,3.8,4.6,14.2,30.3,0.720221606648199,1.21455576559546,3.8,4.6,10.4,25.7,2.73684210526316,5.58695652173913,"Mtrf1l"
"4110",0.000878395366803025,0.00166050924265948,3616,8022,27.8,26.2,47.7,177.7,0.025749184824802,0.220703921682886,27.8,26.2,19.9,151.5,0.715827338129497,5.7824427480916,"Rgs17"
