"percentile","center_rank_trt","iod_local_amplitude_trt","cv2_local_amplitude_trt","iod_local_amplitude_scaled_trt","cv2_local_amplitude_scaled_trt","iod_center_trt","cv2_center_trt","center_rank_ctrl","iod_local_amplitude_ctrl","cv2_local_amplitude_ctrl","iod_local_amplitude_scaled_ctrl","cv2_local_amplitude_scaled_ctrl","iod_center_ctrl","cv2_center_ctrl","combined_rank","composite_iod_amplitude","composite_cv2_amplitude","composite_iod_amplitude_scaled","composite_cv2_amplitude_scaled","combined_center_distance","combined_center_agreement","regime_difference","regime_difference_scaled"
0.01,302,0.456032094193255,0.0930903064157415,0.987068553215732,0.0710987980491651,1058,716.5,307,0.402758129487865,0.141094615492941,0.916007770415109,0.20392425002645,1073.5,1073.5,304,0.85879022368112,0.234184921908683,1.90307632363084,0.275023048075615,170.75,0.00582241630276565,0.624605301772437,1.62805327555523
0.02,604,0.45012125129074,0.0851128971497291,0.973797738999469,0.0626797007843494,1209,771.5,613,0.436725541632323,0.171201614563835,1,0.259313313973282,1226.5,1226.5,608,0.886846792923062,0.256314511713565,1.97379773899947,0.321993014757631,218.75,0.00455062571103527,0.630532281209498,1.65180472424184
0.03,906,0.461791782272558,0.0933898152154229,1,0.0714148898569315,1360,1360,920,0.401888747145509,0.157358151218469,0.913858022857489,0.233844934521827,1380,1380,913,0.863680529418067,0.250747966433892,1.91385802285749,0.305259824378759,0,1,0.612932562984175,1.60859819847873
0.04,1208,0.426006873591609,0.0649222875424378,0.919656996018505,0.0413711906588963,1511,1511,1226,0.415393032779554,0.149430400548076,0.947250471317526,0.219259930954951,1533,1533,1217,0.841399906371163,0.214352688090514,1.86690746733603,0.260631121613847,0,1,0.62704721828065,1.60627634572218
0.05,1510,0.442572684432197,0.0572270430315436,0.956849965216458,0.0332498808635243,1662,770,1533,0.406383328707494,0.167986303530059,0.924971908273215,0.253397976212801,1686.5,1686.5,1522,0.848956013139691,0.225213346561602,1.88182187348967,0.286647857076326,446,0.00223713646532438,0.623742666578089,1.59517401641335
0.06,1813,0.447206459891287,0.0938188341220429,0.967253553038304,0.0718676624028591,1813.5,1813.5,1839,0.390759857601524,0.163279887948752,0.886339286910577,0.244739393104618,1839.5,1839.5,1826,0.837966317492811,0.257098722070795,1.85359283994888,0.316607055507477,0,1,0.580867595422016,1.5369857844414
0.07,2115,0.22508726492088,0.0491359270800674,0.468559438013917,0.0247107812755661,2115,1879.5,2146,0.18708987883243,0.179465193398887,0.382718476953909,0.274516154198126,2146,2146,2130,0.412177143753309,0.228601120478954,0.851277914967826,0.299226935473692,117.75,0.00842105263157895,0.183576023274355,0.552050979494134
0.08,2417,0.195678646654252,0.0717398596882743,0.402532254444665,0.0485662336975227,2417,2417,2452,0.134979602269727,0.129536695024163,0.253863847282014,0.182660676249797,2452,2452,2434,0.330658248923979,0.201276554712437,0.656396101726679,0.23122690994732,0,1,0.129381694211542,0.425169191779359
0.09,2719,0.161399241516783,0.0659149506023467,0.325569353463188,0.0424188148403669,2719,2719,2759,0.0872684561570845,0.0796236716434061,0.135887078224404,0.0908336682737967,2759,2766.5,2739,0.248667697673867,0.145538622245753,0.461456431687592,0.133252483114164,3.75,0.210526315789474,0.103129075428115,0.328203948573428
0.1,3021,0.132277572052887,0.0257215384208551,0.260186417138098,0,3021,2982,3066,0.0906550026848113,0.118825695898744,0.144261092478038,0.162955217924467,3066,3066,3044,0.222932574737698,0.144547234319599,0.404447509616136,0.162955217924467,19.5,0.0487804878048781,0.0783853404180988,0.241492291691669
