"feature_id","gene_symbol","R0_1","R0_2","R0_3","R0_4","R0_5","ZT6_1","ZT6_2","ZT6_3","ZT6_4","ZT6_5"
"344031","-",16.5541335421656,0,0,0,0,0,0,0,0,9.44360086577781
"94486","Msl1",12.7339488785889,24.5428938061234,3.15851543349337,6.07812106740364,0,6.75378463090821,0,14.1431193709485,0,2.02362875695239
"572168","Fam155b",0,0,0,6.94642407703273,4.00650748552398,0,0,4.24293581128455,0,3.37271459492065
"132841","-",0,0,0,6.94642407703273,4.00650748552398,3.85930550337612,0,4.24293581128455,0,4.04725751390478
"192040","-",15.2807386543067,0,3.15851543349337,3.47321203851637,0,0,4.82034694774832,0,3.19852020459586,0
"175586","Gch1",10.1871591028711,7.80910257467563,3.15851543349337,2.60490902888727,0,2.41206593961007,0,7.07155968547425,2.3988901534469,6.7454291898413
"301689","Anp32e",0,0,0,2.60490902888727,5.34200998069864,0,0,0,0,9.44360086577781
"319395","-",7.64036932715335,15.6182051493513,8.42270782264897,5.20981805777455,0,4.34171869129813,8.43560715855955,12.7288074338537,14.3933409206814,0
"419328","Phf13",0,5.5779304104826,4.21135391132449,19.10266621184,8.01301497104796,6.27137144298619,0,5.6572477483794,15.9926010229793,20.2362875695239
"28187","Prkg1",0,0,0,3.47321203851637,5.34200998069864,0,3.61526021081124,0,3.99815025574483,0
"367033","Lrrc4",31.8348721964723,14.5026190672548,0,8.68303009629092,0,4.34171869129813,0,5.6572477483794,2.3988901534469,7.41997210882542
"16957","Man2a2",0,0,0,2.60490902888727,5.34200998069864,2.41206593961007,0,0,0,10.1181437847619
"197738","Spock3",12.7339488785889,0,4.21135391132449,3.47321203851637,0,0,0,0,0,8.76905794679368
"18304","Usp35",8.91376421501224,10.0402747388687,11.5812232561423,9.55133310592001,0,9.6482637584403,0,4.24293581128455,4.79778030689379,12.8163154606985
"549435","Slc39a10",0,3.34675824628956,8.42270782264897,12.1562421348073,12.0195224565719,16.4020483893485,20.4864745279303,7.07155968547425,24.7885315856179,3.37271459492065
"236894","Camk2a",0,26.7740659703165,87.3855936599831,72.0691497992146,20.0325374276199,135.558105806086,115.68832674596,4.24293581128455,107.95005690511,62.732491465524
"350444","Fmn1",8.91376421501224,0,8.42270782264897,2.60490902888727,0,6.75378463090821,7.23052042162247,4.24293581128455,5.59741035804276,0
"563365","Diaph2",36.9284517479079,4.46234432838608,0,8.68303009629092,0,0,0,7.07155968547425,0,2.02362875695239
"566764","-",3.82018466357667,0,12.6340617339735,0,0,4.34171869129813,3.61526021081124,0,2.3988901534469,0
"223496","Dbn1",12.7339488785889,6.69351649257912,3.15851543349337,5.20981805777455,0,7.23619781883022,20.4864745279303,0,11.9944507672345,6.7454291898413
"280281","Mfsd14a",0,15.6182051493513,4.21135391132449,10.4196361155491,10.6840199613973,2.89447912753209,0,4.24293581128455,0,3.37271459492065
"254747","Ankrd11",0,0,3.15851543349337,10.4196361155491,6.6775124758733,1.44723956376604,3.61526021081124,0,3.19852020459586,0
"569323","-",5.09357955143557,3.34675824628956,3.15851543349337,0,0,0,0,5.6572477483794,0,2.69817167593652
"77530","Coa3",0,5.5779304104826,0,8.68303009629092,4.00650748552398,2.41206593961007,0,14.1431193709485,7.99630051148966,8.76905794679368
"84065","-",71.3101137200979,40.1610989554747,196.88079535442,61.6495136836655,10.6840199613973,21.2261802685687,102.432372639652,33.9434864902764,63.9704040919173,10.7926867037461
"404383","-",15.2807386543067,0,0,0,0,0,9.64069389549663,15.5574313080434,0,14.1654012986667
"130868","-",0,5.5779304104826,0,6.94642407703273,5.34200998069864,3.85930550337612,0,0,0,8.76905794679368
"430203","Oma1",11.46055399073,4.46234432838608,8.42270782264897,9.55133310592001,0,14.9548088255825,18.0763010540562,4.24293581128455,38.3822424551504,5.39634335187304
"517946","Zfp26",0,3.34675824628956,0,9.55133310592001,4.00650748552398,1.44723956376604,0,12.7288074338537,2.3988901534469,4.04725751390478
"490979","-",472.429503395649,428.385055525063,881.225805944649,269.173932985018,76.1236422249556,109.025380470375,674.848572684764,142.84550564658,286.26755831133,78.9215215211432
"449794","-",0,3.34675824628956,0,5.20981805777455,5.34200998069864,3.85930550337612,0,5.6572477483794,5.59741035804276,10.1181437847619
"135488","Ipo9",3.82018466357667,0,8.42270782264897,0,0,4.34171869129813,0,11.3144954967588,3.99815025574483,6.7454291898413
"503179","Tmem205",28.0146875328956,76.9754396646598,161.084287108162,27.7856963081309,5.34200998069864,102.271595839467,172.327403382002,46.6722939241301,144.733039257963,32.3780601112382
"398983","RGD1311164",11.46055399073,12.2714469030617,0,0,0,4.82413187922015,0,4.24293581128455,2.3988901534469,7.41997210882542
"398272","Cecr2",5.09357955143557,3.34675824628956,4.21135391132449,0,0,0,3.61526021081124,0,3.19852020459586,0
"526908","LOC120094215",0,12.2714469030617,7.36986934481785,23.4441812599855,9.34851746622262,7.71861100675224,0,4.24293581128455,0,3.37271459492065
"118796","Ccz1b",3.82018466357667,0,11.5812232561423,0,0,6.75378463090821,10.8457806324337,0,3.99815025574483,2.02362875695239
"520829","Lnc215",14.0073437664478,0,0,0,0,0,0,0,0,8.09451502780956
"359164","LOC120101788",5.09357955143557,3.34675824628956,26.320961945778,5.20981805777455,0,1.92965275168806,9.64069389549663,0,0,0
"216149","-",11.46055399073,3.34675824628956,10.5283847783112,13.0245451444364,0,2.89447912753209,6.0254336846854,5.6572477483794,9.59556061378759,0
"397981","Ankrd26",30.5614773086134,35.6987546270886,78.9628858373341,17.3660601925818,5.34200998069864,10.1306769463623,66.2797705315394,4.24293581128455,39.1818725062993,15.514487136635
"257893","Prkaca",0,12.2714469030617,31.5851543349337,20.8392722310982,18.6970349324452,8.68343738259627,19.2813877909933,0,16.7922310741283,9.44360086577781
"7564","Zbtb45",0,7.80910257467563,17.8982541231291,11.2879391251782,16.0260299420959,15.9196352014265,19.2813877909933,4.24293581128455,17.5918611252772,3.37271459492065
"118280","Pomp",3.82018466357667,0,28.4266389014403,2.60490902888727,0,25.0854857719448,21.6915612648674,0,19.9907512787241,11.4672296227302
"273957","Exosc8",10.1871591028711,4.46234432838608,0,27.7856963081309,21.3680399227945,14.9548088255825,4.82034694774832,31.1148626160867,3.99815025574483,23.6090021644445
"23786","Tspan4",5.09357955143557,14.5026190672548,14.7397386896357,4.34151504814546,0,7.23619781883022,9.64069389549663,0,12.7940808183835,4.04725751390478
"198754","-",0,0,0,3.47321203851637,4.00650748552398,0,0,0,0,8.76905794679368
"275907","Gria2",0,3.34675824628956,8.42270782264897,6.07812106740364,13.3550249517466,9.16585057051828,0,4.24293581128455,10.3951906649366,17.5381158935874
"148936","Prrx1",36.9284517479079,44.6234432838608,74.7515319260096,37.3370294140509,4.00650748552398,23.1558330202567,71.1001174792877,21.2146790564228,71.9667046034069,13.4908583796826
"346766","Plekha3",21.6477130936012,10.0402747388687,0,3.47321203851637,0,0,0,5.6572477483794,0,2.02362875695239
"370163","Fkbp14",8.91376421501224,3.34675824628956,0,0,0,0,0,0,0,9.44360086577781
"439678","Ndufaf7",0,14.5026190672548,0,10.4196361155491,4.00650748552398,6.75378463090821,0,11.3144954967588,11.9944507672345,12.1417725417143
"469198","-",0,0,0,0,8.01301497104796,4.82413187922015,0,0,0,10.1181437847619
"88016","Ncor1",16.5541335421656,13.3870329851582,3.15851543349337,9.55133310592001,0,1.44723956376604,0,4.24293581128455,2.3988901534469,6.07088627085717
"571839","Gspt2",30.5614773086134,15.6182051493513,47.3777315024005,2.60490902888727,8.01301497104796,28.9447912753209,49.4085562144202,19.8003671193279,51.9759533246828,7.41997210882542
"1918","Pex7",8.91376421501224,14.5026190672548,7.36986934481785,11.2879391251782,0,4.34171869129813,0,9.90018355966395,2.3988901534469,5.39634335187304
"357015","-",8.91376421501224,5.5779304104826,4.21135391132449,4.34151504814546,0,0,4.82034694774832,0,2.3988901534469,0
"398438","-",62.3963495050857,20.0805494777373,8.42270782264897,10.4196361155491,4.00650748552398,2.89447912753209,12.0508673693708,7.07155968547425,3.99815025574483,0
"565179","Stag2",8.91376421501224,7.80910257467563,4.21135391132449,3.47321203851637,0,0,0,5.6572477483794,0,2.02362875695239
"215685","LOC102547830",3.82018466357667,4.46234432838608,6.31703086698673,0,0,1.44723956376604,0,0,0,7.41997210882542
"76229","Nxph3",10.1871591028711,0,12.6340617339735,6.07812106740364,0,5.30654506714216,4.82034694774832,0,11.1948207160855,2.02362875695239
"366173","-",20.3743182057423,8.92468865677215,0,4.34151504814546,0,1.92965275168806,6.0254336846854,11.3144954967588,0,12.8163154606985
"178089","Ephx2",6.36697443929446,0,13.6869002118046,4.34151504814546,0,0,0,0,0,8.09451502780956
"410129","Nfib",0,8.92468865677215,0,6.94642407703273,5.34200998069864,0,0,5.6572477483794,2.3988901534469,4.72180043288891
"25024","Pacs1",120.972514346595,55.779304104826,143.186032985033,50.3615745584873,20.0325374276199,99.8595298998571,127.73919411533,89.1016520369756,135.937108695324,14.1654012986667
"347489","Tnks1bp1",3.82018466357667,3.34675824628956,15.7925771674668,2.60490902888727,0,10.1306769463623,6.0254336846854,4.24293581128455,6.39704040919173,0
"384911","Cav2",24.1945028693189,6.69351649257912,0,4.34151504814546,0,5.30654506714216,0,4.24293581128455,3.19852020459586,8.09451502780956
"30188","-",3.82018466357667,6.69351649257912,4.21135391132449,0,0,6.27137144298619,13.2559541063079,0,6.39704040919173,3.37271459492065
"569254","Kdm5c",10.1871591028711,6.69351649257912,7.36986934481785,8.68303009629092,0,2.41206593961007,0,7.07155968547425,0,2.02362875695239
"51698","-",8.91376421501224,5.5779304104826,3.15851543349337,5.20981805777455,0,0,0,4.24293581128455,0,3.37271459492065
"350248","Nutm1",0,0,0,3.47321203851637,4.00650748552398,1.92965275168806,0,5.6572477483794,0,2.69817167593652
"419657","Rer1",0,3.34675824628956,0,8.68303009629092,4.00650748552398,1.44723956376604,3.61526021081124,11.3144954967588,0,7.41997210882542
