"percentile","center_rank","lo_rank","hi_rank","iod_local_amplitude","cv2_local_amplitude","iod_local_midpoint","cv2_local_midpoint","iod_peak_rank","iod_trough_rank","cv2_peak_rank","cv2_trough_rank","iod_center","cv2_center","iod_residual_sd","cv2_residual_sd","local_window_n","iod_local_amplitude_scaled","cv2_local_amplitude_scaled","center_distance","center_agreement"
0.01,302,1,2115,0.456032094193255,0.0930903064157415,1.50047933728017,0.485664592159257,1,2115,1,1432,1058,716.5,0.252353363344105,0.302750653346044,2115,0.987068553215732,0.0710987980491651,341.5,0.00291970802919708
0.02,604,1,2417,0.45012125129074,0.0851128971497291,1.47821382995112,0.480006242654873,1,2417,1,1542,1209,771.5,0.258158008169794,0.308472117555565,2417,0.973797738999469,0.0626797007843494,437.5,0.00228050171037628
0.03,906,1,2719,0.461791782272558,0.0933898152154229,1.44691713092944,0.475030457974986,1,2719,1,2719,1360,1360,0.262905562927816,0.313155504526854,2719,1,0.0714148898569315,0,1
0.04,1208,1,3021,0.426006873591609,0.0649222875424378,1.43499801496729,0.470572988703288,1,3021,1,3021,1511,1511,0.270525579234443,0.318822499775128,3021,0.919656996018505,0.0413711906588963,0,1
0.05,1510,1,3323,0.442572684432197,0.0572270430315436,1.40358001347617,0.467773808616503,1,3323,161,1379,1662,770,0.276473382167522,0.325337143359813,3323,0.956849965216458,0.0332498808635243,892,0.00111982082866741
0.06,1813,1,3626,0.447206459891287,0.0938188341220429,1.38365384128357,0.464834077413863,1,3626,1,3626,1813.5,1813.5,0.282678082202761,0.328604097979325,3626,0.967253553038304,0.0718676624028591,0,1
0.07,2115,302,3928,0.22508726492088,0.0491359270800674,1.25546590703828,0.436532393319342,302,3928,588,3171,2115,1879.5,0.284240875416923,0.340648764436604,3627,0.468559438013917,0.0247107812755661,235.5,0.00422832980972516
0.08,2417,604,4230,0.195678646654252,0.0717398596882743,1.18202632454689,0.431444010138196,604,4230,604,4230,2417,2417,0.294542464033444,0.349833969387324,3627,0.402532254444665,0.0485662336975227,0,1
0.09,2719,906,4532,0.161399241516783,0.0659149506023467,1.13212455710546,0.391151916348752,906,4532,906,4532,2719,2719,0.303624942801714,0.355350326814965,3627,0.325569353463188,0.0424188148403669,0,1
0.1,3021,1208,4834,0.132277572052887,0.0257215384208551,1.09892257833599,0.404107929626162,1208,4834,1847,4117,3021,2982,0.311988830322054,0.364840664889984,3627,0.260186417138098,0,39,0.025
0.11,3323,1510,5136,0.0948136420039709,0.0467548270845508,1.09006590843266,0.378643306249116,1620,4510,2418,5136,3065,3777,0.324333944241861,0.372262089317108,3627,0.176073734109651,0.0221978460868307,712,0.00140252454417952
0.12,3625,1812,5438,0.115214789740984,0.175407471659521,1.0737114017753,0.33007957470041,1812,5438,1812,5438,3625,3625,0.335360627073768,0.3761012144491,3627,0.221877665271689,0.157973646466929,0,1
0.13,3927,2114,5740,0.0915996407080735,0.0522712843924099,1.07024110549447,0.376651032273212,2114,5740,2583,5117,3927,3850,0.342889466528304,0.393719370276957,3627,0.168857772732885,0.0280197350088321,77,0.0128205128205128
0.14,4229,2416,6042,0.0725857099058562,0.119406295208299,1.04940985397013,0.314345509864938,2563,5087,2416,6042,3825,4229,0.354466496724446,0.397628280454328,3627,0.126168371684903,0.0988718333638106,404,0.00246913580246914
0.15,4532,2719,6345,0.0843975996213056,0.0918117584836201,1.0444036426897,0.3247147983105,2719,6345,2719,6345,4532,4532,0.362532350655486,0.407715566549103,3627,0.15268800628558,0.0697494603081369,0,1
0.16,4834,3021,6647,0.0393449302428666,0.111572000711509,1.02301535641274,0.292039373928917,3433,4668,3021,6647,4050.5,4834,0.369512371180006,0.411646949237231,3627,0.0515373556713445,0.0906037747535177,783.5,0.00127469725940089
0.17,5136,3323,6949,0.038713645614559,0.169877427051145,1.02476651273117,0.400067291644608,3323,4856,6949,6066,4089.5,6507.5,0.371758744444828,0.43147656551095,3627,0.0501200178807754,0.152137417951607,2418,0.000413393964448119
