"percentile","rank_index","lo_rank","hi_rank","n_bin","mu","variance","alpha_gene_wise","iod_emp","cv2_emp","iod_nb","cv2_nb","diff_emp","diff_nb","log_ratio_emp","log_ratio_nb","iod_emp_scaled","cv2_emp_scaled","iod_nb_scaled","cv2_nb_scaled"
0.01,316,1,316,316,10.4,168.4,2.25611374247949,15.7711598746081,1.42529793014019,28.2605364151801,2.33287494311316,14.0172457412717,25.0194020829469,2.34180580614733,2.34180580614733,1,0.257113922299865,1,0.284321735567815
0.02,631,317,631,315,6.4,70.7,2.1077503632987,10.2045454545455,1.39423076923077,19.2533821705034,2.29067138494752,8.48,16.2741954381383,1.85629799036563,1.85629799036563,0.588303483452153,0.250657618847928,0.608320960691065,0.278745949159925
0.03,947,632,947,316,5.7,48.2,1.99953827307104,8.19097502014504,1.34364370748299,15.0309288315677,2.15134909337452,6.41135378990067,12.4164620073181,1.74031225764674,1.74031225764674,0.439383534788447,0.240144736053851,0.424706200424404,0.260339175574154
0.04,1262,948,1262,315,5.6,58,1.94710682145034,8.10416666666667,1.36,14.5912585649066,2.10839714403099,6.66349583828775,12.0344760485173,1.7227665977411,1.7227665977411,0.432963349369192,0.243543861842858,0.405586995514562,0.254664514342934
0.05,1578,1263,1578,316,4.6,38.65,1.99495329958644,6.62171052631579,1.23851211072664,14.8089819728685,2.22946182829713,5.18076889853959,11.5276732684883,1.52605630349505,1.52605630349505,0.323323632503272,0.21829653778995,0.41505476890325,0.270659156746244
0.06,1893,1579,1893,315,4.4,31.7,2.04072930341745,6.60416666666667,1.36479591836735,12.614819422117,2.30621741030134,5.14566115702479,9.57875939667902,1.48160454092422,1.48160454092422,0.322026121061072,0.244540538185462,0.319640894929247,0.280799835624293
0.07,2209,1894,2209,316,4,25.8,2.02685229604749,5.65765765765766,1.2551652892562,11.4181477657735,2.29828776744786,4.33979030339084,8.68970137260663,1.38629436111989,1.38629436111989,0.252024063708988,0.221757361723606,0.267603237752246,0.279752198961329
0.08,2524,2210,2524,315,4.8,28.8,1.72908749174681,5.98148148148148,1.21875,11.6597377167088,1.97732202349998,4.44970414201183,8.38441923969408,1.56861591791385,1.56861591791385,0.275973475359089,0.214189622965194,0.278108855544345,0.237347328133162
0.09,2840,2525,2840,316,3.9,24.2,1.78149145975176,5.54545454545454,1.30510415290439,11.4169650457343,2.04667544283797,4.57321797520661,7.83745161117645,1.36064771392612,1.36064771392612,0.243725728858749,0.232135537531097,0.267551806785691,0.246510059184599
0.1,3155,2841,3155,315,4.8,21.2,1.77689765362806,6.125,1.03592694437677,11.7968745398556,2.04237130252603,4.44970414201183,8.24024057508635,1.56861591791385,1.56861591791385,0.286587839795978,0.176195770596284,0.284072295015336,0.245941411229496
0.11,3471,3156,3471,316,4,17.7,1.68554533071738,5.71031746031746,1.15094290085078,10.228735100173,2.07581835267999,3.95979797979798,6.375,1.38629436111989,1.38629436111989,0.255918685409209,0.200098112975618,0.21588124015466,0.250360318443446
0.12,3786,3472,3786,315,6,29.3,1.254012492046,5.29545454545454,0.935727788279773,11.7418378510431,1.39660538706743,4.01672335600907,8.59838651511278,1.79175946922805,1.79175946922805,0.225236190807396,0.155372620412838,0.28167900665641,0.160625078422647
0.13,4102,3787,4102,316,5.8,27.5,1.47655677298191,5.59838709677419,0.965959712271994,10.2486151206275,1.63692756165276,3.77777777777778,7.22793067998008,1.75785791755237,1.75785791755237,0.247640522545869,0.161655346916194,0.216745729326438,0.19237560308951
0.14,4417,4103,4417,315,6.2,27,1.17362837365467,4.66666666666667,0.875,10.4512094470149,1.37573585656085,3.87867813490267,8.17571930348046,1.82454929205105,1.82454929205105,0.178732201163083,0.14275231596203,0.225555609669693,0.157867869087809
0.15,4733,4418,4733,316,2,9.8,2.74630471131568,4.44040247678019,1.91613331723222,8.48172503177168,3.25114678275346,2,4.21006450551497,0.693147180559945,0.693147180559945,0.161998119768824,0.359118164440112,0.139911937679476,0.405640597406897
0.16,5048,4734,5048,315,7,43.7,1.01007493231372,6.07075471698113,0.845843497841997,10.1753391315424,1.14875406733433,5.32289070843717,8.66724824885006,1.94591014905531,1.94591014905531,0.282575958898042,0.136693081065158,0.213559299047836,0.127879829448103
0.17,5364,5049,5364,316,4.4,18.25,1.60535944410731,6,1.23395557655955,9.19981589719951,1.84895322519833,3.16910261005229,5.5465023623891,1.48160454092422,1.48160454092422,0.277343070770301,0.217349609702196,0.1711383531118,0.220387691745197
0.18,5680,5365,5680,316,2.8,7.6,1.89288632058275,2.49439775910364,1.23076236237621,7.23934404974715,2.24640858717538,1.6094674556213,3.30407263344816,1.02961941718116,1.02961941718116,0.0180752066664491,0.216686003529273,0.0858865955707127,0.272898103221807
0.19,5995,5681,5995,315,7.8,54.3,0.798381564830698,7.75925925925926,0.678208602704053,10.7905345690519,0.945499394537594,6.62478530849518,9.24770718712277,2.05412373369555,2.05412373369555,0.40745463483538,0.10185559606614,0.240311273245832,0.101026533394906
0.2,6311,5996,6311,316,5,24.95,1.17694092848006,5.11668928086839,0.861494994003111,8.85905999354108,1.45886480669145,4.31748194831112,6.71079059573605,1.6094379124341,1.6094379124341,0.212015042160092,0.139945737752635,0.156320471530316,0.16885057505827
0.21,6626,6312,6626,315,5.4,36.7,1.00595515878174,5.4047619047619,0.782712879344447,11,1.25044735467641,4.587890625,7.72370574799982,1.68639895357023,1.68639895357023,0.233320361124221,0.123573426156331,0.249419945811385,0.141315190682581
0.22,6942,6627,6942,316,7.4,43.25,0.926284737843224,8.57565284178187,0.725313982570572,11.4852207343722,1.08025748669204,6.810546875,9.76078445740328,2.00148000021012,2.00148000021012,0.467833595671111,0.111644924016758,0.270519927662366,0.118830300926519
0.23,7257,6943,7257,315,6.4,34.2,0.746178011934204,5.70212765957447,0.625,9.71837695917978,0.900840566440226,4.66204986149584,7.662846113824,1.85629799036563,1.85629799036563,0.255312982879327,0.0907979108688193,0.193688149980161,0.0951263653161788
0.24,7573,7258,7573,316,3.8,24.2,1.53850237998286,7.38804945054945,1.3681774463906,10.7013699013981,1.89591954439317,5.05026989307656,6.375,1.33500106673234,1.33500106673234,0.380000643302678,0.245243279292478,0.236433918598823,0.226592717472351
0.25,7888,7574,7888,315,0.8,3.2,2.12389950828617,4,5,7.7740431497759,3.06541359191874,-0.999999999999999,-0.477639277446568,-0.22314355131421,-0.22314355131421,0.129426766359474,1,0.109138160285771,0.38110217823177
0.26,8204,7889,8204,316,6.8,28.6,0.897335060705059,6.85714285714286,0.73982981824417,9.70741978719593,1.0284529307085,5,7.40007703410391,1.91692261218206,1.91692261218206,0.340735772660655,0.114661570444169,0.193211673783618,0.111986064286895
0.27,8519,8205,8519,315,5.2,27.2,1.15666034080359,7,0.8648393194707,11.0451787606448,1.29889087332138,4,7.45310998550852,1.64865862558738,1.64865862558738,0.351301222975714,0.140640747513062,0.251384558949547,0.14771537883143
0.28,8835,8520,8835,316,12,76.75,0.548293633384693,7.49425287356322,0.569664830119376,10.8033094943509,0.611599853365816,6.49710108185861,9.12658374329978,2.484906649788,2.484906649788,0.387855252226666,0.0792982875413011,0.240866795038001,0.0569128945410573
0.29,9150,8836,9150,315,6.6,34.2,0.892877843996272,8,0.702171534382628,10.4292871745008,1.07000828149114,4.125,7.00734547890619,1.88706964903238,1.88706964903238,0.425259375181128,0.106835515504738,0.224602312501184,0.117476211803831
0.3,9466,9151,9466,316,5.6,28.5,0.896366130866021,6,0.6030219787768,9.43005330573342,1.10805490856532,3.587890625,5.96034776022784,1.7227665977411,1.7227665977411,0.277343070770301,0.0862304907977102,0.181150301895828,0.122502799023651
0.31,9781,9467,9781,315,1.2,2.7,3.12228750768395,3,2.375,5.760892626133,4.67995928449199,0.375,0.583333347333333,0.182321556793955,0.182321556793955,0.0554686141540601,0.454478746521292,0.0215956533335063,0.59441030481758
0.32,10097,9782,10097,316,2,9.8,2.77771174938809,4.75,2.375,7,3.54231063414379,2,4.03115159947795,0.693147180559945,0.693147180559945,0.184895380513534,0.454478746521292,0.0754786415241081,0.44410814648604
0.33,10412,10098,10412,315,14,89.5,0.4091584448582,6.925,0.46,9.58553699524539,0.481681552096718,6.06153549382716,8.5032872824357,2.63905732961526,2.63905732961526,0.345754361560308,0.0565080035073005,0.187911560833105,0.0397485432437248
0.34,10728,10413,10728,316,5.2,21.1,1.35572001634774,5,0.868764172335601,9.22322739906306,1.47910605636879,3.19363329601051,5.03192935377776,1.64865862558738,1.64865862558738,0.203384918564887,0.141456401095759,0.172156409904168,0.171524778128699
0.35,11044,10729,11044,316,2.8,12.2,2.04470809568423,6,1.41135916891411,9.94578432922999,2.53509934399788,2.45663265306122,4.49873083597109,1.02961941718116,1.02961941718116,0.277343070770301,0.254217202110916,0.203577033617929,0.311038915701571
0.36,11359,11045,11359,315,12.8,87,0.438942520210377,8,0.503864447086801,10.7818691342159,0.485500063648502,6.68822880817936,9.72301792767185,2.54944517092557,2.54944517092557,0.425259375181128,0.06562380851985,0.239934453986435,0.0402530316265585
0.37,11675,11360,11675,316,14.8,105.45,0.361675996809692,6.93764076576577,0.455800319095774,8.73630022072356,0.437171742567677,6.41024281509695,7.52027547015184,2.69426181721709,2.69426181721709,0.346689249238806,0.0556352358154591,0.150982222780844,0.0338680629767347
0.38,11990,11676,11990,315,3.2,8,1.85383614974704,5,1.91358024691358,9.7753996298506,2.38378586820536,1.77777777777778,3.31936251017434,1.16315080980568,1.16315080980568,0.203384918564887,0.358587591441848,0.196167799407768,0.291047908821457
0.39,12306,11991,12306,316,2.2,4.8,3.05119444324054,4,2,8.61557980087217,3.61932864479835,1.16528925619835,2.44850834627501,0.78845736036427,0.78845736036427,0.129426766359474,0.376547138881476,0.145732655960079,0.454283496518968
0.4,12621,12307,12621,315,8.4,46.5,0.489238541526219,5.90441176470588,0.580621301775148,8.20031991903438,0.661990921040287,4.87379972565158,7.02416962781734,2.12823170584927,2.12823170584927,0.270273541515372,0.0815752354084861,0.127674944593817,0.063570386051978
0.41,12937,12622,12937,316,11.2,69.3,0.43656228199283,5.96428571428571,0.467171358826579,9.00666203994872,0.532177730794762,5.25192602874538,7.15727484397399,2.41575431409941,2.41575431409941,0.274701708191536,0.0579983382334799,0.16273899464722,0.0464199216552301
0.42,13252,12938,13252,315,12.6,77.5,0.385963170458617,7.419795221843,0.45755318106068,8.69885519739887,0.492198985540001,6.56668767065742,7.66530222349045,2.53369681395743,2.53369681395743,0.382348501887885,0.0559995114178479,0.149353913731803,0.0411380697430969
0.43,13568,13253,13568,316,0.8,3.2,4.24695686366615,4,5,7.62837149908301,5.20566723447826,-0.999999999999999,-0.468176662717963,-0.22314355131421,-0.22314355131421,0.129426766359474,1,0.102803581055971,0.663864999385011
0.44,13883,13569,13883,315,10.6,49.2,0.432679739416446,6.85714285714286,0.462452810937659,8.70895298550112,0.512148484855319,5.6521639444493,7.46408766299017,2.36085400111802,2.36085400111802,0.340735772660655,0.0570177408395894,0.149793019340033,0.0437737277767158
0.45,14199,13884,14199,316,3.8,12.8,1.17038667983102,3.40584415584416,0.982142857142857,7,1.52461102110574,2.28110726643599,3.51881729532842,1.33500106673234,1.33500106673234,0.0854840980036598,0.165018489573406,0.0754786415241081,0.17753673481908
0.46,14514,14200,14514,315,1.2,2.7,3.70500528765629,3,2.0703125,6.75179711433531,4.58884165831375,0.375,1.32641063735085,0.182321556793955,0.182321556793955,0.0554686141540601,0.391159315313941,0.0646854581090127,0.582372162925139
0.47,14830,14515,14830,316,12,55.75,0.371457122980544,6.61085704607046,0.434159329834928,8.82153231386243,0.508276503545404,5.21173469387755,7.61254457750075,2.48476774160542,2.48476774160542,0.322520929159329,0.0511378569247558,0.154688568142771,0.0432621751565623
0.48,15145,14831,15145,315,12.2,66.7,0.349984664073324,6.85714285714286,0.436507936507937,7.72786499747421,0.432667405456822,6,6.92469263829416,2.50143595173921,2.50143595173921,0.340735772660655,0.0516259387747322,0.107130088275538,0.033272965721174
0.49,15461,15146,15461,316,14.6,92.05,0.317034122756859,6.95428696412948,0.407717455981692,8.35394292111382,0.387712657880699,5.63980199923107,7.49197730293877,2.68092769367601,2.68092769367601,0.347920371311031,0.0456427696223774,0.134355290931374,0.0273337017965231
0.5,15776,15462,15776,315,0.6,1.8,6.08323236081698,3,5,5.26427329992996,7.74989902748365,-2,-3.09995961099346,-0.510825623765991,-0.510825623765991,0.0554686141540601,1,0,1
0.51,16092,15777,16092,316,2.6,13.35,1.82103420813262,4,1.875,8.158947711339,2.36180887844413,2.60128165338701,4.28071762334956,0.955511445027436,0.955511445027436,0.129426766359474,0.350569936334871,0.125875860651873,0.288144385845597
0.52,16408,16093,16408,316,8.9,37.25,0.487118104478637,4.70833333333333,0.566619431707143,7.18506970898051,0.657124343198138,3.98638350661626,5.81826829397739,2.18598814941019,2.18598814941019,0.181813790838308,0.0786654000901836,0.0835264581651423,0.0629274308187084
0.53,16723,16409,16723,315,10.2,47.5,0.351141825274771,6.41176470588235,0.438821787218289,8.5545608330717,0.459405347751833,4.00446428571429,6.375,2.32238772029023,2.32238772029023,0.307796427560765,0.0521067977232556,0.14307922624871,0.0368054890842126
0.54,17039,16724,17039,316,14.6,81.1,0.276597326259952,5.91210006807352,0.382167477661432,7.29725581502061,0.354250367865566,5.26954446079963,6.35003467589171,2.68102152871429,2.68102152871429,0.270842154226037,0.0403330339272834,0.0884049075670235,0.0229127811454495
0.55,17354,17040,17354,315,9,39.3,0.392239796627676,6.30487804878049,0.458202677259131,8.77606083935111,0.490140465295435,3.83418367346939,5.72886648782156,2.19722457733622,2.19722457733622,0.299891287906098,0.0561344881722511,0.15271122624668,0.0408661052524497
0.56,17670,17355,17670,316,13.3,68.55,0.292336784019138,5.63333333333333,0.409752711776859,8.03631266416631,0.354150180297794,4.97006643970378,6.37122602779978,2.5877357682746,2.5877357682746,0.250225081628316,0.0460657316385792,0.120543035637736,0.0228995447146151
0.57,17985,17671,17985,315,5.4,17.7,0.803983953153579,4.92307692307692,0.84,8.48503643178873,1.02562044137546,2.625,4.64171227723661,1.68639895357023,1.68639895357023,0.197695829933702,0.13547869924898,0.140055934988972,0.111611845708886
0.58,18301,17986,18301,316,12.2,53.25,0.308864255399975,4.67086038961039,0.366421614813977,8.14195553866671,0.384180413768854,3.95144566963557,6.59449230747005,2.50143595173921,2.50143595173921,0.179042361162862,0.0370607661796081,0.12513695048255,0.0268670340660234
0.59,18616,18302,18616,315,16.4,98.8,0.246152800043239,5.72413793103448,0.32470703125,7.06417585524926,0.32585045095714,5.34039971612372,6.25723607494077,2.79728133483015,2.79728133483015,0.256940821886049,0.0283917406884983,0.0782693495155599,0.0191606835127874
0.6,18932,18617,18932,316,3.2,10.5,1.18556895692634,4.65416666666667,0.947893046107332,7.4024731319036,1.52665904274815,1.875,3.63155051572003,1.16315080980568,1.16315080980568,0.177807724260515,0.157900775345783,0.0929803169000824,0.177807312271152
0.61,19247,18933,19247,315,18.6,95.2,0.267436384734041,5.8,0.328282828282828,7.60785635518747,0.341815091273938,5.32333717800846,6.71219002535766,2.92316158071916,2.92316158071916,0.262551440329218,0.029134854318797,0.101911473334263,0.0212698759210648
0.62,19563,19248,19563,316,14.2,64,0.261274467768303,4.92307692307692,0.33754992135364,6.57893591231575,0.337191905095677,4.41545857124802,5.54296238236665,2.65314276809861,2.65314276809861,0.197695829933702,0.0310607195485468,0.0571685323740253,0.0206590767426467
0.63,19878,19564,19878,315,5.6,16.8,0.706866951680971,3.65625,0.849609375,7.86944810287079,0.922448477516751,2.52892561983471,4.4059872575832,1.7227665977411,1.7227665977411,0.104003651538863,0.13747569669475,0.113286875779969,0.0979811269078562
0.64,20194,19879,20194,316,7.1,26.3,0.619850218146695,4,0.586372923535201,8.22268903476811,0.821709046252677,2.94859127400873,3.20088922453618,1.95999558753866,1.95999558753866,0.129426766359474,0.082770523755945,0.128647672885437,0.0846717858002586
0.65,20509,20195,20509,315,13.6,58.7,0.284956785166375,4.92307692307692,0.369671537253955,7.13825708212049,0.374691532439562,4.15342964019261,5.47213774031917,2.61006979274201,2.61006979274201,0.197695829933702,0.0377361573274806,0.0814907958218558,0.025613396272397
0.66,20825,20510,20825,316,17.8,79.75,0.216205165947715,5.16435185185185,0.293928576445468,7.01060480569115,0.283604210526605,4.68478374233036,6.1719437063722,2.87919845729804,2.87919845729804,0.215540077839388,0.0219954354522675,0.0759397949575159,0.0135792580734312
0.67,21141,20826,21141,316,5.8,21.5,0.672423647433583,4,0.735029585798816,7.29414400673749,0.911965346982765,3.02479338842975,5.28312772344002,1.75785791755237,1.75785791755237,0.129426766359474,0.113663997560139,0.0882695895691594,0.0965961323888128
0.68,21456,21142,21456,315,0.6,1.8,4.69380414361585,3,5,6.27397845937692,6.13748042640252,-2,-2.08142086953032,-0.510825623765991,-0.510825623765991,0.0554686141540601,1,0.0439073580949491,0.78697289729809
0.69,21772,21457,21772,316,21,107.55,0.197186792900786,4.58296703296703,0.25406189725153,6.55494423592328,0.256874138076274,4.31644030161084,5.57114671077515,3.04452243772342,3.04452243772342,0.172541930914388,0.0137104370500159,0.0561252465030892,0.0100477744467302
0.7,22087,21773,22087,315,13.6,50.2,0.272397599439889,4.82934131736527,0.368199301123541,7.36182479196762,0.346561917817155,4.2275,6.19304751081268,2.61006979274201,2.61006979274201,0.190763317739413,0.037430200718231,0.0912127105836881,0.021897010031805
0.71,22403,22088,22403,316,17.9,71.05,0.256699377496811,4.89473684210526,0.291232638888889,6.32320616604049,0.30653339415733,4.38251133786848,5.34668413715878,2.88466024806343,2.88466024806343,0.195599849911686,0.0214351721245854,0.0460480409709821,0.0166085815710008
0.72,22718,22404,22718,315,3,8.2,0.884892333660281,2.25,0.833333333333333,5.4341968666721,1.42814784357561,1.26388888888889,2.53700310207779,1.09861228866811,1.09861228866811,0,0.134093248446495,0.00738918170706841,0.164792357389494
0.73,23034,22719,23034,316,20.5,88.25,0.164478096455048,5.34673913043478,0.210530181182571,6.38250777302667,0.233312986954675,4.85927535076531,5.83772935036059,3.02041298832285,3.02041298832285,0.229029103949156,0.00466377940581849,0.0486267906873589,0.0069349576159205
0.74,23349,23035,23349,315,6.8,18,0.610308386560155,3.44444444444444,0.636094674556213,6.7692458731423,0.729356005607774,2.40625,4.71468840497877,1.91692261218206,1.91692261218206,0.0883389040231329,0.0931035797339027,0.065444223075283,0.0724704252719789
0.75,23665,23350,23665,316,15.8,71.85,0.165227408681687,4.85185185185185,0.248338250894296,5.6333531100023,0.248017012462722,4.17541180029245,4.99586266054835,2.75992981824764,2.75992981824764,0.192428155275196,0.0125209624841998,0.0160495558875207,0.00887760200735451
0.76,23980,23666,23980,315,19,86.8,0.234160052925232,4.67796610169492,0.263703977646285,6.69881018574119,0.289794580502477,4.29783163265306,5.38464203642737,2.94443897916644,2.94443897916644,0.179567886498737,0.0157142312530975,0.0623813042415532,0.014397108090622
0.77,24296,23981,24296,316,3,10.3,1.27456104913574,2.52124505928854,0.971074380165289,5.65822972336471,1.68052903126875,1.96449704142012,2.86352121724501,1.09861228866811,1.09861228866811,0.0200607833798281,0.162718265026776,0.0171313235311476,0.198136076666044
