"percentile","rank_index","lo_rank","hi_rank","n_bin","mu","variance","alpha_gene_wise","iod_emp","cv2_emp","iod_nb","cv2_nb","diff_emp","diff_nb","log_ratio_emp","log_ratio_nb","iod_emp_scaled","cv2_emp_scaled","iod_nb_scaled","cv2_nb_scaled"
0.78,24611,24297,24611,315,20.6,82,0.188375940227509,5.30769230769231,0.2734375,6.37364795554718,0.227557979685912,4.635,5.36909590223093,3.02529107579554,3.02529107579554,0.22614127308963,0.0177370287064923,0.0482415186353266,0.00617462619598331
0.79,24927,24612,24927,316,10.8,38.3,0.293381293478263,4.03703703703704,0.400143174618699,5.9959680635273,0.375116194090058,3.40536818000563,4.19731486987114,2.37954613413017,2.37954613413017,0.132165957181896,0.0440687004934859,0.0318179853800728,0.0256695010835009
0.8,25242,24928,25242,315,20.2,84.7,0.190287531718657,5.33333333333333,0.257329577159154,6.34661975940713,0.258175571108153,4.57142857142857,5.2883488955198,3.00568260440716,3.00568260440716,0.228037635966692,0.0143895185125584,0.0470661887130435,0.0102197152243645
0.81,25558,25243,25558,316,13.2,58.85,0.26103765918277,4.290625,0.295604670159186,6.47335816122875,0.334812548360002,3.90365203761755,4.62481253924629,2.58021682959233,2.58021682959233,0.150920854344172,0.0223437572593742,0.0525774494420781,0.020344724457604
0.82,25873,25559,25873,315,22.4,83.7,0.135017730603723,4.44444444444444,0.196369362140229,5.32056737931914,0.180821756891491,3.95061728395062,4.87964077479878,3.10906095886099,3.10906095886099,0.162297056228546,0.00172091168990867,0.00244796639815129,0
0.83,26189,25874,26189,316,19.7,89.9,0.173620621888297,5.60813492063492,0.244388203331537,7.19355855909039,0.22788877045191,4.68398828087681,6.45497699646221,2.98060575196848,2.98060575196848,0.248361453586632,0.0117000729993476,0.083895598580145,0.00621832911434086
0.84,26505,26190,26505,316,19.7,86,0.176564317760952,4.8556569567355,0.216459240060639,5.58084548829269,0.244922332155903,4.50944759535914,4.9821734283807,2.98060575196848,2.98060575196848,0.192709573801338,0.00589594231290905,0.0137662448362225,0.00846874367546214
0.85,26820,26506,26820,315,10.4,28.8,0.377958459364658,3.7,0.425347222222222,6.79456674016858,0.485803893422487,3.11111111111111,4.80530525338937,2.34180580614733,2.34180580614733,0.10723932069785,0.0493065456902139,0.0665453092343422,0.0402931725530047
0.86,27136,26821,27136,316,18.6,78.3,0.130553106331542,5.03152709359606,0.188088487367334,5.39283866756994,0.201123505676944,4.41022797618316,4.73342059566936,2.92310376722542,2.92310376722542,0.205716604151659,0,0.00559070693336771,0.0026821960008693
0.87,27451,27137,27451,315,21.4,96.7,0.186442928824544,5.08333333333333,0.235400633770937,6.27153488605426,0.237321140411232,4.365,5.49906514472751,3.06339092202781,3.06339092202781,0.209548097915338,0.00983229768032836,0.0438010985122329,0.00746450082353575
0.88,27767,27452,27767,316,12.9,42.4,0.250193935297358,4.5,0.272379823754952,6.6200183459352,0.318422137114325,3.52054355590628,5.18881054680017,2.55719726419355,2.55719726419355,0.16640584246218,0.0175172249461216,0.0589550153957912,0.018179280684245
0.89,28082,27768,28082,315,23.6,109.3,0.152400096708649,5.31521739130435,0.204730073282541,6.45290521106804,0.189430299679698,4.95837620027435,5.80545369828856,3.16124671203156,3.16124671203156,0.226697814368768,0.00345841478412867,0.0516880462352089,0.00113733054643968
0.9,28398,28083,28398,316,18.6,71.75,0.179342162576925,4.75,0.2809542443126,6.46576116156167,0.250277030925924,4.28425579085898,5.24846557124312,2.92316158071916,2.92316158071916,0.184895380513534,0.019299140622488,0.0522470914343874,0.00917618773747822
0.91,28713,28399,28713,315,18,74.7,0.185755714207414,5.07246376811594,0.249505513003956,5.52473680047149,0.264677511516832,4.41156419643984,4.76730859737478,2.89037175789616,2.89037175789616,0.208744204956584,0.0127635401181807,0.0113263402508558,0.0110787288367555
0.92,29029,28714,29029,316,21.6,87.15,0.143245058120217,5.71627906976744,0.217747441708791,6.00746884075075,0.194939118683791,4.90214224229977,5.49088415394016,3.07265044591142,3.07265044591142,0.2563595950283,0.00616365331398853,0.0323181004277139,0.0018651364344171
0.93,29344,29030,29344,315,20.4,79.7,0.17563866523604,5.29176072234763,0.244459833795014,5.84582888856783,0.239358793681321,4.46795444705923,5.1394479761274,3.01553490085017,3.01553490085017,0.224963002475835,0.0117149590718136,0.0252891344008065,0.00773370844254172
0.94,29660,29345,29660,316,17.6,61.4,0.15303079415093,4.92654936110363,0.228060198401982,5.80094815806116,0.214371644478342,4.36569612205976,4.99292850290591,2.86789890204411,2.86789890204411,0.197952645033805,0.00830682586945151,0.0233374812003822,0.00443249373568968
0.95,29975,29661,29975,315,1,5,6.16920443202517,5,5,9,6.96867387504806,0,0,0,0,0.203384918564887,1,0.162449293667746,0.896787266861331
0.96,30291,29976,30291,316,0.6,1.8,6.23914674776914,3,5,5.48474886636256,7.03521443822292,-2,-2.81408577528917,-0.510825623765991,-0.510825623765991,0.0554686141540601,1,0.00958745189719024,0.905578373200461
0.97,30606,30292,30606,315,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.98,30922,30607,30922,316,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.99,31237,30923,31237,315,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,31553,31238,31553,316,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
