"feature_id","rank","mu","variance","alpha_gene_wise","iod_emp","cv2_emp","iod_nb","cv2_nb","diff_emp","diff_nb","log_ratio_emp","log_ratio_nb"
"377906",1,56.2,5205.2,1.82764484948243,92.6192170818505,1.64802877369841,103.713640540913,1.84543844378848,90.9711883081521,101.868202097124,4.02891675689965,4.02891675689965
"579569",2,102.8,48614.7,10,472.905642023346,4.60024943602477,1029,10.0097276264591,468.305392587321,1018.99027237354,4.63278535302106,4.63278535302106
"320904",3,539.8,1365465.2,4.07588260135119,2529.57613931086,4.68613586385857,2201.16142820937,4.07773513932822,2524.890003447,2197.08369307005,6.2911987005839,6.2911987005839
"356876",4,41.6,3820.3,1.98166881978866,91.8341346153846,2.20755131286982,83.4374229032085,2.00570728132713,89.6265833025148,81.4317156218813,3.72810016726722,3.72810016726722
"454788",5,144.8,93620.7,6.05444869876302,646.55179558011,4.46513670980739,877.684171580885,6.06135477611108,642.086658870303,871.622816804774,4.97535347995162,4.97535347995162
"542423",6,44.2,2106.2,2.98548138285845,47.6515837104072,1.07809012919473,132.958277122343,3.00810581724759,46.5734935812125,129.950171305096,3.78872478908365,3.78872478908365
"190957",7,20.4,830.3,3.65993662413906,40.7009803921569,1.99514609765475,75.6627071324368,3.70895623198219,38.7058342945021,71.9537509004546,3.01553490085017,3.01553490085017
"424062",8,100.8,48565.7,10,481.802579365079,4.77978749370118,1009,10.0099206349206,477.022791871378,998.990079365079,4.61313835563727,4.61313835563727
"437342",9,19.4,708.3,1.64254561154884,36.5103092783505,1.88197470506961,32.8653848640475,1.69409200330142,34.6283345732809,31.1712928607461,2.96527306606928,2.96527306606928
"175538",10,21,893,1.84110914892758,42.5238095238095,2.0249433106576,39.6632921274792,1.88872819654663,40.4988662131519,37.7745639309326,3.04452243772342,3.04452243772342
"515480",11,19,541.5,2.30892383559249,28.5,1.5,44.8695528762573,2.36155541453986,27,42.5079974617175,2.94443897916644,2.94443897916644
"350231",12,21,1493,10,71.0952380952381,3.38548752834467,211,10.047619047619,67.7097505668934,200.952380952381,3.04452243772342,3.04452243772342
"241327",13,17,411,1.96521645537826,24.1764705882353,1.42214532871972,34.4086797414304,2.02403998479002,22.7543252595156,32.3846397566404,2.83321334405622,2.83321334405622
"1941",14,32.8,4829.7,5.54789441423977,147.246951219512,4.48923631766805,182.970936787064,5.57838221911782,142.757714901844,177.392554567947,3.4904285153901,3.4904285153901
"180237",15,78.6,16778.3,1.68386290658816,213.464376590331,2.71583176323576,133.351624457829,1.69658555289859,210.748544827095,131.655038904931,4.36437169943516,4.36437169943516
"215708",16,18,364.5,2.01162662259251,20.25,1.125,37.2092792066652,2.06718217814807,19.125,35.1420970285171,2.89037175789616,2.89037175789616
"196954",17,14.2,469.2,2.48929833355423,33.0422535211268,2.32691926205118,36.34803633647,2.55972086876549,30.7153342590756,33.7883154677045,2.65324196460721,2.65324196460721
"165621",18,18.4,940.8,2.54394143230687,51.1304347826087,2.77882797731569,47.8085223544464,2.59828925839383,48.351606805293,45.2102330960526,2.91235066461494,2.91235066461494
"386541",19,18.4,684.3,1.90267523301208,37.1902173913044,2.02120746691871,36.0092242874223,1.95702305909904,35.1690099243856,34.0522012283232,2.91235066461494,2.91235066461494
"32364",20,38.6,4072.3,2.14254002090936,105.5,2.73316062176166,83.7020448071014,2.16844675666066,102.766839378238,81.5335980504408,3.65325227647079,3.65325227647079
"342509",21,12.6,297.8,5.59827527814329,23.6349206349206,1.87578735197783,71.5382685046055,5.67764035750837,21.7591332829428,65.8606281470971,2.53369681395743,2.53369681395743
"154464",22,15.2,293.7,3.97442720270111,19.3223684210526,1.27120844875346,61.4112934810569,4.04021667638532,18.0511599722992,57.3710768046716,2.72129542785223,2.72129542785223
"468121",23,14.2,388.7,3.51214444935394,27.3732394366197,1.92769291807181,50.872451180826,3.58256698456521,25.4455465185479,47.2898841962608,2.65324196460721,2.65324196460721
"413301",24,15.8,306.2,1.0889041392046,19.379746835443,1.22656625540779,18.2046853994327,1.15219527844511,18.1531805800353,17.0524901209876,2.76000994003292,2.76000994003292
"258685",25,16.8,518.7,1.44285977205859,30.875,1.83779761904762,25.2400441705844,1.5023835815824,29.0372023809524,23.7376605890019,2.82137888640921,2.82137888640921
"533370",26,28.6,1164.8,2.85257755828596,40.7272727272727,1.42403051493961,82.5837181669784,2.88754259325099,39.3032422123331,79.6961755737274,3.35340671782581,3.35340671782581
"433098",27,673.4,2162562.3,2.89908279664801,3211.40822690823,4.7689459859047,1953.24235526277,2.90056779813302,3206.63928092232,1950.34178746464,6.51233950672697,6.51233950672697
"243210",28,21,375.5,2.23471970565247,17.8809523809524,0.851473922902494,47.9291138187018,2.28233875327151,17.0294784580499,45.6467750654303,3.04452243772342,3.04452243772342
"146923",29,14.2,609.2,3.99331782363749,42.9014084507042,3.02122594723269,57.7051130956524,4.06374035884876,39.8801825034715,53.6413727368036,2.65324196460721,2.65324196460721
"551315",30,25.2,2367.2,9.43172889059653,93.9365079365079,3.72763920382968,238.679568043033,9.47141143027907,90.2088687326783,229.208156612753,3.22684399451738,3.22684399451738
"46520",31,12.6,402.8,3.65359966553782,31.968253968254,2.53716301335349,47.0353557857765,3.7329647449029,29.4310909549005,43.3023910408736,2.53369681395743,2.53369681395743
"100405",32,15,401,3.36485943285884,26.7333333333333,1.78222222222222,51.4728914928826,3.4315260995255,24.9511111111111,48.0413653933571,2.70805020110221,2.70805020110221
"353934",33,47,10241,3.70732133589804,217.893617021277,4.63603440470801,175.244102787208,3.72859793164272,213.257582616569,171.515504855565,3.85014760171006,3.85014760171006
"229213",34,36,2129.5,3.6659628659922,59.1527777777778,1.64313271604938,132.974663175719,3.69374064376998,57.5096450617284,129.280922531949,3.58351893845611,3.58351893845611
"205087",35,20.4,708.3,3.48101436767233,34.7205882352941,1.70198961937716,72.0126931005156,3.53003397551547,33.018598615917,68.4826591250001,3.01553490085017,3.01553490085017
"416754",36,14,318.5,2.25375140132797,22.75,1.625,32.5525196185916,2.32517997275655,21.125,30.2273396458351,2.63905732961526,2.63905732961526
"26553",37,49.8,2367.2,0.991282587333406,47.5341365461847,0.954500733859131,50.3658728492036,1.01136290861855,46.5796358123256,49.3545099405851,3.90801498403061,3.90801498403061
"63496",38,13,336,3.41737686680805,25.8461538461538,1.98816568047337,45.4258992685046,3.49429994373113,23.8579881656805,41.9315993247735,2.56494935746154,2.56494935746154
