"feature_id","rank","mu","variance","alpha_gene_wise","iod_emp","cv2_emp","iod_nb","cv2_nb","diff_emp","diff_nb","log_ratio_emp","log_ratio_nb"
"90347",1,260.2,130268.7,4.36440060904587,500.648347425058,1.92409049740606,1136.61703847374,4.36824380658623,498.724256927652,1132.24879466715,5.56145056607841,5.56145056607841
"77636",2,97,22202,7.91775386651683,228.886597938144,2.35965564884685,769.022125052132,7.92806314486734,226.526942289297,761.094061907265,4.57471097850338,4.57471097850338
"49798",3,40,3200,5.22075520429738,80,2,209.830208171895,5.24575520429738,78,204.584452967598,3.68887945411394,3.68887945411394
"386531",4,37,4279,3.55517115692489,115.648648648649,3.12563915266618,132.541332806221,3.58219818395191,112.523009495982,128.959134622269,3.61091791264422,3.61091791264422
"178462",5,65,14201.5,2.14175538288475,218.484615384615,3.36130177514793,140.214099887508,2.15713999826936,215.123313609467,138.056959889239,4.17438726989564,4.17438726989564
"73573",6,26.8,801.2,8.38384745103214,29.8955223880597,1.11550456671865,225.687111687661,8.42116088386796,28.7800178213411,217.265950803793,3.28840188751681,3.28840188751681
"324904",7,26.8,939.2,1.93413558536981,35.044776119403,1.30764089997772,52.8348336879108,1.97144901820563,33.7371352194253,50.8633846697052,3.28840188751681,3.28840188751681
"140286",8,24.6,798.3,2.09911434885979,32.4512195121951,1.31915526472338,52.638212981951,2.13976475536386,31.1320642474717,50.4984482265871,3.20274644293832,3.20274644293832
"433694",9,18.6,586.8,3.00645602832869,31.5483870967742,1.69614984391259,56.9200821269137,3.06021946918891,29.8522372528616,53.8598626577248,2.92316158071916,2.92316158071916
"506428",10,18.2,699.2,6.32289129626722,38.4175824175824,2.11085617679024,116.076621592063,6.37783635121228,36.3067262407922,109.698785240851,2.90142159408275,2.90142159408275
"426214",11,30,1413.5,3.20599571276843,47.1166666666667,1.57055555555556,97.1798713830529,3.23932904610176,45.5461111111111,93.9405423369512,3.40119738166216,3.40119738166216
"205134",12,47,9047.5,3.10984296259101,192.5,4.09574468085106,147.162619241778,3.1311195583357,188.404255319149,144.031499683442,3.85014760171006,3.85014760171006
"247243",13,15.4,447.8,8.37465739258998,29.0779220779221,1.88817675830663,129.969723845886,8.43959245752505,27.1897453196155,121.530131388361,2.73436750941958,2.73436750941958
"523232",14,32.6,5073.8,6.5487705852375,155.638036809816,4.77417290827656,214.489921078743,6.57944543186327,150.863863901539,207.910475646879,3.48431228837266,3.48431228837266
"386526",15,27.6,1031.3,3.17803874054159,37.3659420289855,1.35383847931107,88.7138692389479,3.21427062459956,36.0121035496744,85.4995986143483,3.3178157727231,3.3178157727231
"416922",16,18.2,921.2,10,50.6153846153846,2.7810650887574,183,10.0549450549451,47.8343195266272,172.945054945055,2.90142159408275,2.90142159408275
"546046",17,16.2,628.2,3.19891946972268,38.7777777777778,2.39368998628258,52.8224954095073,3.2606478647844,36.3840877914952,49.5618475447229,2.78501124223834,2.78501124223834
"546051",18,14.6,504.8,6.35119460793502,34.5753424657534,2.36817414148996,93.7274412758513,6.41968775861995,32.2071683242635,87.3077535172314,2.68102152871429,2.68102152871429
"415650",19,15,431,4.94245509585099,28.7333333333333,1.91555555555556,75.1368264377648,5.00912176251765,26.8177777777778,70.1277046752471,2.70805020110221,2.70805020110221
