"comparison_name","feature_id","gene_symbol","pc1_loading_trt_normalized","pc1_loading_ctrl_normalized","pc1_loading_trt_raw","pc1_loading_ctrl_raw"
"RT4_ZT10","100020","Nrip1",-0.000639182385071724,8.51429480650062e-05,-0.000883562860280231,-7.22115858224965e-05
"RT4_ZT10","100055","-",-1.84123637868373e-05,7.20697171775534e-05,-1.76860634754257e-05,7.34852229240664e-05
"RT4_ZT10","10008","Mag",4.05005402281109e-05,0,-8.05074786474944e-05,0
"RT4_ZT10","100116","-",0.000154535057842028,-6.97056535589832e-05,-0.000142427992646214,-7.15699100273949e-05
"RT4_ZT10","100129","Btg3",0.0020673455201361,0.000120098904137478,-0.000908839758112551,-0.000363779185248715
"RT4_ZT10","100144","RGD1563888",-4.00893804650933e-05,-9.46266338073236e-05,-3.94036966309818e-05,-0.000129344888756111
"RT4_ZT10","100145","RGD1563888",-5.48756891713954e-05,1.71207679355289e-05,-7.81950438131891e-05,1.60070245887225e-05
"RT4_ZT10","10017","Usf2",0.00118411903947293,-0.00138019610151479,-0.000415630007669207,-0.00232252580755239
"RT4_ZT10","10018","Usf2",8.21484484742867e-06,-0.000473443179309526,-0.000259735017967742,-0.000821159619616011
"RT4_ZT10","100191","-",-0.000256527575347006,-0.000228249906451847,-0.000276960365351422,-0.000284728139364333
"RT4_ZT10","100193","LOC680960",-0.000164624525309052,5.52341805596767e-05,-9.71095815860249e-05,1.65229873128797e-05
"RT4_ZT10","100197","-",-1.58004093730654e-05,6.58409945943622e-05,-1.02508164642296e-05,2.93329606903594e-05
"RT4_ZT10","100213","-",-5.27903463075878e-05,-0.000103929855489489,-2.01502262348515e-05,-0.000120403726911092
"RT4_ZT10","100223","LOC103693510",-1.88125587803893e-05,-3.02475998447687e-05,-0.000195224397542102,-4.32920755946691e-05
"RT4_ZT10","100241","-",-5.71943687370502e-05,-0.000141036307244283,-6.63656119987749e-05,-0.000167806721470904
"RT4_ZT10","100261","-",-6.57309475229996e-05,-4.92717623060256e-05,-7.98145379594734e-06,-5.01987193673613e-05
"RT4_ZT10","100285","Ncam2",-7.1820042604843e-06,-6.3095441382119e-05,-4.65946202919526e-06,-7.67578885062433e-05
"RT4_ZT10","100286","Ncam2",3.26806185592831e-05,-9.9200308688185e-05,9.70615236636163e-07,-0.000123261398770068
"RT4_ZT10","100301","Ncam2",6.68273409286052e-05,-0.000488483260412224,-0.000216779502344253,-0.000617892346218035
"RT4_ZT10","100329","-",-0.000199166615547158,-0.000345997240133117,-0.000119641877014793,-0.000424253053613719
"RT4_ZT10","100340","-",-9.24371453320578e-05,0.000216524694702893,-0.000181183375350497,0.000156766233631171
"RT4_ZT10","10037","Lsr",3.64906880380805e-05,-0.000608204210741848,-0.000967231960600568,-0.000837664136015666
"RT4_ZT10","100384","-",-0.000115006554224845,0.000178576181898171,-0.00017504676633844,0.000170566129564469
"RT4_ZT10","100391","-",-2.83685934124074e-05,-6.03788970519532e-05,-4.1306204273457e-05,-8.98928577780776e-05
"RT4_ZT10","100405","LOC120095602",0.000317249273147229,0.000579482603229334,-0.000124659835605279,0.000555714357058002
"RT4_ZT10","10041","Fxyd5",-9.99980442941713e-05,-4.15585334009341e-05,-0.000824995152052987,-0.000146040486652088
"RT4_ZT10","100410","Mrpl39",7.5149117681873e-06,0.000393686524016327,-0.000346757044785657,0.000327784389771231
"RT4_ZT10","100426","Atp5pf",-0.00232162862804609,0.00116782325282943,-0.00364230450502293,-0.000219897869660734
"RT4_ZT10","100439","App",-0.00760793497290789,-0.03565509688265,-0.0847387888517014,-0.0578984191828257
"RT4_ZT10","10044","Fxyd7",0.00923142085724808,-0.000450636864249061,-0.00479464929736626,-0.00285589366412669
"RT4_ZT10","100441","App",-0.000184502779096148,0.000133932136423629,-0.000177561827430287,0.000127924597173352
"RT4_ZT10","100445","App",0.000157921706894891,0.000458943570923345,-0.000386139802405303,0.000371672887023605
"RT4_ZT10","100446","App",-0.000655697423411008,0.000269768115763165,-0.00162476563045079,-0.000259635112012006
"RT4_ZT10","100497","App",-0.000112905247015593,1.41990697128644e-07,-0.000188946849124794,-1.11263572443718e-05
"RT4_ZT10","10050","Fxyd1",-0.00588717534506594,0.00094405810944748,-0.00806888472944273,0.000320764162391919
"RT4_ZT10","100518","App",0.000662374066974503,-0.000121284730599891,-1.67708172473596e-05,-0.000132438987274745
"RT4_ZT10","100524","App",0.00147938048045989,-0.000109913259162051,-6.79365492963148e-05,-0.00012878478381239
"RT4_ZT10","100600","Cyyr1",-0.000134594471573358,-0.000161211212425465,-0.000199236184419223,-0.000242647428055342
"RT4_ZT10","10061","Fxyd3",-0.000244506538512275,3.29358879204456e-05,-0.000195146502242065,3.15771221981725e-05
"RT4_ZT10","100638","Adamts1",-9.74432235374685e-05,-5.29332997283452e-05,-0.000143281691183327,-7.57611322906709e-05
"RT4_ZT10","10064","Scn1b",0.00165309397247085,0.00397073281727885,-0.000881902095477694,0.00364503410152441
"RT4_ZT10","100675","-",0.000125422372916009,0.000156903165261445,-8.91303276868202e-06,0.000142316786340147
"RT4_ZT10","100724","Ltn1",-7.34811203645013e-05,-7.61628549201129e-05,-0.000153110529251025,-0.000138188778681546
"RT4_ZT10","100725","Ltn1",-8.41598151231609e-05,0.000174796053220937,-0.000240472973198082,0.000107156110415934
"RT4_ZT10","100742","Rwdd2b",-0.00039284488774849,-0.000200172893304505,-0.000734581064334681,-0.000415844497349844
"RT4_ZT10","100746","-",0.000159493492411894,0.000110080528415301,-0.000101788418417034,5.94497775104173e-05
