"feature_id","ctrl_abs_loading","trt_abs_loading","rank_ctrl","rank_trt","mu_ctrl","mu_trt","var_ctrl","var_trt","alpha_emp_ctrl","alpha_emp_trt","alpha_mu_ctrl","alpha_mu_trt","log_alpha_mu_ctrl","log_alpha_mu_trt","gene_symbol"
"1693",0.0122732504029644,0.00834335202037806,901,4505,24.6,26.8,1153.3,435.7,1.86512657809505,0.569308309200267,45.8821138211382,15.2574626865672,3.82607536402326,2.72506873985379,"LOC102549339"
"1713",0.00722323044349098,0.00839499274733123,6274,4418,7.6,5.2,29.3,25.2,0.375692520775623,0.739644970414201,2.85526315789474,3.84615384615385,1.04916401325413,1.34707364796661,"Hebp2"
"1741",0.00241014967871859,0.000598805768270362,21970,27334,94.8,77.2,588.7,909.2,0.0549569157364383,0.139601063115788,5.20991561181435,10.7772020725389,1.6505636582856,2.37743298379048,"-"
"1742",0.00457404853263079,0.000274299854131621,12719,29381,6.6,6.2,34.8,37.2,0.647382920110193,0.806451612903226,4.27272727272727,5,1.45225232891169,1.6094379124341,"-"
"1866",0.00472161232446541,0.00597725482042015,12247,9642,4.8,1.8,8.7,7.2,0.169270833333333,1.66666666666667,0.8125,3,-0.207639364778245,1.09861228866811,"Tnfaip3"
"1895",0.00828533526322305,0.000463545244842051,4512,28143,2.2,0.8,4.2,3.2,0.413223140495868,3.75,0.909090909090909,3,-0.0953101798043249,1.09861228866811,"-"
"1910",0.00495627054742593,0.0128790353590224,11479,665,7,6.4,21.5,68.8,0.295918367346939,1.5234375,2.07142857142857,9.75,0.728238500371216,2.27726728500976,"Slc35d3"
"1918",0.00958596475014704,0.00364038324265835,2833,15884,6,10,22.5,70,0.458333333333333,0.6,2.75,6,1.01160091167848,1.79175946922805,"Pex7"
"1922",0.00130963005023534,0.0124132755504982,26580,814,196.2,172.2,5881.7,39978.2,0.147696654373982,1.3424009302313,28.9780835881753,231.16144018583,3.36653980593351,5.44311634168554,"LOC102547604"
"1929",0.00721291110079711,0.00477225204521363,6288,12470,3.6,3.8,8.3,14.7,0.362654320987654,0.754847645429363,1.30555555555556,2.86842105263158,0.266628663253949,1.05376172250276,"Map3k5"
