"feature_id","gene_symbol","rank","abs_loading","mu","variance","alpha","alpha_mu","log_alpha_mu","log_mu","log_alpha"
"299528","Fbxw7",1,0.0244356636960762,71.6,23724.3,4.61375659311507,330.344972067039,5.80013747834202,4.2710950739666,1.52904240437543
"329429","Mdk",2,0.0241379204820752,302.8,189657.2,2.06520733829044,625.344782034346,6.43830314888774,5.71307252156329,0.725230627324444
"112224","Mx2",3,0.022957077335036,44.4,4578.3,2.29988434380326,102.114864864865,4.62609830580601,3.79323946943818,0.832858836367827
"217083","-",4,0.0225132910190164,94.4,24397.3,2.72718193407067,257.445974576271,5.55080989062033,4.54754107315146,1.00326881746888
"157795","-",5,0.0222171210947197,71.8,24712.7,4.7797774691382,343.188022284123,5.83827846690025,4.27388447605418,1.56439399084607
"534198","-",6,0.02213448291226,33.6,5644.8,4.97023809523809,167,5.11799381241676,3.51452606696916,1.6034677454476
"312769","LOC108353239",7,0.0221174049295219,35.2,3163.7,2.52493866219008,88.8778409090909,4.48726285283437,3.56104608260405,0.926216770230315
"167027","RGD1563570",8,0.0217314931837887,28,3330.5,4.21237244897959,117.946428571429,4.77023052622128,3.3322045101752,1.43802601604607
"481724","Kdelr3",9,0.0209922129039109,23.8,2388.2,4.17414024433303,99.344537815126,4.59859398827279,3.16968558067743,1.42890840759536
"10226","LOC108349721",10,0.020763131823435,28.4,3756.8,4.62259472326919,131.281690140845,4.87734532101984,3.34638914516716,1.53095617585268
"178462","Nefm",11,0.0205875432532672,40.4,3947.3,2.39369914714244,96.7054455445545,4.57166971467466,3.6988297849671,0.872839929707559
"11310","Prmt1",12,0.0205602847343284,93,14774,1.69742166724477,157.860215053763,5.0617099265862,4.53259949315326,0.529110433432949
"457865","-",13,0.0205107871917328,23,2645,4.95652173913043,114,4.7361984483945,3.13549421592915,1.60070423246535
"124536","Pnpla6",14,0.0204341304787998,22.4,1588.8,3.1218112244898,69.9285714285714,4.24747431291525,3.10906095886099,1.13841335405426
"379434","-",15,0.0204155229275927,113.6,21391.3,1.64880015125967,187.303697183099,5.23273134862041,4.73268350628705,0.500047842333355
"266648","-",16,0.0203894145220058,26.4,2580.3,3.66434228650138,96.7386363636364,4.57201287140585,3.27336401015227,1.29864886125358
"531328","Mobp",17,0.0203593751928035,22.2,2464.2,4.95495495495495,110,4.70048036579242,3.10009228887823,1.60038807691418
"205134","Ccdc124",18,0.0203498608003201,29,3468,4.08917954815696,118.586206896552,4.77564018044579,3.36729582998647,1.40834435045932
"419024","Camta1",19,0.0199884621557347,26,1816.5,2.64866863905325,68.8653846153846,4.23215365141701,3.25809653802148,0.974057113395523
"492548","Lrig3",20,0.0198721751884017,21.2,1712.7,3.76357244571022,79.7877358490566,4.3793698065428,3.05400118167797,1.32536862486483
"38928","Sult2a6",21,0.0197048606532228,22,1356.5,2.75723140495868,60.6590909090909,4.10526951548626,3.09104245335832,1.01422706212795
"200263","Tex15",22,0.0196743202421538,30.2,1895.2,2.04486645322574,61.7549668874172,4.12317440769709,3.40784192438082,0.715332483316268
"351506","Map1a",23,0.0195556923357542,51.6,8630.3,3.22197434048435,166.253875968992,5.1135159933634,3.94352167248752,1.16999432087588
"287107","Ndufs6",24,0.0194869056457073,89.4,3358.3,0.40900309795855,36.5648769574944,3.59908813368223,4.49312068217947,-0.894032548497238
"553278","Cab39",25,0.0194534950279261,23.4,1338.3,2.40138067061144,56.1923076923077,4.02877987372922,3.15273602236366,0.876043851365562
"219715","-",26,0.0193188093410508,17.4,1513.8,4.94252873563218,86,4.45434729625351,2.85647020622048,1.59787709003302
"37170","-",27,0.0192592733210328,250.6,72557.8,1.15138193475324,288.536312849162,5.66482094578887,5.52385804246197,0.140962903326898
"25153","Drap1",28,0.019252566274333,16.2,1195.2,4.49245541838134,72.7777777777778,4.28741065829903,2.78501124223834,1.50239941606069
"425265","Anp32b",29,0.0191429479028768,21.6,1289.3,2.71712105624143,58.6898148148148,4.07226619925456,3.07269331469012,0.999572884564442
"342491","-",30,0.0190832022800053,17.4,843.8,2.72955476284846,47.4942528735632,3.86060871158495,2.85647020622048,1.00413850536446
"242641","Srp19",31,0.0189611657321681,16,1280,4.9375,79,4.36944785246702,2.77258872223978,1.59685913022724
"372469","Zfp638",32,0.0188815640105789,25.2,1198.7,1.84791509196271,46.5674603174603,3.8409020207737,3.22684399451738,0.614058026256323
"484764","Tuba1a",33,0.0188411535487625,28,3714.5,4.70216836734694,131.660714285714,4.8802282672545,3.3322045101752,1.5480237570793
