"comparison_name","analysis_label","dataset_key","n_features","n_lessAbs_alt_BH20","n_lessAbs_alt_BH20_HBFSS","n_weak","n_strong_alt_BH20","n_strong","n_standard","n_hbfss_total","n_hbfss_added_display","hc_p_threshold","hbfss_threshold","alpha_level","strong_alpha_level","weak_alpha_level","lfc_boundary"
"RT8_ZT14","Lead_NormEVS","Lead",6787,5747,0,0,0,0,3,12,9,0.00640454317939287,2.19351184199177,0.2,0.2,0.2,1
