"comparison_name","analysis_label","dataset_key","n_features","n_lessAbs_alt_BH20","n_lessAbs_alt_BH20_HBFSS","n_weak","n_strong_alt_BH20","n_strong","n_standard","n_hbfss_total","n_hbfss_added_display","hc_p_threshold","hbfss_threshold","alpha_level","strong_alpha_level","weak_alpha_level","lfc_boundary"
"RT0_ZT6","Lead_RawEVS","Lead",6629,3991,0,0,0,0,3,9,6,0.0195442803810726,1.70898031562737,0.2,0.2,0.2,1
