"comparison_name","analysis_label","dataset_key","feature_id","orig_id","gene_symbol","baseMean","log2FoldChange","lfc_shrunk","regulation_direction","stat","pvalue","padj","greaterAbs_pvalue","greaterAbs_padj","lessAbs_pvalue","lessAbs_padj","empirical_p","empirical_bh","empirical_q","empirical_lfdr","neglog10_empirical_p","HBFSS","hc_p_threshold_dataset","hbfss_threshold_dataset","hc_pass","standard_flag","strong_alt_BH20_flag","strong_flag","lessAbs_alt_BH20_flag","weak_hbfss_flag","weak_flag","hbfss_flag","display_standard","display_strong","display_weak","display_hbfss","final_class","lfcSE","R8_1","R8_2","R8_3","R8_4","R8_5","ZT14_1","ZT14_2","ZT14_3","ZT14_4","ZT14_5","dispGeneEst","dispFit","dispersion","dispIter","dispOutlier"
"RT8_ZT14","Rem_NormEVS","Rem","20","20","-",2.46817670706424,1.22676405828162,0.00404832247827381,"upregulated",0.591335115882992,0.554295905288648,NA,0.912959219812024,1,0.543520390093988,NA,0.51546687513942,0.986909775366933,0.956990685802564,1,0.287799238055319,0.00116510412464942,0.0181617074315576,1.74084332468905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",2.07456656188901,0,0,0,0,17.3480794231715,4.75845286097836,0,0,0,2.57523478649255,10,2.39348454991589,4.6807441827338,10,FALSE
"RT8_ZT14","Rem_NormEVS","Rem","25","25","-",14.2624335760961,1.57773838156104,0.0799257092178983,"upregulated",2.75358383382583,0.00589466711259563,0.30751458095565,0.313305152716904,1,0.843347423641548,0.852937169720797,0.0024586486801581,0.209440958425088,0.20425436615958,0.408887065587912,2.60930352379041,0.20855043470371,0.0181617074315576,1.74084332468905,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.572976338028875,16.9046260225846,15.4134262203202,21.5847562949149,5.50901155614578,47.3129438813769,3.56883964573377,7.18578983803152,3.95249243837034,17.7588034814932,3.43364638199007,0.408710581805005,0.225716948350878,0.303030071002352,12,FALSE
"RT8_ZT14","Rem_NormEVS","Rem","38","38","Pcmt1",49.2835004968913,-0.173169943499347,-0.0373174066332483,"downregulated",-0.724123518098391,0.468989907375364,0.941272291572775,1,1,0.000272652807324103,0.00316085001311308,0.425805818491715,0.979203439769248,0.948401597738516,1,0.370788408370735,0.0138368618100656,0.0181617074315576,1.74084332468905,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.239144205610261,59.8163690029917,49.591023491465,52.0573534171478,37.185828003984,29.9648644582053,65.4287268384525,41.0616562173229,69.1686176714809,47.3568092839818,41.2037565838808,0.0433032796157127,0.0517333298013197,0.0483385821847776,9,FALSE
"RT8_ZT14","Rem_NormEVS","Rem","89","89","Tab2",52.5527221738788,0.196030292084193,0.0424013239827084,"upregulated",0.809913020989925,0.417990167628532,0.933829793892774,1,1,0.000447421945901696,0.00453312374881354,0.373068485636973,0.975612441677897,0.941534046934879,1,0.428211435740785,0.0181567318199457,0.0181617074315576,1.74084332468905,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.242038696753625,65.0177923945563,44.2298317626579,63.4845773379851,44.0720924491663,63.0839251751691,41.6364625335607,41.5749269200395,71.1448638906661,60.3799318370768,30.9028174379106,0.0551806789266967,0.0484406215645848,0.0512296913736541,9,FALSE
"RT8_ZT14","Rem_NormEVS","Rem","90","90","Tab2",19.7127672287342,-0.61706681155139,-0.080637493518093,"downregulated",-1.75838182221587,0.0786825639719607,0.712674876176749,1,1,0.13759263896555,0.216793703239217,0.0531298521041565,0.691468988566065,0.696363994459784,1,1.27466139302002,0.102785499817415,0.0181617074315576,1.74084332468905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.350928793596021,7.80213508734675,20.1044689830263,18.4105274280157,17.9042875574738,12.6167850350338,21.4130378744026,26.1768058385434,28.655570178185,16.5748832493936,27.4691710559206,0.0107145703218458,0.149212419537215,0.0955632788382262,7,FALSE
"RT8_ZT14","Rem_NormEVS","Rem","143","143","Ust",19.4584931172732,-0.342429512664394,-0.023995226480681,"downregulated",-0.760893620467135,0.44672060929425,0.940432153264951,1,1,0.0719870178235329,0.14912774539961,0.402688734238546,0.978999140460444,0.945600633368083,1,0.395030520197566,0.00947884679892184,0.0181617074315576,1.74084332468905,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.450035988544846,10.402846783129,14.7432772542193,20.9499105215351,15.1497817794009,25.2335700700677,7.13767929146754,25.1502644331103,8.89310798633326,24.8623248740904,42.0621681793783,0.242286850993739,0.151678548547917,0.19071175437152,11,FALSE
"RT8_ZT14","Rem_NormEVS","Rem","214","214","LOC365036",3.42795822737984,-0.559294230981814,-0.00766999656194481,"downregulated",-0.540829157997883,0.588625343284616,NA,1,1,0.334997128941889,NA,0.551975446153367,0.986909775366933,0.959720810634258,1,0.258080240816591,0.00197947455976914,0.0181617074315576,1.74084332468905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",1.0341421550796,0,0,5.07876618703881,4.13175866710934,4.73129438813769,3.56883964573377,3.59289491901576,2.96436932877775,5.91960116049772,4.29205797748759,0.240648559503501,1.52374865704693,0.974283389614594,7,FALSE
"RT8_ZT14","Rem_NormEVS","Rem","224","224","Sash1",48.5945367296771,0.128963691482193,0.0255477735310355,"upregulated",0.515385967329778,0.606283336391982,0.96138835060491,1,1,0.000249792411490277,0.00298184538732783,0.570836333837925,0.986909775366933,0.960999763451852,1,0.243488391753747,0.00622058628996078,0.0181617074315576,1.74084332468905,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.250227401708968,50.7138780677539,69.0253435083904,53.9618907372873,34.4313222259112,42.5816494932392,55.9118211164958,48.2474460553545,31.6199395069627,65.1156127654749,34.3364638199007,0.0580302692761532,0.0524946254547585,0.0547730737931797,9,FALSE
"RT8_ZT14","Rem_NormEVS","Rem","304","304","Sash1",2.82162883362299,-1.87978749964488,-0.0104975602003776,"downregulated",-1.18961730207249,0.234196842273509,NA,0.577684166973867,1,0.711157916513067,NA,0.19075863175315,0.911977554586142,0.891708520678906,1,0.719515801273754,0.00755316043899419,0.0181617074315576,1.74084332468905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",1.58016153293165,0,0,1.90453732013955,4.13175866710934,0,8.32729250671213,0,0,3.55176069629863,10.3009391459702,3.37786506064505,1.99459324095778,2.44320436021637,9,FALSE
"RT8_ZT14","Rem_NormEVS","Rem","576","576","-",3.03724078815471,1.04806377744294,0.00887643136901956,"upregulated",0.787395031541228,0.431050654332037,NA,0.971194955624606,1,0.514402522187697,NA,0.386503808622736,0.975612441677897,0.943451465511037,1,0.412846222170784,0.00366460115705796,0.0181617074315576,1.74084332468905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",1.33105205831879,3.90106754367338,8.71193655931141,2.5393830935194,5.50901155614578,0,0,6.15924843259844,0,3.55176069629863,0,1.71074391059835,1.80214907228896,1.76817313729057,6,FALSE
"RT8_ZT14","Rem_NormEVS","Rem","615","615","-",3.5273790809044,-1.91821231418904,-0.0171383271674124,"downregulated",-1.51329905426019,0.13020371282748,NA,0.468827614531918,1,0.765586192734041,NA,0.09604798437183,0.797494198436297,0.805675531857662,1,1.01751174465317,0.0174384491765506,0.0181617074315576,1.74084332468905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",1.26756988897135,3.90106754367338,3.35074483050439,0,0,0,5.94806607622295,5.64597772988191,0,3.55176069629863,12.8761739324628,1.53645149226469,1.46436892622157,1.48885691348997,6,FALSE
"RT8_ZT14","Rem_NormEVS","Rem","672","672","-",0.691686176714809,-2.85338275264915,-0.00450346949945389,"downregulated",-0.928585801616952,0.353103782866031,NA,0.546407250981931,1,0.726796374509034,NA,0.307132988789658,0.959217711502355,0.929862867237248,1,0.512673533996948,0.00230880962353249,0.0181617074315576,1.74084332468905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",3.07282617037708,0,0,0,0,0,0,0,6.91686176714809,0,0,10,8.62144508134064,10,6,FALSE
"RT8_ZT14","Rem_NormEVS","Rem","673","673","-",2.84248587521628,-0.415556677777374,-0.00269689068468896,"downregulated",-0.272594423261243,0.785164999243978,NA,1,1,0.350719130013053,NA,0.764330726190456,0.995768296961465,0.970582437909788,1,0.116718681371795,0.000314777524520772,0.0181617074315576,1.74084332468905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",1.52445040073003,0,4.69104276270614,6.98330350717836,0,0,10.7065189372013,3.07962421629922,2.96436932877775,0,0,3.40049869789071,1.97451543410994,2.43072397259546,9,FALSE
"RT8_ZT14","Rem_NormEVS","Rem","708","708","-",4.8739854423386,-0.119836641500113,-0.00163048866805016,"downregulated",-0.115503861693479,0.908045759775966,NA,1,1,0.19812420650538,NA,0.898915971747767,0.996289528329839,0.974876165478969,1,0.0462809030519211,7.54604879732852e-05,0.0181617074315576,1.74084332468905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",1.03751199088159,7.80213508734675,6.70148966100878,8.25299505393806,0,0,4.75845286097836,0,7.90498487674068,4.73568092839818,8.58411595497517,1.3536249740725,0.935684369333115,1.08663918107644,9,FALSE
"RT8_ZT14","Rem_NormEVS","Rem","774","774","-",7.82237379522937,-1.18227942862149,-0.0264314266203808,"downregulated",-1.46310642419096,0.143438260288708,0.799122352786088,0.821530986189097,1,0.589234506905452,0.62250838617769,0.107589921357829,0.828192798036058,0.822828687219227,1,0.968228409930682,0.0255916581688508,0.0181617074315576,1.74084332468905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.808061128755714,14.3039143268024,0,5.71361196041866,4.13175866710934,0,11.8961321524459,11.8052261624803,2.96436932877775,15.3909630172941,12.0177623369652,0.889597598392616,0.492847487820484,0.627998748729511,9,FALSE
"RT8_ZT14","Rem_NormEVS","Rem","829","829","-",4.0190046648029,0.0809039128749176,0.000818667968790221,"upregulated",0.0648995904434464,0.948253946687143,NA,1,1,0.230475584824737,NA,0.943098184118144,0.996877080397384,0.976024946872132,1,0.0254430913549122,2.082944391927e-05,0.0181617074315576,1.74084332468905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",1.24660128549528,5.2014233915645,8.71193655931141,6.34845773379851,0,0,3.56883964573377,0,6.91686176714809,0,9.44252755047269,2.38868943254271,1.22146646364252,1.6185240905657,9,FALSE
