"percentile","center_rank_trt","iod_amplitude_trt","cv2_amplitude_trt","iod_center_trt","cv2_center_trt","local_fourier_score_trt","center_rank_ctrl","iod_amplitude_ctrl","cv2_amplitude_ctrl","iod_center_ctrl","cv2_center_ctrl","local_fourier_score_ctrl","combined_center_rank","combined_iod_amplitude","combined_cv2_amplitude","combined_center_distance","combined_center_agreement","combined_fourier_score","rank_index","candidate_id","cutoff_value","cutoff_quantile","selected","selected_reason"
0.72,22612,0.0586589350497024,0.0520009548734338,22612,22612,1.10538619718361,21536,0.111245073571357,0.31399149472258,21536,21536,1.52963088637444,22074,0.169904008621059,0.365992449596014,0,1,1.37091797934738,22074,"combined_fourier_candidate_1",7.13241138415935e-05,0.302735485501295,TRUE,"combined_fourier_max"
