"rank","feature_id","gene_symbol","region","abs_loading","mu","variance","nb1","nb2","alpha_mu","log_nb1","log_nb2","log_alpha_mu","nb_gap","nb_support","var_fit","d1","d2"
25,"27833","Ak3","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.67433985034618,0.00307635162416585,-7.00156560113601e-09
26,"29101","Sorbs1","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.671263501249239,0.00307634754327508,-1.16021593750889e-09
27,"29706","Entpd7","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.668187153312513,0.00307634930373398,4.68113372611825e-09
28,"31694","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.665110800694654,0.00307635690554254,1.05224833897454e-08
29,"32675","Reps1","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.662034437554312,0.00307637034870076,1.63638330533725e-08
30,"33459","Tmem200a","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.658958058050137,0.00307638963320864,2.22051827169996e-08
31,"33486","LOC686007","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.655881656340778,0.00307641475906619,2.80465323806267e-08
32,"36051","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.652805226584887,0.0030764457262734,3.38878820442538e-08
33,"36548","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.649728762941115,0.00307648253483028,3.97292317078809e-08
34,"36977","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.64665225956811,0.00307652518473682,4.5570581371508e-08
35,"37462","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.643575710624524,0.00307657367599302,5.14119310351352e-08
36,"37691","LOC100365363","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.640499110269008,0.00307662800859889,5.72532806987623e-08
37,"39507","Irf2bp1","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.63742245266021,0.00307668818255442,6.30946303623894e-08
38,"39788","Zfp112","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.634345731956782,0.00307675419785961,6.89359800260165e-08
39,"40899","Zfp74","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.631268942317374,0.00307682605451447,7.47773296896436e-08
40,"41100","U2af1l4","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.628192077900637,0.00307690375251899,8.06186793532671e-08
41,"42185","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.62511513286522,0.00307698729187318,8.64600290168979e-08
42,"43370","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.622038101369774,0.00307707667257703,9.2301378680525e-08
43,"44219","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.618960977572949,0.00307717189463054,9.81427283441521e-08
44,"45075","Igf1r","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.615883755633396,0.00307727295803372,1.03984078007779e-07
45,"45864","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.612806429709765,0.00307737986278656,1.09825427671406e-07
46,"45865","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.609728993960707,0.00307749260888906,1.15666777335033e-07
47,"45958","Gdpgp1","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.606651442544871,0.00307761119634123,1.21508126998661e-07
48,"49195","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.603573769620908,0.00307773562514306,1.27349476662294e-07
49,"50824","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.600495969347468,0.00307786589529455,1.33190826325915e-07
50,"51714","Sox6","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.597418035883202,0.00307800200679571,1.39032175989542e-07
51,"51791","Nucb2","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.59433996338676,0.00307814395964653,1.44873525653169e-07
52,"53397","Kctd13","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.591261746016792,0.00307829175384701,1.50714875316796e-07
53,"54669","LOC102552157","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.588183377931949,0.00307844538939716,1.56556224980423e-07
54,"55782","Aip","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.585104853290881,0.00307860486629698,1.6239757464405e-07
55,"55993","Rbm4b","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.582026166252239,0.00307877018454645,1.68238924307677e-07
56,"56261","LOC120097382","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.578947310974672,0.00307894134414559,1.74080273971302e-07
57,"56270","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.575868281616831,0.00307911834509439,1.79921623634932e-07
58,"56449","Nrxn2","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.572789072337367,0.00307930118739286,1.85762973298559e-07
59,"56878","LOC120099985","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.569709677294929,0.00307948987104099,1.91604322962186e-07
60,"57412","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.566630090648168,0.00307968439603879,1.97445672625813e-07
61,"57516","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.563550306555735,0.00307988476238624,2.0328702228944e-07
62,"57965","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.560470319176279,0.00308009097008336,2.09128371953067e-07
63,"58752","Pip5k1b","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.557390122668451,0.00308030301913015,2.14969721616694e-07
64,"59804","Tnks2","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.554309711190902,0.0030805209095266,2.20811071280321e-07
65,"61705","Sorcs3","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.551229078902282,0.00308074464127271,2.26652420943949e-07
66,"61982","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.54814821996124,0.00308097421436849,2.32493770607576e-07
67,"62368","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.545067128526428,0.00308120962881392,2.38335120271203e-07
68,"62913","Bmerb1","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.541985798756496,0.00308145088460903,2.4417646993483e-07
69,"63160","Shisa9","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.538904224810093,0.00308169798175379,2.50017819598457e-07
70,"65889","Rab11fip3","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.535822400845872,0.00308195092024822,2.55859169262084e-07
71,"67386","Tenm2","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.53274032102248,0.00308220970009232,2.61700518925711e-07
72,"67764","Gabra1","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.529657979498571,0.00308247432128608,2.67541868589338e-07
73,"67942","LOC102550742","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.526575370432792,0.0030827447838295,2.73383218252966e-07
74,"69012","Fstl4","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.523492487983795,0.00308302108772258,2.79224567916593e-07
75,"70034","Shmt1","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.52040932631023,0.00308330323296533,2.8506591758022e-07
76,"70282","Ulk2","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.517325879570748,0.00308359121955774,2.90907267243847e-07
77,"71698","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.514242141923998,0.00308388504749982,2.96748616907474e-07
78,"71934","Pitpnm3","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.511158107528632,0.00308418471679156,3.02589966571101e-07
79,"72399","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.508073770543298,0.00308449022743296,3.08431316234728e-07
80,"73097","Pipox","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.504989125126649,0.00308480157942403,3.14272665898355e-07
81,"73210","Supt6h","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.501904165437334,0.00308511877276476,3.20114015561982e-07
82,"73234","Sarm1","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.498818885634003,0.00308544180745515,3.2595536522561e-07
83,"73566","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.495733279875307,0.00308577068349521,3.31796714889237e-07
84,"75200","Tex14","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.492647342319896,0.00308610540088493,3.37638064552864e-07
85,"76292","Ttll6","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.489561067126421,0.00308644595962431,3.43479414216491e-07
86,"77109","Krt15","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.486474448453531,0.00308679235971336,3.49320763880118e-07
87,"77485","Ezh1","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.483387480459877,0.00308714460115207,3.55162113543745e-07
88,"78938","Bptf","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.48030015730411,0.00308750268394045,3.61003463207372e-07
89,"79008","Pitpnc1","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.47721247314488,0.00308786660807849,3.66844812870999e-07
90,"79685","Kcnj2","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.474124422140837,0.00308823637356619,3.72686162534626e-07
91,"80913","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.471035998450631,0.00308861198040356,3.78527512198254e-07
92,"82296","Zc3h7a","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.467947196232913,0.00308899342859059,3.84368861861881e-07
93,"82661","Tmem186","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.464858009646333,0.00308938071812728,3.90210211525508e-07
94,"82756","Rbfox1","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.461768432849542,0.00308977384901364,3.96051561189135e-07
95,"83973","Luc7l","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.458678460001189,0.00309017282124966,4.01892910852762e-07
96,"84038","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.455588085259926,0.00309057763483534,4.07734260516389e-07
97,"84540","Tenm2","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.452497302784402,0.00309098828977069,4.13575610180016e-07
98,"85840","LOC102553843","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.449406106733268,0.0030914047860557,4.19416959843643e-07
99,"86690","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.446314491265174,0.00309182712369038,4.25258309507271e-07
100,"86782","Gria1","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.443222450538771,0.00309225530267472,4.31099659170898e-07
101,"87222","RGD1561277","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.440129978712708,0.00309268932300872,4.36941008834525e-07
102,"87275","Wnt3a","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.437037069945637,0.00309312918469239,4.42782358498152e-07
103,"89120","Dlg4","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.433943718396207,0.00309357488772572,4.48623708161779e-07
104,"89318","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.430849918223069,0.00309402643210871,4.54465057825406e-07
105,"89852","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.427755663584873,0.00309448381784137,4.60306407489033e-07
106,"89941","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.424660948640269,0.00309494704492369,4.6614775715266e-07
107,"92470","Rps6kb1","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.421565767547909,0.00309541611335567,4.71989106816287e-07
108,"92712","Rnf43","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.418470114466442,0.00309589102313732,4.77830456479915e-07
109,"92801","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.415373983554518,0.00309637177426863,4.83671806143542e-07
110,"92913","Msi2","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.412277368970788,0.00309685836674961,4.89513155807169e-07
111,"93993","Npepps","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.409180264873902,0.00309735080058025,4.95354505470796e-07
112,"94816","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.406082665422511,0.00309784907576055,5.01195855134423e-07
113,"95063","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.402984564775264,0.00309835319229052,5.0703720479805e-07
114,"95448","Mapt","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.399885957090813,0.00309886315017015,5.12878554461677e-07
115,"97129","Sap30bp","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.396786836527807,0.00309937894939944,5.18719904125304e-07
116,"99495","Robo2","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.393687197244898,0.0030999005899784,5.24561253788931e-07
117,"100055","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.390587033400734,0.00310042807190702,5.30402603452559e-07
118,"101737","Kcnj6","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.387486339153967,0.0031009613951853,5.36243953116186e-07
119,"102854","Nxpe3","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.384385108663247,0.00310150055981325,5.42085302779813e-07
120,"103403","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.381283336087224,0.00310204556579086,5.4792665244344e-07
121,"103455","Usf3","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.378181015584549,0.00310259641311814,5.53768002107067e-07
122,"104291","Lsamp","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.375078141313871,0.00310315310179508,5.59609351770694e-07
123,"105790","Cox17","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.371974707433842,0.00310371563182168,5.65450701434321e-07
124,"106460","Kalrn","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.368870708103111,0.00310428400319795,5.71292051097948e-07
125,"107554","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.365766137480329,0.00310485821592387,5.77133400761575e-07
126,"107697","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.362660989724147,0.00310543826999947,5.82974750425203e-07
127,"108286","Klhl24","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.359555258993214,0.00310602416542473,5.8881610008883e-07
128,"108699","Pi4ka","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.356448939446181,0.00310661590219965,5.94657449752457e-07
129,"109152","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.353342025241698,0.00310721348032423,6.00498799416084e-07
130,"109875","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.350234510538416,0.00310781689979848,6.06340149079711e-07
131,"111191","Mrap","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.347126389494985,0.00310842616062239,6.12181498743338e-07
132,"112593","Epha6","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.344017656270055,0.00310904126279596,6.18022848406965e-07
133,"112799","Col8a1","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.340908305022276,0.0031096622063192,6.23864198070592e-07
134,"112945","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.3377983299103,0.00311028899119211,6.2970554773422e-07
135,"113059","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.334687725092775,0.00311092161741467,6.35546897397847e-07
136,"115370","Dlg1","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.331576484728354,0.0031115600849869,6.41388247061474e-07
137,"116399","Igf2bp2","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.328464602975685,0.0031122043939088,6.47229596725101e-07
138,"116697","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.32535207399342,0.00311285454418035,6.53070946388728e-07
139,"117125","Ccdc116","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.322238891940208,0.00311351053580157,6.58912296052355e-07
140,"117756","Elavl1","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.3191250509747,0.00311417236877246,6.64753645715982e-07
141,"121324","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.316010545255546,0.003114840043093,6.70594995379609e-07
142,"122774","Tbx3","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.312895368941397,0.00311551355876322,6.76436345043236e-07
143,"124472","Arhgef18","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.309779516190903,0.00311619291578309,6.82277694706864e-07
144,"124755","Cers4","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.306662981162715,0.00311687811415263,6.88119044370491e-07
145,"125263","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.303545758015482,0.00311756915387183,6.93960394034118e-07
146,"125449","Zfp655","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.300427840907854,0.0031182660349407,6.99801743697745e-07
147,"128246","Galnt17","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.297309223998484,0.00311896875735923,7.05643093361372e-07
148,"128951","Ncor2","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.294189901446019,0.00311967732112742,7.11484443024999e-07
149,"129111","Rilpl1","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.291069867409112,0.00312039172624528,7.17325792688626e-07
150,"129341","Kntc1","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.287949116046412,0.0031211119727128,7.23167142352253e-07
151,"129502","Vps33a","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.28482764151657,0.00312183806052998,7.2900849201588e-07
152,"130458","Rfc5","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.281705437978236,0.00312256998969683,7.34849841679508e-07
153,"130718","Gcn1","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.27858249959006,0.00312330776021334,7.40691191343135e-07
154,"131542","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.275458820510693,0.00312405137207952,7.46532541006762e-07
155,"131840","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.272334394898784,0.00312480082529535,7.52373890670389e-07
156,"132927","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.269209216035168,0.00312555875331221,7.63482143039805e-07
157,"133439","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.266083273689409,0.00312632778958143,7.7459039540922e-07
158,"134363","Thsd7b","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.262956556753254,0.00312710793410303,7.85698647778635e-07
159,"134367","Thsd7b","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.259829054118452,0.00312789918687699,7.9680690014805e-07
160,"134762","Nfasc","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.25670075467675,0.00312870154790332,8.07915152517466e-07
161,"135736","Camsap2","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.253571647319895,0.00312951501718203,8.19023404886881e-07
162,"135737","Camsap2","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.250441720939635,0.0031303395947131,8.30131657256297e-07
163,"136257","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.247310964427718,0.00313117528049654,8.41239909625712e-07
164,"136675","Rgl1","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.244179366675891,0.00313202207453235,8.52348161995128e-07
165,"137407","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.241046916575902,0.00313287997682053,8.63456414364543e-07
166,"138049","Prdx6","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.237913603019499,0.00313374898736108,8.74564666733958e-07
167,"139228","Rgs4","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.234779414898429,0.003134629106154,8.85672919103374e-07
168,"140819","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.23164434110444,0.00313552033319928,8.96781171472789e-07
169,"141676","Mtarc2","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.22850837052928,0.00313642266849694,9.07889423842205e-07
170,"142226","LOC498316","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.225371492064696,0.00313733611204697,9.1899767621162e-07
171,"143571","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.222233694602435,0.00313826066384937,9.30105928581035e-07
172,"143842","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.219094967034246,0.00313919632390413,9.41214180950451e-07
173,"143895","Cdh20","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.215955298251876,0.00314014309221127,9.52322433319866e-07
174,"145071","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.212814677147073,0.00314110096877077,9.63430685689282e-07
175,"145234","Ubxn4","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.209673092611584,0.00314206995358265,9.74538938058696e-07
176,"146223","Lgr6","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.206530533537157,0.00314305004664689,9.85647190428112e-07
177,"147835","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.203386988815539,0.0031440412479635,9.96755442797528e-07
178,"148371","Cop1","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.200242447338479,0.00314504355753248,1.00786369516694e-06
179,"148634","Tnr","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.197096897997723,0.00314605697535384,1.01897194753636e-06
180,"151971","Lpgat1","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.19395032968502,0.00314708150142756,1.03008019990577e-06
181,"153246","Mapk10","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.190802731292118,0.00314811713575365,1.04118845227519e-06
182,"153852","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.187654091710762,0.00314916387833211,1.0522967046446e-06
183,"154567","LOC689849","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.184504399832703,0.00315022172916294,1.06340495701402e-06
184,"154742","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.181353644549686,0.00315129068824614,1.07451320938344e-06
185,"155812","Usp46","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.17820181475346,0.0031523707555817,1.08562146175285e-06
186,"157836","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.175048899335772,0.00315346193116964,1.09672971412227e-06
187,"157851","-","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.171894887188369,0.00315456421500995,1.10783796649168e-06
188,"158209","Slit2","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.168739767203001,0.00315567760710262,1.1189462188611e-06
189,"159124","Afap1","middle",0,0,0,0,0,NA,0,0,NA,0,0.17199219023289,-0.165583528271413,0.00315680210744767,1.13005447123051e-06
