"rank","feature_id","abs_pc1_loading","mu","empirical_variance.x","nb1_mu","nb2_variance_minus_mu","alpha_hat","alpha_mu","log_nb1","log_nb2","nb_gap","log_alpha_mu","combined_nb_support","empirical_variance.y","log1p_empirical_variance","smooth_log1p_empirical_variance","d1","d2"
102,"75099",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
103,"75200",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
104,"75259",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
105,"75930",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
106,"76292",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
107,"76580",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
108,"76752",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
109,"76991",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
110,"77549",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
111,"77604",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
112,"78544",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
113,"78938",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
114,"79424",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
115,"79457",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
116,"79918",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
117,"80350",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
118,"80595",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
119,"81685",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
120,"82037",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
121,"82225",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
122,"82296",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
123,"83065",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
124,"83889",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
125,"84587",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
126,"84604",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
127,"85938",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
128,"86134",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
129,"86259",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
130,"87637",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
131,"88407",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
132,"88480",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
133,"91818",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
134,"92913",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
135,"93917",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
136,"96247",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
137,"99105",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
138,"100285",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
139,"101706",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
140,"102656",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
141,"102694",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
142,"103433",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
143,"107067",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
144,"107265",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
145,"107406",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
146,"107836",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
147,"108201",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
148,"108287",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
149,"108508",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
150,"108653",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
151,"109045",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
152,"109329",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
153,"110817",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
154,"111314",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
155,"111428",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
156,"111535",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
157,"111661",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
158,"112074",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
159,"113452",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
160,"113798",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
161,"113838",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
162,"114519",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
163,"114932",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
164,"114956",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
165,"115261",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
166,"116674",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
167,"117145",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
168,"117319",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
169,"117645",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
170,"117795",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
171,"118135",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
172,"119357",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
173,"119699",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
174,"120100",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
175,"120472",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
176,"121324",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
177,"121358",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
178,"121426",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
179,"121775",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
180,"123638",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
181,"123688",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
182,"125312",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
183,"125449",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
184,"126007",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
185,"126373",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
186,"127108",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
187,"128482",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
188,"129543",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
189,"130330",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
190,"130718",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
191,"132019",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
192,"133184",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
193,"133963",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
194,"134363",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
195,"134718",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
196,"135433",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
197,"135807",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
198,"136201",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
199,"136223",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
200,"136675",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
201,"137407",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
202,"140083",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
203,"141631",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
204,"141671",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
205,"142517",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
206,"143037",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
207,"143842",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
208,"143895",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
209,"144487",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
210,"145491",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
211,"146294",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
212,"146643",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
213,"146713",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
214,"146780",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
215,"147207",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
216,"147488",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
217,"147641",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
218,"148821",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
219,"148871",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
220,"148937",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
221,"150488",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
222,"150666",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
223,"150962",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
224,"151970",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
225,"152399",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
226,"152515",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
227,"152586",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
228,"152961",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
229,"153146",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
230,"153497",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
231,"153852",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
232,"154580",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
233,"154742",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
234,"155812",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
235,"157973",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
236,"158134",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
237,"158209",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
238,"158619",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
239,"159821",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
240,"161185",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
241,"161326",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
242,"161556",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
243,"161976",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
244,"162126",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
245,"164178",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
246,"164319",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
247,"164419",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
248,"165467",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
249,"165573",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
250,"165657",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
251,"168269",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
252,"169875",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
253,"169970",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
254,"170306",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
255,"170313",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
256,"171186",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
257,"171891",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
258,"173167",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
259,"173553",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
260,"174526",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
261,"174797",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
262,"175395",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
263,"175851",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
264,"175994",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
265,"176284",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
266,"176478",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
267,"177842",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
268,"178572",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
269,"182163",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
270,"182432",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
271,"182668",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
272,"182814",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
273,"183715",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
274,"184373",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
275,"185726",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
276,"186677",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
277,"187013",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
278,"187059",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
279,"187067",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
280,"187334",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
281,"187563",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
282,"188314",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
283,"189475",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
284,"189636",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
285,"191138",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
286,"191805",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
287,"191914",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
288,"192836",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
289,"193764",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
290,"193785",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
291,"195904",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
292,"196299",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
293,"196502",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
294,"196836",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
295,"197603",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
296,"197647",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
297,"197738",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
298,"198249",0,0,0,0,0,0,0,0,0,0,0,0.10312070293824,0,0,0,0,0
