"rank","feature_id","mu","empirical_variance","nb1_mu","nb2_variance_minus_mu","alpha_hat","alpha_mu","log_nb1","log_nb2","log_alpha_mu","nb_gap","combined_nb_support","abs_pc1_loading"
1,"1576",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
2,"4318",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
3,"7312",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
4,"7955",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
5,"8860",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
6,"10440",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
7,"10986",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
8,"11556",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
9,"12336",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
10,"13454",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
11,"15724",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
12,"15997",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
13,"16357",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
14,"16970",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
15,"19175",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
16,"21269",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
17,"22152",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
18,"22345",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
19,"22963",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
20,"23810",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
21,"25630",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
22,"26275",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
23,"26562",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
24,"27482",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
25,"27833",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
26,"29101",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
27,"29706",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
28,"31694",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
29,"32675",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
30,"33459",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
31,"33486",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
32,"36051",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
33,"36548",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
34,"36977",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
35,"37462",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
36,"37691",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
37,"39507",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
38,"39788",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
39,"40899",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
40,"41100",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
41,"42185",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
42,"43370",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
43,"44219",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
44,"45075",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
45,"45864",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
46,"45865",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
47,"45958",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
48,"49195",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
49,"50824",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
50,"51714",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
51,"51791",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
52,"53397",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
53,"54669",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
54,"55782",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
55,"55993",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
56,"56261",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
57,"56270",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
58,"56449",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
59,"56878",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
60,"57412",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
61,"57516",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
62,"57965",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
63,"58752",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
64,"59804",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
65,"61705",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
66,"61982",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
67,"62368",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
68,"62913",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
69,"63160",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
70,"65889",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
71,"67386",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
72,"67764",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
73,"67942",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
74,"69012",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
75,"70034",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
76,"70282",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
77,"71698",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
78,"71934",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
79,"72399",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
80,"73097",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
81,"73210",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
82,"73234",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
83,"73566",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
84,"75200",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
85,"76292",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
86,"77109",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
87,"77485",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
88,"78938",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
89,"79008",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
90,"79685",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
91,"80913",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
92,"82296",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
93,"82661",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
94,"82756",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
95,"83973",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
96,"84038",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
97,"84540",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
98,"85840",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
99,"86690",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
100,"86782",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
101,"87222",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
102,"87275",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
103,"89120",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
104,"89318",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
105,"89852",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
106,"89941",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
107,"92470",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
108,"92712",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
109,"92801",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
110,"92913",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
111,"93993",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
112,"94816",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
113,"95063",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
114,"95448",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
115,"97129",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
116,"99495",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
117,"100055",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
118,"101737",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
119,"102854",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
120,"103403",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
121,"103455",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
122,"104291",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
123,"105790",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
124,"106460",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
125,"107554",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
126,"107697",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
127,"108286",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
128,"108699",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
129,"109152",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
130,"109875",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
131,"111191",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
132,"112593",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
133,"112799",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
134,"112945",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
135,"113059",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
136,"115370",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
137,"116399",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
138,"116697",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
139,"117125",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
140,"117756",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
141,"121324",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
142,"122774",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
143,"124472",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
144,"124755",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
145,"125263",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
146,"125449",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
147,"128246",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
148,"128951",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
149,"129111",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
150,"129341",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
151,"129502",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
152,"130458",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
153,"130718",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
154,"131542",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
155,"131840",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
156,"132927",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
157,"133439",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
158,"134363",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
159,"134367",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
160,"134762",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
161,"135736",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
162,"135737",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
163,"136257",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
164,"136675",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
165,"137407",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
166,"138049",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
167,"139228",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
168,"140819",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
169,"141676",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
170,"142226",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
171,"143571",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
172,"143842",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
173,"143895",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
174,"145071",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
175,"145234",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
176,"146223",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
177,"147835",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
178,"148371",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
179,"148634",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
180,"151971",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
181,"153246",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
182,"153852",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
183,"154567",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
184,"154742",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
185,"155812",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
186,"157836",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
187,"157851",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
188,"158209",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
189,"159124",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
190,"160378",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
191,"160696",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
192,"160883",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
193,"160920",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
194,"161126",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
195,"161185",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
196,"161251",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
197,"162126",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
198,"164178",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
199,"164319",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
200,"164419",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
201,"164710",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
202,"164871",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
203,"165513",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
204,"165657",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
205,"165684",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
206,"166995",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
207,"167271",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
208,"167910",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
209,"167948",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
210,"168937",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
211,"169000",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
212,"169062",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
213,"169875",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
214,"170516",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
215,"170841",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
216,"171700",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
217,"172009",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
218,"172380",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
219,"173110",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
220,"173593",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
221,"173973",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
222,"174083",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
223,"175106",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
224,"175994",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
225,"176284",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
226,"177185",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
227,"177375",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
228,"177771",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
229,"179169",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
230,"179210",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
231,"179808",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
232,"184373",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
233,"184963",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
234,"186677",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
235,"187067",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
236,"187148",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
237,"187771",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
238,"188314",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
239,"188864",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
240,"189475",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
241,"189572",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
242,"191862",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
243,"191914",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
244,"191990",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
245,"192836",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
246,"193303",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
247,"193785",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
248,"193835",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
249,"195904",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
250,"197603",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
251,"198104",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
252,"198939",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
253,"199891",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
254,"199929",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
255,"200005",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
256,"200588",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
257,"200804",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
258,"202544",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
259,"203075",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
260,"205181",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
261,"206509",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
262,"207302",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
263,"209374",0,0,0,0,0,0,0,0,0,0,0.335996095116445,0
