"index_left","index_right","rank","d2_left","d2_right","crossing_type","local_support"
10216,10217,10216.0172896875,-6.40731006086975e-10,3.64178338534658e-08,"neg_to_pos",0.596095604748532
10841,10842,10841.2918337337,7.72913000934334e-09,-1.87555738345686e-08,"pos_to_neg",0.440192971412271
11669,11670,11669.4388251852,-8.9112836301226e-09,1.13958544546922e-08,"neg_to_pos",0.537096668057738
12203,12204,12203.4447232631,4.22777899946549e-09,-5.2787598994484e-09,"pos_to_neg",0.550908765156464
12802,12803,12802.9370673769,-1.12818827521692e-08,7.5768135026908e-10,"neg_to_pos",0.285553361629331
13171,13172,13171.0218129688,3.86461700877289e-10,-1.73305993937738e-08,"pos_to_neg",0.52806068660135
13638,13639,13638.3390171381,-1.83968687227683e-09,3.58684372372595e-09,"neg_to_pos",0.411153597685203
14178,14179,14178.9920630017,1.35902264583118e-08,-1.08728582858228e-10,"pos_to_neg",0.410762964151186
15645,15646,15645.4274919184,-7.19954494568848e-09,9.64181423721891e-09,"neg_to_pos",0.538830997947189
16350,16351,16350.7047912647,2.07101147174503e-08,-8.67463471911529e-09,"pos_to_neg",0.595372676729646
17263,17264,17263.1792928772,-4.57384925415123e-09,2.09366413231423e-08,"neg_to_pos",0.568621156706725
17837,17838,17837.8869323818,1.87370363532448e-08,-2.38862862237224e-09,"pos_to_neg",0.482795075608943
18102,18103,18102.8230906197,-1.9909217854835e-08,4.27914899017373e-09,"neg_to_pos",0.527816655122669
18551,18552,18551.9268951428,2.49417443627622e-08,-1.96717252665372e-09,"pos_to_neg",0.469734150001809
19426,19427,19426.0347189484,-1.17494607612607e-09,3.2666691669006e-08,"neg_to_pos",0.555411016207587
20027,20028,20027.2881971293,1.06345285751799e-08,-2.62656605416998e-08,"pos_to_neg",0.590744875788756
20775,20776,20775.3367218621,-7.93835854344634e-09,1.56370591412859e-08,"neg_to_pos",0.356454623384278
21176,21177,21176.6031313612,7.21973513662124e-09,-4.75068391510958e-09,"pos_to_neg",0.29682776314251
21691,21692,21691.3206045866,-8.53497696173615e-09,1.80865291539752e-08,"neg_to_pos",0.416820363410289
22460,22461,22460.6159357586,5.90551948057362e-09,-3.68236269439343e-09,"pos_to_neg",0.441838685387011
23746,23747,23746.2448679131,-2.57320607660522e-09,7.93534134506217e-09,"neg_to_pos",0.484262790905945
24473,24474,24473.5209356424,6.57666614638926e-09,-6.04805293805572e-09,"pos_to_neg",0.519647011094156
25373,25374,25373.8892382005,-1.2577320096973e-08,1.56660679398627e-09,"neg_to_pos",0.368776260086351
25573,25574,25573.6981047187,4.45378727113116e-09,-1.92603963956555e-09,"pos_to_neg",0.459016273587662
26033,26034,26033.4480857252,-5.06178031286141e-09,6.23467487023957e-09,"neg_to_pos",0.529979367231647
26565,26566,26565.3512752832,6.20703916490813e-09,-1.1462974815696e-08,"pos_to_neg",0.515623839489192
27041,27042,27041.6251383397,-1.05902579136406e-08,6.3504050421491e-09,"neg_to_pos",0.255851114713511
27390,27391,27390.2861310295,3.09140715812913e-09,-7.71275890339253e-09,"pos_to_neg",0.466845415639848
27561,27562,27561.9418715567,-4.1486580487097e-09,2.56038132012156e-10,"neg_to_pos",0.21135473639552
27681,27682,27681.3196537176,5.16918264161992e-10,-1.10020124906735e-09,"pos_to_neg",0.457115810529287
27797,27798,27797.7743131149,-1.67745664300578e-09,4.88923611671714e-10,"neg_to_pos",0.388699280010306
27956,27957,27956.939086014,3.96879116696451e-09,-2.57436364843893e-10,"pos_to_neg",0.438678616513629
28418,28419,28418.0563767297,-1.23089363861805e-10,2.06024699725105e-09,"neg_to_pos",0.414401015197615
28611,28612,28611.118075893,2.82498351366733e-10,-2.11001670034148e-09,"pos_to_neg",0.294264800918751
29005,29006,29005.8801323266,-4.86643295646573e-09,6.62773060927097e-10,"neg_to_pos",0.492801678347539
31739,31740,31739.036405978,3.1275660482279e-10,-8.27804693836015e-09,"pos_to_neg",0.985751103292304
