"index_left","index_right","rank","d2_left","d2_right","crossing_type","local_support"
21,22,21.5859867765363,1.42238301984282e-11,-1.00494653228507e-11,"pos_to_neg",0
163,164,163.631071898239,-2.36779608818305e-10,1.38422661286034e-10,"neg_to_pos",0
1947,1948,1947.51997704099,1.34196701867601e-08,-1.23885273465633e-08,"pos_to_neg",0.29682776314251
3196,3197,3196.56910608403,-5.98699791383914e-09,4.53300544202537e-09,"neg_to_pos",0.465587569400382
3641,3642,3641.31393638858,1.75444384009072e-09,-3.8340890727133e-09,"pos_to_neg",0.480422474364529
3928,3929,3928.90036213425,-4.89134892014942e-09,5.41297271981149e-10,"neg_to_pos",0.463143058714805
4403,4404,4403.1870108194,1.67810834766517e-09,-7.29521390720686e-09,"pos_to_neg",0.423951558880339
4933,4934,4933.8330478071,-1.05740718686151e-08,2.11916347580696e-09,"neg_to_pos",0.504191115876312
5504,5505,5504.20331567352,1.44396104880147e-09,-5.65810355746919e-09,"pos_to_neg",0.437093362639591
6274,6275,6274.90105962917,-3.71929438896188e-09,4.08395131882775e-10,"neg_to_pos",0.364085447678343
6399,6400,6399.37933947234,9.2092529563654e-10,-1.5067822401981e-09,"pos_to_neg",0.531416691061821
6681,6682,6681.95021265762,-5.69962958096761e-09,2.98637791332938e-10,"neg_to_pos",0.514618046565626
7004,7005,7004.62687533203,8.66861205475033e-09,-5.15967502525342e-09,"pos_to_neg",0.487078562337221
7416,7417,7416.65619709628,-1.38621999338442e-08,7.26285534677199e-09,"neg_to_pos",0.488321547869332
7936,7937,7936.37687760096,5.57752851470601e-09,-9.22178166054603e-09,"pos_to_neg",0.355541672424547
8496,8497,8496.30717030344,-2.42257516674197e-09,5.46417410433308e-09,"neg_to_pos",0.39484736936331
8728,8729,8728.86406252786,9.71702030072809e-09,-1.52871711684915e-09,"pos_to_neg",0.31014547667394
9086,9087,9086.44313008521,-4.64992510257784e-09,5.84343848932367e-09,"neg_to_pos",0.489405343774072
9459,9460,9459.27006187493,5.2086478374997e-09,-1.40782205474143e-08,"pos_to_neg",0.403714949656401
