"comparison","group","manual_leading_edge_n","cutoff_center_rank","terminal_start_rank","cutoff_range_rank_min","cutoff_range_rank_max","pre_cutoff_size","post_cutoff_size","pre_cutoff_median_log_nb2","post_cutoff_median_log_nb2","post_minus_pre_log_nb2","pre_cutoff_median_nb2_nb1_contrast","post_cutoff_median_nb2_nb1_contrast","post_minus_pre_nb2_nb1_contrast","pre_cutoff_median_log_alpha_mu","post_cutoff_median_log_alpha_mu","post_minus_pre_log_alpha_mu","pre_cutoff_mean_combined_nb_support","post_cutoff_mean_combined_nb_support","post_minus_pre_mean_combined_nb_support","post_cutoff_more_nb2","selection_mode"
"RT0_ZT6","control",5000,5000,5806.57751825306,3906.14480424098,5806.57751825306,4999,26758,2.34180580614733,4.13836144763888,1.79655564149155,0.798507696217771,1.76555709683403,0.96704940061626,1.1882244473578,1.89711998488588,0.708895537528085,0.237812645100799,0.540017243747291,0.302204598646491,TRUE,"manual_5000_local_pair"
"RT0_ZT6","treatment",5000,5000,6681.95021265762,4933.8330478071,6681.95021265762,4999,26758,3.48124008933569,3.53222564406856,0.0509855547328675,1.11496142666964,1.36524095192206,0.25027952525242,1.53345200545618,1.54044504094715,0.00699303549097063,0.30546794870656,0.430986103528556,0.125518154821997,TRUE,"manual_5000_local_pair"
