"manual_cutoff_rank","cutoff_center_rank","terminal_start_rank","cutoff_range_rank_min","cutoff_range_rank_max","midpoint_rank","midpoint_distance_to_manual","pair_width","support_score","all_supported"
5000,5000,5806.57751825306,3906.14480424098,5806.57751825306,4856.36116124702,143.63883875298,1900.43271401209,0.912123975677546,FALSE
