"manual_cutoff_rank","cutoff_center_rank","terminal_start_rank","cutoff_range_rank_min","cutoff_range_rank_max","midpoint_rank","midpoint_distance_to_manual","pair_width","support_score","all_supported"
5000,5000,6681.95021265762,4933.8330478071,6681.95021265762,5807.89163023236,807.89163023236,1748.11716485053,1.01880916244194,TRUE
