"comparison_name","analysis_label","dataset_key","feature_id","orig_id","gene_symbol","baseMean","log2FoldChange","lfc_shrunk","regulation_direction","stat","pvalue","padj","greaterAbs_pvalue","greaterAbs_padj","empirical_p","empirical_bh","empirical_q","empirical_lfdr","neglog10_empirical_p","HBFSS","hc_p_threshold_dataset","hbfss_threshold_dataset","standard_flag","strong_flag","weak_flag","hbfss_flag","display_standard","display_strong","display_weak","display_hbfss","final_class","lfcSE","hc_pass","R8_1","R8_2","R8_3","R8_4","R8_5","ZT14_1","ZT14_2","ZT14_3","ZT14_4","ZT14_5","dispGeneEst","dispFit","dispersion","dispIter","dispOutlier"
"RT8_ZT14","Rem_RawEVS","Rem","20","20","-",2.38885617168131,1.21487912999242,0.00206776447663719,"upregulated",0.568894792607355,0.569427539499305,0.999556510142493,0.919850499014229,1,0.522956667614108,0.986552366297223,0.960269841586066,0.999999999999999,0.281534295445794,0.00058214661507789,0.0262387925178675,1.58105615462005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",2.13550755918224,FALSE,0,0,0,0,16.7504813011447,4.60221495947392,0,0,0,2.53586545619449,10,2.50822940534251,4.97974736689947,9,FALSE
"RT8_ZT14","Rem_RawEVS","Rem","25","25","-",14.1624598921896,1.55828222678212,0.0380021445733089,"upregulated",2.6677594939241,0.00763588970966017,0.575129556324474,0.339187375704247,1,0.00273954918588881,0.246053614842606,0.234412901107775,0.376902582965038,2.56232089783254,0.0973736892026428,0.0262387925178675,1.58105615462005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.584116458148176,TRUE,16.9281156916184,15.4322796753664,22.0061947405397,5.46173379265711,45.6831308213036,3.45166121960544,7.49304066727981,3.87274422142193,17.9145441505113,3.38115394159265,0.408964828149923,0.24286646873052,0.319132957442145,9,FALSE
"RT8_ZT14","Rem_RawEVS","Rem","31","31","Pcmt1",25.4551641839152,0.291041122216669,0.0124942105508628,"upregulated",0.68178174002351,0.495376972155367,0.999556510142493,1,1,0.443943085409695,0.984762571276185,0.953527234477462,0.999999999999999,0.352672703932398,0.00440636701847346,0.0262387925178675,1.58105615462005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.426883128619187,FALSE,16.9281156916184,18.116154401517,11.0030973702699,38.2321365485997,57.8652990403179,25.3121822771066,24.6199907639194,12.5864187196213,20.3031500372461,29.5850969889357,0.228654954829796,0.131327604968227,0.17878807757319,9,FALSE
"RT8_ZT14","Rem_RawEVS","Rem","38","38","Pcmt1",49.0641104976866,-0.172607157333758,-0.0181849816198691,"downregulated",-0.648772402215013,0.516485498170093,0.999556510142493,1,1,0.466315802595351,0.986552366297223,0.955658019451664,0.999999999999999,0.331319866845159,0.0060250456888767,0.0262387925178675,1.58105615462005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.266051941704747,FALSE,59.8994862934191,49.6516824337874,53.0737637860076,36.8667031004355,28.932649520159,63.2804556927664,42.8173752415989,67.7730238748838,47.7721177346968,40.5738472991118,0.0398047989622734,0.0879730785892353,0.0646037577079882,9,FALSE
"RT8_ZT14","Rem_RawEVS","Rem","89","89","Tab2",52.3392088770511,0.194341648223247,0.0196343459653152,"upregulated",0.712467682594447,0.476175216762434,0.999556510142493,1,1,0.423706154940892,0.980553332237547,0.951415454897929,0.999999999999999,0.372935227201628,0.00732233927353021,0.0262387925178675,1.58105615462005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.272772580386457,FALSE,65.1081372754555,44.2839329814861,64.724102178058,43.6938703412568,60.9108410950715,40.2693808953968,43.3525924321189,69.7093959855948,60.9094501117384,30.4303854743338,0.0547993170614081,0.0867205837038568,0.0702176651773979,9,FALSE
"RT8_ZT14","Rem_RawEVS","Rem","90","90","Tab2",19.6497741975317,-0.616953860241627,-0.0409089084720642,"downregulated",-1.72133554538233,0.0851899529061226,0.999556510142493,1,1,0.053256569592419,0.703089480306541,0.711098741890622,0.999999999999999,1.27362681114273,0.052102682644605,0.0262387925178675,1.58105615462005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.35841580213496,FALSE,7.81297647305467,20.12906044613,18.7699896316368,17.7506348261356,12.1821682190143,20.7099673176326,27.2960767165193,28.077395605309,16.7202412071439,27.0492315327412,0.0156673056882408,0.170487162997916,0.102028709500343,8,FALSE
"RT8_ZT14","Rem_RawEVS","Rem","143","143","Ust",19.4263807912612,-0.349851525574677,-0.0128096324405231,"downregulated",-0.750820470314667,0.452760708168396,0.999556510142493,1,1,0.399187519506186,0.978683811829806,0.948584756340627,0.999999999999999,0.398823045276261,0.00510877661879901,0.0262387925178675,1.58105615462005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.465958960106742,FALSE,10.4173019640729,14.7613109938287,21.3589537187591,15.019767929807,24.3643364380286,6.90332243921088,26.2256423354793,8.71367449819935,25.0803618107158,41.4191357845099,0.247767431395653,0.172562088197349,0.208407966338097,9,FALSE
"RT8_ZT14","Rem_RawEVS","Rem","214","214","LOC365036",3.41432384640075,-0.562374736013993,-0.00432123656929176,"downregulated",-0.550175597538855,0.582198939199286,0.999556510142493,1,1,0.536723513793071,0.986552366297223,0.961249422300537,0.999999999999999,0.27024937790677,0.00116781149463908,0.0262387925178675,1.58105615462005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",1.02217317258292,FALSE,0,0,5.17792817424464,4.09630034449283,4.56831308213036,3.45166121960544,3.74652033363991,2.90455816606645,5.9715147168371,4.22644242699081,0.24453744027973,1.53840249181003,0.946085235599005,10,FALSE
"RT8_ZT14","Rem_RawEVS","Rem","304","304","Sash1",2.78182702437941,-1.85449841743284,-0.00553323834164291,"downregulated",-1.16253130101302,0.245019717879656,0.999556510142493,0.592193353948225,1,0.19176668960374,0.920789289265195,0.898610909505017,0.999999999999999,0.717226828748515,0.00396858698848623,0.0262387925178675,1.58105615462005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",1.59522450347518,FALSE,0,0,1.94172306534174,4.09630034449283,0,8.05387617907936,0,0,3.58290883010226,10.1434618247779,3.34919827094834,2.04237104949497,2.50252164382413,9,FALSE
"RT8_ZT14","Rem_RawEVS","Rem","576","576","-",3.06852940926385,1.01325952236319,0.0046544005705747,"upregulated",0.759731767825833,0.447414935607386,0.999556510142493,0.992067677183014,1,0.393615275610744,0.978337668885161,0.947894818094908,0.999999999999999,0.404928055604715,0.00188469737304829,0.0262387925178675,1.58105615462005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",1.33370692825297,FALSE,3.90648823652733,8.72259285998968,2.58896408712232,5.46173379265711,0,0,6.42260628623984,0,3.58290883010226,0,1.78599382853878,1.78369373215633,1.78464914558266,4,FALSE
