"comparison_name","analysis_label","dataset_key","n_features","n_weak","n_strong","n_standard","n_hbfss_total","n_hbfss_added_display","hc_p_threshold","hbfss_threshold","alpha_level","lfc_boundary"
"RT8_ZT14","Rem_RawEVS","Rem",25024,37,0,22,88,29,0.0262387925178675,1.58105615462005,0.2,1
