"comparison_name","selected_reason","crossing_id","terminal_crossing","n_later_recrossings","crossing_percentile","crossing_rank","percentile_left","percentile_right","regime_difference_left","regime_difference_right"
"RT2_ZT8","first_terminal_crossing","crossing_3",TRUE,0,0.811828543175888,24890,0.81,0.82,0.0726999526109693,-0.324884056176033
