"cutoff_rule","cutoff_mode","fixed_top_n_requested","empiric_rank_selected","normalized_cutoff_quantile","raw_cutoff_quantile","treatment_cutoff_normalized","control_cutoff_normalized","composite_cutoff_normalized","treatment_cutoff_raw","control_cutoff_raw","composite_cutoff_raw","selected_reason","comparison_name"
"first_terminal_crossing_no_later_recrossing","terminal_crossing",5000,24890,0.21069322001649,0.21069322001649,3.25335305134202e-05,4.50331350217974e-05,3.87833327676088e-05,2.44245348801244e-05,3.2414448553916e-05,2.84194917170202e-05,"first_terminal_crossing","RT2_ZT8"
