"index","rank","d1_here","d2_here","d1_left","d1_right","role"
25574,25574,-0.000476386910908154,-1.92603963956555e-09,-0.00047638817478197,-0.000476392026861249,"cutoff_center"
26034,26034,-0.000895949572511339,6.23467487023957e-09,-0.000895950158958618,-0.000895937689608877,"terminal_start"
