"feature_id","ctrl_abs_loading","trt_abs_loading","rank_ctrl","rank_trt","mu_ctrl","mu_trt","var_ctrl","var_trt","alpha_emp_ctrl","alpha_emp_trt","alpha_mu_ctrl","alpha_mu_trt","log_alpha_mu_ctrl","log_alpha_mu_trt","gene_symbol"
"304",0.00361293030760234,0.00122356754503924,15961,27788,4.4,1.2,26.3,2.7,1.13119834710744,1.04166666666667,4.97727272727273,1.25,1.60488209589824,0.22314355131421,"Sash1"
"576",0.00991094458885613,0.00642159733351341,2544,8064,3,4.8,27,23.7,2.66666666666667,0.8203125,8,3.9375,2.07944154167984,1.37054600415175,"-"
"615",0.00721007424107706,0.0030819404151006,6645,21418,6.8,1.6,37.2,5.3,0.657439446366782,1.4453125,4.47058823529412,2.3125,1.49751999623012,0.838329190404443,"-"
"672",0.00387265758854531,0,15070,30904,1.4,0,9.8,0,4.28571428571429,NA,6,NA,1.79175946922806,NA,"-"
"673",0.00227368426027923,0.0112215929391751,21338,1099,3.6,3.6,15.3,26.3,0.902777777777778,1.75154320987654,3.25,6.30555555555556,1.17865499634165,1.84143107902529,"-"
"708",0.00643015211835378,0.0109762710413492,8266,1283,5.2,5.8,15.2,34.2,0.369822485207101,0.84423305588585,1.92307692307692,4.89655172413793,0.653926467406664,1.58853122761479,"-"
"774",0.00527291295783332,0.00187447947335643,11029,25942,12.6,4.6,52.3,26.3,0.250062988158226,1.02551984877127,3.15079365079365,4.71739130434783,1.14765437373571,1.55125595705136,"-"
"829",0.00532136361164616,0.0111275355975841,10881,1162,4.2,5.4,22.7,34.8,1.04875283446712,1.0082304526749,4.4047619047619,5.44444444444444,1.48268620679496,1.69459572077441,"-"
"833",0.0134553887761366,0.00440404666926444,527,14912,6.2,3.6,55.2,11.3,1.27471383975026,0.594135802469136,7.90322580645161,2.13888888888889,2.06727100605958,0.760286483397574,"Stxbp5"
"842",0.00147175627011369,0.00519907413912538,24886,11795,42.6,28.2,196.3,421.7,0.0846943948511098,0.494819174085811,3.60798122065728,13.9539007092199,1.28314839726923,2.63575908991339,"Stxbp5"
"845",0.00709322287344923,0.00482894213098395,6854,13148,4.2,6.6,33.2,23.8,1.64399092970522,0.39485766758494,6.90476190476191,2.60606060606061,1.93221130469715,0.957839734787028,"Stxbp5"
"926",0.00947660839965244,0,3010,30905,2.2,0,9.2,0,1.44628099173554,NA,3.18181818181818,NA,1.15745278869104,NA,"-"
"964",0.00999279652599393,0.00393233037590515,2457,17077,3.4,0.8,27.8,3.2,2.11072664359862,3.75,7.1764705882353,3,1.97080770067704,1.09861228866811,"-"
"969",0.0118265478617953,0.0120113598428559,1121,705,4.6,4.4,20.8,38.3,0.765595463137996,1.75103305785124,3.52173913043478,7.70454545454545,1.25895493874329,2.04181047346219,"LOC120098778"
"984",0.00253102908337568,0.00345229838874281,20234,19468,15.6,14.8,84.8,38.7,0.284352399737015,0.109112490869248,4.43589743589744,1.61486486486486,1.48972994836813,0.479251278167396,"Grm1"
"986",0.00426208599745629,0.00382200008257425,13897,17621,4.6,3.4,26.3,6.3,1.02551984877127,0.250865051903114,4.71739130434783,0.852941176470588,1.55125595705136,-0.159064694629687,"Grm1"
"1106",0.00112590917394956,0.00173276016976727,26242,26379,10.8,5.4,61.2,14.8,0.432098765432099,0.322359396433471,4.66666666666667,1.74074074074074,1.54044504094715,0.55431073570573,"-"
"1110",0.00896130541804195,0,3639,30906,1.8,0,16.2,0,4.44444444444444,NA,8,NA,2.07944154167984,NA,"Epm2a"
"1132",0.000361568548116539,0.00363274926050882,29269,18531,3.4,0.6,6.3,1.8,0.250865051903114,3.33333333333333,0.852941176470588,2,-0.159064694629687,0.693147180559946,"-"
"1137",0.00259996686951257,0.00129261775696933,19830,27581,71.8,66.8,517.7,295.7,0.0864945181989587,0.0512971063860303,6.21030640668524,3.42664670658683,1.82621023557925,1.23158214641592,"Utrn"
"1138",0.00491996790949658,0.00178380256131389,12008,26229,2.4,3.8,6.3,17.2,0.677083333333333,0.92797783933518,1.625,3.52631578947368,0.485507815781701,1.26025364022453,"Utrn"
"1272",0.00630565434849749,0.00941353680468229,8505,2749,2.8,3.6,6.7,36.8,0.497448979591837,2.56172839506173,1.39285714285714,9.22222222222222,0.331357135954443,2.22161603046038,"-"
"1282",0.00543522278854033,0.00542078913887945,10435,11053,11.6,8.4,128.8,26.3,0.870986920332937,0.253684807256236,10.1034482758621,2.13095238095238,2.31287677903059,0.756569006997441,"Ltv1"
"1293",0.00124393792709646,0.0020300752527521,25786,25442,9.8,12.6,19.7,29.8,0.103082049146189,0.108339632149156,1.01020408163265,1.36507936507937,0.0101523714640177,0.311212569861975,"Phactr2"
"1295",0.000820537988610619,0.00882460193561871,27443,3486,16.8,20.4,88.2,340.3,0.25297619047619,0.768694732795079,4.25,15.6813725490196,1.44691898293633,2.7524735461053,"Phactr2"
"1345",0.0125581398587727,0.00954261775698657,800,2554,5,6.4,44,71.3,1.56,1.58447265625,7.8,10.140625,2.05412373369555,2.31654963334442,"Pex3"
"1346",0.00130684531835155,0.00519476892107829,25554,11804,10,7.4,79,28.3,0.69,0.381665449233017,6.9,2.82432432432432,1.93152141160321,1.03826915876064,"Pex3"
"1367",0.000666509017571332,0.00456885636769563,28042,14241,261,239.8,1138.5,15942.2,0.0128814902893381,0.27306603153448,3.36206896551724,65.4812343619683,1.21255654801733,4.18176360330217,"Aig1"
"1369",0.0031415240468299,0.00938803591139428,17607,2802,17.6,13.6,150.8,126.3,0.430010330578512,0.609320934256055,7.56818181818182,8.28676470588235,2.02395285606218,2.11465962830372,"Aig1"
"1473",0.00862873129971912,0.00758834158843071,4113,5486,3,4.8,9,24.2,0.666666666666667,0.842013888888889,2,4.04166666666667,0.693147180559945,1.39665714815544,"Adgrg6"
"1501",0.0037258359175616,0.00860368826492265,15533,3818,25.6,21.4,238.8,295.3,0.3253173828125,0.598087169185082,8.328125,12.7990654205607,2.11963834080617,2.54937215424123,"Vta1"
"1540",0.00958045969322079,0.0081410874568655,2909,4521,31.6,59.4,1106.3,3019.3,1.07624979971158,0.838888322053305,34.0094936708861,49.8299663299663,3.52663971125424,3.90861653659504,"-"
"1576",0,0.00279697335541888,31017,22472,0,0.8,0,3.2,NA,3.75,NA,3,NA,1.09861228866811,"-"
"1579",0.00375865713985816,0.00875406238585528,15442,3569,1.8,2.8,6.2,10.7,1.35802469135802,1.00765306122449,2.44444444444444,2.82142857142857,0.893817876022097,1.03724334229182,"-"
"1634",0.00223685630146293,0.00508612001770213,21497,12208,148.6,166.4,4149.3,9597.8,0.181175040621394,0.340619510447485,26.9226110363392,56.6790865384615,3.29296649250766,4.03740529857514,"Heca"
"1655",0.000483850977080852,0.00887507874296882,28747,3435,80.2,57.8,1048.7,2376.2,0.150574312348804,0.693957208366758,12.0760598503741,40.1107266435986,2.49122496797458,3.69164379588809,"Abracl"
"1656",0.00150720771982173,0.00596611412773395,24743,9290,6.8,7.2,9.2,27.2,0.0519031141868512,0.385802469135802,0.352941176470588,2.77777777777778,-1.04145387482816,1.02165124753198,"Abracl"
"1683",0.00765370735929461,0.00168641129321993,5804,26519,67.6,63.8,2647.3,391.2,0.564515423129442,0.0804335649217284,38.1612426035503,5.13166144200627,3.64182040903604,1.63542947458629,"Ccdc28a"
"1693",0.00186230089752561,0.00491650721677109,23150,12841,30.4,26,162.8,222.5,0.143265235457064,0.290680473372781,4.35526315789474,7.55769230769231,1.47138503509073,2.02256589328783,"LOC102549339"
"1713",0.00938899150611496,0.00290767060078357,3085,22063,6.8,8,45.7,9.5,0.841262975778547,0.0234375,5.72058823529412,0.1875,1.74407163844234,-1.67397643357167,"Hebp2"
"1741",0.00372211867659048,0.00328453532584631,15545,20311,149.4,130.8,6168.8,3217.7,0.269682030218151,0.180429303556566,40.2904953145917,23.6001529051988,3.6961155928629,3.16125319104442,"-"
"1742",0.00342399288143327,0.00512126016624901,16589,12039,4.8,7.6,22.7,44.3,0.776909722222222,0.635387811634349,3.72916666666667,4.82894736842105,1.31618479493286,1.57462850776824,"-"
"1866",0.000601079133612379,0.00260561851323939,28296,23304,7,5,5,4,-0.0408163265306122,-0.04,-0.285714285714286,-0.2,NA,NA,"Tnfaip3"
"1895",0.00507808291003399,0.00405835493876977,11564,16486,0.8,1,3.2,5,3.75,4,3,4,1.09861228866811,1.38629436111989,"-"
"1910",0.00204178059685002,0.0154228095046012,22314,74,15.6,10.4,40.3,315.3,0.101495726495726,2.81897189349112,1.58333333333333,29.3173076923077,0.45953232937844,3.37817804784688,"Slc35d3"
"1918",0.0128625680020345,0.00333871043443283,681,20085,10.8,9.4,106.7,46.8,0.82218792866941,0.423268447261204,8.87962962962963,3.97872340425532,2.18375984775922,1.38096101514453,"Pex7"
"1922",0.00483193253844977,0.00199756415986605,12246,25570,122.8,195.2,6128.7,4235.2,0.398273456482297,0.106028285407149,48.9079804560261,20.6967213114754,3.88994058267497,3.0299752969762,"LOC102547604"
"1929",0.0145594923154858,0.00421955333168216,275,15706,5.8,5.8,78.2,18.2,2.15219976218787,0.368608799048751,12.4827586206897,2.13793103448276,2.5243483818393,0.759838555058617,"Map3k5"
"1941",0.0034557919950569,0.00920895884719394,16449,2953,6.2,18.6,30.7,701.8,0.63735691987513,1.97479477396231,3.95161290322581,36.7311827956989,1.37412382549964,3.6036260617552,"Map7"
"1946",0.00375067823193454,0.00228130497590094,15459,24606,20.4,27.6,70.8,85.3,0.121107266435986,0.0757456416719176,2.47058823529412,2.09057971014493,0.904456274227152,0.737441400790949,"-"
"1955",0.00626923005302196,0.00510396041467069,8567,12091,57.6,60.6,1251.3,1225.3,0.359790943287037,0.317153002428956,20.7239583333333,19.2194719471947,3.03129043839915,2.95592392903334,"Pde7b"
"2081",0.00268893474004128,0.0105609774926771,19456,1561,2,3.4,9.5,31.8,1.875,2.45674740484429,3.75,8.35294117647059,1.32175583998232,2.12261371354504,"Pde7b"
"2104",0.00827336488700204,0.0134874109377527,4656,262,5.6,8.2,32.3,106.7,0.85140306122449,1.46490184414039,4.76785714285714,12.0121951219512,1.5618969676651,2.48592239390784,"LOC120098802"
"2155",0.00189448015842417,0.0104054181379197,23026,1721,15.2,11.4,22.2,98.3,0.030297783933518,0.668667282240689,0.460526315789474,7.62280701754386,-0.775385278796917,2.0311446768709,"Ptprk"
"2159",0.00543791765027809,0.00730784712521561,10428,6027,20.2,21.2,113.2,335.2,0.227918831487109,0.698647205411178,4.6039603960396,14.811320754717,1.5269168887461,2.69539180423029,"Ptprk"
"2181",0.00126832302133666,0.00400626051465254,25693,16730,3.6,4.2,11.3,6.7,0.594135802469136,0.14172335600907,2.13888888888889,0.595238095238095,0.760286483397574,-0.518793793415168,"Ptprk"
"2244",0.00539524346227356,0.00324107676115918,10510,20478,0.6,1.4,1.8,3.8,3.33333333333333,1.22448979591837,2,1.71428571428571,0.693147180559946,0.538996500732687,"-"
"2383",0.00171992474900755,0.00595915811049351,23735,9307,337.8,290.4,15214.7,32488.3,0.130374649326029,0.38179859261283,44.0405565423327,110.874311294766,3.78511094897565,4.70839722906381,"Epb41l2"
"2456",0.00117766338877951,0.00419678424322646,26053,15929,49.4,40.6,319.3,457.3,0.110598436296284,0.25279671916329,5.46356275303644,10.2635467980296,1.69810109583008,2.32859847182072,"Med23"
"2485",0.0082974620470175,0.00362384239453885,4625,18808,64.8,47.6,2526.7,576.8,0.586300678250267,0.23356401384083,37.9922839506173,11.1176470588235,3.63738308517702,2.40853367100343,"Ccn2"
"2500",0.00143027053032783,0.0046239509596408,25064,14056,11.6,9.6,22.3,41.3,0.0795184304399525,0.343967013888889,0.922413793103448,3.30208333333333,-0.0807613566444583,1.19455358240944,"Moxd1"
"2513",0.00163866791868976,0.00271944616062769,24043,22786,119.2,114.6,1228.7,2140.3,0.0780862911580559,0.154243152447697,9.30788590604027,17.6762652705061,2.2308619877414,2.87222279453912,"Stx7"
"2515",0.0111543077208523,0.00381846267644236,1548,17633,7.4,1.6,38.8,12.8,0.573411249086925,4.375,4.24324324324324,7,1.44532789270408,1.94591014905531,"Stx7"
"2554",0.00260275385721809,0.00499511891137496,19814,12538,2.4,3,6.3,9,0.677083333333333,0.666666666666667,1.625,2,0.485507815781701,0.693147180559945,"-"
"2555",0.00323405149821241,0.00383162399802549,17277,17588,26.2,23.4,388.7,114.8,0.528086941320436,0.166922346409526,13.8358778625954,3.90598290598291,2.62726506352768,1.36250945609645,"Slc18b1"
"2563",0.013078057824433,0.00500107940410393,608,12519,6.2,3.2,43.2,31.7,0.962539021852237,2.783203125,5.96774193548387,8.90625,1.78636862059318,2.18675327746892,"LOC100910237"
"2569",0.00586209032702969,0.00683777272424844,9534,7009,15.6,15.4,62.3,244.3,0.19189677843524,0.96517119244392,2.99358974358974,14.8636363636364,1.09647325041936,2.69891771753894,"-"
"2587",0.00599201122749025,0.0114388858023943,9289,973,4.4,6.2,6.8,47.2,0.12396694214876,1.06659729448491,0.545454545454545,6.61290322580645,-0.606135803570316,1.88902277465326,"-"
"2591",0.00309750145248787,0.00758383375511053,17753,5495,6.4,6.2,48.3,53.2,1.02294921875,1.22268470343392,6.546875,7.58064516129032,1.87898783656247,2.02559830965901,"LOC120098884"
"2598",0.00886896796019377,0.00776818833875354,3789,5183,2.8,2.6,16.7,6.8,1.77295918367347,0.621301775147929,4.96428571428571,1.61538461538461,1.60226942295549,0.479573080261886,"Tbpl1"
"2605",0.00115190329410738,0.00546719629080985,26151,10840,5.6,12.8,5.8,71.2,0.00637755102040817,0.3564453125,0.0357142857142857,4.5625,-3.3322045101752,1.51787071890861,"Slc2a12"
"2625",0.000299160607578248,0.00376067101950434,29537,17859,120.4,96.8,1132.8,2098.7,0.0698391849979581,0.213644474421146,8.40863787375415,20.6807851239669,2.12925949579625,3.02920501429514,"Sgk1"
"2665",0.00197612322857666,0.000730790286164923,22574,29127,2,1.2,3.5,2.7,0.375,1.04166666666667,0.75,1.25,-0.287682072451781,0.22314355131421,"Sgk1"
"2674",0.00139729230943102,0.00469526030646891,25193,13712,7.2,1,10.7,5,0.0675154320987654,4,0.486111111111111,4,-0.721318057526642,1.38629436111989,"-"
"2704",0.00291983340242732,0.000156486502039424,18435,30607,6.4,3,15.3,9.5,0.21728515625,0.722222222222222,1.390625,2.16666666666667,0.329753286372468,0.773189888233482,"Trdn"
"2816",4.48836363324936e-05,0.00530828065888518,30858,11420,48.8,40.2,676.7,717.7,0.26366400161247,0.419234672409099,12.8668032786885,16.8532338308458,2.55465060526096,2.82454255712888,"Hddc2"
"2817",0.0105095226584581,0.00574497030114809,2021,9997,4.8,3,56.7,27,2.25260416666667,2.66666666666667,10.8125,8,2.380702872258,2.07944154167984,"Hddc2"
"2845",0.0159565664036032,0.0123976755121105,102,554,9.6,7,150.3,78,1.52669270833333,1.44897959183673,14.65625,10.1428571428571,2.68486686564655,2.316769727986,"-"
"2900",6.63437261843919e-05,0.00428606586816526,30767,15465,71.8,77,815.7,1513.5,0.144299780417595,0.242283690335638,10.3607242339833,18.6558441558442,2.33802214114312,2.92615945656566,"Echdc1"
"2935",0.00785789448691786,0.00934718672238676,5439,2837,5.2,3.8,17.7,20.7,0.462278106508876,1.17036011080332,2.40384615384615,4.44736842105263,0.877070018720874,1.49231255519669,"Kiaa0408L"
"2937",0.000955492494971586,0.0079626641330168,26908,4797,27.2,6.6,326.2,69.3,0.404141435986159,1.43939393939394,10.9926470588235,9.5,2.39722660008873,2.2512917986065,"Kiaa0408L"
"2944",0.0039221397930803,0.00247472667706413,14927,23798,41.2,27.8,265.2,160.7,0.131963427278726,0.171963148905336,5.43689320388349,4.78057553956834,1.69320779549956,1.56456094502261,"Kiaa0408L"
"2954",0.00746056865398359,0.00176940094213891,6189,26265,4.4,1.8,8.3,7.2,0.201446280991736,1.66666666666667,0.886363636363636,3,-0.120627987788615,1.09861228866811,"Kiaa0408L"
"3037",0.00304641050096048,0.0026453366344807,17939,23153,1674.4,1058.8,819388.3,115727.2,0.291664081908868,0.102285927472191,488.362338748208,108.300340007556,6.19105762777315,4.6849082934993,"Rpl26-ps2"
"3038",0.00519384703044752,0.00360759680436009,11238,18873,41.2,25.2,871.2,430.2,0.488971627863135,0.637755102040816,20.1456310679612,16.0714285714286,3.00298744443516,2.77704307258916,"Rpl26-ps2"
"3039",0.000383133230562856,0.0134544869793556,29163,267,83.6,67.6,387.3,3000.3,0.0434542478423113,0.641762368264417,3.63277511961723,43.3831360946746,1.28999685196105,3.77007079634664,"Lrrc14b"
"3046",0.00894017803286555,0.00441329964877225,3693,14807,6,8,75.5,39,1.93055555555556,0.484375,11.5833333333333,3.875,2.44956728334269,1.35454566280531,"Ccdc127"
"3048",0.003068343699485,0.0058011268637686,17864,9751,28.4,23,80.8,242.5,0.0649672683991272,0.414933837429112,1.84507042253521,9.54347826086956,0.612517446159836,2.25585801658608,"Ccdc127"
"3082",0.00186661119810043,0.00396205005976608,23138,16946,1549.4,1602.8,158063.8,565933.2,0.0651969377037383,0.219672037622705,101.016135278172,352.090341901672,4.61528025931118,5.86388779579807,"Tppp"
"3091",0.0054845738787967,0.0105909953831095,10317,1538,31.8,4.6,642.7,27.8,0.604109805782999,1.09640831758034,19.2106918238994,5.04347826086957,2.95546698986959,1.61809597517722,"Tppp"
"3130",0.00216982058636741,0.00566762606765316,21760,10198,62.4,57.4,1333.8,1344.8,0.326522435897436,0.390741662518666,20.375,22.4285714285714,3.01430865912693,3.11033565629299,"Brd9"
"3136",0.0114593015725592,0.00249916710312706,1351,23703,3.6,1.4,64.8,3.8,4.72222222222222,1.22448979591837,17,1.71428571428571,2.83321334405622,0.538996500732687,"Brd9"
"3144",0.00165855737207692,0.00394205916400731,23970,17044,11.4,22.2,10.3,118.7,-0.00846414281317328,0.195803912020128,-0.0964912280701754,4.34684684684685,NA,1.46945071946671,"Brd9"
"3158",0.000227610854780357,0.00575575959588359,29860,9960,4.8,4.6,16.2,12.3,0.494791666666667,0.363894139886579,2.375,1.67391304347826,0.864997437486605,0.515164025364589,"Tert"
"3165",0.00832632165800504,0.00668265223075487,4587,7492,200.6,184,18807.3,18392.5,0.462389004472127,0.537821951795841,92.7552342971087,98.9592391304348,4.52996413436535,4.59470803939698,"Clptm1l"
"3174",0.00856632156349606,0.000203612950542654,4178,30500,7.6,15.2,98.8,59.7,1.57894736842105,0.192607340720222,12,2.92763157894737,2.484906649788,1.07419376131996,"Slc6a3"
"3179",0.00508113974053392,0.00448409349687084,11552,14527,40.2,43.6,1166.7,444.3,0.697074329843321,0.210788233313694,28.0223880597015,9.19036697247706,3.33300376424732,2.21815586728711,"Lpcat1"
"3192",0.00178371855269266,0.00981489496383469,23494,2268,115,260,2242,60480,0.160831758034026,0.890828402366864,18.495652173913,231.615384615385,2.91753568683699,5.4450781710202,"LOC120098984"
"3195",0.000555452712424619,0.00557400967273585,28478,10504,2073.6,1952.2,252259.8,1638357.2,0.0581853140092735,0.429380365093106,120.65306712963,838.236348734761,4.79291921346055,6.7313000997795,"Mrpl36"
"3197",0.000619979864038294,0.00310785352276208,28221,21307,24.6,33.6,101.3,231.8,0.126743340604138,0.175559807256236,3.11788617886179,5.89880952380952,1.13715526543489,1.77475055492673,"Mrpl36"
"3258",0.00117989187911435,0.0114651169862759,26043,965,3,8.6,11,117.8,0.888888888888889,1.47647376960519,2.66666666666667,12.6976744186047,0.980829253011726,2.54141886005134,"-"
"3279",0.00899962952125014,0.00123621288840785,3585,27743,2.8,1.4,6.7,3.8,0.497448979591837,1.22448979591837,1.39285714285714,1.71428571428571,0.331357135954443,0.538996500732687,"-"
"3295",0.00222714450050835,0.00256106107416433,21541,23467,239.4,205.4,7960.8,4962.8,0.134724865631079,0.112763562962619,32.2531328320802,23.1616358325219,3.4736151806038,3.14249728201195,"Med10"
"3299",0.00697325101611906,0.00763574588964133,7124,5417,1,3.2,5,11.7,4,0.830078125,4,2.65625,1.38629436111989,0.97691535369059,"-"
"3305",0.00648150623469381,0.00292721150648795,8180,21989,168.6,158.4,9549.3,3642.8,0.330004685857575,0.138872946638098,55.6387900355872,21.9974747474747,4.01888062051374,3.09092766256441,"Nsun2"
"3317",0.0124860924016651,0.00269611748749731,820,22869,4.8,2.2,27.2,4.2,0.972222222222222,0.413223140495868,4.66666666666667,0.909090909090909,1.54044504094715,-0.0953101798043249,"-"
"3330",0.0058356421044686,0.00469565199539554,9588,13707,5,6,9,18,0.16,0.333333333333333,0.8,2,-0.22314355131421,0.693147180559945,"LOC680107"
"3331",0.00204885646079426,0.00978462473427369,22291,2291,9.4,5,32.3,21.5,0.259167043911272,0.66,2.43617021276596,3.3,0.890427221284236,1.19392246847243,"LOC680107"
"3339",0.00526473613514133,0.00378046140374225,11054,17780,52,43.4,846,507.3,0.293639053254438,0.246288942215804,15.2692307692308,10.6889400921659,2.72583974266571,2.36920957065134,"LOC680123"
"3346",0.00229079152619801,0.00313997200163451,21239,20929,1.2,0.6,7.2,1.8,4.16666666666667,3.33333333333333,5,2,1.6094379124341,0.693147180559946,"Adcy2"
"3354",0.0035856486607533,0.000314922982051129,16050,30134,281.4,263.8,26613.8,20367.7,0.332538748030585,0.288888818636583,93.5764036958067,76.2088703563306,4.53877825443467,4.33347786479334,"Adcy2"
"3357",0.00114482419192625,0.00725437843224735,26176,6180,12.4,13.2,79.3,186.7,0.435093652445369,0.995752984389348,5.39516129032258,13.1439393939394,1.68550249452319,2.57596076979459,"RGD1308544"
"3369",0.00193036448377068,0.00208472657472452,22780,25270,43.4,30,671.3,49.5,0.333358109112532,0.0216666666666667,14.4677419354839,0.65,2.6719214770137,-0.430782916092454,"Fastkd3"
"3407",0.00045195324632068,0.00582273984608589,28888,9678,176.8,203.4,2258.2,12653.8,0.0665872422759567,0.300941032922133,11.7726244343891,61.2114060963618,2.46577687300022,4.11433354627634,"RGD1566325"
"3426",0.00784323267966721,0.00128305022878953,5465,27599,2,2.6,9.5,15.8,1.875,1.95266272189349,3.75,5.07692307692308,1.32175583998232,1.62470538456489,"LOC682870"
"3428",0.0106162205145148,0.000824779351743702,1927,28909,12,9.6,78.5,20.8,0.461805555555556,0.121527777777778,5.54166666666667,1.16666666666667,1.71229529787381,0.154150679827258,"LOC102547287"
"3429",0.00265832100102582,0.00471423699377335,19592,13602,3.8,6,33.2,99.5,2.03601108033241,2.59722222222222,7.73684210526316,15.5833333333333,2.0459936076123,2.74620196706659,"LOC102547287"
"3447",0.015099040787456,0.00375632577119385,193,17877,7.6,4,91.3,9,1.44909972299169,0.3125,11.0131578947368,1.25,2.39909073020314,0.22314355131421,"Zfp748"
"3452",0.0124533052436386,0.000349728837356325,831,30058,7.4,6,48.3,8,0.746895544192841,0.0555555555555556,5.52702702702703,0.333333333333333,1.70965006283863,-1.09861228866811,"LOC102551340"
"3458",0.00292679213873088,0.00827508183166523,18392,4301,1.8,4.6,6.2,26.3,1.35802469135802,1.02551984877127,2.44444444444444,4.71739130434783,0.893817876022097,1.55125595705136,"LOC501406"
"3460",0.000916733849175507,0.00675919886312892,27067,7292,13,9,44,75.5,0.183431952662722,0.820987654320988,2.38461538461538,7.38888888888889,0.86903784702361,1.99997737032559,"LOC120093155"
"3524",0.00344354575337196,0.0108406944408277,16509,1369,20.4,20,85.3,264.5,0.155949634755863,0.61125,3.18137254901961,12.225,1.15731272285987,2.50348303536094,"-"
"3646",0.00230042374491667,0.0123079939545541,21203,587,27.8,30.6,165.2,1117.3,0.177785828890844,1.16055790507924,4.94244604316547,35.5130718954248,1.59786035909166,3.56990085111047,"Zbtb2"
"3656",0.00305997630346583,0.0126175005597561,17891,475,11.4,8.4,356.3,204.3,2.65389350569406,2.77636054421769,30.2543859649123,23.3214285714286,3.40964116454235,3.14937261910123,"Zbtb2"
"3661",0.00424878136762172,0.000435663928977314,13931,29864,56.2,46,1142.7,567.5,0.343998936183686,0.246455576559546,19.3327402135231,11.3369565217391,2.96180004279684,2.42806787795173,"Rmnd1"
"3697",0.00494675569318971,0.00553284532630305,11941,10647,3.4,3.8,5.3,14.7,0.164359861591696,0.754847645429363,0.558823529411765,2.86842105263158,-0.581921545449721,1.05376172250276,"LOC120099108"
"3721",0.000747279263841936,0.00600722121338687,27710,9190,10.2,14,41.7,114.5,0.302768166089965,0.512755102040816,3.08823529411765,7.17857142857143,1.12759982554136,1.97110039788387,"Syne1"
"3723",0.00293061411334634,0.00367920013707498,18383,18217,164.2,166.8,4197.2,5716.7,0.149582888874712,0.199477108960314,24.5615103532278,33.2727817745803,3.20118059785504,3.50473969863549,"Syne1"
"3759",0.00697325101611906,0.00965160693835782,7125,2448,1,2.8,5,22.7,4,2.53826530612245,4,7.10714285714286,1.38629436111989,1.96110031454929,"Syne1"
"3799",0.00362397478088214,0.00593916836513052,15902,9356,1.2,3.2,7.2,31.7,4.16666666666667,2.783203125,5,8.90625,1.6094379124341,2.18675327746892,"Syne1"
"3969",0.00442015666715782,0.009178488712115,13368,3004,89.4,68.2,2147.3,6050.2,0.257483396643795,1.2861086505964,23.0190156599553,87.7126099706745,3.13632064216903,4.47406567434048,"Syne1"
"4060",0.00626368368690517,0.00764637317496461,8584,5393,0.8,3.8,3.2,28.7,3.75,1.72437673130194,3,6.55263157894737,1.09861228866811,1.87986673673832,"Syne1"
"4087",0.00667456304347142,0.000305439073117398,7824,30150,2.8,6.6,3.2,6.8,0.0510204081632654,0.00459136822773187,0.142857142857143,0.0303030303030303,-1.94591014905531,-3.49650756146648,"-"
