"percentile","center_rank_trt","iod_local_amplitude_trt","cv2_local_amplitude_trt","iod_local_amplitude_scaled_trt","cv2_local_amplitude_scaled_trt","iod_center_trt","cv2_center_trt","center_rank_ctrl","iod_local_amplitude_ctrl","cv2_local_amplitude_ctrl","iod_local_amplitude_scaled_ctrl","cv2_local_amplitude_scaled_ctrl","iod_center_ctrl","cv2_center_ctrl","combined_rank","composite_iod_amplitude","composite_cv2_amplitude","composite_iod_amplitude_scaled","composite_cv2_amplitude_scaled","combined_center_distance","combined_center_agreement","regime_difference","regime_difference_scaled"
0.005,153,0.104712191545016,0.0495699768947188,0.223979964188169,0.0299244502251374,133.5,138,154,0.104494289038288,0.050173050539386,0.166183566989908,0.00855778947390261,154,170.5,154,0.209206480583304,0.0997430274341048,0.390163531178077,0.03848223969904,10.5,0.0869565217391304,0.1094634531492,0.351681291479037
0.01,305,0.148268544836743,0.0413332479934554,0.322204521366177,0.0226985251366389,305,278,308,0.0711066001866475,0.0601919269059746,0.0905088193259961,0.0155979068154089,273.5,308.5,306,0.21937514502339,0.10152517489943,0.412713340692173,0.0382964319520478,4,0.2,0.11784997012396,0.374416908740125
0.015,458,0.0642089008605401,0.0454627730307059,0.132640412295736,0.026321278650558,487,468.5,462,0.0634016291359538,0.0668767262046226,0.0730451445382654,0.0202952171469191,462,512.5,460,0.127610529996494,0.112339499235328,0.205685556834001,0.0466164957974772,16,0.0588235294117647,0.0152710307611654,0.159069061036524
0.02,611,0.126863258219235,0.0154595230766841,0.273933152429687,0,611,583.5,616,0.0715064708162558,0.0424349296751583,0.0914151446822758,0.00312032554146059,569.5,663,614,0.198369729035491,0.0578944527518424,0.365348297111963,0.00312032554146059,33,0.0294117647058824,0.140475276283648,0.362227971570502
0.025,763,0.052844452978416,0.175464329874764,0.107012282839677,0.140369163727759,764.5,763,770,0.0699189077371709,0.05805486098931,0.0878168592201064,0.0140962219687902,770,770,766,0.122763360715587,0.233519190864074,0.194829142059783,0.154465385696549,0.75,0.571428571428571,-0.110755830148487,0.0403637563632341
0.03,916,0.0552235935670276,0.172615913091141,0.112377516912773,0.137870302038124,916,916,924,0.0396301400691398,0.0459096049626199,0.0191659603659173,0.00556192885627336,874,957.5,920,0.0948537336361673,0.218525518053761,0.131543477278691,0.143432230894397,41.75,0.0233918128654971,-0.123671784417594,-0.0118887536157066
0.035,1069,0.0373879515340361,0.168721925315099,0.0721561046897986,0.134454180868845,1056,1069,1077,0.0368006687607153,0.145923993241527,0.0127528322144376,0.07584057124681,1101,1077,1073,0.0741886202947514,0.314645918556626,0.0849089369042362,0.210294752115655,5.5,0.153846153846154,-0.240457298261875,-0.125385815211419
0.04,1221,0.0991360467057059,0.149745096378162,0.211405119964336,0.117806170965967,1270.5,1270.5,1231,0.0958581539975689,0.111664705301877,0.146609365765561,0.0517670725522941,1231,1279,1226,0.194994200703275,0.261409801680039,0.358014485729897,0.169573243518261,24,0.04,-0.0664156009767646,0.188441242211636
0.045,1374,0.0488796701222909,0.22649543522113,0.0980712441411085,0.185137778652011,1415,1374,1385,0.0891273390129517,0.0467880066279128,0.131353660951829,0.00617916881117079,1434.5,1427,1380,0.138007009135243,0.273283441849043,0.229424905092937,0.191316947463182,24.25,0.0396039603960396,-0.1352764327138,0.0381079576297554
0.05,1527,0.0791919709516775,0.388449168615622,0.166428948608958,0.3272166984926,1490.5,1527,1539,0.0370741730029729,0.0379943565558595,0.0133727422839791,0,1498.5,1536,1533,0.11626614395465,0.426443525171481,0.179801690892937,0.3272166984926,37,0.0263157894736842,-0.310177381216831,-0.147415007599663
