"percentile","center_rank","lo_rank","hi_rank","iod_local_amplitude","cv2_local_amplitude","iod_local_midpoint","cv2_local_midpoint","iod_peak_rank","iod_trough_rank","cv2_peak_rank","cv2_trough_rank","iod_center","cv2_center","iod_residual_sd","cv2_residual_sd","local_window_n","iod_local_amplitude_scaled","cv2_local_amplitude_scaled","center_distance","center_agreement"
0.005,154,77,231,0.104494289038288,0.050173050539386,1.56218440460006,0.540825536030234,77,231,110,231,154,170.5,0.203983783991161,0.235624912155804,155,0.166183566989908,0.00855778947390261,16.5,0.0571428571428571
0.01,308,231,385,0.0711066001866475,0.0601919269059746,1.44172754558657,0.50358621976151,231,316,236,381,273.5,308.5,0.2284342670519,0.250914121584286,155,0.0905088193259961,0.0155979068154089,35,0.0277777777777778
0.015,462,385,539,0.0634016291359538,0.0668767262046226,1.34997881802966,0.438405989102864,385,539,539,486,462,512.5,0.296559921199591,0.263796469882436,155,0.0730451445382654,0.0202952171469191,50.5,0.0194174757281553
0.02,616,539,693,0.0715064708162558,0.0424349296751583,1.27454310843651,0.470361736632787,600,539,633,693,569.5,663,0.289064377949536,0.286335614491513,155,0.0914151446822758,0.00312032554146059,93.5,0.0105820105820106
0.025,770,693,847,0.0699189077371709,0.05805486098931,1.24752996763917,0.361768249565945,693,847,847,693,770,770,0.230143905683531,0.253441220523485,155,0.0878168592201064,0.0140962219687902,0,1
0.03,924,847,1001,0.0396301400691398,0.0459096049626199,1.18427426079182,0.427278878347832,847,901,1001,914,874,957.5,0.221975902649743,0.278159802371069,155,0.0191659603659173,0.00556192885627336,83.5,0.0118343195266272
0.035,1077,1000,1154,0.0368006687607153,0.145923993241527,1.16636088806972,0.404251728660751,1144,1058,1000,1154,1101,1077,0.276093851564695,0.272738146972549,155,0.0127528322144376,0.07584057124681,24,0.04
0.04,1231,1154,1308,0.0958581539975689,0.111664705301877,1.12898228962863,0.464183145932766,1308,1154,1308,1250,1231,1279,0.208607856590792,0.307925764810721,155,0.146609365765561,0.0517670725522941,48,0.0204081632653061
0.045,1385,1308,1462,0.0891273390129517,0.0467880066279128,1.08393085900044,0.306727879970294,1407,1462,1392,1462,1434.5,1427,0.277408229103825,0.315897166008545,155,0.131353660951829,0.00617916881117079,7.5,0.117647058823529
0.05,1539,1462,1616,0.0370741730029729,0.0379943565558595,1.08774607872725,0.376499355036425,1462,1535,1498,1574,1498.5,1536,0.267193277495726,0.302549247316642,155,0.0133727422839791,0,37.5,0.025974025974026
0.055,1693,1616,1770,0.0317674896696981,0.141841872092858,1.05129499942098,0.270433352593451,1738,1642,1715,1770,1690,1742.5,0.26663912489153,0.264288087790699,155,0.00134489800993245,0.0729721246428858,52.5,0.0186915887850467
0.06,1847,1770,1924,0.0510543292679039,0.0836603943052544,1.02425737741451,0.296714149665909,1773,1881,1817,1890,1827,1853.5,0.259593849275807,0.303331300317278,155,0.0450594158465527,0.0320888543299655,26.5,0.0363636363636364
0.065,2001,1924,2078,0.13637313416264,0.115497244952417,1.00257190974981,0.355972692660618,1924,2078,1924,2078,2001,2001,0.271989596844275,0.300542451223471,155,0.238438450259066,0.0544601419014429,0,1
0.07,2155,2078,2232,0.064029323909864,0.206596623453309,0.983899672867989,0.275760769593903,2180,2232,2181,2232,2206,2206.5,0.322330419674563,0.32968601936223,155,0.0744678439001974,0.11847433779704,0.5,0.666666666666667
0.075,2309,2232,2386,0.169891456999346,0.134855654593987,0.968173631789128,0.204954678868306,2232,2386,2308,2232,2309,2270,0.349104657599988,0.30656133115041,155,0.314409285918171,0.0680630121670238,39,0.025
0.08,2463,2386,2540,0.0550339871753031,0.052578735194692,0.868329019349339,0.21457936789958,2406,2481,2394,2481,2443.5,2437.5,0.243072730399975,0.252422038250358,155,0.0540794953515865,0.0102482287647292,6,0.142857142857143
0.085,2617,2540,2694,0.104935207644998,0.150080197666401,0.972281470763402,0.363102211963632,2694,2646,2694,2648,2670,2671,0.257874065414808,0.375677519482967,155,0.167182929492996,0.0787610750813491,1,0.5
0.09,2771,2694,2848,0.126669310737026,0.276206505638211,0.978967854513627,0.413905843260929,2848,2694,2694,2781,2771,2737.5,0.335159303776871,0.314115791094493,155,0.216444283715479,0.167388180106186,33.5,0.0289855072463768
0.095,2925,2848,3002,0.131080753321651,0.245905108385772,0.889370280951451,0.226144669887877,2949,3002,2946,3002,2975.5,2974,0.287680240394545,0.316650752103446,155,0.226443023248147,0.146095833094083,1.5,0.4
0.1,3078,3001,3155,0.191544578413495,0.428603734694951,1.02435914799482,0.477125893021746,3155,3001,3155,3001,3078,3078,0.326846724302558,0.362030557037363,155,0.363487091406082,0.274475475709293,0,1
0.105,3232,3155,3309,0.16359546632205,0.241039115998205,0.925403457092262,0.289654051753828,3155,3227,3155,3309,3191,3232,0.356753369645404,0.340530726521394,155,0.300139130594876,0.142676571678143,41,0.0238095238095238
0.11,3386,3309,3463,0.0712393071304147,0.447830565063643,0.920632431037848,0.40456998121674,3309,3463,3309,3463,3386,3386,0.310257140739422,0.295134389508182,155,0.0908096057783755,0.287985887151462,0,1
0.115,3540,3463,3617,0.074195822122274,0.1542226350313,0.914948261489913,0.163261372228021,3518,3591,3545,3617,3554.5,3581,0.393384695525164,0.370498815850894,155,0.0975106843396288,0.0816719050049508,26.5,0.0363636363636364
0.12,3694,3617,3771,0.0844474728003703,0.360790662972073,0.906989027028694,0.498296904348591,3626,3734,3771,3617,3680,3694,0.317387171755996,0.343196932561807,155,0.12074652679793,0.226824225733883,14,0.0666666666666667
0.125,3848,3771,3925,0.258615123431171,0.499466353317039,1.02860247236605,0.564922937011905,3771,3925,3771,3846,3848,3808.5,0.366534973735344,0.39097955713062,155,0.515505597162712,0.324269597522155,39.5,0.0246913580246914
0.13,4002,3925,4079,0.318092614514826,0.111829578308046,0.841262346987584,0.0857444340900236,4079,3925,4079,3997,4002,4038,0.406255848124263,0.317852559228335,155,0.65031409347518,0.0518829263933238,36,0.027027027027027
0.135,4156,4079,4233,0.110836945016465,0.201837534128339,0.947397551322278,0.196291583999908,4079,4233,4182,4112,4156,4147,0.338063340155256,0.38822533030053,155,0.180559491385285,0.115130195593806,9,0.1
0.14,4310,4233,4387,0.257876633732211,0.360467106422702,0.983131797676064,0.268671574351574,4233,4295,4233,4304,4264,4268.5,0.375142783671403,0.384266964242567,155,0.513831775956654,0.226596867296586,4.5,0.181818181818182
0.145,4464,4387,4541,0.16141637449327,0.56945955805395,0.8719656848635,0.353742502076611,4536,4451,4541,4387,4493.5,4464,0.373162833204945,0.390654006769291,155,0.295200117744595,0.373452794961261,29.5,0.0327868852459016
0.15,4618,4541,4695,0.141118438617688,0.56172583406235,0.959105322672241,0.573288328713897,4541,4695,4541,4695,4618,4618,0.301816794642774,0.432540974153352,155,0.249193903229168,0.368018420646667,0,1
0.155,4772,4695,4849,0.1291019901849,0.149170287689343,0.879576878882715,0.106024237038033,4822,4717,4808,4740,4769.5,4774,0.40384636320042,0.375309832169638,155,0.221958064683758,0.0781216946983296,4.5,0.181818181818182
0.16,4926,4849,5003,0.183023481930448,0.218925442112564,0.861228282329179,0.138855352366541,5003,4916,4956,4884,4959.5,4920,0.370262863583447,0.36739826898535,155,0.344173630416323,0.127137617676684,39.5,0.0246913580246914
0.165,5080,5003,5157,0.121859446885366,0.230785911032772,0.784168763994346,0.158530341198085,5039,5157,5072,5151,5098,5111.5,0.428045897608322,0.443195899916539,155,0.205542503874126,0.13547179507027,13.5,0.0689655172413793
0.17,5233,5156,5310,0.204854031862544,0.179220148434147,0.705634112284075,0.0911666837519842,5232,5156,5156,5310,5194,5233,0.417102899289998,0.384694799718838,155,0.393653585881841,0.0992372906991791,39,0.025
0.175,5387,5310,5464,0.151730238395967,0.117789597377027,0.807185872884015,0.0634923014563093,5464,5310,5384,5310,5387,5347,0.422792384821576,0.461827371733953,155,0.273246040352213,0.0560709442975241,40,0.024390243902439
0.18,5541,5464,5618,0.160794527671481,0.511405299017421,0.910347211419876,0.609547769054185,5464,5618,5500,5599,5541,5549.5,0.251488577093014,0.354758158949312,155,0.293790673037789,0.332658919397097,8.5,0.105263157894737
0.185,5695,5618,5772,0.147249649061311,0.266415027731018,0.827471907603775,0.0554243188043737,5659,5733,5772,5716,5696,5744,0.441350525781904,0.409853880211904,155,0.263090576498684,0.160507852323793,48,0.0204081632653061
0.19,5849,5772,5926,0.138492677880136,0.268755969235771,0.865570145372834,0.0992773759861555,5861,5926,5838,5772,5893.5,5805,0.374701197639862,0.44476118571522,155,0.24324249454907,0.162152797553182,88.5,0.0111731843575419
