"percentile","center_rank","lo_rank","hi_rank","iod_local_amplitude","cv2_local_amplitude","iod_local_midpoint","cv2_local_midpoint","iod_peak_rank","iod_trough_rank","cv2_peak_rank","cv2_trough_rank","iod_center","cv2_center","iod_residual_sd","cv2_residual_sd","local_window_n","iod_local_amplitude_scaled","cv2_local_amplitude_scaled","center_distance","center_agreement"
0.005,153,77,229,0.104712191545016,0.0495699768947188,1.75411641374118,0.74287063688146,87,180,97,179,133.5,138,0.164364284817658,0.26629138345002,153,0.223979964188169,0.0299244502251374,4.5,0.181818181818182
0.01,305,229,381,0.148268544836743,0.0413332479934554,1.64088316512291,0.682597231129544,229,381,240,316,305,278,0.252064251788226,0.274384754913718,153,0.322204521366177,0.0226985251366389,27,0.0357142857142857
0.015,458,382,534,0.0642089008605401,0.0454627730307059,1.47336327998583,0.606115870516136,444,530,420,517,487,468.5,0.227298180371063,0.300844570932122,153,0.132640412295736,0.026321278650558,18.5,0.0512820512820513
0.02,611,535,687,0.126863258219235,0.0154595230766841,1.38255415368842,0.547653764473788,535,687,542,625,611,583.5,0.235009215126911,0.327039478752784,153,0.273933152429687,0,27.5,0.0350877192982456
0.025,763,687,839,0.052844452978416,0.175464329874764,1.35508234418115,0.596782455028474,726,803,839,687,764.5,763,0.231249878430014,0.318766881988063,153,0.107012282839677,0.140369163727759,1.5,0.4
0.03,916,840,992,0.0552235935670276,0.172615913091141,1.34730238590827,0.515929568466736,992,840,992,840,916,916,0.271605723452557,0.333002970836718,153,0.112377516912773,0.137870302038124,0,1
0.035,1069,993,1145,0.0373879515340361,0.168721925315099,1.25827990836828,0.466133140383231,993,1119,993,1145,1056,1069,0.24278869536001,0.322937464900246,153,0.0721561046897986,0.134454180868845,13,0.0714285714285714
0.04,1221,1145,1297,0.0991360467057059,0.149745096378162,1.2307118171855,0.536503339949016,1297,1244,1297,1244,1270.5,1270.5,0.212950767578653,0.315720403157984,153,0.211405119964336,0.117806170965967,0,1
0.045,1374,1298,1450,0.0488796701222909,0.22649543522113,1.25146150961584,0.493113897227592,1450,1380,1298,1450,1415,1374,0.318632358196625,0.312746606551886,153,0.0980712441411085,0.185137778652011,41,0.0238095238095238
0.05,1527,1451,1603,0.0791919709516775,0.388449168615622,1.25141675265033,0.581018422142477,1451,1530,1451,1603,1490.5,1527,0.272932492543125,0.330457713793486,153,0.166428948608958,0.3272166984926,36.5,0.0266666666666667
0.055,1679,1603,1755,0.0884260182707481,0.316112348625538,1.22392631697115,0.53422922215987,1755,1603,1638,1709,1679,1673.5,0.255113323680328,0.298029370223547,153,0.18725278119204,0.263756986675646,5.5,0.153846153846154
0.06,1832,1756,1908,0.0705413000557664,0.320262901574359,1.22212891578305,0.53319744262275,1908,1812,1865,1798,1860,1831.5,0.277934108045881,0.297643685006904,153,0.146920696567,0.267398187575123,28.5,0.0338983050847458
0.065,1985,1909,2061,0.0459525059748153,0.116975338534887,1.1613309390415,0.401601171774195,1953,2028,2061,2015,1990.5,2038,0.350267109811856,0.331346831029194,153,0.0914701542783411,0.0890578877357855,47.5,0.0206185567010309
0.07,2137,2061,2213,0.153483947198705,0.494861062303851,1.10141810822193,0.530490340675196,2119,2061,2129,2061,2090,2095,0.215026380786893,0.283243899329068,153,0.333965850054046,0.42056982223065,5,0.166666666666667
0.075,2290,2214,2366,0.0315369344314921,0.117989536231464,1.11951438372163,0.348844175880739,2267,2214,2366,2214,2240.5,2290,0.306944574892873,0.320960536093732,153,0.0589613920817644,0.0899476240216632,49.5,0.0198019801980198
0.08,2443,2367,2519,0.0951165648563581,0.366221914770072,1.13499344733038,0.543591123974282,2459,2519,2444,2519,2489,2481.5,0.316015995449904,0.33928605089455,153,0.202340728781426,0.307717152843314,7.5,0.117647058823529
0.085,2595,2519,2671,0.0476329426928627,0.258438577733371,1.10223030895437,0.38159279379643,2519,2582,2671,2519,2550.5,2595,0.285782295226744,0.354744724755311,153,0.0952597312291558,0.213160888026083,44.5,0.021978021978022
0.09,2748,2672,2824,0.126264265378499,0.389955829252035,1.03256120956987,0.583330042744237,2765,2824,2777,2702,2794.5,2739.5,0.249789606543312,0.309344150888335,153,0.272582355081249,0.32853846311822,55,0.0178571428571429
0.095,2901,2825,2977,0.111810353142137,0.151479434428789,1.07860571189546,0.362121672571191,2977,2825,2977,2900,2901,2938.5,0.32526143482488,0.342028547845159,153,0.239987130237755,0.119327672642445,37.5,0.025974025974026
0.1,3054,2978,3130,0.0303823039308591,0.29624028050811,1.08446088463983,0.368024844748907,3130,3064,2978,3130,3097,3054,0.317084388799405,0.346740975261285,153,0.0563575682751822,0.246323600523037,43,0.0227272727272727
0.105,3206,3130,3282,0.0874861839936731,0.408704394450867,1.10720396101902,0.713521490517677,3203,3280,3235,3167,3241.5,3201,0.248729570616021,0.294663907979489,153,0.185133347430721,0.34498622159948,40.5,0.0240963855421687
0.11,3359,3283,3435,0.155457529498197,0.34518516182377,1.0205319062608,0.319670231989942,3340,3283,3435,3283,3311.5,3359,0.32974268309645,0.321120042166372,153,0.338416503811111,0.289262010915319,47.5,0.0206185567010309
0.115,3512,3436,3588,0.176090709007766,0.352336070559411,0.978162889091883,0.376208130102343,3508,3436,3436,3588,3472,3512,0.364879311980676,0.363148207773329,153,0.384946682931657,0.295535366692575,40,0.024390243902439
0.12,3664,3588,3740,0.0510724131106077,0.250047328640375,0.998958214692742,0.307936225586555,3588,3644,3588,3637,3616,3612.5,0.333252301294085,0.344746635615995,153,0.103016130311676,0.205799405321995,3.5,0.222222222222222
0.125,3817,3741,3893,0.114142938701191,0.426819751718817,1.05516245189195,0.680333557594814,3741,3893,3767,3855,3817,3811,0.251090285398525,0.338343126879483,153,0.245247377395806,0.360878478846105,6,0.142857142857143
0.13,3970,3894,4046,0.120544147492134,0.408796530765045,1.03587451582268,0.414147149285224,3948,3894,3894,4046,3921,3970,0.35337031309353,0.365473890553502,153,0.259682835173532,0.345067051029726,49,0.02
0.135,4122,4046,4198,0.171309313437568,0.111762633186251,1.07475331197827,0.319539835229355,4198,4131,4046,4109,4164.5,4077.5,0.331292550156477,0.394686563944977,153,0.374164089186262,0.0844848808043707,87,0.0113636363636364
0.14,4275,4199,4351,0.216655928269448,0.293321403958255,0.892174280627932,0.388120091004901,4351,4199,4351,4295,4275,4323,0.319980582137094,0.33882135978663,153,0.476425890846989,0.243762925825028,48,0.0204081632653061
0.145,4428,4352,4504,0.00539130142618161,0.447567867366879,1.03696538055286,0.627597800005672,4456,4376,4465,4352,4416,4408.5,0.217849182556872,0.273940827501097,153,0,0.379080404780247,7.5,0.117647058823529
0.15,4580,4504,4656,0.0203222924279146,0.254120662997158,1.05235532228128,0.329308877244985,4504,4656,4504,4656,4580,4580,0.376807726142199,0.4555692957648,153,0.0336710920115672,0.209372863824193,0,1
0.155,4733,4657,4809,0.0679856803201951,0.17774766392487,1.0384403475703,0.28055431061265,4728,4657,4767,4695,4692.5,4731,0.372962161912015,0.425308100720292,153,0.141157481837783,0.142372289118416,38.5,0.0253164556962025
0.16,4886,4810,4962,0.189471281371373,0.347408487115694,1.00620606938187,0.35311822211905,4810,4962,4810,4877,4886,4843.5,0.391420317516202,0.37659035639026,153,0.415121403629709,0.291212491767535,42.5,0.0229885057471264
0.165,5038,4962,5114,0.225633989791104,0.150556460590549,0.951809019128737,0.316867107909132,5114,4962,4994,5071,5038,5032.5,0.328757616378063,0.421582971257781,153,0.496672446185887,0.118517965306716,5.5,0.153846153846154
0.17,5191,5115,5267,0.065650685004294,0.590630811706933,1.0075806201616,0.595921268531343,5163,5115,5220,5125,5139,5172.5,0.254756018992508,0.278350295185128,153,0.135891800402494,0.504586795865025,33.5,0.0289855072463768
