"comparison_name","track_key","track_label","dataset_key","dataset_label","dataset_name","n_features","n_weak_cnh","n_strong_cnh","n_standard","n_hbfss","n_overlap","hc_p_threshold","hbfss_threshold"
"RT8_ZT14","normalized_evs","NormEVS","raw_dataset","Original dataset","RT8_ZT14_NormEVS_raw_dataset",31580,138,0,4,76,8,0.0186581006283235,1.72913256898303
"RT8_ZT14","normalized_evs","NormEVS","leading_edge_dataset","Leading-edge dataset","RT8_ZT14_NormEVS_leading_edge_dataset",6787,7,0,1,12,1,0.00640454317939287,2.19351184199177
"RT8_ZT14","normalized_evs","NormEVS","remainder_dataset","Remainder dataset","RT8_ZT14_NormEVS_remainder_dataset",24793,107,0,28,138,36,0.0181617074315576,1.74084332468905
