"percentile","rank_index","lo_rank","hi_rank","n_bin","mu","variance","alpha_gene_wise","iod_emp","cv2_emp","iod_nb","cv2_nb","diff_emp","diff_nb","log_ratio_emp","log_ratio_nb","iod_emp_scaled","cv2_emp_scaled","iod_nb_scaled","cv2_nb_scaled"
0.01,316,1,316,316,12.2,253.05,2.15717704651894,20.9569088319088,1.65678254868351,30.8490768194795,2.23004850343245,19.2405666200145,28.8105276484348,2.50143595173921,2.50143595173921,1,0.309281143734281,1,0.345828798472925
0.02,632,317,632,316,8.1,90.65,1.60912507667425,11.8741258741259,1.50684253980732,16.1885737305535,1.73495482465162,9.90921875,14.1383479006371,2.09178784797502,2.09178784797502,0.514469063841791,0.278303083542999,0.442320608124468,0.264436705417524
0.03,947,633,947,315,7,76.5,1.41965987952355,11.4545454545455,1.4663988312637,12.7163340657034,1.56273691298504,9.84065082644628,10.9025721183117,1.94591014905531,1.94591014905531,0.492039894845964,0.269947290802865,0.31023806682325,0.236124535634443
0.04,1263,948,1263,316,6.2,57.05,1.66767826451533,9.4609375,1.39577594123049,12.7459141565577,1.86464347463467,7.85653619354995,10.5582193667252,1.82454929205105,1.82454929205105,0.385469217003941,0.255356387716167,0.311363281079485,0.285757176916258
0.05,1579,1264,1579,316,6,60.8,1.38036187166576,9.40972222222222,1.34722222222222,11.5635834328821,1.52763302609873,8.18282548476454,9.5534259931819,1.79175946922805,1.79175946922805,0.382731443583544,0.245325042238585,0.266387915979413,0.230353549353438
0.06,1895,1580,1895,316,6.2,59.9,1.19330916503682,9.05676020408163,1.31538195382123,9.86482113867814,1.34871257836184,7.6401384083045,8.26992559571393,1.82454929205105,1.82454929205105,0.363863440253217,0.238746746302594,0.201767710422596,0.200939500344419
0.07,2211,1896,2211,316,5.4,42.3,1.37812254924201,8.30555555555556,1.271552734375,10.3141292883731,1.5531556992648,6.72623966942149,8.12140083731016,1.68639895357023,1.68639895357023,0.323706904757372,0.229691496751,0.218859204088725,0.234549409406571
0.08,2526,2212,2526,315,5.4,37.3,1.18864738785463,7.45,1.29684711481261,8.95120767740356,1.41622839686543,5.80470914127424,7.30662719454333,1.68639895357023,1.68639895357023,0.277972167754954,0.234917392398002,0.167014237339004,0.212038922570708
0.09,2842,2527,2842,316,4.9,32.45,1.32467495513629,6.83884803921569,1.18055555555556,8.76929269164282,1.54956059721625,5.25102880658436,6.98945875744033,1.58902691517397,1.58902691517397,0.24530231479978,0.210891203861638,0.160094267538737,0.233958384125861
0.1,3158,2843,3158,316,5.8,43.25,1.16587535912307,6.625,1.16590341903091,9.04480472695561,1.38613011640953,5.625,7.04635071017396,1.75785791755237,1.75785791755237,0.233870814216909,0.20786402805584,0.170574629868437,0.207090844765097
0.11,3474,3159,3474,316,7,49.1,0.941895395218882,7.23076923076923,1.0782811669678,8.46724062260483,1.12452201884942,5.9414170760897,6.87356755287574,1.94591014905531,1.94591014905531,0.266252926954635,0.189761005261247,0.148604333451612,0.164083164535584
0.12,3790,3475,3790,316,6.3,42.7,0.866946224122554,6.49342835986672,1.07050470610122,8.14556535968552,1.05171309222459,5.46206382001836,6.39188994615052,1.84042364120834,1.84042364120834,0.226837496135577,0.1881543648815,0.13636794129521,0.152113569315334
0.13,4105,3791,4105,315,6,36.2,0.915893261661462,5.92307692307692,1.04637336504162,7.46095315851373,1.10816856511302,4.94375456537619,5.72056008530195,1.79175946922805,1.79175946922805,0.196348683584306,0.183168756694309,0.110325580149469,0.161394699937193
0.14,4421,4106,4421,316,5.4,29.25,0.942482665449029,5.36458333333333,1.11242714256982,7.67766042825691,1.28905953123293,4.44707429322814,5.34516929886967,1.68639895357023,1.68639895357023,0.166493746311561,0.196815667291865,0.118569033847635,0.19113269696347
0.15,4737,4422,4737,316,7.2,44.55,0.706298233462807,6.38675213675214,0.980329241071429,7.96774178779514,0.89174552506838,5.23323748676199,6.43419449591946,1.97408102602201,1.97408102602201,0.221134992099602,0.16952384055109,0.129603607163466,0.125815323811802
0.16,5053,4738,5053,316,6.6,46.1,0.83486179593526,6.45698051948052,1,8.13756046570949,0.985240060177979,5.22688533057851,5.90621131024106,1.88706964903238,1.88706964903238,0.224889133596705,0.17358787895328,0.136063438483983,0.141185578428163
0.17,5369,5054,5369,316,6.6,32.7,0.622985056514554,5.34166666666667,0.93602480781524,7.14993693368165,0.842369044995742,4.39013671875,5.19095155819365,1.88706964903238,1.88706964903238,0.165268708713282,0.160370410386335,0.098494653333677,0.117697960910469
0.18,5684,5370,5684,315,7.6,54.5,0.64626826238274,7.52941176470588,0.855860726643599,7.32474378457245,0.810379809357678,6.53373015873016,6.27716380668463,2.02814824729229,2.02814824729229,0.282217217828135,0.14380826829813,0.105144232663195,0.112439015067662
0.19,6000,5685,6000,316,6.4,38.7,0.575676794095819,6.10416666666667,0.868454610020661,6.7624140143254,0.802387670706869,4.88013804018112,5.11432625061367,1.85629799036563,1.85629799036563,0.206029050619658,0.146410202766594,0.0837534439295013,0.111125128583835
0.2,6316,6001,6316,316,6.8,40.95,0.666669222429787,5.68083501006036,0.879419970265629,6.90258540489943,0.892344934114133,5.02220009053871,5.07412537516345,1.91692261218206,1.91692261218206,0.183399354799244,0.148675679421115,0.0890855048676228,0.12591386507565
0.21,6632,6317,6632,316,7.6,53.65,0.464357659244688,7.69047619047619,0.824289695262887,6.80588689615468,0.591631642772722,6.73175066968773,5.44008289142821,2.02814824729229,2.02814824729229,0.290827107747285,0.137285597546389,0.0854071341306203,0.0764773942806133
0.22,6948,6633,6948,316,9.2,70.55,0.40663078456656,8.80192307692308,0.704232632325142,6.73485404247258,0.475025671694743,8,5.86773359503206,2.21920348405499,2.21920348405499,0.350240819356927,0.112481444539133,0.0827050741532557,0.0573076806373987
0.23,7263,6949,7263,315,4.8,20.3,0.636648991643106,4,0.971074380165289,5.64519097701964,0.941720182062585,3.33518005540166,3.70530352239213,1.56861591791385,1.56861591791385,0.0935483256867635,0.167611758243231,0.0412547479260442,0.134031025419022
0.24,7579,7264,7579,316,10.4,76.1,0.380991968326202,8.55991911451682,0.622465713339042,7.09090549959772,0.508266161058395,7,5.91229249810871,2.34180580614733,2.34180580614733,0.337304210503973,0.0955881513014437,0.0962491223268775,0.0627723292876416
0.25,7895,7580,7895,316,10.6,91.75,0.328412491728568,10.2221848060345,0.630342104954699,7.08930885250517,0.449832387133392,7.94997723636021,6.02389073891426,2.36085400111802,2.36085400111802,0.426162594668561,0.0972154376767663,0.0961883865407851,0.053165971200837
