"rank","feature_id","mu","empirical_variance.x","log_nb1","log_nb2","log_alpha_mu","nb_gap","abs_pc1_loading","empirical_variance.y","log1p_empirical_variance","smooth_log1p_empirical_variance","d1_spline","d2_spline"
1,"5091",0,0,0,0,0,0,0,0,0,-0.0368192629527149,0.0100206892985502,-1.11922314245871e-08
2,"7312",0,0,0,0,0,0,0,0,0,-0.0267985794171746,0.0100206776056361,-1.21935967971859e-08
3,"7636",0,0,0,0,0,0,0,0,0,-0.0167779080752311,0.0100206649113566,-1.31949621697847e-08
4,"7955",0,0,0,0,0,0,0,0,0,-0.00675724992824981,0.0100206512157118,-1.41963275423836e-08
5,"9908",0,0,0,0,0,0,0,0,0,0.00326339402240397,0.0100206365187015,-1.51976929149824e-08
6,"12336",0,0,0,0,0,0,0,0,0,0.0132840227753648,0.010020620820326,-1.61990582875812e-08
7,"15183",0,0,0,0,0,0,0,0,0,0.0233046353292674,0.010020604120585,-1.720042366018e-08
8,"17644",0,0,0,0,0,0,0,0,0,0.0333252306827463,0.0100205864194786,-1.82017890327788e-08
9,"19727",0,0,0,0,0,0,0,0,0,0.0433458078344362,0.0100205677170069,-1.92031544053777e-08
10,"24391",0,0,0,0,0,0,0,0,0,0.0533663657829717,0.0100205480131698,-2.02045197779765e-08
11,"24944",0,0,0,0,0,0,0,0,0,0.0633869035269874,0.0100205273079674,-2.12058851505753e-08
12,"30561",0,0,0,0,0,0,0,0,0,0.0734074200651179,0.0100205056013995,-2.22072505231741e-08
13,"32323",0,0,0,0,0,0,0,0,0,0.083427914395998,0.0100204828934663,-2.32086158957729e-08
14,"37050",0,0,0,0,0,0,0,0,0,0.0934483855182621,0.0100204591841677,-2.42099812683718e-08
15,"38204",0,0,0,0,0,0,0,0,0,0.103468832430545,0.0100204344735038,-2.52113466409706e-08
16,"38230",0,0,0,0,0,0,0,0,0,0.113489254131481,0.0100204087614744,-2.62127120135694e-08
17,"38281",0,0,0,0,0,0,0,0,0,0.123509649619705,0.0100203820480797,-2.72140773861682e-08
18,"41100",0,0,0,0,0,0,0,0,0,0.133530017893852,0.0100203543333197,-2.82154427587671e-08
19,"44116",0,0,0,0,0,0,0,0,0,0.143550357952556,0.0100203256171942,-2.92168081313659e-08
20,"45293",0,0,0,0,0,0,0,0,0,0.153570668794452,0.0100202958997034,-3.02181735039647e-08
21,"49195",0,0,0,0,0,0,0,0,0,0.163590949418175,0.0100202651808472,-3.12195388765635e-08
22,"49779",0,0,0,0,0,0,0,0,0,0.173611198822358,0.0100202334606257,-3.22209042491623e-08
23,"50560",0,0,0,0,0,0,0,0,0,0.183631416005637,0.0100202007390387,-3.32222696217612e-08
24,"54742",0,0,0,0,0,0,0,0,0,0.193651599966647,0.0100201670160864,-3.422363499436e-08
25,"55981",0,0,0,0,0,0,0,0,0,0.203671749704022,0.0100201322917687,-3.52250003669588e-08
26,"56261",0,0,0,0,0,0,0,0,0,0.213691864216396,0.0100200965660857,-3.62263657395576e-08
27,"57848",0,0,0,0,0,0,0,0,0,0.223711942502405,0.0100200598390373,-3.72277311121564e-08
28,"59667",0,0,0,0,0,0,0,0,0,0.233731983560682,0.0100200221106235,-3.82290964847553e-08
29,"59804",0,0,0,0,0,0,0,0,0,0.243751986389863,0.0100199833808443,-3.92304618573541e-08
30,"62174",0,0,0,0,0,0,0,0,0,0.253771949988582,0.0100199436496997,-4.02318272299529e-08
31,"62330",0,0,0,0,0,0,0,0,0,0.263791873355474,0.0100199029171898,-4.12331926025517e-08
32,"66062",0,0,0,0,0,0,0,0,0,0.273811755489174,0.0100198611833145,-4.22345579751506e-08
33,"70033",0,0,0,0,0,0,0,0,0,0.283831595388315,0.0100198184480739,-4.32359233477494e-08
34,"71027",0,0,0,0,0,0,0,0,0,0.293851392051533,0.0100197747114678,-4.42372887203482e-08
35,"71677",0,0,0,0,0,0,0,0,0,0.303871144477462,0.0100197299734964,-4.5238654092947e-08
36,"71688",0,0,0,0,0,0,0,0,0,0.313890851664737,0.0100196842341597,-4.62400194655458e-08
37,"71789",0,0,0,0,0,0,0,0,0,0.323910512611993,0.0100196374934575,-4.72413848381447e-08
38,"71934",0,0,0,0,0,0,0,0,0,0.333930126317864,0.01001958975139,-4.82427502107435e-08
39,"76292",0,0,0,0,0,0,0,0,0,0.343949691780984,0.0100195410079571,-4.92441155833423e-08
40,"77109",0,0,0,0,0,0,0,0,0,0.353969207999989,0.0100194912631588,-5.02454809559555e-08
41,"78544",0,0,0,0,0,0,0,0,0,0.363988673973514,0.0100194405169952,-5.124684632854e-08
42,"79891",0,0,0,0,0,0,0,0,0,0.374008088700191,0.0100193887694662,-5.22482117011388e-08
43,"79977",0,0,0,0,0,0,0,0,0,0.384027451178657,0.0100193360205718,-5.32495770737376e-08
44,"80927",0,0,0,0,0,0,0,0,0,0.394046760407546,0.010019282270312,-5.42509424463364e-08
45,"83130",0,0,0,0,0,0,0,0,0,0.404066015385493,0.0100192275186869,-5.52523078189352e-08
46,"83265",0,0,0,0,0,0,0,0,0,0.414085215111132,0.0100191717656964,-5.62536731915341e-08
47,"83889",0,0,0,0,0,0,0,0,0,0.424104358583097,0.0100191150113405,-5.72550385641329e-08
48,"84675",0,0,0,0,0,0,0,0,0,0.434123444800024,0.0100190572556192,-5.82564039367317e-08
49,"85273",0,0,0,0,0,0,0,0,0,0.444142472760547,0.0100189984985326,-5.92577693093305e-08
50,"86259",0,0,0,0,0,0,0,0,0,0.454161441463301,0.0100189387400806,-6.02591346819293e-08
51,"86690",0,0,0,0,0,0,0,0,0,0.46418034990692,0.0100188779802633,-6.12605000545282e-08
52,"88480",0,0,0,0,0,0,0,0,0,0.474199197090039,0.0100188162190805,-6.2261865427127e-08
53,"89131",0,0,0,0,0,0,0,0,0,0.484217982011293,0.0100187534565324,-6.32632307997258e-08
54,"90388",0,0,0,0,0,0,0,0,0,0.494236703669315,0.0100186896926189,-6.42645961723246e-08
55,"91474",0,0,0,0,0,0,0,0,0,0.504255361062742,0.0100186249273401,-6.52659615449234e-08
56,"91901",0,0,0,0,0,0,0,0,0,0.514273953190207,0.0100185591606958,-6.62673269175331e-08
57,"92470",0,0,0,0,0,0,0,0,0,0.524292479050345,0.0100184923926862,-6.72686922901211e-08
58,"92712",0,0,0,0,0,0,0,0,0,0.534310937641791,0.0100184246233112,-6.82700576627199e-08
59,"94918",0,0,0,0,0,0,0,0,0,0.544329327963179,0.0100183558525709,-6.92714230353187e-08
60,"101737",0,0,0,0,0,0,0,0,0,0.554347649013144,0.0100182860804652,-7.02727884079176e-08
61,"102854",0,0,0,0,0,0,0,0,0,0.564365899790321,0.0100182153069941,-7.12741537805164e-08
62,"107795",0,0,0,0,0,0,0,0,0,0.574384079293344,0.0100181435321576,-7.22755191531152e-08
63,"108286",0,0,0,0,0,0,0,0,0,0.584402186520848,0.0100180707559558,-7.3276884525714e-08
64,"111191",0,0,0,0,0,0,0,0,0,0.594420220471467,0.0100179969783886,-7.42782498983128e-08
65,"112064",0,0,0,0,0,0,0,0,0,0.604438180143837,0.010017922199456,-7.52796152709117e-08
66,"113742",0,0,0,0,0,0,0,0,0,0.614456064536591,0.010017846419158,-7.62809806435105e-08
67,"117295",0,0,0,0,0,0,0,0,0,0.624473872648364,0.0100177696374947,-7.72823460161093e-08
68,"117645",0,0,0,0,0,0,0,0,0,0.634491603477791,0.010017691854466,-7.82837113887081e-08
69,"117795",0,0,0,0,0,0,0,0,0,0.644509256023508,0.0100176130700719,-7.92850767613069e-08
70,"118444",0,0,0,0,0,0,0,0,0,0.654526829284147,0.0100175332843125,-8.02864421339058e-08
71,"118508",0,0,0,0,0,0,0,0,0,0.664544322258344,0.0100174524971876,-8.12878075065046e-08
72,"119572",0,0,0,0,0,0,0,0,0,0.674561733944734,0.0100173707086974,-8.22891728791034e-08
73,"119928",0,0,0,0,0,0,0,0,0,0.684579063341951,0.0100172879188419,-8.32905382517022e-08
74,"120511",0,0,0,0,0,0,0,0,0,0.694596309448629,0.0100172041276209,-8.42919036243011e-08
75,"122774",0,0,0,0,0,0,0,0,0,0.704613471263404,0.0100171193350346,-8.52932689968999e-08
76,"127566",0,0,0,0,0,0,0,0,0,0.71463054778491,0.010017033541083,-8.62946343694987e-08
77,"129543",0,0,0,0,0,0,0,0,0,0.724647538011781,0.0100169467457659,-8.72959997420975e-08
78,"130155",0,0,0,0,0,0,0,0,0,0.734664440942653,0.0100168589490835,-8.82973651146963e-08
79,"132691",0,0,0,0,0,0,0,0,0,0.74468125557616,0.0100167701510357,-8.92987304872952e-08
80,"134528",0,0,0,0,0,0,0,0,0,0.754697980910936,0.0100166803516225,-9.0300095859894e-08
81,"136110",0,0,0,0,0,0,0,0,0,0.764714615945616,0.0100165895508439,-9.13014612324928e-08
82,"136675",0,0,0,0,0,0,0,0,0,0.774731159678835,0.0100164977487,-9.23028266050916e-08
83,"137407",0,0,0,0,0,0,0,0,0,0.784747611109228,0.0100164049451907,-9.33041919776905e-08
84,"137699",0,0,0,0,0,0,0,0,0,0.794763969235428,0.0100163111403161,-9.43055573502893e-08
85,"139527",0,0,0,0,0,0,0,0,0,0.804780233056071,0.010016216334076,-9.53069227228881e-08
86,"139752",0,0,0,0,0,0,0,0,0,0.814796401569792,0.0100161205264706,-9.63082880954869e-08
87,"141610",0,0,0,0,0,0,0,0,0,0.824812473775224,0.0100160237174998,-9.73096534680857e-08
88,"143083",0,0,0,0,0,0,0,0,0,0.834828448671003,0.0100159259071637,-9.83110188406846e-08
89,"145071",0,0,0,0,0,0,0,0,0,0.844844325255763,0.0100158270954622,-9.93123842132834e-08
90,"145259",0,0,0,0,0,0,0,0,0,0.854860102528139,0.0100157272823953,-1.00313749585882e-07
91,"146643",0,0,0,0,0,0,0,0,0,0.864875779486765,0.010015626467963,-1.01315114958481e-07
92,"146713",0,0,0,0,0,0,0,0,0,0.874891355130277,0.0100155246521653,-1.0231648033108e-07
93,"146908",0,0,0,0,0,0,0,0,0,0.884906828457308,0.0100154218350023,-1.03317845703679e-07
94,"147641",0,0,0,0,0,0,0,0,0,0.894922198466493,0.0100153180164739,-1.04319211076277e-07
95,"148937",0,0,0,0,0,0,0,0,0,0.904937464156467,0.0100152131965802,-1.05320576448876e-07
