"crossing_rank","crossing_type"
1613.06207242176,"sign_change"
2466.30697701856,"sign_change"
3895.54215478586,"sign_change"
4439.44007265007,"sign_change"
4854.8759596847,"sign_change"
5162.96468608413,"sign_change"
6019.87108269121,"sign_change"
6863.39049605909,"sign_change"
7576.73304359904,"sign_change"
8136.36574528231,"sign_change"
8552.12292012306,"sign_change"
8739.29023083441,"sign_change"
9129.16107267068,"sign_change"
9570.4020387187,"sign_change"
10227.6825892021,"sign_change"
10469.0992754804,"sign_change"
10899.2142202701,"sign_change"
11622.6274382288,"sign_change"
11984.9697376396,"sign_change"
12180.7906888992,"sign_change"
12750.168193954,"sign_change"
12858.9452933477,"sign_change"
13010.0345793061,"sign_change"
13590.7503408701,"sign_change"
14180.1490355968,"sign_change"
14681.7418815445,"sign_change"
15137.65783401,"sign_change"
15544.2498837736,"sign_change"
15676.4996008617,"sign_change"
15751.5742047979,"sign_change"
16093.6278848039,"sign_change"
17054.1265140276,"sign_change"
18092.7919822506,"sign_change"
18956.813869595,"sign_change"
19959.6930437678,"sign_change"
20464.3985497312,"sign_change"
20563.5641200756,"sign_change"
21100.2342808327,"sign_change"
21654.4995239653,"sign_change"
22148.3782418376,"sign_change"
22883.948924683,"sign_change"
23489.6705148038,"sign_change"
24198.5207132951,"sign_change"
24241.9344200993,"sign_change"
24368.3360013692,"sign_change"
25374.9306776431,"sign_change"
26163.2883036189,"sign_change"
26528.1405922183,"sign_change"
27201.4621353668,"sign_change"
28197.6265257049,"sign_change"
28844.2925831922,"sign_change"
29498.6427275522,"sign_change"
29919.4038950305,"sign_change"
31740.6258419576,"sign_change"
