"rank","feature_id","mu","empirical_variance.x","log_nb1","log_nb2","log_alpha_mu","nb_gap","abs_pc1_loading","empirical_variance.y","log1p_empirical_variance","smooth_log1p_empirical_variance","d1_spline","d2_spline"
1,"214",0,0,0,0,0,0,0,0,0,0.0168601555362408,-0.00022593517070474,2.06288607986926e-09
2,"672",0,0,0,0,0,0,0,0,0,0.016634221382715,-0.000225933150610901,1.97730159954979e-09
3,"986",0,0,0,0,0,0,0,0,0,0.0164082892064908,-0.000225931216101541,1.89171711923032e-09
4,"1110",0,0,0,0,0,0,0,0,0,0.0161823589219837,-0.000225929367176662,1.80613263891086e-09
5,"1473",0,0,0,0,0,0,0,0,0,0.0159564304436093,-0.000225927603836263,1.72054815859139e-09
6,"1576",0,0,0,0,0,0,0,0,0,0.0157305036857831,-0.000225925926080345,1.63496367827192e-09
7,"1579",0,0,0,0,0,0,0,0,0,0.0155045785629205,-0.000225924333908907,1.54937919795245e-09
8,"2563",0,0,0,0,0,0,0,0,0,0.0152786549894371,-0.000225922827321949,1.46379471763298e-09
9,"2598",0,0,0,0,0,0,0,0,0,0.0150527328797484,-0.000225921406319472,1.37821023731351e-09
10,"2665",0,0,0,0,0,0,0,0,0,0.01482681214827,-0.000225920070901474,1.29262575699404e-09
11,"2674",0,0,0,0,0,0,0,0,0,0.0146008927094173,-0.000225918821067958,1.20704127667457e-09
12,"3136",0,0,0,0,0,0,0,0,0,0.0143749744776059,-0.000225917656818921,1.1214567963551e-09
13,"3258",0,0,0,0,0,0,0,0,0,0.0141490573672513,-0.000225916578154365,1.03587231603563e-09
14,"4090",0,0,0,0,0,0,0,0,0,0.013923141292769,-0.000225915585074289,9.50287835716161e-10
15,"4124",0,0,0,0,0,0,0,0,0,0.0136972261685746,-0.000225914677578694,8.64703355396692e-10
16,"4233",0,0,0,0,0,0,0,0,0,0.0134713119090835,-0.000225913855667578,7.79118875077222e-10
17,"4319",0,0,0,0,0,0,0,0,0,0.0132453984287112,-0.000225913119340943,6.93534394757753e-10
18,"4363",0,0,0,0,0,0,0,0,0,0.0130194856418734,-0.000225912468598789,6.07949914438283e-10
19,"4646",0,0,0,0,0,0,0,0,0,0.0127935734629855,-0.000225911903441115,5.22365434118814e-10
