"feature_id","gene_symbol","rank","abs_loading","mu","variance","alpha","alpha_mu","log_alpha_mu","log_mu","log_alpha"
"320904","-",1,0.0289211318564718,298.6,386404.8,4.33039157057561,1293.05492297388,7.16476285503437,5.69910488510509,1.46565796992928
"329429","Mdk",2,0.0288211979228063,99,14306,1.44954596469748,143.50505050505,4.96637022973749,4.59511985013459,0.371250379602897
"257905","Adgrl1",3,0.0265262817852913,92.6,41502.8,4.82931300701128,447.194384449244,6.10299336462708,4.52828914165213,1.57470422297495
"320902","LOC108352829",4,0.0259017855930683,53.6,10361.3,3.58783275785253,192.307835820895,5.25909739966313,3.98154906807676,1.27754833158638
"190379","Vwa8",5,0.0236246879901466,192.6,132047.3,3.55453708286561,684.603842159917,6.52884033835015,5.26061549936403,1.26822483898613
"485900","Smarcc2",6,0.0221666534158666,39.6,1902.3,1.18782522191613,47.0378787878788,3.85095320877852,3.67882911826043,0.172124090518087
"386526","LOC120102252",7,0.0219003785552403,28.8,1153.7,1.35621624228395,39.0590277777778,3.66507403465688,3.3603753871419,0.30469864751498
"58773","Pgm5",8,0.0213545137851843,21.4,882.8,1.88095030133636,40.2523364485981,3.6951680505922,3.06339092202781,0.631777128564399
"68989","Vdac1",9,0.0210700152331454,31.8,2886.2,2.82267315375183,89.7610062893082,4.49715065259956,3.45946628978613,1.03768436281343
"60050","Plce1",10,0.0209629903151435,18.2,1251.2,3.72237652457433,67.7472527472527,4.21578390908159,2.90142159408275,1.31436231499885
"579569","-",11,0.0209301214351185,58.8,15176.7,4.37257045675413,257.107142857143,5.5494928962941,4.07414185490458,1.47535104138952
"360822","LOC120102190",12,0.0208706815298051,61.4,5710.3,1.49839786098526,92.0016286644951,4.52180627976729,4.1174098351531,0.404396444614196
"138767","-",13,0.0208305330671571,23.4,1350.8,2.42420921908101,56.7264957264957,4.03824139834817,3.15273602236366,0.885505375984513
"71210","Vamp2",14,0.0203140490432916,17.8,1141.2,3.54563817699785,63.1123595505618,4.14491662280029,2.87919845729804,1.26571816550225
"229193","-",15,0.0201949737710927,16.6,584.3,2.0601683843809,34.1987951807229,3.53219041481418,2.8094026953625,0.722787719451685
"121354","Tmem132d",16,0.0201823196555946,17.8,1178.7,3.66399444514581,65.2191011235955,4.17775238804595,2.87919845729804,1.29855393074791
"256372","-",17,0.0201316842715013,16,606,2.3046875,36.875,3.60753381465998,2.77258872223978,0.834945092420203
"468726","-",18,0.0196696065587653,15.6,506.3,2.0163543721236,31.4551282051282,3.44856202884037,2.74727091425549,0.701291114584875
"74442","-",19,0.0196580822677129,15.2,460.7,1.92823753462604,29.3092105263158,3.37790181905863,2.72129542785223,0.656606391206403
"347068","-",20,0.0196572850021491,16.8,470.7,1.60820578231292,27.0178571428571,3.29649802305321,2.82137888640921,0.475119136643993
"128848","-",21,0.0195484103623642,40.2,3967.2,2.43001410856167,97.6865671641791,4.58176405895303,3.69386699562498,0.887897063328059
"271767","-",22,0.019547315722626,14.6,602.8,2.7594295364984,40.2876712328767,3.6960454974056,2.68102152871429,1.01502396869131
"552341","-",23,0.0195365142122336,14.4,606.8,2.85686728395062,41.1388888888889,3.71695387581169,2.66722820658195,1.04972566922973
"245452","LOC100359896",24,0.0194706569737467,14.4,658.8,3.10763888888889,44.75,3.80109144472086,2.66722820658195,1.13386323813891
"540464","-",25,0.0194292607454471,14.4,452.3,2.1117862654321,30.4097222222222,3.4147623672254,2.66722820658195,0.747534160643443
"142934","Cntnap5c",26,0.019323289887891,18.6,744.3,2.09764134582033,39.0161290322581,3.66397512556494,2.92316158071916,0.74081354484578
"92006","Taf15",27,0.0193167817150459,17.2,542.7,1.77629799891833,30.5523255813954,3.4194408064976,2.84490938381941,0.574531422678191
"205087","Slc27a1",28,0.0193042844755851,13,527,3.0414201183432,39.5384615384615,3.67727390799363,2.56494935746154,1.11232455053209
"356876","Cdk5rap1",29,0.0192255281798988,54,8077.5,2.75154320987654,148.583333333333,5.00114596807514,3.98898404656427,1.01216192151087
"415341","Ptp4a2",30,0.0190739707080399,13.4,385.8,2.07395856538205,27.7910447761194,3.32471383844605,2.59525470695687,0.729459131489181
"554745","St8sia4",31,0.0190107486061435,14,542.5,2.69642857142857,37.75,3.63098547569503,2.63905732961526,0.991928146079775
"34939","-",32,0.0189063877662384,12,450.5,3.04513888888889,36.5416666666667,3.59845316202424,2.484906649788,1.11354651223624
"200263","Tex15",33,0.0188084694988391,59.6,3659.3,1.01338340615288,60.3976510067114,4.10095021356715,4.0876555740713,0.0132946394958447
"372852","Nat8f2",34,0.018547842542437,14.2,258.2,1.21007736560206,17.1830985915493,2.84392626068599,2.65324196460721,0.190684296078772
"293467","-",35,0.0185154228323334,11.8,417.2,2.91151967825337,34.3559322033898,3.53677470254628,2.46809953147162,1.06867517107466
"142235","Nsl1",36,0.0185033768106177,12.2,477.2,3.12416017199678,38.1147540983607,3.64060145384815,2.50143595173921,1.13916550210893
"415437","Pum1",37,0.0184022123707509,11.6,309.3,2.21239595719382,25.6637931034483,3.24508116990941,2.45100509811232,0.794076071797093
"190452","Sugt1",38,0.0184004648131399,10.8,399.2,3.32990397805213,35.962962962963,3.582489602287,2.37954613413017,1.20294346815682
"406858","LOC102551711",39,0.0183982756875308,13,297,1.68047337278107,21.8461538461538,3.08402488069967,2.56494935746154,0.519075523238133
"215708","Phactr1",40,0.0183957581582993,14,269.5,1.30357142857143,18.25,2.9041650800285,2.63905732961526,0.265107750413242
"162147","LOC103693231",41,0.0183023581499087,10.6,400.8,3.47276610893556,36.811320754717,3.60580542707099,2.36085400111802,1.24495142595297
"91430","Utp6",42,0.0183010725970251,10.6,363.8,3.1434674261303,33.3207547169811,3.50618046761178,2.36085400111802,1.14532646649376
"349512","-",43,0.0182236532393231,22,744,1.49173553719008,32.8181818181818,3.49098268553451,3.09104245335832,0.399940232176195
"229996","Fam107b",44,0.0181613893175768,11.2,345.2,2.66262755102041,29.8214285714286,3.39522721467565,2.41591377830105,0.979313436374603
"231436","Abi1",45,0.0181466109281754,12,249.5,1.64930555555556,19.7916666666667,2.9852609736867,2.484906649788,0.500354323898695
"77020","Smarce1",46,0.0181167340645391,44.4,1912.8,0.947772096420745,42.0810810810811,3.73959825918977,3.79323946943818,-0.0536412102484053
"205134","Ccdc124",47,0.0181036350851964,12,232.5,1.53125,18.375,2.9109910450989,2.484906649788,0.4260843953109
"417259","Padi2",48,0.0180961940082238,13.2,871.2,4.92424242424242,65,4.17438726989564,2.58021682959233,1.59417044030331
"190957","-",49,0.018053474321474,29.6,3475.3,3.93272918188459,116.408783783784,4.75710799451022,3.38777436133001,1.3693336331802
"541605","-",50,0.0180522010092977,10.8,331.7,2.75120027434842,29.712962962963,3.39158341398564,2.37954613413017,1.01203727985546
"229213","-",51,0.0180463937034908,43.8,3669.7,1.89002522883176,82.7831050228311,4.41622399495309,3.7796338173824,0.636590177570692
"154205","Alb",52,0.0180233110021817,28.6,2014.3,2.42762482272972,69.4300699300699,4.24032005796718,3.35340671782581,0.886913340141373
"96831","LOC102547853",53,0.0179929003184939,40.6,4359.8,2.62030139047295,106.384236453202,4.66705741229639,3.70376806660769,0.963289345688703
"236082","Sema6a",54,0.0178865428454318,18.2,568.2,1.66042748460331,30.2197802197802,3.40849668414377,2.90142159408275,0.507075090061017
"197738","Spock3",55,0.0178755835003875,9.8,370.2,3.75260308204914,36.7755102040816,3.60483214005766,2.28238238567653,1.32244975438113
"161838","-",56,0.0178735449407625,9.8,285.2,2.86755518533944,28.1020408163265,3.33584220061803,2.28238238567653,1.0534598149415
"230763","-",57,0.0178447524443811,10.2,286.2,2.65282583621684,27.0588235294118,3.29801314542692,2.32238772029023,0.975625425136699
"61749","-",58,0.0177571903023331,10.2,340.2,3.17185697808535,32.3529411764706,3.4767049341703,2.32238772029023,1.15431721388008
"187199","Mmp14",59,0.0177321920334056,10,237.5,2.275,22.75,3.12456514539696,2.30258509299405,0.821980052402914
"515480","LOC120094274",60,0.0177209993503589,28.6,1862.8,2.24240794170864,64.1328671328671,4.16095698029904,3.35340671782581,0.80755026247323
"29659","Got1",61,0.0176926808238784,12.6,207.8,1.22952884857647,15.4920634920635,2.74032786002156,2.53369681395743,0.206631046064128
"157980","Anapc4",62,0.0176915200888961,13.6,247.3,1.26351643598616,17.1838235294118,2.84396844880281,2.61006979274201,0.2338986560608
"256759","Aktip",63,0.0176408024635555,15.4,220.8,0.866081969978074,13.3376623376623,2.59059178807487,2.73436750941958,-0.143775721344709
"205734","-",64,0.0175435777485324,10.2,216.2,1.98000768935025,20.1960784313726,3.00548844849936,2.32238772029023,0.68310072820913
"469243","Olr1050-ps",65,0.0175020643979852,46.8,4998.7,2.26089378332968,105.809829059829,4.66164341737587,3.8458832029236,0.815760214452265
"454206","LOC102556504",66,0.0175015162399518,9.8,203.2,2.01374427321949,19.734693877551,2.98237819734267,2.28238238567653,0.699995811666141
"441288","LOC120103499",67,0.0174858575451903,31.2,1849.7,1.86811719263642,58.2852564102564,4.06534916961161,3.44041809481544,0.62493107479617
"246208","Camk2a",68,0.0174553403229552,90,10810.5,1.32351851851852,119.116666666667,4.78010340499788,4.49980967033027,0.280293734667613
