"rank","feature_id","gene_symbol","abs_loading","mu","variance","nb1","nb2","alpha_mu","log_variance","log_nb1","log_nb2","log_alpha_mu","nb_gap","var_fit","d1","d2","nb_support"
1342,"308391","RT1-N2",0.000116284723875671,2,3.5,2,1.5,0.75,1.50407739677627,1.09861228866811,0.916290731874155,-0.287682072451781,-0.182321556793954,2.26275165855693,0.00214754003020824,-5.99308386795763e-06,0.209547562837038
1343,"375796","Tada3",0.000116468852221269,4.8,20.7,4.8,15.9,3.3125,3.07731226054641,1.75785791755237,2.82731362192903,1.19770319131234,1.06945570437665,2.2648962018034,0.002141546220918,-5.99453471252653e-06,0.309827322573777
1344,"212341","Tubgcp3",0.000116772004918768,12.8,43.7,12.8,30.9,2.4140625,3.79997350161952,2.62466859216316,3.4626060097908,0.881311012978128,0.83793741762764,2.26703475051515,0.00213555096078319,-5.99598555709544e-06,0.306993737162897
1345,"93354","Car10",0.000117351047921126,13.4,6.8,13.4,0,NA,2.05412373369555,2.66722820658195,0,NA,-2.66722820658195,2.26916730324135,0.00212955424980381,-5.99743640166434e-06,0.0499373602547242
1346,"377144","Ccdc77",0.000117392355521387,4.2,0.7,4.2,0,NA,0.53062825106217,1.64865862558738,0,NA,-1.64865862558738,2.27129385853115,0.00212355608797986,-5.99888724623324e-06,0.0883126836737429
1347,"65961","Fam234a",0.00011786674377292,16.8,129.7,16.8,112.9,6.72023809523809,4.87290462063018,2.87919845729804,4.73532087045314,1.9051235847464,1.8561224131551,2.2734144149337,0.00211755647531134,-6.00033809080215e-06,0.379262407620592
1348,"12092","Nell1",0.000118990282313613,5,1,5,0,NA,0.693147180559945,1.79175946922805,0,NA,-1.79175946922805,2.27552897099815,0.00211155541179826,-6.00178893537105e-06,0.0829212590143857
1349,"293746","Naaladl2",0.000119192629086352,5.6,28.3,5.6,22.7,4.05357142857143,3.37758751602302,1.88706964903238,3.16547504814109,1.39959832674625,1.27840539910871,2.27763752527368,0.0021055528974406,-6.00323977993996e-06,0.3257595116871
1350,"312345","Slc25a16",0.000120004248404021,2.2,9.2,2.2,7,3.18181818181818,2.32238772029023,1.16315080980568,2.07944154167984,1.15745278869104,0.916290731874155,2.27974007630942,0.00209954893223838,-6.00469062450886e-06,0.292331834385814
1351,"462309","Eif2s1",0.000120004248404021,2.2,9.2,2.2,7,3.18181818181818,2.32238772029023,1.16315080980568,2.07944154167984,1.15745278869104,0.916290731874155,2.28183662265454,0.00209354351619158,-6.00614146907777e-06,0.292331834385814
1352,"549876","Maip1",0.000120004248404021,2.2,9.2,2.2,7,3.18181818181818,2.32238772029023,1.16315080980568,2.07944154167984,1.15745278869104,0.916290731874155,2.28392716285819,0.00208753664930022,-6.00759231364667e-06,0.292331834385814
1353,"319513","Smpdl3a",0.000120759292702838,6,31.5,6,25.5,4.25,3.48124008933569,1.94591014905531,3.27714473299218,1.44691898293633,1.33123458393686,2.28601169546952,0.00208152833156429,-6.00904315821558e-06,0.330139195862988
1354,"141169","Ephx1",0.000121800309797884,32.6,714.3,32.6,681.7,20.9110429447853,6.57270203511434,3.51452606696916,6.52605552442423,3.04027738999608,3.01152945745508,2.2880902190377,0.00207551856298379,-6.01049400278448e-06,0.466481699248683
1355,"28623","Pank1",0.000123169280551726,2.4,5.3,2.4,2.9,1.20833333333333,1.84054963339749,1.22377543162212,1.3609765531356,0.189241999638528,0.137201121513485,2.29016273211188,0.00206950734355872,-6.01194484735339e-06,0.236816549545066
1356,"20259","Dkk3",0.000123192521205641,2.4,5.3,2.4,2.9,1.20833333333333,1.84054963339749,1.22377543162212,1.3609765531356,0.189241999638528,0.137201121513485,2.2922292332412,0.00206349467328908,-6.01339569192229e-06,0.236816549545066
1357,"511221","Cox7a2",0.000123780193387032,5.4,6.3,5.4,0.899999999999999,0.166666666666667,1.98787434815435,1.85629799036563,0.641853886172394,-1.79175946922806,-1.21444410419323,2.29428972097484,0.00205748055217488,-6.0148465364912e-06,0.142029092390151
1358,"249925","Bbs2",0.000123794556015655,6.8,67.7,6.8,60.9,8.95588235294118,4.2297491992283,2.05412373369555,4.12552017969055,2.19231056253379,2.071396445995,2.29634419386194,0.0020514649802161,-6.0162973810601e-06,0.381402044596009
1359,"536113","Zfp451",0.000123974277634931,9.2,101.2,9.2,92,10,4.6269316777696,2.32238772029023,4.53259949315326,2.30258509299405,2.21021177286303,2.29839265045166,0.00204544795741276,-6.017748225629e-06,0.394488530103078
1360,"499068","Cntn1",0.000125033508670382,23.4,64.3,23.4,40.9,1.74786324786325,4.17899203628239,3.19458313229916,3.73528582692809,0.5583940406851,0.540702694628936,2.30043508929315,0.00203942948376484,-6.01919907019791e-06,0.296211116036897
1361,"235979","Ccdc112",0.00012614484747911,91.6,3377.8,91.6,3286.2,35.8755458515284,8.12527589585334,4.52828914165213,8.0977914175692,3.58005588933765,3.56950227591707,2.30247150893557,0.00203340955927236,-6.02064991476681e-06,0.520362132465195
1362,"258435","Tmem184c",0.000126301951316978,12,64,12,52,4.33333333333333,4.17438726989564,2.56494935746154,3.97029191355212,1.46633706879343,1.40534255609059,2.30450190792808,0.00202738818393531,-6.02210075933572e-06,0.34421087669314
1363,"150293","LOC103692325",0.000126465150087872,3.8,13.2,3.8,9.4,2.47368421052632,2.65324196460721,1.56861591791385,2.34180580614733,0.905708622543618,0.773189888233482,2.30652628481983,0.00202136535775369,-6.02355160390462e-06,0.286994419474718
1364,"195277","Wapl",0.000126465150087872,3.8,13.2,3.8,9.4,2.47368421052632,2.65324196460721,1.56861591791385,2.34180580614733,0.905708622543618,0.773189888233482,2.30854463815997,0.0020153410807275,-6.02500244847353e-06,0.286994419474718
1365,"136464","-",0.000126792639284434,44.6,567.3,44.6,522.7,11.719730941704,6.34264944830308,3.81990771652034,6.26091900128544,2.46127382669286,2.4410112847651,2.31055696649767,0.00200931535285674,-6.02645329304243e-06,0.433440082081411
1366,"292406","Sema5a",0.000127368471386602,5.2,37.7,5.2,32.5,6.25,3.65583960003574,1.82454929205105,3.51154543883102,1.83258146374831,1.68699614677998,2.31256326838207,0.00200328817414141,-6.02790413761134e-06,0.352516868845727
1367,"117299","Cebpd",0.000127547591982485,17.6,103.3,17.6,85.7,4.86931818181818,4.64727136200673,2.92316158071916,4.4624538837865,1.58295392355963,1.53929230306734,2.31456354236234,0.00199725954458152,-6.02935498218024e-06,0.358771197826117
1368,"170650","Tmem129",0.000130444099419791,17.6,54.3,17.6,36.7,2.08522727272727,4.01277290852829,2.92316158071916,3.62966009445396,0.734877853016418,0.706498513734809,2.31655778698762,0.00199122946417705,-6.03080582674914e-06,0.30292292596135
1369,"510871","Scg3",0.000131104650649166,16.8,30.7,16.8,13.9,0.827380952380952,3.45631668088323,2.87919845729804,2.70136121295141,-0.189490046272567,-0.177837244346626,2.31854600080708,0.00198519793292802,-6.03225667131805e-06,0.242289225909902
1370,"120490","Baz1b",0.00013204593168554,8,129.5,8,121.5,15.1875,4.87137322676275,2.19722457733622,4.80811102998478,2.72047272110077,2.61088645264856,2.32052818236986,0.00197916495083442,-6.03370751588695e-06,0.419481835986393
1371,"13549","Snurf",0.000132118729929794,18.8,152.2,18.8,133.4,7.09574468085106,5.03174425730649,2.98568193770049,4.90082042808905,1.95949526364562,1.91513849038856,2.32250433022513,0.00197313051789625,-6.03515836045586e-06,0.384881910796778
1372,"487678","Cry1",0.00013214924385901,4,24.5,4,20.5,5.125,3.23867845216438,1.6094379124341,3.06805293513362,1.63413052502447,1.45861502269952,2.32447444292204,0.00196709463411351,-6.03660920502476e-06,0.334398231241058
1373,"328909","-",0.000132157371631692,2.4,5.3,2.4,2.9,1.20833333333333,1.84054963339749,1.22377543162212,1.3609765531356,0.189241999638528,0.137201121513485,2.32643851900974,0.0019610572994862,-6.03806004959367e-06,0.236816549545066
1374,"101480","LOC103693540",0.000132591791805288,18.6,40.3,18.6,21.7,1.16666666666667,3.72086249996699,2.97552956623647,3.12236492448736,0.154150679827258,0.146835358250885,2.3283965570374,0.00195501851401432,-6.03951089416257e-06,0.266012462807803
1375,"117825","Fry",0.000133313272820464,5.4,39.8,5.4,34.4,6.37037037037037,3.70868208141012,1.85629799036563,3.56671182013973,1.85165761080912,1.7104138297741,2.33034855555415,0.00194897827769787,-6.04096173873147e-06,0.354507507362221
1376,"317628","Cabcoco1",0.000133581104058584,5.4,4.3,5.4,0,NA,1.66770682055808,1.85629799036563,0,NA,-1.85629799036563,2.33229451310918,0.00194293659053686,-6.04241258330038e-06,0.0804897249612863
1377,"356981","Chmp4b",0.000135327027208635,51.8,425.7,51.8,373.9,7.21814671814672,6.05608119019395,3.96651119071222,5.92665932374187,1.97659823271763,1.96014813302965,2.33423442825161,0.00193689345253127,-6.04386342786928e-06,0.403797505474869
1378,"39822","LOC102548503",0.000135469467531923,8.6,2.3,8.6,0,NA,1.19392246847243,2.26176309847379,0,NA,-2.26176309847379,2.33616829953062,0.00193084886368112,-6.04531427243819e-06,0.0652135426080053
1379,"296383","Lhfpl6",0.00013554494227348,8.6,90.3,8.6,81.7,9.5,4.51415078760092,2.26176309847379,4.41521960202965,2.2512917986065,2.15345650355585,2.33809612549536,0.00192480282398639,-6.04676511700709e-06,0.389815982863684
1380,"487927","Nfyb",0.000135716100884823,5.4,33.3,5.4,27.9,5.16666666666667,3.53514535417189,1.85629799036563,3.36384159511839,1.64222773525709,1.50754360475276,2.34001790469498,0.0019187553334471,-6.048215961576e-06,0.34083306730952
1381,"189504","Hr",0.000135988521007494,6,48.5,6,42.5,7.08333333333333,3.90197266957464,1.94591014905531,3.77276093809464,1.95774460670232,1.82685078903933,2.34193363567864,0.00191270639206324,-6.0496668061449e-06,0.363526094676298
1382,"434446","Tmem234",0.000136231043752163,9.4,102.8,9.4,93.4,9.93617021276596,4.64246597073179,2.34180580614733,4.54754107315145,2.29618165595884,2.20573526700413,2.34384331699549,0.00190665599983481,-6.05111765071381e-06,0.394471711348702
1383,"330481","Slc1a2",0.000136534529580164,14,257.5,14,243.5,17.3928571428571,5.55489569394848,2.70805020110221,5.49921530891493,2.85605961290739,2.79116510781272,2.3457469471947,0.00190060415676182,-6.05256849528271e-06,0.439039426481559
1384,"64991","Nmral1",0.00013728766861847,2.6,5.8,2.6,3.2,1.23076923076923,1.91692261218206,1.28093384546206,1.43508452528932,0.207639364778244,0.154150679827258,2.3476445248254,0.00189455086284425,-6.05401933985161e-06,0.238948687033455
1385,"287200","LOC120100675",0.00013728766861847,2.6,5.8,2.6,3.2,1.23076923076923,1.91692261218206,1.28093384546206,1.43508452528932,0.207639364778244,0.154150679827258,2.34953604843677,0.00188849611808211,-6.05547018442052e-06,0.238948687033455
1386,"542856","-",0.00013728766861847,2.6,5.8,2.6,3.2,1.23076923076923,1.91692261218206,1.28093384546206,1.43508452528932,0.207639364778244,0.154150679827258,2.35142151657795,0.00188243992247541,-6.05692102898943e-06,0.238948687033455
1387,"26309","Tmem216",0.000137822961055511,5.6,23.3,5.6,17.7,3.16071428571429,3.1904763503465,1.88706964903238,2.92852352386054,1.15079804183868,1.04145387482816,2.35330092779811,0.00187638227602413,-6.05837187355833e-06,0.309684966082981
1388,"117473","N4bp2l2",0.000137959251078823,27.4,279.3,27.4,251.9,9.19343065693431,5.63586045817074,3.34638914516716,5.53299415367592,2.21848916996454,2.18660500850876,2.35517428064639,0.00187032317872829,-6.05982271812723e-06,0.408763930159483
1389,"175084","Fhit",0.000138260604690793,4,14.5,4,10.5,2.625,2.7408400239252,1.6094379124341,2.4423470353692,0.965080896043587,0.832909122935104,2.35704157635422,0.00186427067740277,-6.04517993290923e-06,0.291654842997961
1390,"114500","-",0.000138616417508713,7.6,34.3,7.6,26.7,3.51315789473684,3.56388296393925,2.15176220325946,3.32143241319329,1.25651531811392,1.16967020993383,2.35890282688212,0.00185823281886247,-6.03053714769124e-06,0.322153411915865
1391,"40755","Rasgrp4",0.000139711933400685,3.8,28.7,3.8,24.9,6.55263157894737,3.39114704580865,1.56861591791385,3.25424296870549,1.87986673673832,1.68562705079165,2.36075804687287,0.00185220960310739,-6.01589436247324e-06,0.349288586241119
1392,"557280","Ddx3x",0.000141356450120206,99.2,2823.7,99.2,2724.5,27.4647177419355,7.94615744325122,4.60716818865076,7.91040717650434,3.31290218973233,3.30323898785357,2.36260725096926,0.00184620103013752,-6.00125157725524e-06,0.503939544096992
1393,"174760","-",0.000142449157645116,2.4,11.3,2.4,8.9,3.70833333333333,2.50959926237837,1.22377543162212,2.29253475714054,1.31058253938419,1.06875932551843,2.36445045381408,0.00184020709995288,-5.98660879203724e-06,0.303530318514902
1394,"309424","Fkbp5",0.000142449157645116,2.4,11.3,2.4,8.9,3.70833333333333,2.50959926237837,1.22377543162212,2.29253475714054,1.31058253938419,1.06875932551843,2.3662876700501,0.00183422781255345,-5.97196600681924e-06,0.303530318514902
1395,"348063","Ckap5",0.000142636637986178,33.2,132.7,33.2,99.5,2.99698795180723,4.8955984841079,3.53222564406856,4.61015772749913,1.0976077682421,1.07793208343057,2.36811891432011,0.00182826316793924,-5.95732322160124e-06,0.337760464351142
1396,"576077","Rnf113a1",0.000143667241576287,4.4,10.3,4.4,5.9,1.34090909090909,2.42480272571829,1.68639895357023,1.93152141160321,0.293347809987458,0.245122458032985,2.3699442012669,0.00182231316611025,-5.94268043638325e-06,0.25174259663978
1397,"34761","Rspo3",0.000143910860235573,11,139,11,128,11.6363636363636,4.9416424226093,2.484906649788,4.85981240436167,2.45413499112125,2.37490575457367,2.37176354553326,0.00181637780706647,-5.92803765116525e-06,0.407887036565576
1398,"234826","Arap3",0.000144044939985074,32.6,315.3,32.6,282.7,8.67177914110429,5.7566911303116,3.51452606696916,5.64791734181481,2.16007397632688,2.13339127484565,2.37357696176197,0.00181045709080792,-5.91339486594725e-06,0.407937700894004
1399,"412998","Tmem69",0.000145176426106475,7.8,65.7,7.8,57.9,7.42307692307692,4.20020495292158,2.17475172148416,4.07584109065754,2.0045936508834,1.90108936917338,2.3753844645958,0.00180455101733458,-5.89875208072925e-06,0.371672044896386
1400,"311911","-",0.000145258435130887,25,193,25,168,6.72,5.26785815906333,3.25809653802148,5.12989871492307,1.90508815453506,1.87180217690159,2.37718606867756,0.00179865958664646,-5.88410929551125e-06,0.386334601455396
1401,"322096","Dolk",0.000145417686376519,13.6,118.8,13.6,105.2,7.73529411764706,4.78582368568135,2.68102152871429,4.66532410880784,2.0457935075616,1.98430258009355,2.37898178865003,0.00179278279874356,-5.86946651029325e-06,0.384752731780399
1402,"397465","Syn2",0.000146081413884359,3,11,3,8,2.66666666666667,2.484906649788,1.38629436111989,2.19722457733622,0.980829253011726,0.810930216216329,2.38077163915598,0.00178692065362587,-5.85482372507525e-06,0.287340346942112
1403,"534674","Kcnq5",0.000146081413884359,3,11,3,8,2.66666666666667,2.484906649788,1.38629436111989,2.19722457733622,0.980829253011726,0.810930216216329,2.38255563483821,0.00178107315129341,-5.84018093985726e-06,0.287340346942112
1404,"410310","Psip1",0.000146142163716884,47.8,1461.2,47.8,1413.4,29.5690376569038,7.28769742985922,3.8877303128591,7.25446069188338,3.38672778875934,3.36673037902428,2.38433379033949,0.00177524029174616,-5.82553815463926e-06,0.496244293485113
1405,"115635","-",0.000146380590871684,1.6,5.3,1.6,3.7,2.3125,1.84054963339749,0.955511445027436,1.54756250871601,0.838329190404443,0.592051063688576,2.38610612030263,0.00176942207498413,-5.81089536942126e-06,0.267344909325005
1406,"145202","R3hdm1",0.000146380590871684,1.6,5.3,1.6,3.7,2.3125,1.84054963339749,0.955511445027436,1.54756250871601,0.838329190404443,0.592051063688576,2.38787263937039,0.00176361850100732,-5.79625258420326e-06,0.267344909325005
1407,"443909","-",0.000146380590871684,1.6,5.3,1.6,3.7,2.3125,1.84054963339749,0.955511445027436,1.54756250871601,0.838329190404443,0.592051063688576,2.38963336218557,0.00175782956981572,-5.78160979898526e-06,0.267344909325005
1408,"397050","Brpf1",0.000146428589256645,8,23,8,15,1.875,3.17805383034795,2.19722457733622,2.77258872223978,0.628608659422374,0.575364144903562,2.39138830339095,0.00175205528140935,-5.76696701376726e-06,0.282510498710529
1409,"546832","-",0.00014850669034262,2.6,6.8,2.6,4.2,1.61538461538461,2.05412373369555,1.28093384546206,1.64865862558738,0.479573080261886,0.367724780125317,2.39313747762932,0.00174629563578819,-5.75232422854926e-06,0.254608629212476
1410,"80131","Jpt1",0.000148695805826334,49.8,159.2,49.8,109.4,2.19678714859438,5.07642303463426,3.92789635458444,4.70411013384299,0.786995905957274,0.776213779258558,2.39488089954345,0.00174055063295225,-5.73768144333126e-06,0.324142098281893
1411,"558358","Fam104b",0.000148718553162626,19,73,19,54,2.84210526315789,4.30406509320417,2.99573227355399,4.00733318523247,1.04454506739783,1.01160091167848,2.39661858377615,0.00173482027290152,-5.72303865811326e-06,0.324586545611492
1412,"394772","Slc6a6",0.000148772109138983,4.2,7.2,4.2,3,0.714285714285714,2.10413415427021,1.64865862558738,1.38629436111989,-0.336472236621213,-0.262364264467491,2.39835054497019,0.00172910455563602,-5.70839587289527e-06,0.214294553320044
1413,"224357","Fam120a",0.000149349671019795,7.2,13.2,7.2,6,0.833333333333333,2.65324196460721,2.10413415427021,1.94591014905531,-0.182321556793955,-0.158224005214894,2.40007679776835,0.00172340348115573,-5.69375308767727e-06,0.230170023983939
1414,"294322","LOC120100795",0.000149349671019795,7.2,13.2,7.2,6,0.833333333333333,2.65324196460721,2.10413415427021,1.94591014905531,-0.182321556793955,-0.158224005214894,2.40179735681343,0.00171771704946067,-5.67911030245927e-06,0.230170023983939
1415,"261835","Cdk10",0.000150799113307694,2.6,6.8,2.6,4.2,1.61538461538461,2.05412373369555,1.28093384546206,1.64865862558738,0.479573080261886,0.367724780125317,2.4035122367482,0.00171204526055082,-5.66446751724127e-06,0.254608629212476
1416,"315445","Prrc2a",0.000150799113307694,2.6,6.8,2.6,4.2,1.61538461538461,2.05412373369555,1.28093384546206,1.64865862558738,0.479573080261886,0.367724780125317,2.40522145221546,0.00170638811442618,-5.64982473202327e-06,0.254608629212476
1417,"163427","Zfp644",0.000151355362999585,4.6,19.8,4.6,15.2,3.30434782608696,3.03495298670727,1.7227665977411,2.78501124223834,1.19523912435718,1.06224464449724,2.40692501785798,0.00170074561108677,-5.63518194680528e-06,0.308869594112064
1418,"440695","Emilin1",0.00015205842395892,3.4,10.3,3.4,6.9,2.02941176470588,2.42480272571829,1.48160454092422,2.06686275947298,0.707745979981098,0.58525821854876,2.40862294831856,0.00169511775053257,-5.62053916158728e-06,0.272756879869348
1419,"92028","Heatr6",0.000152962340920104,2.2,4.2,2.2,2,0.909090909090909,1.64865862558738,1.16315080980568,1.09861228866811,-0.0953101798043249,-0.0645385211375713,2.41031525823997,0.00168950453276359,-5.60589637636928e-06,0.220317973887571
1420,"124297","Zfp605",0.000152962340920104,2.2,4.2,2.2,2,0.909090909090909,1.64865862558738,1.16315080980568,1.09861228866811,-0.0953101798043249,-0.0645385211375713,2.41200196226501,0.00168390595777983,-5.59125359115128e-06,0.220317973887571
1421,"309695","Mdga1",0.000152962340920104,2.2,4.2,2.2,2,0.909090909090909,1.64865862558738,1.16315080980568,1.09861228866811,-0.0953101798043249,-0.0645385211375713,2.41368307503646,0.00167832202558129,-5.57661080593328e-06,0.220317973887571
1422,"346069","Dcaf17",0.000152962340920104,2.2,4.2,2.2,2,0.909090909090909,1.64865862558738,1.16315080980568,1.09861228866811,-0.0953101798043249,-0.0645385211375713,2.4153586111971,0.00167275273616797,-5.56196802071528e-06,0.220317973887571
1423,"326918","Scn1a",0.000154879474366553,7.2,5.7,7.2,0,NA,1.90210752639692,2.10413415427021,0,NA,-2.10413415427021,2.41702858538973,0.00166719808953986,-5.54732523549728e-06,0.0711523236465126
1424,"524000","Rab11a",0.000156251300932065,5.8,7.2,5.8,1.4,0.241379310344828,2.10413415427021,1.91692261218206,0.8754687373539,-1.42138568093116,-1.04145387482816,2.41869301225711,0.00166165808569697,-5.53268245027928e-06,0.159427190640202
1425,"213927","Ntrk2",0.000156820048950381,202.8,8649.2,202.8,8446.4,41.6489151873767,9.06533772104591,5.31713912078862,9.04161398069654,3.72927532235232,3.72447485990791,2.42035190644205,0.0016561327246393,-5.51803966506129e-06,0.543896901847179
1426,"229001","LOC102553333",0.000157028680138675,6.6,100.8,6.6,94.2,14.2727272727273,4.62301010411642,2.02814824729229,4.55597994179732,2.65835053254994,2.52783169450503,2.42200528258732,0.00165062200636685,-5.50339687984329e-06,0.411601693059881
1427,"291878","-",0.000157494781422584,2.6,6.8,2.6,4.2,1.61538461538461,2.05412373369555,1.28093384546206,1.64865862558738,0.479573080261886,0.367724780125317,2.42365315533571,0.00164512593087962,-5.48875409462529e-06,0.254608629212476
1428,"120771","-",0.000157995666562241,4.2,38.7,4.2,34.5,8.21428571428571,3.68135118769314,1.64865862558738,3.56953269648137,2.10587479874799,1.92087407089399,2.42529553933001,0.0016396444981776,-5.47411130940729e-06,0.366086482140886
1429,"288448","-",0.000158519060596544,5,56,5,51,10.2,4.04305126783455,1.79175946922805,3.95124371858143,2.32238772029023,2.15948424935337,2.42693244921299,0.0016341777082608,-5.45946852418929e-06,0.383859943887817
1430,"457149","Sypl1",0.000158713444801288,2.8,2.7,2.8,0,NA,1.30833281965018,1.33500106673234,0,NA,-1.33500106673234,2.42856389962746,0.00162872556112922,-5.44482573897129e-06,0.100129952212362
1431,"269044","Trio",0.000159234734298295,34.4,253.3,34.4,218.9,6.36337209302326,5.53851467242807,3.56671182013973,5.39317289756072,1.85055844014946,1.82646107742099,2.43018990521618,0.00162328805678286,-5.43018295375329e-06,0.388312778230672
1432,"546181","Enpp4",0.000159320556471192,22.8,143.7,22.8,120.9,5.30263157894737,4.97466263363744,3.16968558067743,4.80320103648723,1.66820322166035,1.6335154558098,2.43181048062195,0.00161786519522171,-5.41554016853529e-06,0.369000048616239
1433,"215520","Jarid2",0.000159593092028375,5.4,28.8,5.4,23.4,4.33333333333333,3.39450839351136,1.85629799036563,3.19458313229916,1.46633706879343,1.33828514193353,2.43342564048755,0.00161245697644579,-5.40089738331729e-06,0.32939574277231
1434,"332136","Nusap1",0.000159607558055846,3.6,17.3,3.6,13.7,3.80555555555556,2.90690105984738,1.52605630349505,2.68784749378469,1.33646198737201,1.16179119028964,2.43503539945577,0.00160706340045508,-5.3862545980993e-06,0.313194436880256
1435,"60513","Cnnm1",0.000160275644351166,25,128.5,25,103.5,4.14,4.86368088113959,3.25809653802148,4.64918707140487,1.42069578783722,1.39109053338338,2.43663977216939,0.00160168446724959,-5.3716118128813e-06,0.354223716055989
1436,"402566","Penk",0.000161017891225276,832.2,374462.2,832.2,373630,448.966594568613,12.8332488127587,6.72527370938682,12.8310239583399,6.10694848535,6.10575024895305,2.4382387732712,0.00159632017682932,-5.3569690276633e-06,0.726262723798756
1437,"472283","Plxnc1",0.000161325930798388,6.2,48.2,6.2,42,6.7741935483871,3.89589362349826,1.97408102602201,3.76120011569356,1.91312032623232,1.78711908967155,2.43983241740398,0.00159097052919426,-5.3423262424453e-06,0.361236217700216
1438,"287192","Gcnt4",0.000161523863434131,25.2,268.7,25.2,243.5,9.66269841269841,5.59731023014568,3.26575941076705,5.49921530891493,2.26827294800527,2.23345589814788,2.44142071921052,0.00158563552434443,-5.3276834572273e-06,0.410591879164003
1439,"486663","Abhd17a",0.000162285544704226,35.6,219.3,35.6,183.7,5.16011235955056,5.3949902538083,3.60004824040732,5.21873288720519,1.6409583543631,1.61868464679787,2.4430036933336,0.00158031516227981,-5.31304067200931e-06,0.374992180675432
1440,"9679","LOC100912787",0.000162350209972345,1.4,3.8,1.4,2.4,1.71428571428571,1.56861591791385,0.8754687373539,1.22377543162212,0.538996500732687,0.348306694268216,2.444581354416,0.00157500944300041,-5.29839788679131e-06,0.24838846191726
1441,"34554","Rnf217",0.000162350209972345,1.4,3.8,1.4,2.4,1.71428571428571,1.56861591791385,0.8754687373539,1.22377543162212,0.538996500732687,0.348306694268216,2.44615371710053,0.00156971836650623,-5.28375510157331e-06,0.24838846191726
1442,"53450","Cdipt",0.000162350209972345,1.4,3.8,1.4,2.4,1.71428571428571,1.56861591791385,0.8754687373539,1.22377543162212,0.538996500732687,0.348306694268216,2.44772079602994,0.00156444193279726,-5.26911231635531e-06,0.24838846191726
1443,"84499","Tenm2",0.000162350209972345,1.4,3.8,1.4,2.4,1.71428571428571,1.56861591791385,0.8754687373539,1.22377543162212,0.538996500732687,0.348306694268216,2.44928260584705,0.00155918014187352,-5.25446953113731e-06,0.24838846191726
1444,"95248","Hexim1",0.000162350209972345,1.4,3.8,1.4,2.4,1.71428571428571,1.56861591791385,0.8754687373539,1.22377543162212,0.538996500732687,0.348306694268216,2.45083916119462,0.00155393299373499,-5.23982674591931e-06,0.24838846191726
1445,"108224","LOC120095699",0.000162350209972345,1.4,3.8,1.4,2.4,1.71428571428571,1.56861591791385,0.8754687373539,1.22377543162212,0.538996500732687,0.348306694268216,2.45239047671545,0.00154870048838168,-5.22518396070131e-06,0.24838846191726
1446,"145639","LOC102556277",0.000162350209972345,1.4,3.8,1.4,2.4,1.71428571428571,1.56861591791385,0.8754687373539,1.22377543162212,0.538996500732687,0.348306694268216,2.45393656705231,0.00154348262581359,-5.21054117548332e-06,0.24838846191726
1447,"219044","Dip2c",0.000162350209972345,1.4,3.8,1.4,2.4,1.71428571428571,1.56861591791385,0.8754687373539,1.22377543162212,0.538996500732687,0.348306694268216,2.455477446848,0.00153827940603071,-5.19589839026532e-06,0.24838846191726
1448,"245270","Srfbp1",0.000162350209972345,1.4,3.8,1.4,2.4,1.71428571428571,1.56861591791385,0.8754687373539,1.22377543162212,0.538996500732687,0.348306694268216,2.4570131307453,0.00153309082903305,-5.18125560504732e-06,0.24838846191726
1449,"248006","Smad2",0.000162350209972345,1.4,3.8,1.4,2.4,1.71428571428571,1.56861591791385,0.8754687373539,1.22377543162212,0.538996500732687,0.348306694268216,2.458543633387,0.00152791689482062,-5.16661281982932e-06,0.24838846191726
1450,"284779","Erap1",0.000162350209972345,1.4,3.8,1.4,2.4,1.71428571428571,1.56861591791385,0.8754687373539,1.22377543162212,0.538996500732687,0.348306694268216,2.46006896941587,0.0015227576033934,-5.15197003461132e-06,0.24838846191726
1451,"311271","Ank3",0.000162350209972345,1.4,3.8,1.4,2.4,1.71428571428571,1.56861591791385,0.8754687373539,1.22377543162212,0.538996500732687,0.348306694268216,2.46158915347471,0.00151761295475139,-5.13732724939332e-06,0.24838846191726
1452,"366035","Wnt2",0.000162350209972345,1.4,3.8,1.4,2.4,1.71428571428571,1.56861591791385,0.8754687373539,1.22377543162212,0.538996500732687,0.348306694268216,2.4631042002063,0.00151248294889461,-5.12268446417532e-06,0.24838846191726
1453,"385793","-",0.000162350209972345,1.4,3.8,1.4,2.4,1.71428571428571,1.56861591791385,0.8754687373539,1.22377543162212,0.538996500732687,0.348306694268216,2.46461412425343,0.00150736758582304,-5.10804167895732e-06,0.24838846191726
1454,"412727","-",0.000162350209972345,1.4,3.8,1.4,2.4,1.71428571428571,1.56861591791385,0.8754687373539,1.22377543162212,0.538996500732687,0.348306694268216,2.46611894025888,0.00150226686553669,-5.09339889373933e-06,0.24838846191726
1455,"473027","-",0.000162350209972345,1.4,3.8,1.4,2.4,1.71428571428571,1.56861591791385,0.8754687373539,1.22377543162212,0.538996500732687,0.348306694268216,2.46761866286543,0.00149718078803556,-5.07875610852133e-06,0.24838846191726
1456,"474075","Atxn7l3b",0.000162350209972345,1.4,3.8,1.4,2.4,1.71428571428571,1.56861591791385,0.8754687373539,1.22377543162212,0.538996500732687,0.348306694268216,2.46911330671588,0.00149210935331965,-5.06411332330333e-06,0.24838846191726
