"comparison_name","arm","cutoff_anchor_rank","fixed_leading_edge_5000_rank","terminal_start_rank","interval_min_rank","interval_max_rank","pre_evs_remainder_size","pre_evs_leading_edge_size","left_n","right_n","left_median_log_nb1","right_median_log_nb1","right_left_log_nb1_diff","left_median_log_nb2","right_median_log_nb2","right_left_log_nb2_diff","left_median_nb_gap","right_median_nb_gap","right_left_nb_gap_diff","left_median_log_alpha_mu","right_median_log_alpha_mu","right_left_log_alpha_mu_diff","center_nb_support","nb_support_threshold"
"RT0_ZT6","treatment",26757,26758,26759,26757,26759,26756,5001,5001,5001,2.17475172148416,2.28238238567653,0.107630664192365,3.78418963391826,4.22683374526818,0.442644111349919,1.76190650607837,1.94591014905531,0.18400364297694,2.07944154167984,2.1639989297079,0.0845573880280632,0.64129599507432,0.269740408620412
