"feature_id","rank_trt","iod_local_amplitude_trt","cv2_local_amplitude_trt","window_left_trt","window_right_trt","window_n_trt","rank_ctrl","iod_local_amplitude_ctrl","cv2_local_amplitude_ctrl","window_left_ctrl","window_right_ctrl","window_n_ctrl","combined_rank","composite_iod_amplitude","composite_cv2_amplitude","regime_difference","local_window_left_rank","local_window_right_rank","local_window_n"
"191103",39,0.370678965672141,0.043436983426318,1,115,115,853,0.0999744708988146,0.0580214650261155,777,929,153,446,0.470653436570956,0.101458448452433,0.369194988118522,1,929,153
"358743",115,0.201885420504368,0.068806859890401,39,191,153,786,0.0685645384091913,0.0316140404147518,710,862,153,450,0.270449958913559,0.100420900305153,0.170029058608407,39,862,153
"135666",371,0.113263967479725,0.0445928101462414,295,447,153,565,0.0528223655401234,0.106436638659943,489,641,153,468,0.166086333019848,0.151029448806185,0.0150568842136636,295,641,153
"40470",868,0.0615301479365371,0.0746340302648605,792,944,153,67,0.420732117066109,0.0860496007296661,1,143,143,468,0.482262265002646,0.160683630994527,0.321578634008119,1,944,153
"456937",409,0.0628280494884166,0.103591037999649,333,485,153,538,0.0666873533455146,0.07253351188956,462,614,153,474,0.129515402833931,0.176124549889209,-0.0466091470552783,333,614,153
"561147",908,0.0801933564871433,0.1246770399448,832,984,153,72,0.407070929962174,0.0534029763259696,1,148,148,490,0.487264286449317,0.178080016270769,0.309184270178548,1,984,153
"121306",815,0.0851702412983286,0.101254107717978,739,891,153,173,0.0681322268318354,0.0986341402631297,97,249,153,494,0.153302468130164,0.199888247981107,-0.0465857798509433,97,891,153
"415415",221,0.0784475009913876,0.0550805514158128,145,297,153,767,0.0592077069213701,0.0696962723759498,691,843,153,494,0.137655207912758,0.124776823791763,0.0128783841209952,145,843,153
"398221",288,0.121540687343668,0.0401440484520208,212,364,153,704,0.0399113556013617,0.141951770356172,628,780,153,496,0.161452042945029,0.182095818808193,-0.0206437758631637,212,780,153
"102615",727,0.0369896583110858,0.179336995905032,651,803,153,283,0.0784152616870415,0.0752047391524684,207,359,153,505,0.115404919998127,0.254541735057501,-0.139136815059373,207,803,153
"151995",348,0.0458154681500673,0.0371089412483343,272,424,153,675,0.130623040986393,0.0978868194870302,599,751,153,512,0.17643850913646,0.134995760735364,0.0414427484010957,272,751,153
"523585",641,0.0519233431004977,0.0336711382328758,565,717,153,431,0.0505199833014558,0.0383442293832559,355,507,153,536,0.102443326401954,0.0720153676161317,0.0304279587858218,355,717,153
"275266",628,0.041122687911411,0.183437990908715,552,704,153,452,0.0664093701516322,0.0628774851593334,376,528,153,540,0.107532058063043,0.246315476068048,-0.138783418005005,376,704,153
"147800",75,0.452309320074164,0.0689437098854455,1,151,151,1040,0.0685834942269139,0.168032914443756,964,1116,153,558,0.520892814301078,0.236976624329202,0.283916189971876,1,1116,153
"411561",1046,0.055781708102586,0.117064966972976,970,1122,153,79,0.345154457920671,0.0332143499098265,3,155,153,562,0.400936166023257,0.150279316882802,0.250656849140455,3,1122,153
"503805",250,0.0901726709325885,0.0324542163534716,174,326,153,888,0.0466525306278527,0.0422403928951098,812,964,153,569,0.136825201560441,0.0746946092485814,0.0621305923118598,174,964,153
"559930",803,0.102206660167212,0.344189502910012,727,879,153,355,0.0519463922028081,0.0405669475921968,279,431,153,579,0.15415305237002,0.384756450502209,-0.230603398132189,279,879,153
"287602",398,0.115573173618031,0.0365956537752936,322,474,153,764,0.0378778664241963,0.111332260123163,688,840,153,581,0.153451040042228,0.147927913898457,0.00552312614377115,322,840,153
"138565",959,0.071108104672021,0.195914365431236,883,1035,153,216,0.127886823157951,0.0716333036434662,140,292,153,588,0.198994927829972,0.267547669074702,-0.06855274124473,140,1035,153
"67520",895,0.0269930629592636,0.136612210029853,819,971,153,294,0.0844044593920898,0.0598765174963773,218,370,153,594,0.111397522351353,0.19648872752623,-0.0850912051748764,218,971,153
"454193",692,0.134062014585652,0.13697767782287,616,768,153,498,0.0531100491305097,0.0937423313862382,422,574,153,595,0.187172063716162,0.230720009209108,-0.0435479454929464,422,768,153
"270602",1150,0.0955264275762602,0.297613739559893,1074,1226,153,52,0.437711607831261,0.0820270998751766,1,128,128,601,0.533238035407521,0.379640839435069,0.153597195972452,1,1226,153
"557766",227,0.114508957967701,0.11783589769766,151,303,153,990,0.0773395727264869,0.0313203708208789,914,1066,153,608,0.191848530694188,0.149156268518539,0.0426922621756489,151,1066,153
"371176",877,0.042749672186801,0.106435623623838,801,953,153,349,0.0489878872313056,0.0261876342988216,273,425,153,613,0.0917375594181067,0.13262325792266,-0.0408856985045531,273,953,153
"536051",847,0.0398962120125361,0.116600937766634,771,923,153,381,0.0862864671062198,0.0161022614310014,305,457,153,614,0.126182679118756,0.132703199197636,-0.0065205200788796,305,923,153
"494081",48,0.370334956083752,0.111503315913069,1,124,124,1218,0.0971074689764464,0.370332293299725,1142,1294,153,633,0.467442425060199,0.481835609212794,-0.0143931841525955,1,1294,153
"96936",59,0.433394282529662,0.0369883981888961,1,135,135,1256,0.0246508716563767,0.101517871051328,1180,1332,153,658,0.458045154186038,0.138506269240224,0.319538884945814,1,1332,153
"70404",739,0.0477209886131362,0.0652744237995648,663,815,153,585,0.0379618469305569,0.0594848317296055,509,661,153,662,0.0856828355436932,0.12475925552917,-0.0390764199854772,509,815,153
"234069",356,0.0410718904295209,0.093852565252746,280,432,153,976,0.0537019704170234,0.0777385837354814,900,1052,153,666,0.0947738608465443,0.171591148988227,-0.0768172881416831,280,1052,153
"508378",857,0.0633109966256598,0.129050066138007,781,933,153,476,0.0690103634158277,0.0507285430549018,400,552,153,666,0.132321360041487,0.179778609192908,-0.0474572491514209,400,933,153
"465788",1009,0.0375922780694964,0.14852704416262,933,1085,153,330,0.0688919219614945,0.042658270353968,254,406,153,670,0.106484200030991,0.191185314516588,-0.0847011144855969,254,1085,153
"523349",1017,0.122781131442025,0.00704029272037587,941,1093,153,338,0.0564967944901582,0.0690453919050924,262,414,153,678,0.179277925932183,0.0760856846254683,0.103192241306715,262,1093,153
"227929",941,0.0738813094430952,0.0637425204840838,865,1017,153,425,0.0495560320746335,0.0907553407896557,349,501,153,683,0.123437341517729,0.15449786127374,-0.0310605197560108,349,1017,153
"319615",251,0.0990536081553728,0.0332224331864381,175,327,153,1142,0.0740809337221435,0.133687024113215,1066,1218,153,696,0.173134541877516,0.166909457299653,0.00622508457786353,175,1218,153
"463211",1222,0.107460832201468,0.177281342985225,1146,1298,153,171,0.0884527402674848,0.0573744574135162,95,247,153,696,0.195913572468953,0.234655800398741,-0.038742227929788,95,1298,153
"551684",943,0.0855175231517933,0.122139764622261,867,1019,153,450,0.0704223080492739,0.0617496190534439,374,526,153,696,0.155939831201067,0.183889383675705,-0.027949552474638,374,1019,153
"469101",177,0.0857164670387647,0.0285137523054573,101,253,153,1219,0.0999585356330499,0.424097444978543,1143,1295,153,698,0.185675002671815,0.452611197284,-0.266936194612185,101,1295,153
"178467",319,0.173252918575599,0.0365042489098073,243,395,153,1092,0.0728664164162183,0.064287408961718,1016,1168,153,706,0.246119334991818,0.100791657871525,0.145327677120292,243,1168,153
"577411",812,0.0728570743413002,0.020890138035611,736,888,153,600,0.0670988891924935,0.0357415750640939,524,676,153,706,0.139955963533794,0.0566317130997049,0.0833242504340888,524,888,153
"38323",271,0.112445814971579,0.0453204678133261,195,347,153,1143,0.0594480937652406,0.108686572450097,1067,1219,153,707,0.17189390873682,0.154007040263423,0.017886868473397,195,1219,153
"111042",1294,0.117883376231475,0.18432577396743,1218,1370,153,128,0.188331592969462,0.100007477047939,52,204,153,711,0.306214969200937,0.284333251015369,0.0218817181855684,52,1370,153
"224215",86,0.339316748516012,0.0774518585668602,10,162,153,1356,0.140045448453748,0.352507725925534,1280,1432,153,721,0.47936219696976,0.429959584492394,0.0494026124773654,10,1432,153
"298422",487,0.0603267966052954,0.100879756380891,411,563,153,955,0.0257978647663322,0.0630321646281118,879,1031,153,721,0.0861246613716276,0.163911921009003,-0.0777872596373754,411,1031,153
"222049",113,0.20637230569173,0.0790373221053642,37,189,153,1330,0.222801161886309,0.196516778276418,1254,1406,153,722,0.429173467578039,0.275554100381783,0.153619367196256,37,1406,153
"333672",1293,0.111829851601215,0.184749288928288,1217,1369,153,161,0.128138712897453,0.105833084210872,85,237,153,727,0.239968564498668,0.290582373139159,-0.0506138086404917,85,1369,153
"39125",1446,0.0832646911367192,0.120087820469053,1370,1522,153,20,0.379029500521938,0.0350755493076349,1,96,96,733,0.462294191658657,0.155163369776687,0.307130821881969,1,1522,153
"62451",304,0.142022452990204,0.0609927416203391,228,380,153,1163,0.115790828371246,0.111226096174505,1087,1239,153,734,0.25781328136145,0.172218837794844,0.0855944435666061,228,1239,153
"327657",654,0.0577915853828017,0.0696351831484208,578,730,153,823,0.039065067172487,0.0846725169740239,747,899,153,738,0.0968566525552887,0.154307700122445,-0.0574510475671559,578,899,153
"17379",939,0.0839789387209748,0.0272515053675306,863,1015,153,560,0.0752902045969677,0.111738386951174,484,636,153,750,0.159269143317943,0.138989892318705,0.0202792509992378,484,1015,153
"261596",559,0.0719585994811496,0.150633483695856,483,635,153,941,0.0641615479034954,0.114807196758193,865,1017,153,750,0.136120147384645,0.265440680454049,-0.129320533069404,483,1017,153
"264527",269,0.106148034679791,0.0484033632001228,193,345,153,1236,0.0379119509716475,0.0137441165024939,1160,1312,153,752,0.144059985651438,0.0621474797026167,0.0819125059488215,193,1312,153
"531085",949,0.0920402126903355,0.23830337045365,873,1025,153,575,0.0302231947680411,0.104449562300942,499,651,153,762,0.122263407458377,0.342752932754593,-0.220489525296216,499,1025,153
"253857",551,0.0649203703649164,0.043876306295715,475,627,153,978,0.0717018908435421,0.0703502477754228,902,1054,153,764,0.136622261208458,0.114226554071138,0.0223957071373206,475,1054,153
"282618",785,0.0606650363770314,0.17856661901169,709,861,153,743,0.0881145381181341,0.175421745429048,667,819,153,764,0.148779574495165,0.353988364440738,-0.205208789945573,667,861,153
"71209",1396,0.102398302929942,0.451039980340283,1320,1472,153,141,0.146572394538907,0.104572479865283,65,217,153,768,0.248970697468849,0.555612460205566,-0.306641762736717,65,1472,153
"339182",555,0.0636837118272524,0.177439810388023,479,631,153,983,0.0866246216464788,0.0853318984318321,907,1059,153,769,0.150308333473731,0.262771708819855,-0.112463375346124,479,1059,153
"107498",190,0.12215093726536,0.109446123415637,114,266,153,1353,0.15115461115056,0.30339482416457,1277,1429,153,772,0.273305548415919,0.412840947580207,-0.139535399164288,114,1429,153
"458773",1345,0.0541684418967634,0.132379316635706,1269,1421,153,202,0.0869928939296187,0.0693575304735532,126,278,153,774,0.141161335826382,0.20173684710926,-0.0605755112828774,126,1421,153
"494885",770,0.0503250281162764,0.0237648639958934,694,846,153,782,0.0350327887588264,0.073783642039416,706,858,153,776,0.0853578168751028,0.0975485060353094,-0.0121906891602066,694,858,153
"211159",162,0.107305470829033,0.0655475451046641,86,238,153,1402,0.0851197840092937,0.120779329939978,1326,1478,153,782,0.192425254838327,0.186326875044642,0.00609837979368422,86,1478,153
"26948",411,0.0489354081510101,0.053506278542045,335,487,153,1157,0.0356170032764567,0.0666389421494387,1081,1233,153,784,0.0845524114274667,0.120145220691484,-0.035592809264017,335,1233,153
"148936",1550,0.0372640342211525,0.116953301461763,1474,1626,153,23,0.358880057548049,0.0355030237234359,1,99,99,786,0.396144091769202,0.152456325185199,0.243687766584003,1,1626,153
"450798",244,0.127898955083353,0.0782972765027807,168,320,153,1334,0.237201182899298,0.214446609374136,1258,1410,153,789,0.365100137982651,0.292743885876916,0.0723562521057346,168,1410,153
"571451",1182,0.10443786235885,0.132600964690027,1106,1258,153,396,0.0607721564750818,0.0238212302258489,320,472,153,789,0.165210018833932,0.156422194915876,0.00878782391805544,320,1258,153
"561653",1486,0.116157285461668,0.236665105665452,1410,1562,153,107,0.154854222504525,0.0417607840159917,31,183,153,796,0.271011507966193,0.278425889681444,-0.00741438171525033,31,1562,153
"337732",1363,0.0342270951532555,0.217945292592049,1287,1439,153,238,0.155884082882039,0.0588889466707769,162,314,153,800,0.190111178035295,0.276834239262826,-0.0867230612275307,162,1439,153
"440706",546,0.0439653746634576,0.0766687061682205,470,622,153,1106,0.0630210840463405,0.064347601353802,1030,1182,153,826,0.106986458709798,0.141016307522023,-0.0340298488122244,470,1182,153
"350228",603,0.0991286012140336,0.0368260615705367,527,679,153,1052,0.0328240341050332,0.143860412972572,976,1128,153,828,0.131952635319067,0.180686474543108,-0.0487338392240417,527,1128,153
"198770",624,0.0470791397419816,0.0775445415401919,548,700,153,1036,0.0584573246560467,0.197869874129537,960,1112,153,830,0.105536464398028,0.275414415669729,-0.169877951271701,548,1112,153
"373278",1586,0.0514311816368718,0.259677670095698,1510,1662,153,120,0.112623176622151,0.033682848861929,44,196,153,853,0.164054358259023,0.293360518957627,-0.129306160698604,44,1662,153
"548479",944,0.0845539112378901,0.152272039827949,868,1020,153,824,0.0421498186724421,0.0945619843350869,748,900,153,884,0.126703729910332,0.246834024163036,-0.120130294252704,748,1020,153
"572970",1766,0.0853017596673453,0.182147281331709,1690,1842,153,2,0.381108958630648,0.133288362334497,1,78,78,884,0.466410718297993,0.315435643666206,0.150975074631788,1,1842,153
"244867",391,0.0560735556683198,0.0291154013511914,315,467,153,1386,0.0930631237933994,0.0314645294765796,1310,1462,153,888,0.149136679461719,0.060579930827771,0.0885567486339482,315,1462,153
"52694",645,0.0468045845973393,0.0237060604677026,569,721,153,1137,0.0461492724680284,0.155693625345521,1061,1213,153,891,0.0929538570653676,0.179399685813223,-0.0864458287478556,569,1213,153
"395643",876,0.0617347966399393,0.160947944626969,800,952,153,919,0.075939672486129,0.0711862773932808,843,995,153,898,0.137674469126068,0.23213422202025,-0.0944597528941813,800,995,153
"190957",81,0.414490203926107,0.0989026754032238,5,157,153,1740,0.0260734645062257,0.264001199888298,1664,1816,153,910,0.440563668432333,0.362903875291522,0.0776597931408105,5,1816,153
"515528",1595,0.0583993680775166,0.288025678746635,1519,1671,153,242,0.191519096734737,0.122623717368697,166,318,153,918,0.249918464812254,0.410649396115332,-0.160730931303078,166,1671,153
"164506",592,0.0579127599185085,0.0938186420758029,516,668,153,1251,0.0800923065253301,0.0439353304400356,1175,1327,153,922,0.138005066443839,0.137753972515839,0.000251093928000046,516,1327,153
"15598",1730,0.0169026107814716,0.289920854585944,1654,1806,153,147,0.0821381280129572,0.0709942076850893,71,223,153,938,0.0990407387944288,0.360915062271033,-0.261874323476604,71,1806,153
"234203",1064,0.156205859788315,0.266572999229538,988,1140,153,818,0.0511141323190714,0.105698657886023,742,894,153,941,0.207319992107386,0.372271657115562,-0.164951665008175,742,1140,153
"39369",1146,0.0991514565539546,0.236897098555346,1070,1222,153,740,0.0891383069774747,0.143922100003692,664,816,153,943,0.188289763531429,0.380819198559038,-0.192529435027609,664,1222,153
"538725",1325,0.0815260392046184,0.08053253460821,1249,1401,153,562,0.0634203552745021,0.100936512368207,486,638,153,944,0.14494639447912,0.181469046976417,-0.0365226524972968,486,1401,153
"523477",611,0.143162923195632,0.0195020357350586,535,687,153,1279,0.169869754841784,0.249097195832292,1203,1355,153,945,0.313032678037416,0.26859923156735,0.044433446470066,535,1355,153
"524084",1467,0.0705865343552432,0.167737221216612,1391,1543,153,426,0.049543637408533,0.0542175257810982,350,502,153,946,0.120130171763776,0.22195474699771,-0.101824575233934,350,1543,153
"316293",1809,0.0840853992340271,0.427095037211984,1733,1885,153,87,0.291400443987641,0.0396372997259959,11,163,153,948,0.375485843221668,0.46673233693798,-0.0912464937163122,11,1885,153
"544520",1334,0.0562710794838495,0.0913849708158523,1258,1410,153,567,0.0501821752859541,0.116957184938656,491,643,153,950,0.106453254769804,0.208342155754508,-0.101888900984704,491,1410,153
"17163",157,0.111725943921556,0.070206771113476,81,233,153,1745,0.0580697166860773,0.196139978899737,1669,1821,153,951,0.169795660607633,0.266346750013213,-0.0965510894055797,81,1821,153
"62126",754,0.0696468334208475,0.211139790750167,678,830,153,1152,0.0849443961415091,0.083172564231063,1076,1228,153,953,0.154591229562357,0.29431235498123,-0.139721125418873,678,1228,153
"128848",549,0.0713361751283514,0.0753635930841483,473,625,153,1367,0.0758793278437224,0.226715112934471,1291,1443,153,958,0.147215502972074,0.302078706018619,-0.154863203046546,473,1443,153
"339880",1310,0.111522585199054,0.177584513963666,1234,1386,153,616,0.0626183336516988,0.0718330500749289,540,692,153,963,0.174140918850753,0.249417564038595,-0.0752766451878415,540,1386,153
"257831",285,0.106632792022538,0.0420861645307014,209,361,153,1646,0.0188234890956664,0.171476043280563,1570,1722,153,966,0.125456281118204,0.213562207811265,-0.0881059266930606,209,1722,153
"187206",805,0.0938820541650784,0.270468974464166,729,881,153,1135,0.0456108879443491,0.13929598194045,1059,1211,153,970,0.139492942109428,0.409764956404615,-0.270272014295188,729,1211,153
"38058",863,0.0767262926201511,0.0374558613621048,787,939,153,1080,0.0478537992426027,0.0633203516154026,1004,1156,153,972,0.124580091862754,0.100776212977507,0.0238038788852464,787,1156,153
"529357",655,0.0636839611324831,0.0964158627521101,579,731,153,1314,0.126402396723279,0.241550778126111,1238,1390,153,984,0.190086357855762,0.337966640878221,-0.147880283022459,579,1390,153
"564198",817,0.0460755312669789,0.186245412936842,741,893,153,1160,0.0575801201002832,0.0664748114832037,1084,1236,153,988,0.103655651367262,0.252720224420045,-0.149064573052783,741,1236,153
"229190",843,0.0405729036665434,0.145620091738238,767,919,153,1138,0.0477775952749653,0.147064211622762,1062,1214,153,990,0.0883504989415087,0.292684303361,-0.204333804419491,767,1214,153
"484126",1223,0.108085710453452,0.193430634288234,1147,1299,153,758,0.0496165432195994,0.157985998994263,682,834,153,990,0.157702253673051,0.351416633282497,-0.193714379609446,682,1299,153
"116967",1930,0.0872204099086957,0.569415598467458,1854,2006,153,57,0.403766368206561,0.0384237746386873,1,133,133,994,0.490986778115257,0.607839373106145,-0.116852594990888,1,2006,153
"201420",1720,0.0924982125943643,0.536765268654563,1644,1796,153,290,0.0855490617705073,0.0594374635093118,214,366,153,1005,0.178047274364872,0.596202732163874,-0.418155457799003,214,1796,153
"570244",1977,0.0381322841876681,0.142024570915964,1901,2053,153,40,0.428368289981336,0.0994667837067027,1,116,116,1008,0.466500574169004,0.241491354622667,0.225009219546337,1,2053,153
"230122",532,0.135740390518549,0.23576160853554,456,608,153,1491,0.0615067930411897,0.0949728664054419,1415,1567,153,1012,0.197247183559739,0.330734474940982,-0.133487291381243,456,1567,153
"415211",397,0.135344392023399,0.0769498873846715,321,473,153,1640,0.0174900140846148,0.210612767405109,1564,1716,153,1018,0.152834406108013,0.287562654789781,-0.134728248681768,321,1716,153
"380366",509,0.0774740294040157,0.0587093727390311,433,585,153,1532,0.104618439785554,0.190692123134795,1456,1608,153,1020,0.18209246918957,0.249401495873826,-0.0673090266842564,433,1608,153
"106460",673,0.0811033950303681,0.115714272595142,597,749,153,1378,0.111300432414282,0.0747732141226152,1302,1454,153,1026,0.19240382744465,0.190487486717757,0.0019163407268934,597,1454,153
"277976",1797,0.0920087130944012,0.488850502588321,1721,1873,153,259,0.0804172189273231,0.0816119079099735,183,335,153,1028,0.172425932021724,0.570462410498294,-0.39803647847657,183,1873,153
"410853",2069,0.123344368410471,0.490682252742772,1993,2145,153,14,0.362685824400614,0.107673837301263,1,90,90,1042,0.486030192811086,0.598356090044035,-0.11232589723295,1,2145,153
"25169",418,0.113814210089913,0.102604133822751,342,494,153,1668,0.068300581042422,0.0528704274483971,1592,1744,153,1043,0.182114791132335,0.155474561271149,0.0266402298611865,342,1744,153
"80029",1283,0.0708078990719514,0.110118258897273,1207,1359,153,804,0.0505101322301016,0.0733768509999209,728,880,153,1044,0.121318031302053,0.183495109897194,-0.0621770785951412,728,1359,153
"573772",839,0.0522647892721579,0.095714466413483,763,915,153,1260,0.0269375667376153,0.129284346599889,1184,1336,153,1050,0.0792023560097732,0.224998813013372,-0.145796457003598,763,1336,153
"527038",1745,0.0384511126776488,0.118710752940387,1669,1821,153,363,0.0619400298128312,0.0640607735695085,287,439,153,1054,0.10039114249048,0.182771526509896,-0.0823803840194159,287,1821,153
"234826",861,0.0912682559210225,0.0826681572671077,785,937,153,1262,0.0331505074973393,0.163358677076758,1186,1338,153,1062,0.124418763418362,0.246026834343866,-0.121608070925504,785,1338,153
"474195",1980,0.0579631316704763,0.0859618844842771,1904,2056,153,144,0.165850637188669,0.0674176252063603,68,220,153,1062,0.223813768859145,0.153379509690637,0.0704342591685077,68,2056,153
"120269",2082,0.0808983171009459,0.375342978688423,2006,2158,153,74,0.411527828030557,0.0544902690343747,1,150,150,1078,0.492426145131503,0.429833247722797,0.062592897408706,1,2158,153
"296082",1207,0.0999958601678372,0.273069950606441,1131,1283,153,954,0.0283575587970972,0.0745599569629576,878,1030,153,1080,0.128353418964934,0.347629907569399,-0.219276488604464,878,1283,153
"56183",562,0.0406077494921533,0.149959556580143,486,638,153,1599,0.0362769781131647,0.112648009831901,1523,1675,153,1080,0.0768847276053179,0.262607566412044,-0.185722838806726,486,1675,153
"143546",1836,0.0589751102525042,0.39335990260588,1760,1912,153,326,0.115896473142584,0.0864336237323187,250,402,153,1081,0.174871583395088,0.479793526338199,-0.30492194294311,250,1912,153
"568702",1751,0.0755662657393259,0.104432467574952,1675,1827,153,413,0.042577894328133,0.167813640775421,337,489,153,1082,0.118144160067459,0.272246108350373,-0.154101948282914,337,1827,153
"265844",1218,0.0833341744655627,0.10824363771826,1142,1294,153,949,0.0263352633674003,0.11402394329707,873,1025,153,1084,0.109669437832963,0.222267581015331,-0.112598143182367,873,1294,153
"567270",2028,0.0665440752563882,0.20610024088819,1952,2104,153,139,0.162242861446884,0.103728693500216,63,215,153,1084,0.228786936703273,0.309828934388406,-0.0810419976851335,63,2104,153
"514166",622,0.0662306208296286,0.0552615292754126,546,698,153,1554,0.0422936732029484,0.0625492734725412,1478,1630,153,1088,0.108524294032577,0.117810802747954,-0.00928650871537684,546,1630,153
