"comparison","total_features","leading_edge_fixed_k","control_cutoff_anchor_rank","control_reference_rank_5000_from_right","control_terminal_start_rank","control_interval_rank_min","control_interval_rank_max","control_pre_evs_remainder_size","control_pre_evs_leading_edge_size","control_left_n","control_right_n","control_left_median_log_nb2","control_right_median_log_nb2","control_right_left_log_nb2_diff","control_left_median_nb_gap","control_right_median_nb_gap","control_right_left_nb_gap_diff","control_left_median_log_alpha_mu","control_right_median_log_alpha_mu","control_right_left_log_alpha_mu_diff","control_nb_support_threshold","treatment_cutoff_anchor_rank","treatment_reference_rank_5000_from_right","treatment_terminal_start_rank","treatment_interval_rank_min","treatment_interval_rank_max","treatment_pre_evs_remainder_size","treatment_pre_evs_leading_edge_size","treatment_left_n","treatment_right_n","treatment_left_median_log_nb2","treatment_right_median_log_nb2","treatment_right_left_log_nb2_diff","treatment_left_median_nb_gap","treatment_right_median_nb_gap","treatment_right_left_nb_gap_diff","treatment_left_median_log_alpha_mu","treatment_right_median_log_alpha_mu","treatment_right_left_log_alpha_mu_diff","treatment_nb_support_threshold"
"RT0_ZT6",31757,5000,26543,26758,26972,26543,26972,26542,5215,5215,5215,4.0517849478033,3.77045944110636,-0.281325506696946,1.88658077099771,1.75785791755237,-0.128722853445337,2.07944154167984,1.89711998488588,-0.182321556793954,0.359709831909404,26566,26758,27042,26566,27042,26565,5192,5192,5192,3.07731226054641,3.44998754583159,0.372675285285174,1.36310567608852,1.6094379124341,0.246332236345583,1.56003762006205,1.79175946922805,0.231721849166001,0.380592635116351
