"index","rank","d1_here","d2_here","var_fit_here"
22,22,-0.000213483873381394,-1.00494653228507e-11,0.00520571434040764
164,164,-0.000213713845010507,1.38422661286034e-10,-0.0251206320348095
1948,1948,0.00462997413247436,-1.23885273465633e-08,2.61063604976784
3197,3197,-0.000349897726641278,4.53300544202537e-09,4.86995617014431
3642,3642,-0.000106793811750256,-3.8340890727133e-09,4.77106176669913
3929,3929,-0.000188240286112589,5.41297271981149e-10,4.72881283187445
4404,4404,7.47975870623206e-05,-7.29521390720686e-09,4.69717694528537
4934,4934,-0.000289390685632649,2.11916347580696e-09,4.63404341914497
5505,5505,0.000403985808284649,-5.65810355746919e-09,4.68363401535953
6275,6275,-0.000368273029465765,4.08395131882775e-10,4.68710695096962
6400,6400,-0.000356430522208046,-1.5067822401981e-09,4.64188098407103
6682,6682,-0.000410372164330428,2.98637791332938e-10,4.53470654014747
7005,7005,-0.000229448560715527,-5.15967502525342e-09,4.427982062441
7417,7417,-0.000643023952521312,7.26285534677199e-09,4.24675977851266
7937,7937,0.000572952719615642,-9.22178166054603e-09,4.23756771304568
8497,8497,-0.000181169786327527,5.46417410433308e-09,4.33216457910322
8729,8729,-5.58164002134323e-05,-1.52871711684915e-09,4.30387290109187
9087,9087,-0.000352418954471183,5.84343848932367e-09,4.23153487240671
9460,9460,0.000292261252920261,-1.40782205474143e-08,4.22282803468993
10217,10217,-0.00142286215216412,3.64178338534658e-08,3.77350059910758
10842,10842,0.00161054348240826,-1.87555738345686e-08,3.86202708170329
11670,11670,-0.000680465929389954,1.13958544546922e-08,4.198603104766
12204,12204,0.000725241388640858,-5.2787598994484e-09,4.22992909217067
12803,12803,-0.00016413404462625,7.5768135026908e-10,4.41286650711673
13172,13172,0.000233608412646913,-1.73305993937738e-08,4.42358149659151
13639,13639,-0.000184395112591648,3.58684372372595e-09,4.41897808727087
14179,14179,0.000525826919063074,-1.08728582858228e-10,4.49464485247469
15646,15646,-0.00192838091688074,9.64181423721891e-09,3.70414518889671
16351,16351,0.00218074804908401,-8.67463471911529e-09,3.65234068051393
17264,17264,-0.00180771397522697,2.09366413231423e-08,3.77557404679436
17838,17838,0.000563156234241657,-2.38862862237224e-09,3.46570830450119
18103,18103,0.000293279031632175,4.27914899017373e-09,3.58082128666789
18552,18552,0.00146488840481568,-1.96717252665372e-09,3.97140482401717
19427,19427,-0.0012331442029363,3.2666691669006e-08,4.00794058519421
20028,20028,0.00152750116006344,-2.62656605416998e-08,4.08947396685029
20776,20776,-0.000829292748352868,1.56370591412859e-08,4.36007390785639
21177,21177,-0.000621491541079704,-4.75068391510958e-09,4.07195553252387
21692,21692,-0.00167434685376607,1.80865291539752e-08,3.50742997137164
22461,22461,0.0018480132898313,-3.68236269439343e-09,3.66668331313493
23747,23747,-0.00120206633187788,7.93534134506217e-09,4.03234465837982
24474,24474,0.00107867068883884,-6.04805293805572e-09,3.95829310621978
25374,25374,-0.000564151586387004,1.56660679398627e-09,4.2232796025026
25574,25574,-0.000476386910908154,-1.92603963956555e-09,4.12034953609886
26034,26034,-0.000895949572511339,6.23467487023957e-09,3.81120819881732
26566,26566,0.000419336955024618,-1.1462974815696e-08,3.69545370403874
27042,27042,-0.000192608007180824,6.3504050421491e-09,3.74343924412896
27391,27391,0.000139966915616459,-7.71275890339253e-09,3.73839203412341
27562,27562,9.38700767485473e-05,2.56038132012156e-10,3.75781259098533
27682,27682,0.000102298143458609,-1.10020124906735e-09,3.76966344637233
27798,27798,9.60199147385925e-05,4.88923611671714e-10,3.78118075920807
27957,27957,0.000114161361049407,-2.57436364843893e-10,3.79773769716096
28419,28419,-0.000110994109198958,2.06024699725105e-09,3.79778422579747
28612,28612,-8.9721202905684e-05,-2.11001670034148e-09,3.7784033190315
29006,29006,-0.000210550054166254,6.62773060927097e-10,3.72082376113679
31740,31740,0.00242631688890813,-8.27804693836015e-09,5.75616053499519
