"feature_id","gene_symbol","ctrl_abs_loading","trt_abs_loading","ctrl_rank","trt_rank","mu_ctrl","mu_trt","var_ctrl","var_trt","nb1_ctrl","nb1_trt","nb2_ctrl","nb2_trt","alpha_mu_ctrl","alpha_mu_trt"
"52430","Ubfd1",0.000116284723875671,0.00381772809072275,1339,16640,2,3.4,3.5,16.8,2,3.4,1.5,13.4,0.75,3.94117647058824
"52446","Dctn5",0.00617999437757116,0.00398012342862977,23285,17087,31.8,14.4,409.2,28.8,31.8,14.4,377.4,14.4,11.8679245283019,1
"52447","Dctn5",0.00345755719826587,0.00197928319518232,12027,9610,119.6,82,2096.8,736,119.6,82,1977.2,654,16.5317725752508,7.97560975609756
"52518","Prkcb",0.00319070787598655,6.35901136905711e-06,10468,1805,0.8,0.8,3.2,3.2,0.8,0.8,2.4,2.4,3,3
"52594","Prkcb",0.00450692059320203,0.000487107512661768,17193,3847,529.8,590,57248.7,41663.5,529.8,590,56718.9,41073.5,107.057191392978,69.6161016949153
"52610","Prkcb",0.00207876679427033,0.00941364129277489,6462,28511,902.6,435.2,407984.8,124959.2,902.6,435.2,407082.2,124524,451.010635940616,286.130514705882
"52646","Cacng3",0.00589384204565885,0.00211916264852328,22508,10147,125.8,59.6,4829.7,879.3,125.8,59.6,4703.9,819.7,37.3918918918919,13.753355704698
"52648","LOC120099928",0.00954600648931336,0.00719661336684621,29124,25407,7.6,1,61.3,5,7.6,1,53.7,4,7.06578947368421,4
"52661","Rbbp6",0.0104122775392382,0.00332003513811104,30006,14773,27.4,22.2,1559.3,227.2,27.4,22.2,1531.9,205,55.9087591240876,9.23423423423423
"52665","Rbbp6",0.00416831160090434,0.00155345616255527,15599,8002,24,11.2,257.5,19.7,24,11.2,233.5,8.5,9.72916666666667,0.758928571428572
"52666","Rbbp6",0.00271050512621879,0.00387374085397005,8390,16777,5.6,8.4,34.8,72.3,5.6,8.4,29.2,63.9,5.21428571428571,7.60714285714286
"52693","Rbbp6",0.00653310241419723,0.017424871034937,24170,31693,6.6,9.2,22.8,128.7,6.6,9.2,16.2,119.5,2.45454545454546,12.9891304347826
"52694","Rbbp6",0.00917267017377874,0.00448624703139116,28677,18942,12,14.4,121.5,162.3,12,14.4,109.5,147.9,9.125,10.2708333333333
"52798","Tnrc6a",0.010412684040365,0.00850946223172258,30007,27422,15.4,6.6,222.8,14.8,15.4,6.6,207.4,8.2,13.4675324675325,1.24242424242424
"52805","Tnrc6a",0.00571724514709864,0.0096366390525151,21976,28745,3.8,2.6,8.7,18.8,3.8,2.6,4.9,16.2,1.28947368421053,6.23076923076923
"52867","Tnrc6a",0.00298807394276577,0.00218419673896333,9450,10348,5.8,0.6,57.2,1.8,5.8,0.6,51.4,1.2,8.86206896551724,2
"52868","Tnrc6a",0.00423782898479693,0.00575046929685901,15877,22625,21.6,11.2,113.3,55.7,21.6,11.2,91.7,44.5,4.24537037037037,3.97321428571429
"52869","Tnrc6a",0.00115467377068264,0,4024,130,1.8,0,6.2,0,1.8,0,4.4,0,2.44444444444444,NA
"52871","Tnrc6a",0.0104843328640162,0.00474974220358167,30084,19819,18,19.8,328.5,113.7,18,19.8,310.5,93.9,17.25,4.74242424242424
"52903","Slc5a11",0.0109765752692764,0.00720297237821527,30455,25496,4.4,1.8,20.3,6.2,4.4,1.8,15.9,4.4,3.61363636363636,2.44444444444444
"52922","Lcmt1",0.00890121349258824,0.00130395784782762,28310,6941,5.4,2,24.3,8,5.4,2,18.9,6,3.5,3
"52938","Lcmt1",0.00296210929704064,0.00336804612113725,9319,14906,200.6,157.2,4214.3,2848.7,200.6,157.2,4013.7,2691.5,20.0084745762712,17.1215012722646
"52948","-",0.00829842414808358,0,27448,131,2.4,0,6.3,0,2.4,0,3.9,0,1.625,NA
"53085","Hs3st4",0.00173486515633431,0.00556806016709216,5502,21914,6,0.6,36.5,1.8,6,0.6,30.5,1.2,5.08333333333333,2
"53090","Hs3st4",0.00525852316537579,0.00579700503434479,20306,22695,53.8,53.8,2081.2,545.7,53.8,53.8,2027.4,491.9,37.6840148698885,9.14312267657993
"53096","-",0.000227862169390754,0.00929282835446443,1618,28383,0.6,2.4,1.8,5.3,0.6,2.4,1.2,2.9,2,1.20833333333333
"53103","Paip2l1",0.000116284723875671,0.00516035982016964,1340,20807,2,1.2,3.5,7.2,2,1.2,1.5,6,0.75,5
"53141","Kdm8",0.00336308229971865,0.00238190333153486,11386,11312,25.8,14.4,113.7,29.3,25.8,14.4,87.9,14.9,3.40697674418605,1.03472222222222
"53150","Il4r",0.0108407835401282,0.00386439843803418,30369,16760,16.4,16,416.3,67.5,16.4,16,399.9,51.5,24.3841463414634,3.21875
"53229","Sbk1",0.00676188053853661,0.00293633660203796,24670,13433,69,75.8,2548,1341.7,69,75.8,2479,1265.9,35.9275362318841,16.7005277044855
"53238","LOC100361060",0.00162759575905571,0.00390797597915008,5211,16865,20.4,25.6,88.8,382.3,20.4,25.6,68.4,356.7,3.35294117647059,13.93359375
"53240","Rabep2",0.00558423782590702,0.00407594239403972,21504,17378,1.8,1.2,16.2,2.7,1.8,1.2,14.4,1.5,8,1.25
"53246","Rabep2",0.00465338532624722,0.00170737864657121,17772,8529,12.2,8.6,66.7,7.3,12.2,8.6,54.5,0,4.4672131147541,-0.151162790697674
"53260","Tufm",0.00337774904792586,0.00108053177174287,11443,6045,294.2,156.6,13345.2,1571.3,294.2,156.6,13051,1414.7,44.3609789259008,9.0338441890166
"53289","-",0.00683290866943253,0.0117556124558018,24877,30458,48,92.8,1598.5,13713.7,48,92.8,1550.5,13620.9,32.3020833333333,146.776939655172
"53300","Apobr",0.00265618786096561,9.09768849823247e-06,8220,2034,5,1.8,12,16.2,5,1.8,7,14.4,1.4,8
"53301","Il27",0.00658654492675182,0.000462005520194613,24311,3767,16.6,5.2,307.3,48.7,16.6,5.2,290.7,43.5,17.5120481927711,8.36538461538461
"53311","Sgf29",0.00510866918387926,0,19716,132,1.4,0,9.8,0,1.4,0,8.4,0,6,NA
"53317","Sgf29",0.008125007897567,0.0108382488104853,27183,29818,1.8,3.4,7.2,13.8,1.8,3.4,5.4,10.4,3,3.05882352941176
"53320","Sgf29",0.00179854529118085,0.00219020327381327,5693,10594,27.6,21.6,84.8,24.8,27.6,21.6,57.2,3.2,2.07246376811594,0.148148148148148
"53330","Bola2",0.00594870206695548,0.00204146545313163,22659,9813,54.2,25.2,821.7,227.7,54.2,25.2,767.5,202.5,14.1605166051661,8.03571428571429
"53331","Bola2",0.00388098099012108,0.00751594562902588,14045,25896,17.6,16.2,77.3,125.7,17.6,16.2,59.7,109.5,3.39204545454545,6.75925925925926
"53333","LOC102551806",0.00683916047890092,0.00841469610231647,24891,27312,4.4,1.4,20.3,3.8,4.4,1.4,15.9,2.4,3.61363636363636,1.71428571428571
"53341","Mapk3",0.00339260727378902,0.00132949173129215,11505,7048,438.4,238.4,51217.3,32422.8,438.4,238.4,50778.9,32184.4,115.827782846715,135.001677852349
"53349","Ypel3",0.00103749979821104,0.00860269163942667,3792,27506,557.2,200.6,210080.2,34959.3,557.2,200.6,209523,34758.7,376.028356066044,173.273678963111
"53355","-",0.00438707753114933,0.00866170824367319,16538,27644,4,4.6,6.5,60.8,4,4.6,2.5,56.2,0.625,12.2173913043478
"53366","Tlcd3b",0.00574634233993515,0.00237996299184014,22046,11301,87.2,53.2,1957.7,1195.7,87.2,53.2,1870.5,1142.5,21.4506880733945,21.4755639097744
"53377","Doc2a",0.00571411765495928,0.00101018504224708,21960,5791,263,114.8,22588.5,1568.7,263,114.8,22325.5,1453.9,84.8878326996198,12.6646341463415
"53383","Hirip3",0.00610988999482475,7.07937768050034e-06,23134,1909,6,1,48,5,6,1,42,4,7,4
"53387","Hirip3",0.00633973389636001,0.00234570613095944,23681,11200,63.6,25.2,1574.8,43.2,63.6,25.2,1511.2,18,23.7610062893082,0.714285714285714
"53397","Kctd13",0,0.00640894984031766,93,23926,0,4.4,0,10.3,0,4.4,0,5.9,NA,1.34090909090909
"53401","Kctd13",0.000299902367538799,0.00525639901638195,1979,21079,20.8,41.4,303.7,997.3,20.8,41.4,282.9,955.9,13.6009615384615,23.0893719806763
"53411","Sez6l2",0.00963155949737072,0.00408141974829807,29216,17459,4.8,0.6,34.7,1.8,4.8,0.6,29.9,1.2,6.22916666666667,2
"53442","Sez6l2",0.00490403974530812,0.000532143768386056,18930,3994,103.8,56.4,2382.2,724.3,103.8,56.4,2278.4,667.9,21.9499036608863,11.8421985815603
"53444","Sez6l2",0.00412175361422577,0.00124568728791909,15394,6691,775.8,633.8,264271.7,40389.7,775.8,633.8,263495.9,39755.9,339.644109306522,62.7262543389082
"53450","Cdipt",0.000162350209972345,0,1442,133,1.4,0,3.8,0,1.4,0,2.4,0,1.71428571428571,NA
"53453","Cdipt",0.00414069428292298,0.00291694218798913,15490,13367,231,182.4,9946.5,4394.3,231,182.4,9715.5,4211.9,42.0584415584416,23.0915570175439
"53486","Znf48",0.0038548172697932,0.00239553876912687,13929,11389,17.2,14.4,231.2,31.8,17.2,14.4,214,17.4,12.4418604651163,1.20833333333333
"53487","Znf48",0.0100022588764738,0.0114891836582821,29589,30304,2.8,5.6,16.7,62.3,2.8,5.6,13.9,56.7,4.96428571428571,10.125
"53500","Zfp771",0.0024119745784528,0.00120906097635963,7422,6556,201,149,3792.5,2063,201,149,3591.5,1914,17.8681592039801,12.8456375838926
"53539","Prr14",0.00926612908386385,0.0011284818563712,28792,6222,7.8,8,45.2,21.5,7.8,8,37.4,13.5,4.7948717948718,1.6875
"53541","Prr14",0.00337155265832673,0.00448906439482847,11421,18947,7.2,6,52.7,8.5,7.2,6,45.5,2.5,6.31944444444444,0.416666666666667
"53560","Fbrs",0.00703598862699837,0.00322126647097748,25278,14436,63.8,20.2,2266.7,106.7,63.8,20.2,2202.9,86.5,34.5282131661442,4.28217821782178
"53630","Srcap",0.000911720277152817,0.00646431766799726,3458,24033,4,0.8,14.5,3.2,4,0.8,10.5,2.4,2.625,3
"53633","Tmem265",0.00736100680411355,0.0113217474121484,25968,30195,3.4,3.8,12.8,20.2,3.4,3.8,9.4,16.4,2.76470588235294,4.31578947368421
"53652","Phkg2",0.00310023905222051,0.00656549739807517,10007,24393,28.6,14.2,427.3,260.7,28.6,14.2,398.7,246.5,13.9405594405594,17.3591549295775
"53671","Rnf40",0.00642962256754638,0.002965607236175,23891,13516,62.4,44.6,2244.3,703.8,62.4,44.6,2181.9,659.2,34.9663461538462,14.780269058296
"53725","Fbxl19",0.00478061585950915,0.00367631451201577,18330,16020,1.2,0.6,7.2,1.8,1.2,0.6,6,1.2,5,2
"53726","Fbxl19",0.0121825763254082,0.000204237543107321,31147,2794,21.2,8.6,345.7,106.8,21.2,8.6,324.5,98.2,15.3066037735849,11.4186046511628
"53729","Fbxl19",0.00812010012914451,0.00226365802278468,27176,10970,73.6,53.8,4010.3,969.2,73.6,53.8,3936.7,915.4,53.4877717391304,17.0148698884758
"53734","Orai3",0.000965138399923966,0.00477834109706317,3598,19990,9.4,10.4,24.8,49.3,9.4,10.4,15.4,38.9,1.63829787234043,3.74038461538461
"53759","Setd1a",0.00320923687061262,0.000490846153437255,10573,3861,95.4,54.4,1720.3,154.8,95.4,54.4,1624.9,100.4,17.0324947589099,1.84558823529412
"53760","Hsd3b7",0.00164451695609002,0.012518777754158,5261,30860,9.2,5.6,45.7,31.3,9.2,5.6,36.5,25.7,3.96739130434783,4.58928571428572
"53777","Stx4",0.0037194135834023,0.00259969300263473,13202,12221,111.2,62.2,2291.2,645.2,111.2,62.2,2180,583,19.6043165467626,9.37299035369775
"53781","-",0.000447967074965851,0.00129999119154639,2418,6885,1.6,1.4,4.8,3.8,1.6,1.4,3.2,2.4,2,1.71428571428571
"53820","Bckdk",0.00309155953198867,0.000400625338837577,9944,3540,26.6,11.6,527.8,96.3,26.6,11.6,501.2,84.7,18.8421052631579,7.30172413793103
"53830","Kat8",0.00790511141347649,0.0069935360510112,26898,25104,10.8,4,79.7,18.5,10.8,4,68.9,14.5,6.37962962962963,3.625
"53834","Kat8",0.00237347627315371,0.00278214255252246,7307,12812,39.6,20,218.8,525.5,39.6,20,179.2,505.5,4.52525252525253,25.275
"53867","Fus",0.00312252545303808,0.00417281533896332,10097,17939,272.4,359,42739.3,23088.5,272.4,359,42466.9,22729.5,155.899045521292,63.3133704735376
"53876","-",0.00287074039187737,0.000727799996026184,8987,4719,28.4,11.8,507.3,15.7,28.4,11.8,478.9,3.9,16.862676056338,0.330508474576271
"53890","Itgam",0.00504306926555829,0.00176236541742148,19419,8812,1.4,3.6,9.8,26.3,1.4,3.6,8.4,22.7,6,6.30555555555556
"53896","Armc5",0.00750140385989513,0.00467743604199611,26211,19424,69.4,27,3195.8,295,69.4,27,3126.4,268,45.0489913544669,9.92592592592593
"53898","Tgfb1i1",0.0042535123140702,0.00348091719104298,15945,15255,60.6,46.4,1657.8,650.3,60.6,46.4,1597.2,603.9,26.3564356435644,13.0150862068966
"53906","Ahsp",0.00354340061340551,0.00101144976578956,12403,5794,11.2,7,25.7,7.5,11.2,7,14.5,0.5,1.29464285714286,0.0714285714285714
"53912","Rgs10",0.00497367548331398,0.00737813120798265,19168,25741,5,7.2,21.5,68.7,5,7.2,16.5,61.5,3.3,8.54166666666667
"53920","Tial1",0.00731603367888371,0.00367631451201577,25839,16021,1.4,0.6,3.8,1.8,1.4,0.6,2.4,1.2,1.71428571428571,2
"53930","LOC108349783",0.00340577945591951,0.00154564586181792,11567,7950,0.6,1.4,1.8,3.8,0.6,1.4,1.2,2.4,2,1.71428571428571
"53937","Bag3",0.00434037946963051,0.00101715992961365,16276,5825,19.4,15.4,178.3,13.8,19.4,15.4,158.9,0,8.19072164948454,-0.103896103896104
"53982","Inpp5f",0.00899705676740314,0.00781576055819954,28406,26402,2.2,1.2,10.2,7.2,2.2,1.2,8,6,3.63636363636364,5
"54007","Sec23ip",0.00301953430404321,0.00323781305681185,9595,14472,5.4,3.8,14.8,5.7,5.4,3.8,9.4,1.9,1.74074074074074,0.5
"54008","Sec23ip",0.00189210901842965,0.00844015727109947,5940,27360,46.6,19.6,1168.3,212.3,46.6,19.6,1121.7,192.7,24.0708154506438,9.83163265306123
"54043","Plpp4",0.00897984108044936,0.0063194529561185,28381,23751,26,10.6,590.5,129.8,26,10.6,564.5,119.2,21.7115384615385,11.2452830188679
"54062","Wdr11",0.0036710580905249,0.00133667474774502,12994,7073,94.8,57.6,1311.2,645.8,94.8,57.6,1216.4,588.2,12.831223628692,10.2118055555556
"54070","-",0.0044019545768107,0.00482844383429571,16734,20089,0.8,7.8,3.2,107.7,0.8,7.8,2.4,99.9,3,12.8076923076923
"54087","Tacc2",0.0110966282284861,0.010427345209544,30541,29493,13.6,10.2,340.8,228.2,13.6,10.2,327.2,218,24.0588235294118,21.3725490196078
"54133","Tacc2",0.00331912265332114,0.0064219599976451,10978,23951,128,50.2,8327,720.2,128,50.2,8199,670,64.0546875,13.3466135458167
"54184","Plekha1",0.00170649737315757,0.00340883491549266,5432,15008,160.6,139.2,4847.8,4272.7,160.6,139.2,4687.2,4133.5,29.1855541718555,29.694683908046
"54190","-",0.012859830286468,0,31360,134,7.2,0,181.7,0,7.2,0,174.5,0,24.2361111111111,NA
"54213","Htra1",0.00390533230643118,0.00296493748843646,14270,13513,85.2,109.2,2319.7,1995.2,85.2,109.2,2234.5,1886,26.2265258215962,17.2710622710623
"54223","Pstk",0.0059041287700737,0.000313472855849447,22534,3211,77.2,42.2,2848.2,173.7,77.2,42.2,2771,131.5,35.8937823834197,3.11611374407583
"54243","-",0.00148603679647748,0.00321532970763293,4807,14417,24.4,36.2,63.3,377.2,24.4,36.2,38.9,341,1.59426229508197,9.41988950276243
"54249","LOC120098477",0.00440190608963921,0.00348418793050972,16599,15268,1,2,5,3.5,1,2,4,1.5,4,0.75
"54263","Bub3",0.00215057595540656,0.00264387229567771,6673,12397,33.6,13.6,475.3,110.3,33.6,13.6,441.7,96.7,13.1458333333333,7.11029411764706
"54266","-",0.00203237695610315,0.00373434080990146,6330,16415,4.2,1.8,18.2,7.2,4.2,1.8,14,5.4,3.33333333333333,3
"54287","Gpr26",0.00250480753821217,0.00182954450950008,7697,8990,12,15.8,46.5,10.7,12,15.8,34.5,0,2.875,-0.322784810126582
"54289","Gpr26",0.00115702207941274,0.00510656509744623,4063,20625,72.2,41.6,832.7,454.3,72.2,41.6,760.5,412.7,10.5332409972299,9.92067307692308
"54295","Gpr26",0.00762078931988533,0.00193683834236322,26421,9489,5.8,3.4,19.2,4.8,5.8,3.4,13.4,1.4,2.31034482758621,0.411764705882353
"54304","Chst15",0.00997335275145685,0.00948994916750958,29565,28564,3.4,1.8,36.8,6.2,3.4,1.8,33.4,4.4,9.82352941176471,2.44444444444444
"54318","-",0.0065836004012409,0.00018828370202409,24299,2733,5,6.8,16,19.7,5,6.8,11,12.9,2.2,1.89705882352941
"54351","Lhpp",0.00055385180812862,0.00572883459204194,2678,22534,18.6,16.4,40.8,80.3,18.6,16.4,22.2,63.9,1.19354838709677,3.89634146341463
"54352","Fam53b",0.00794396783320948,0.00363970862158923,26961,15764,3.4,5.6,11.8,71.3,3.4,5.6,8.4,65.7,2.47058823529412,11.7321428571429
"54365","Abraxas2",0.00447513451299473,0.000159368163016071,17034,2618,15,20.6,113,76.3,15,20.6,98,55.7,6.53333333333333,2.70388349514563
"54399","Zranb1",0.00669449937875356,0.00782397658958706,24525,26509,7.6,2.6,38.3,12.8,7.6,2.6,30.7,10.2,4.03947368421053,3.92307692307692
"54401","Zranb1",0.00596630016031625,0.00215153765831693,22707,10238,10.4,6.6,48.8,24.8,10.4,6.6,38.4,18.2,3.69230769230769,2.75757575757576
"54402","Zranb1",0.00680483383185508,0.00824834768964669,24817,26966,21.4,9.8,263.3,36.2,21.4,9.8,241.9,26.4,11.303738317757,2.69387755102041
"54451","Edrf1",0.00520541947553063,0.00205260184256935,20148,9862,2.8,3,8.7,17,2.8,3,5.9,14,2.10714285714286,4.66666666666667
"54467","Bccip",0.00439629003876722,0.00286107879104954,16568,13196,13,9.8,34.5,15.2,13,9.8,21.5,5.4,1.65384615384615,0.551020408163265
"54469","Dhx32",0.00632333721284533,0,23641,135,5.4,0,13.3,0,5.4,0,7.9,0,1.46296296296296,NA
"54488","Adam12",0.00398893829498853,0.00469028786165418,14794,19461,444.6,404,30796.3,62278,444.6,404,30351.7,61874,68.2674313990103,153.153465346535
"54493","LOC100302465",0.00717327424452233,0.00443570045737965,25574,18846,21.6,3.8,222.3,13.2,21.6,3.8,200.7,9.4,9.29166666666667,2.47368421052632
"54577","Dock1",0.00470374850729689,0.00646440722088173,17962,24186,35.4,13.2,627.3,83.7,35.4,13.2,591.9,70.5,16.7203389830508,5.34090909090909
"54630","Ptpre",0.0101093329758087,0.000955515122044195,29701,5567,2.8,8.8,15.2,48.7,2.8,8.8,12.4,39.9,4.42857142857143,4.53409090909091
"54643","Ptpre",0.0060304560040164,0.0045133909624189,22894,19019,3.4,4.8,16.8,8.2,3.4,4.8,13.4,3.4,3.94117647058824,0.708333333333333
"54647","Ptpre",0.00448303790508659,0.00403311401719463,17077,17200,7.6,4.8,20.3,28.7,7.6,4.8,12.7,23.9,1.67105263157895,4.97916666666667
"54669","LOC102552157",0.00568745593780876,0.00266549544302805,21887,12470,1.4,6.2,9.8,32.7,1.4,6.2,8.4,26.5,6,4.2741935483871
"54694","Mgmt",0.00394035080353942,0.00969994474996077,14426,28800,18.4,5.6,54.8,20.3,18.4,5.6,36.4,14.7,1.97826086956522,2.625
"54698","Ebf3",0,0.00296908370352581,94,13529,0,2.8,0,7.7,0,2.8,0,4.9,NA,1.75
"54702","LOC120099950",0.00770312718875902,0.00919593242305398,26534,28222,4.4,2.4,96.8,15.3,4.4,2.4,92.4,12.9,21,5.375
"54706","Glrx3",0.00307326149465551,0.000118720536147861,9863,2478,270.4,203,14776.3,1329,270.4,203,14505.9,1126,53.6460798816568,5.54679802955665
"54721","-",0.00676782563295837,0.011947954277259,24689,30572,1.2,7,2.7,27.5,1.2,7,1.5,20.5,1.25,2.92857142857143
"54742","Ppp2r2d",0.00336204617703886,0.00456570644933963,11167,19155,0.6,4.4,1.8,29.3,0.6,4.4,1.2,24.9,2,5.65909090909091
"54767","Ppp2r2d",0.00456907326845481,0.000839366602363512,17429,5178,75.8,43,1951.7,180,75.8,43,1875.9,137,24.7480211081794,3.18604651162791
"54769","Ppp2r2d",0.00403824757478451,0.00605195642579948,15009,23200,19.8,7,151.7,22.5,19.8,7,131.9,15.5,6.66161616161616,2.21428571428571
"54838","Jakmip3",0.00451068092121739,0.00424618999410185,17209,18130,10,6.2,29,8.2,10,6.2,19,2,1.9,0.32258064516129
"54848","Dpysl4",0.00485848131018425,0.000372093544780717,18716,3422,158.2,98,8640.7,2854,158.2,98,8482.5,2756,53.6188369152971,28.1224489795918
"54850","Stk32c",0.00297618834108586,0,9363,136,1.8,0,2.7,0,1.8,0,0.9,0,0.5,NA
"54860","Lrrc27",0.00912724855192173,0.00161888545829676,28631,8212,6,4,40.5,7.5,6,4,34.5,3.5,5.75,0.875
"54863","Pwwp2b",0.00767709807650041,0.000490670407401959,26503,3859,70.4,29.8,3341.3,238.7,70.4,29.8,3270.9,208.9,46.4616477272727,7.01006711409396
"54909","Inpp5a",0.00855193616004047,0.0115771898630966,27846,30349,7.6,10.6,82.3,82.8,7.6,10.6,74.7,72.2,9.82894736842105,6.81132075471698
"54912","Inpp5a",0.00547497353169559,0.00208396336137045,21171,10017,60.8,47.2,1419.7,147.7,60.8,47.2,1358.9,100.5,22.3503289473684,2.12923728813559
"54923","Cfap46",0.00340577945591951,0.00254213289784921,11568,11931,0.6,1.6,1.8,4.8,0.6,1.6,1.2,3.2,2,2
"54958","Adgra1",0.00708113202391634,0.000347122877017321,25389,3335,2,5,3.5,21.5,2,5,1.5,16.5,0.75,3.3
"54959","Adgra1",0.000237100365247104,0.00835209025063825,1749,27123,3.6,1.4,20.3,9.8,3.6,1.4,16.7,8.4,4.63888888888889,6
"55011","Kndc1",0.00273125160794907,0.00131168276556947,8453,6992,257.2,139.6,20275.7,4340.3,257.2,139.6,20018.5,4200.7,77.8324261275272,30.0909742120344
"55022","Zfp511",0.000869431978419703,0.0037485974925444,3358,16468,9.4,9.8,16.3,123.7,9.4,9.8,6.9,113.9,0.734042553191489,11.6224489795918
"55030","Paox",0.000549858020818497,0.00219014243129285,2657,10593,51,48.4,1002.5,246.3,51,48.4,951.5,197.9,18.656862745098,4.08884297520661
"55035","-",0.00422051442337354,0.0104805644868927,15809,29556,3.2,2.2,8.7,9.2,3.2,2.2,5.5,7,1.71875,3.18181818181818
"55036","Mtg1",0.00798456890212948,0.0125664795924017,27010,30886,8.4,4.6,80.3,19.8,8.4,4.6,71.9,15.2,8.55952380952381,3.30434782608696
"55046","-",0,0.0112433349036516,95,30133,0,4,0,24.5,0,4,0,20.5,NA,5.125
"55068","Scgb1c1",0.00872526276515086,0.00325065526594459,28054,14503,11.6,5.8,208.3,31.2,11.6,5.8,196.7,25.4,16.9568965517241,4.37931034482759
"55078","Ric8a",0.0055351093800221,0.0004666441954304,21353,3776,109.4,80.6,4305.8,631.3,109.4,80.6,4196.4,550.7,38.3583180987203,6.83250620347394
"55079","Ric8a",0.000549879049478179,0.00562283994721572,2658,22343,4.8,5.6,9.7,19.3,4.8,5.6,4.9,13.7,1.02083333333333,2.44642857142857
"55080","Sirt3",0,0,96,137,0,0,0,0,0,0,0,0,NA,NA
"55087","Psmd13",0.0040522744458081,0.00208014512372992,15067,9968,216,187.6,13028,2141.3,216,187.6,12812,1953.7,59.3148148148148,10.4141791044776
"55092","Pgghg",0.0104011448916226,0.00475156757720888,29990,19834,8.4,1,99.3,5,8.4,1,90.9,4,10.8214285714286,4
"55093","Ifitm1",0.00624948688800748,0.00647139704567776,23457,24266,9.6,1.8,38.3,6.2,9.6,1.8,28.7,4.4,2.98958333333333,2.44444444444444
"55113","B4galnt4",0.00746119795909291,0.00883298732550695,26137,27845,4.2,1.6,10.7,5.3,4.2,1.6,6.5,3.7,1.54761904761905,2.3125
"55119","B4galnt4",0.000385857835952997,0.0042582509207361,2218,18175,1.2,3,2.7,23,1.2,3,1.5,20,1.25,6.66666666666667
"55137","Ptdss2",0.00438771167289043,0.00176923561150465,16540,8829,328.8,156.2,30492.7,11602.7,328.8,156.2,30163.9,11446.5,91.7393552311435,73.2810499359795
"55140","Ptdss2",0.00557118557656171,0.00309096176056332,21473,14040,3.2,1.6,21.2,5.3,3.2,1.6,18,3.7,5.625,2.3125
"55142","Ptdss2",0.00967884516985281,0.00100057772957666,29258,5747,4.4,4.6,33.3,13.8,4.4,4.6,28.9,9.2,6.56818181818182,2
"55144","Ptdss2",0.00867713015275733,0.00173673944470095,27990,8731,3.8,7.8,16.7,63.2,3.8,7.8,12.9,55.4,3.39473684210526,7.1025641025641
"55155","Lmntd2",0.00199177071482126,0.00876284864720473,6203,27724,7.4,4.6,6.3,19.8,7.4,4.6,0,15.2,-0.148648648648649,3.30434782608696
"55156","Rassf7",0.00124811472943647,0.00119113722443417,4285,6474,3.4,3.2,10.8,9.7,3.4,3.2,7.4,6.5,2.17647058823529,2.03125
"55187","Phrf1",0.00317034239309643,0.00122280426770823,10341,6607,31.8,27.2,307.7,116.7,31.8,27.2,275.9,89.5,8.67610062893082,3.29044117647059
"55194","Deaf1",0,0.00456104767261648,97,19141,0,4.4,0,54.3,0,4.4,0,49.9,NA,11.3409090909091
"55205","Tmem80",0.00364065142521381,0.00230093953202693,12875,11064,92.2,54.4,1895.2,212.3,92.2,54.4,1803,157.9,19.5553145336226,2.90257352941176
"55212","Eps8l2",0.00359743152403193,0.00389107219108673,12657,16821,17.2,9.2,168.7,85.7,17.2,9.2,151.5,76.5,8.80813953488372,8.31521739130435
"55218","Taldo1",0.00632369456509422,0.00389124605198451,23644,16824,184.8,95.4,17187.7,1837.8,184.8,95.4,17002.9,1742.4,92.0070346320346,18.2641509433962
"55224","Rplp2",0.00537560264281128,2.76923049283938e-05,20783,2131,766.4,581.4,434272.3,17775.3,766.4,581.4,433505.9,17193.9,565.639222338205,29.5732714138287
"55225","Rplp2",0.000323480851970054,0.00386487283931424,2050,16761,21,4.4,218.5,22.3,21,4.4,197.5,17.9,9.40476190476191,4.06818181818182
"55226","Pnpla2",0.00270627408491601,0.00280852696489878,8379,12926,35.6,42.2,222.8,377.2,35.6,42.2,187.2,335,5.25842696629214,7.93838862559242
"55228","Pnpla2",0.00292082426818771,0.000245259566749388,9171,2934,7,9.2,46.5,45.2,7,9.2,39.5,36,5.64285714285714,3.91304347826087
"55230","Cracr2b",0.000258252813781336,0.00515214378878211,1786,20737,4.4,2.6,38.3,12.8,4.4,2.6,33.9,10.2,7.70454545454545,3.92307692307692
"55236","Cd151",0.00380411718559645,0.000495124632053374,13730,3872,97.4,57.8,2526.8,436.7,97.4,57.8,2429.4,378.9,24.9425051334702,6.55536332179931
"55239","Cd151",0.00784777770181119,0.00173229508906561,26783,8688,7.2,1.6,26.7,4.8,7.2,1.6,19.5,3.2,2.70833333333333,2
"55243","Tspan4",0.000935343329608376,0.00716515496851987,3514,25346,573.2,711.6,70309.7,420926.3,573.2,711.6,69736.5,420214.7,121.661723656664,590.520938729623
"55249","Tspan4",0.00963903348725549,0.00050962886600484,29226,3916,16.4,10,220.3,29.5,16.4,10,203.9,19.5,12.4329268292683,1.95
"55294","Ap2a2",0.00676494619451946,0.00410199745443814,24676,17728,51.6,25.8,2213.3,379.7,51.6,25.8,2161.7,353.9,41.8934108527132,13.7170542635659
"55295","Ap2a2",0.0122307416941032,0.0046036841845288,31162,19257,5.4,7,39.8,67,5.4,7,34.4,60,6.37037037037037,8.57142857142857
