"role","index","rank","d1_here","d2_here","var_fit_here"
"cutoff_anchor",31746,31746,0.00280161961234574,4.51432301267315e-09,6.17158029837176
"terminal_anchor",31748,31748,0.00280161650407655,-7.62259220710216e-09,6.17718353853382
