"index","rank","d1_here","d2_here","var_fit_here"
22,22,0.000224168221247534,-9.46569203485609e-09,-0.2321279611322
31,31,0.000224167283124634,9.25722027913807e-09,-0.230110577742183
1251,1251,0.00404638244071563,-4.25048309971313e-09,1.79072191327523
2727,2727,-0.0024465743902224,1.08351869019336e-08,3.21847865233774
4122,4122,0.00121189036966135,7.61782924879734e-09,2.96511111330324
4125,4125,0.00121189172181788,-6.71639156363033e-09,2.96874679719112
4763,4763,0.000928299949002018,-6.57595973720456e-09,3.66207224050156
4766,4766,0.000928303556050027,8.98065840993904e-09,3.66485713409168
4985,4985,0.000948016894395063,8.91514598952491e-09,3.87030820580329
4993,4993,0.000948015766736954,-9.19706051669972e-09,3.87789243304625
6658,6658,-7.58884099606164e-05,-9.3017266380294e-09,4.67200462088784
6662,6662,-7.58933685156415e-05,6.82244912548800e-09,4.67170103583198
7200,7200,0.00013321280920515,8.58682089424049e-09,4.69097833943086
7208,7208,0.000133210186610127,-9.24246965003145e-09,4.69204412650367
7342,7342,0.000126282529163327,-9.5548612746363e-09,4.70937581295183
7364,7364,0.000126285021910155,9.78147462260438e-09,4.71215327611476
7407,7407,0.000127370508683768,5.38030633738212e-09,4.71760387721154
7409,7409,0.000127370971454955,-4.91753515061551e-09,4.71785862212429
8412,8412,-0.000468495908459128,-9.95043771089582e-09,4.53688651512896
8417,8417,-0.000468498758111838,8.81057662705734e-09,4.53454398937709
9420,9420,0.000612314501982608,3.82346857535322e-09,4.55892638608804
10433,10433,-0.0016733904865193,4.54170101340651e-10,4.00362616737089
11232,11232,0.0013357604378081,8.70155938353176e-09,3.91663859503829
11233,11233,0.001335761785202,-6.00677158712055e-09,3.91797435737549
12261,12261,-0.000814726233357189,4.7547308308534e-09,4.27902229589816
13256,13256,0.000304860472182524,5.93815616424364e-09,4.12126852460329
13282,13282,0.000304717227245669,-9.95737968920834e-09,4.12919359649593
13436,13436,0.000299998691515481,-8.68586857888766e-09,4.17581220907659
13446,13446,0.000300001071567432,9.16187896910323e-09,4.17881205916077
13910,13910,0.000528413018514033,7.79963733170294e-09,4.36273897162123
13912,13912,0.000528413033907427,-7.78424393803979e-09,4.36379580286828
14967,14967,-0.000945242288396775,1.99865423865625e-09,4.11999042207324
15810,15810,0.000881243721663931,6.12207049135847e-09,4.16548168658232
15813,15813,0.000881243366035172,-6.35915633035042e-09,4.16812542657479
16763,16763,-0.000674864835620391,-6.41660862961037e-09,4.29774870232706
16764,16764,-0.000674864903810741,6.28022792938154e-09,4.29707383639928
17619,17619,0.00075013795867692,9.2493942276623e-09,4.34263620713633
17622,17622,0.000750140810613144,-7.34810341206926e-09,4.34488663773839
18472,18472,-0.000158487078867868,-7.42266598053583e-09,4.61569458198009
18473,18473,-0.000158489983710072,1.61298157346001e-09,4.61553609269583
18955,18955,0.000407227440881686,9.75108587859626e-09,4.67980745223108
18957,18957,0.000407228013580218,-9.17838734686487e-09,4.68062191399536
19628,19628,-0.000162731154794133,-9.52251037115015e-09,4.7624896473878
19635,19635,-0.000162735868187156,8.17582665036655e-09,4.76135044053915
19785,19785,-0.000143168037888294,6.2070518665023e-09,4.73827575219721
19788,19788,-0.000143170406868855,-7.78637224058262e-09,4.73784625502514
20442,20442,-0.000726487667675505,-2.31533848145457e-09,4.4625405626988
20443,20443,-0.000726486013892632,5.62290422647621e-09,4.4618140751965
21204,21204,8.68224577435077e-05,9.40489394131374e-09,4.17121668553258
21921,21921,-0.00198872808532711,9.14551235698301e-09,3.4965443057055
22607,22607,0.00190400468369052,-3.1155404117197e-08,3.40359676074503
23256,23256,-0.000427917567684452,1.04035843643815e-09,3.84162148020136
23818,23818,0.000570193069305486,4.74089244218039e-09,3.87626320759684
24454,24454,-0.000762108895072101,-2.60719921031883e-09,3.82160539602067
25014,25014,0.000634420971692789,2.62749029962031e-09,3.80625426757926
25015,25015,0.000634419036740506,-6.49739486545905e-09,3.80688868834388
25955,25955,-0.000396633572469611,-9.47539626253651e-09,3.88713811484907
25957,25957,-0.000396639086418007,3.96144786693482e-09,3.88634483771123
26489,26489,0.00050826713340651,4.48293870661138e-09,3.89275825900082
27154,27154,-0.000301865883282642,-5.93840358515451e-09,3.94628424983516
27155,27155,-0.000301865837161853,6.03064516344658e-09,3.94598238297752
27589,27589,0.000264930247993441,-4.41930341106505e-09,3.93294532548455
27981,27981,-1.45074097274605e-06,-4.0659296021017e-09,3.98354758131521
27982,27982,-1.45083812096058e-06,3.87163317302906e-09,3.9835461298642
28380,28380,0.000337834550857474,7.89060500369249e-09,4.04780475994665
28382,28382,0.000337832596931415,-9.84453106305843e-09,4.04848043300615
28762,28762,8.32677135832035e-05,-5.07761737999058e-09,4.12598119940958
28764,28764,8.32714028209681e-05,8.76685514459495e-09,4.12614773391116
28911,28911,0.000116950605244149,4.62891150827615e-09,4.14097503584893
28913,28913,0.000116949088101758,-6.14605389950838e-09,4.14120893913393
29205,29205,2.15103584490829e-05,-5.8195676091112e-09,4.16194619615299
29207,29207,2.15123004279818e-05,7.76154650800149e-09,4.16198921428483
31738,31738,0.00288748164882804,1.2612150626545e-09,6.69620670131262
31739,31739,0.00288747821427255,-8.13032605500933e-09,6.6990941820268
