"dataset_name","feature_id","gene_symbol","log2FoldChange","lfc_shrunk","Apeglm_L2FC","regulation_direction","stat","pvalue","padj","empirical_p","empirical_q","empirical_bh","lfdr","HBFSS","pi_valueE","hc_p_threshold_dataset","hbfss_threshold_dataset","resLA_padj","resGA_padj","weak_cnh_flag","strong_cnh_flag","standard_flag","hbfss_flag","final_class","weak_hbfss_overlap","strong_hbfss_overlap","standard_hbfss_overlap","any_overlap","baseMean.x","lfcSE","pval","padjc","qval","gene_empirical_pvalue","HBFSS_core_pass","raw_lfc_pass","shrunk_lfc_pass","padj_strong_effect","padj_weak_effect","effect_class","hc_pass","standard_significant","HBFSS_significant","display_weak_flag","display_strong_flag","display_standard_flag","display_hbfss_flag","R2_1","R2_2","R2_3","R2_4","R2_5","ZT8_1","ZT8_2","ZT8_3","ZT8_4","ZT8_5","dispGeneEst","dispFit","dispersion","dispIter","baseMean.y","dispOutlier","neglog10_padj","neglog10_empirical_p","neglog10_padjc"
"RT2_ZT8_RawEVS_leading_edge_dataset","248551","Mbp",0.0740709632134593,7.50255081391315e-07,7.50255081391315e-07,"upregulated",0.2286132158755,0.819169551794353,0.999778494783935,0.753612120912352,0.978748993814478,0.994711596171192,1,9.21704310958682e-08,9.21704310958682e-08,0.0122361568998881,1.91235496284797,0.00673429589108676,1,FALSE,FALSE,FALSE,FALSE,"BG",FALSE,FALSE,FALSE,FALSE,19338.8813926723,0.324001230330434,0.753612120912352,0.994711596171192,0.978748993814478,0.753612120912352,FALSE,FALSE,FALSE,1,0.00673429589108676,"weak_effect",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42520.5740652542,15092.0673849046,16339.6391861465,11564.267532167,13657.0011431961,19707.9608505754,18587.4203756036,20826.0651064357,17099.2092232037,17994.6090592363,0.198075594498078,0.0726865852850243,0.126038500772508,12,19338.8813926723,FALSE,9.6209148857582e-05,0.122852125073171,0.00230281910079411
"RT2_ZT8_RawEVS_leading_edge_dataset","55601","Bc1",0.311194881449267,1.99299540889822e-06,1.99299540889822e-06,"upregulated",0.669237590324727,0.50334393085329,0.999778494783935,0.358176107897252,0.95631230081575,0.976823391403051,1,8.88683403287264e-07,8.88683403287264e-07,0.0122361568998881,1.91235496284797,0.0874801347580768,1,FALSE,FALSE,FALSE,FALSE,"BG",FALSE,FALSE,FALSE,FALSE,17153.4867202139,0.46499910636859,0.358176107897252,0.976823391403051,0.95631230081575,0.358176107897252,FALSE,FALSE,FALSE,1,0.0874801347580768,"weak_effect",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30068.3880652666,7099.35960163375,8462.14835440735,26403.9344319,22948.908621415,15325.2438061313,15248.3089290856,25961.8800326971,16216.9024105399,3799.79294906264,0.377267532701533,0.0727520212307765,0.259654431796221,10,17153.4867202139,FALSE,9.6209148857582e-05,0.445903387092372,0.0101839491495423
"RT2_ZT8_RawEVS_leading_edge_dataset","25328","-",0.746026262970646,7.47098014013017e-07,7.47098014013017e-07,"upregulated",0.731279401454966,0.464608509593566,0.999778494783935,0.315365188320378,0.950674214861754,0.968743472096449,1,3.7443525059589e-07,3.7443525059589e-07,0.0122361568998881,1.91235496284797,0.410458405773721,1,FALSE,FALSE,FALSE,FALSE,"BG",FALSE,FALSE,FALSE,FALSE,5525.9686342544,1.02016583741637,0.315365188320378,0.968743472096449,0.950674214861754,0.315365188320378,FALSE,FALSE,FALSE,1,0.410458405773721,"intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16398.5468121766,684.287285392647,6380.3415074979,1711.30416395297,9443.61992851954,1058.15387458556,10710.3574699634,629.285041227379,637.221586923855,7606.56867230426,1.24987455943828,0.0739704396667343,1.24987455943828,11,5525.9686342544,TRUE,9.6209148857582e-05,0.501186248086273,0.013791210980645
"RT2_ZT8_RawEVS_leading_edge_dataset","8277","Apoe",0.481808558753266,3.86976262128123e-06,3.86976262128123e-06,"upregulated",1.34161842804697,0.179719747972747,0.999778494783935,0.0654740271843124,0.800056368331678,0.786742469762122,1,4.58153171953608e-06,4.58153171953608e-06,0.0122361568998881,1.91235496284797,0.0930939819075439,1,FALSE,FALSE,FALSE,FALSE,"BG",FALSE,FALSE,FALSE,FALSE,5262.12181450941,0.359124881323112,0.0654740271843124,0.786742469762122,0.800056368331678,0.0654740271843124,FALSE,FALSE,FALSE,1,0.0930939819075439,"weak_effect",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13254.7464585424,3485.31614526014,5098.59232318697,2631.36016607822,6191.40430087381,4689.12267987505,3997.03340538717,4576.51418314679,4261.90308339356,4435.22539934999,0.197533704035305,0.0740605662308818,0.154714338868554,7,5262.12181450941,FALSE,9.6209148857582e-05,1.1839309456194,0.104167405207127
"RT2_ZT8_RawEVS_leading_edge_dataset","179269","Lcp1",-0.168912539547855,-9.24430649887499e-07,-9.24430649887499e-07,"downregulated",-0.389477545625384,0.696922917964025,0.999778494783935,0.59282780698162,0.973140192982361,0.983270365417787,1,2.09911793007814e-07,2.09911793007814e-07,0.0122361568998881,1.91235496284797,0.0425291993328697,1,FALSE,FALSE,FALSE,FALSE,"BG",FALSE,FALSE,FALSE,FALSE,8362.57869661571,0.433690058502942,0.59282780698162,0.983270365417787,0.973140192982361,0.59282780698162,FALSE,FALSE,FALSE,1,0.0425291993328697,"weak_effect",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13548.1415114239,6239.88702818443,3536.34955006562,9264.1275268539,6780.01019982475,4886.36355450471,6572.91937841533,13754.2091463162,15808.4270343067,3235.3520362616,0.292367989487418,0.0733607325419445,0.225794965165702,10,8362.57869661571,FALSE,9.6209148857582e-05,0.227071433680136,0.00732704975221357
"RT2_ZT8_RawEVS_leading_edge_dataset","415923","-",-0.0351419752614599,7.84020357710139e-07,7.84020357710139e-07,"upregulated",-0.0854155632790328,0.931931020671923,0.999778494783935,0.906643421834504,0.982272338787708,0.994711596171192,1,3.3370638838775e-08,3.3370638838775e-08,0.0122361568998881,1.91235496284797,0.0194265678923518,1,FALSE,FALSE,FALSE,FALSE,"BG",FALSE,FALSE,FALSE,FALSE,9949.91223630446,0.41142356161323,0.906643421834504,0.994711596171192,0.982272338787708,0.906643421834504,FALSE,FALSE,FALSE,1,0.0194265678923518,"weak_effect",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11737.7756245855,5470.42678506257,5009.82852925962,12378.9353013216,14548.0717373665,8527.25642895796,6482.01634442656,20880.5610762777,10182.6461683743,4281.60436741239,0.269730773304436,0.0731712457299196,0.20321259713659,9,9949.91223630446,FALSE,9.6209148857582e-05,0.0425634851322477,0.00230281910079411
"RT2_ZT8_RawEVS_leading_edge_dataset","565080","-",0.243431869566398,2.89248893828258e-07,2.89248893828258e-07,"upregulated",0.254661725260978,0.798984380546013,0.999778494783935,0.726605874851605,0.977976538706425,0.994711596171192,1,4.01191383139319e-08,4.01191383139319e-08,0.0122361568998881,1.91235496284797,0.230265821807605,1,FALSE,FALSE,FALSE,FALSE,"BG",FALSE,FALSE,FALSE,FALSE,1547.10351225934,0.955902852369859,0.726605874851605,0.994711596171192,0.977976538706425,0.726605874851605,FALSE,FALSE,FALSE,1,0.230265821807605,"intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5710.02031168535,482.001510785768,169.242967088147,1221.16523918443,803.691904440351,1986.05434139681,2862.99555562634,1089.91939683867,1015.59877753991,130.345118007662,1.09687890001054,0.0785932033630259,1.09687890001054,10,1547.10351225934,TRUE,9.6209148857582e-05,0.138701095042917,0.00230281910079411
"RT2_ZT8_RawEVS_leading_edge_dataset","56995","Fth1",-0.0233495450106898,2.42972640850649e-06,2.42972640850649e-06,"upregulated",-0.0733189335303718,0.941552325469599,0.999778494783935,0.919816384760551,0.982521784452115,0.994711596171192,1,8.81962952705753e-08,8.81962952705753e-08,0.0122361568998881,1.91235496284797,0.00418798489077327,1,FALSE,FALSE,FALSE,FALSE,"BG",FALSE,FALSE,FALSE,FALSE,2543.87277547503,0.318465420681786,0.919816384760551,0.994711596171192,0.982521784452115,0.919816384760551,FALSE,FALSE,FALSE,1,0.00418798489077327,"weak_effect",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4678.53277150993,2304.50923128698,1361.04484021936,2106.09183031944,2165.26313561887,2309.82709786438,3042.10153348539,3446.43986116143,2429.35355338717,1595.56389989736,0.143452126920932,0.0760775538032229,0.121418928549282,10,2543.87277547503,FALSE,9.6209148857582e-05,0.0362988585718126,0.00230281910079411
"RT2_ZT8_RawEVS_leading_edge_dataset","470412","-",-0.208897404593663,2.10011937208282e-07,2.10011937208282e-07,"upregulated",-0.214405860633422,0.830230571806876,0.999778494783935,0.768472327079077,0.979151364129204,0.994711596171192,1,2.40194363408478e-08,2.40194363408478e-08,0.0122361568998881,1.91235496284797,0.224445966814531,1,FALSE,FALSE,FALSE,FALSE,"BG",FALSE,FALSE,FALSE,FALSE,1107.70754944183,0.974308276725809,0.768472327079077,0.994711596171192,0.979151364129204,0.768472327079077,FALSE,FALSE,FALSE,1,0.224445966814531,"intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3634.54633894719,267.133367423438,294.695795838801,518.577019379688,422.490367925632,2886.66361800774,2075.46927107021,483.580027123683,298.402011690388,195.517677011493,1.13928138055644,0.0811399271150956,1.13928138055644,10,1107.70754944183,TRUE,9.6209148857582e-05,0.114371766958305,0.00230281910079411
"RT2_ZT8_RawEVS_leading_edge_dataset","249918","Mt3",0.0539085004418912,3.5790435271367e-07,3.5790435271367e-07,"upregulated",0.133988595003385,0.893411592979711,0.999778494783935,0.854042557507747,0.98120100994315,0.994711596171192,1,2.45237807582962e-08,2.45237807582962e-08,0.0122361568998881,1.91235496284797,0.019216874340902,1,FALSE,FALSE,FALSE,FALSE,"BG",FALSE,FALSE,FALSE,FALSE,2257.72054875331,0.402336485732457,0.854042557507747,0.994711596171192,0.98120100994315,0.854042557507747,FALSE,FALSE,FALSE,1,0.019216874340902,"weak_effect",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3698.35647376671,962.067272532236,1940.96829387805,2221.51703785879,2677.05260403787,637.621443771369,2775.69264179555,3276.64189196973,2342.49878917757,2044.78903874519,0.260752358434026,0.0765724359887758,0.193982657861582,8,2257.72054875331,FALSE,9.6209148857582e-05,0.0685204875893635,0.00230281910079411
