"dataset_name","feature_id","gene_symbol","log2FoldChange","lfc_shrunk","Apeglm_L2FC","regulation_direction","stat","pvalue","padj","empirical_p","empirical_q","empirical_bh","lfdr","HBFSS","pi_valueE","hc_p_threshold_dataset","hbfss_threshold_dataset","resLA_padj","resGA_padj","weak_cnh_flag","strong_cnh_flag","standard_flag","hbfss_flag","final_class","weak_hbfss_overlap","strong_hbfss_overlap","standard_hbfss_overlap","any_overlap","baseMean.x","lfcSE","pval","padjc","qval","gene_empirical_pvalue","HBFSS_core_pass","raw_lfc_pass","shrunk_lfc_pass","padj_strong_effect","padj_weak_effect","effect_class","hc_pass","standard_significant","HBFSS_significant","R2_1","R2_2","R2_3","R2_4","R2_5","ZT8_1","ZT8_2","ZT8_3","ZT8_4","ZT8_5","dispGeneEst","dispFit","dispersion","dispIter","baseMean.y","dispOutlier","neglog10_padj","neglog10_empirical_p","neglog10_padjc"
"RT2_ZT8_RawEVS_leading_edge_dataset","94707","Cnp",-0.612531818701788,-8.43175060403756e-06,-8.43175060403756e-06,"downregulated",-2.24475410957833,0.0247839222693318,0.999778494783935,0.00205621889195062,0.234194455524027,0.239663151784261,0.389519812815834,2.26555291732592e-05,2.26555291732592e-05,0.0122361568998881,1.91235496284797,0.0963288966873408,1,TRUE,FALSE,FALSE,FALSE,"Weak CNH",FALSE,FALSE,FALSE,FALSE,1264.02815350651,0.272872568130347,0.00205621889195062,0.239663151784261,0.234194455524027,0.00205621889195062,FALSE,FALSE,FALSE,1,0.0963288966873408,"weak_effect",TRUE,FALSE,FALSE,1640.64408494738,486.840883384019,923.143456844438,991.987653200499,954.44414935927,1452.63562384489,1494.94989559741,1579.80948362826,1780.95264037693,1334.87366388204,0.0902149713523435,0.0800309958550272,0.0885822473946025,9,1264.02815350651,FALSE,9.6209148857582e-05,2.68693065499477,0.620398733621454
"RT2_ZT8_RawEVS_leading_edge_dataset","528799","Rab6b",-0.389289491078546,-2.64484165024598e-05,-2.64484165024598e-05,"downregulated",-2.15224196056578,0.0313783023837839,0.999778494783935,0.00312696430967541,0.274595276261738,0.293927029793451,0.411894014310958,6.62500321842147e-05,6.62500321842147e-05,0.0122361568998881,1.91235496284797,0.00209094990885123,1,TRUE,FALSE,FALSE,FALSE,"Weak CNH",FALSE,FALSE,FALSE,FALSE,1150.95977454072,0.180876266800509,0.00312696430967541,0.293927029793451,0.274595276261738,0.00312696430967541,FALSE,FALSE,FALSE,1,0.00209094990885123,"weak_effect",TRUE,FALSE,FALSE,1005.83191895932,695.901779628448,1207.18759741196,1150.90641720395,924.677782528146,1241.74915411506,1330.24439837024,1138.10530701469,1314.86073739079,1500.13265278461,0.024687618410392,0.0808029553928633,0.0383889049115744,9,1150.95977454072,FALSE,9.6209148857582e-05,2.50487707564849,0.53176047398058
"RT2_ZT8_RawEVS_leading_edge_dataset","49912","Rab6a",0.467963575857409,2.03083990662266e-05,2.03083990662266e-05,"upregulated",1.90064699117474,0.0573482660969596,0.999778494783935,0.00906641657056584,0.40114897663274,0.410940180634352,0.683864726446699,4.14812115419415e-05,4.14812115419415e-05,0.0122361568998881,1.91235496284797,0.0274037100907015,1,TRUE,FALSE,FALSE,FALSE,"Weak CNH",FALSE,FALSE,FALSE,FALSE,682.311892998467,0.246212778085726,0.00906641657056584,0.410940180634352,0.40114897663274,0.00906641657056584,FALSE,FALSE,FALSE,1,0.0274037100907015,"weak_effect",TRUE,FALSE,FALSE,837.425789951089,1091.76245816535,426.066210851279,757.791579932253,846.901146614563,480.076845796731,645.32153831628,559.30074311458,689.678424713808,488.794192528731,0.0655852183732997,0.0867304864146355,0.0713021337555728,9,682.311892998467,FALSE,9.6209148857582e-05,2.0425643304856,0.386221392506363
"RT2_ZT8_RawEVS_leading_edge_dataset","147785","Glul",0.545044532302718,0.313922677464885,0.313922677464885,"upregulated",2.85509799323698,0.00430235518435594,0.999778494783935,8.85576836511248e-05,0.0475179306657506,0.0495701634237171,0.0971834676818943,1.27225758724739,1.27225758724739,0.0122361568998881,1.91235496284797,0.0180968973170597,1,TRUE,FALSE,FALSE,FALSE,"Weak CNH",FALSE,FALSE,FALSE,FALSE,781.742540995132,0.190902215473442,8.85576836511248e-05,0.0495701634237171,0.0475179306657506,8.85576836511248e-05,FALSE,FALSE,FALSE,1,0.0180968973170597,"weak_effect",TRUE,FALSE,FALSE,886.105686617531,773.331741200459,1214.28870092615,911.691856651386,854.582789667757,524.735157033636,500.416701957952,710.742175096374,725.796247454432,715.734353345642,0.0305019272841369,0.0848789005931819,0.0424449263419763,9,781.742540995132,FALSE,9.6209148857582e-05,4.05277375155448,1.30477964930341
"RT2_ZT8_RawEVS_leading_edge_dataset","293861","Nceh1",0.480847099270734,7.35182926063682e-06,7.35182926063682e-06,"upregulated",1.8482069983871,0.0645724034030439,0.999778494783935,0.0111634360207651,0.434924175895962,0.451754293213102,0.683864726446699,1.43522566117491e-05,1.43522566117491e-05,0.0122361568998881,1.91235496284797,0.0369164087312316,1,TRUE,FALSE,FALSE,FALSE,"Weak CNH",FALSE,FALSE,FALSE,FALSE,249.093517662603,0.260169504655248,0.0111634360207651,0.451754293213102,0.434924175895962,0.0111634360207651,FALSE,FALSE,FALSE,1,0.0369164087312316,"weak_effect",TRUE,FALSE,FALSE,403.91157504318,355.2099487116,229.602346958745,197.393833183236,262.136069190222,208.405452438891,250.208350978976,176.681670645426,151.350876246422,256.035053229336,0.0636749509767536,0.112048624632692,0.0771707606919095,9,249.093517662603,FALSE,9.6209148857582e-05,1.95220211228163,0.345097711462326
"RT2_ZT8_RawEVS_leading_edge_dataset","26714","Psat1",0.485300556280777,8.2844025880584e-06,8.2844025880584e-06,"upregulated",2.26176364021971,0.0237120104176067,0.999778494783935,0.00190058204850807,0.226788854562432,0.232112902178704,0.389519812815834,2.25427987034514e-05,2.25427987034514e-05,0.0122361568998881,1.91235496284797,0.0175176354119555,1,TRUE,FALSE,FALSE,FALSE,"Weak CNH",FALSE,FALSE,FALSE,FALSE,253.102252311582,0.214567317137362,0.00190058204850807,0.232112902178704,0.226788854562432,0.00190058204850807,FALSE,FALSE,FALSE,1,0.0175176354119555,"weak_effect",TRUE,FALSE,FALSE,389.439173331536,266.165492903788,276.943037053331,296.090749774854,246.772783083835,208.405452438891,280.809372321728,201.921909309059,160.810306011823,203.664246886971,0.0338592168214114,0.111417058056191,0.0512358710773492,7,253.102252311582,FALSE,9.6209148857582e-05,2.72111337707632,0.634300718271874
"RT2_ZT8_RawEVS_leading_edge_dataset","277030","Fdps",-0.405484180517922,-9.13465967937703e-06,-9.13465967937703e-06,"downregulated",-1.89238714259755,0.0584394178494268,0.999778494783935,0.00937141694713195,0.406619937187736,0.416872898237651,0.683864726446699,1.85268687073438e-05,1.85268687073438e-05,0.0122361568998881,1.91235496284797,0.00816257684796381,1,TRUE,FALSE,FALSE,FALSE,"Weak CNH",FALSE,FALSE,FALSE,FALSE,399.469026313815,0.214271261620042,0.00937141694713195,0.416872898237651,0.406619937187736,0.00937141694713195,FALSE,FALSE,FALSE,1,0.00816257684796381,"weak_effect",TRUE,FALSE,FALSE,374.308935178452,237.129257314284,478.140969955324,267.65265516371,360.077018118437,423.01344810513,432.914448995998,440.556893037946,458.352369541721,522.544267727144,0.0391904695939781,0.0970378938212267,0.0525342687008696,9,399.469026313815,FALSE,9.6209148857582e-05,2.02819473933672,0.379996338331199
"RT2_ZT8_RawEVS_leading_edge_dataset","171267","Xbp1",0.335963974884814,1.23616985158208e-05,1.23616985158208e-05,"upregulated",2.00071911093365,0.0454226687272819,0.999778494783935,0.00601548716211209,0.344185202493007,0.354294756024275,0.49424233363264,2.7451984802698e-05,2.7451984802698e-05,0.0122361568998881,1.91235496284797,0.000494245559451694,1,TRUE,FALSE,FALSE,FALSE,"Weak CNH",FALSE,FALSE,FALSE,FALSE,257.610923271662,0.167921610309422,0.00601548716211209,0.354294756024275,0.344185202493007,0.00601548716211209,FALSE,FALSE,FALSE,1,0.000494245559451694,"weak_effect",TRUE,FALSE,FALSE,333.523075809271,294.233853973642,260.373795520226,301.109237059173,245.812577702186,253.063763675796,217.807269557238,191.022715340672,234.765847814052,244.397096264366,0.0107936139890212,0.110730213402542,0.0299286149045774,10,257.610923271662,FALSE,9.6209148857582e-05,2.22072919571403,0.45063527568425
"RT2_ZT8_RawEVS_leading_edge_dataset","523115","Cox5a",-0.495308055666404,-1.15619855053645e-05,-1.15619855053645e-05,"downregulated",-2.15697447708151,0.0310076531584862,0.999778494783935,0.00306173714656888,0.272659025817116,0.293927029793451,0.411894014310958,2.90672026619085e-05,2.90672026619085e-05,0.0122361568998881,1.91235496284797,0.0255520496585892,1,TRUE,FALSE,FALSE,FALSE,"Weak CNH",FALSE,FALSE,FALSE,FALSE,573.27170341964,0.229630930235475,0.00306173714656888,0.293927029793451,0.272659025817116,0.00306173714656888,FALSE,FALSE,FALSE,1,0.0255520496585892,"weak_effect",TRUE,FALSE,FALSE,447.986616619554,352.30632515265,662.769661324212,567.08906312811,350.474964301945,752.988747800041,815.427215780403,544.959698419335,591.644334417831,647.070407252321,0.05312091093532,0.0894994255858179,0.0614892003940872,9,573.27170341964,FALSE,9.6209148857582e-05,2.51403209668634,0.53176047398058
"RT2_ZT8_RawEVS_leading_edge_dataset","479770","Ndrg1",0.501568506417606,9.34709614117962e-06,9.34709614117962e-06,"upregulated",2.12629200929963,0.0334789529838254,0.999778494783935,0.00350768495451903,0.284903028668778,0.293927029793451,0.411894014310958,2.29469286638679e-05,2.29469286638679e-05,0.0122361568998881,1.91235496284797,0.029875800514297,1,TRUE,FALSE,FALSE,FALSE,"Weak CNH",FALSE,FALSE,FALSE,FALSE,189.070346796035,0.235888816881184,0.00350768495451903,0.293927029793451,0.284903028668778,0.00350768495451903,FALSE,FALSE,FALSE,1,0.029875800514297,"weak_effect",TRUE,FALSE,FALSE,282.869669818514,284.55510877714,186.995725873617,155.573105813906,195.88189785643,160.025615265577,118.803965213039,161.766984162371,171.989632098207,172.241763081553,0.0410341970792734,0.124707739830695,0.0614002282889308,7,189.070346796035,FALSE,9.6209148857582e-05,2.45497942005462,0.53176047398058
