"comparison_name","track_key","track_label","dataset_key","dataset_name","evs_split_input","deseq2_input","n_features","hc_p_threshold","hbfss_threshold","standard_bh_fdr","cnh_bh_fdr","n_weak_cnh","n_strong_cnh","n_standard","n_hbfss","n_hbfss_display","n_display_weak_cnh","n_display_strong_cnh","n_display_standard","n_overlap","n_weak_hbfss_overlap","n_strong_hbfss_overlap","n_standard_hbfss_overlap","top_n_target","trt_cutoff_quantile","ctrl_cutoff_quantile","leading_edge_n","remainder_n"
"RT2_ZT8","raw_evs","RawEVS","remainder_dataset","RT2_ZT8_RawEVS_remainder_dataset","Raw counts prior to EVS","raw count subsets; DESeq2 size-factor normalization is run after EVS split",24817,0.0170388690247161,1.76855923542764,0.2,0.1,27,0,0,10,10,27,0,0,0,0,0,0,5000,0.842554397455679,0.842554397455679,6717,25040
