"feature_id","trt_pc1_loading","trt_pc1_loading_abs","trt_evs_rank","trt_evs_selected","trt_top_n_used","trt_loading_cutoff_at_top_n","ctl_pc1_loading","ctl_pc1_loading_abs","ctl_evs_rank","ctl_evs_selected","ctl_top_n_used","ctl_loading_cutoff_at_top_n","in_leading_edge","in_remainder","orig_id","gene_symbol"
"20",1.75284872818386e-05,1.75284872818386e-05,26617,FALSE,5000,0.000449571551178274,-1.25880115800259e-05,1.25880115800259e-05,28398,FALSE,5000,0.000620688945715164,FALSE,TRUE,"20","-"
"25",-0.000346015925238496,0.000346015925238496,6103,FALSE,5000,0.000449571551178274,-2.4142719547926e-05,2.4142719547926e-05,26223,FALSE,5000,0.000620688945715164,FALSE,TRUE,"25","-"
"31",-0.000111033846373087,0.000111033846373087,13044,FALSE,5000,0.000449571551178274,0.000259797015910814,0.000259797015910814,9267,FALSE,5000,0.000620688945715164,FALSE,TRUE,"31","Pcmt1"
"35",3.91487456804726e-06,3.91487456804726e-06,29826,FALSE,5000,0.000449571551178274,0.000258803762964246,0.000258803762964246,9282,FALSE,5000,0.000620688945715164,FALSE,TRUE,"35","Pcmt1"
"37",-0.00151572010688224,0.00151572010688224,1707,TRUE,5000,0.000449571551178274,0.000676518395688267,0.000676518395688267,4652,TRUE,5000,0.000620688945715164,TRUE,FALSE,"37","Pcmt1"
"38",-0.000705773724033275,0.000705773724033275,3429,TRUE,5000,0.000449571551178274,0.000464184665851878,0.000464184665851878,6224,FALSE,5000,0.000620688945715164,TRUE,FALSE,"38","Pcmt1"
"89",-0.000246441258551762,0.000246441258551762,7832,FALSE,5000,0.000449571551178274,0.000488020563565611,0.000488020563565611,5985,FALSE,5000,0.000620688945715164,FALSE,TRUE,"89","Tab2"
"90",0.000117019512423241,0.000117019512423241,12662,FALSE,5000,0.000449571551178274,0.000208849322040183,0.000208849322040183,10578,FALSE,5000,0.000620688945715164,FALSE,TRUE,"90","Tab2"
"143",0.000147757527749756,0.000147757527749756,10999,FALSE,5000,0.000449571551178274,0.000326825118235404,0.000326825118235404,7957,FALSE,5000,0.000620688945715164,FALSE,TRUE,"143","Ust"
"214",NA,NA,NA,NA,NA,NA,-2.21977130790839e-05,2.21977130790839e-05,26770,FALSE,5000,0.000620688945715164,FALSE,TRUE,"214","LOC365036"
"224",-0.000554085704355275,0.000554085704355275,4235,TRUE,5000,0.000449571551178274,0.000969761696369696,0.000969761696369696,3421,TRUE,5000,0.000620688945715164,TRUE,FALSE,"224","Sash1"
"304",3.20697882527837e-06,3.20697882527837e-06,29912,FALSE,5000,0.000449571551178274,-2.14851324345998e-05,2.14851324345998e-05,27013,FALSE,5000,0.000620688945715164,FALSE,TRUE,"304","Sash1"
"576",7.17877504206535e-05,7.17877504206535e-05,16471,FALSE,5000,0.000449571551178274,3.09094087736834e-05,3.09094087736834e-05,25113,FALSE,5000,0.000620688945715164,FALSE,TRUE,"576","-"
