"index","rank","d1_here","d2_here","d1_left","d1_right","var_fit_here","gap_from_terminal","left_med_log_nb2","right_med_log_nb2","log_nb2_diff","left_med_gap","right_med_gap","gap_diff","left_med_amu","right_med_amu","amu_diff","variance_trough_score_raw","terminal_proximity_raw","passes_support_gate","nb2_score","gap_score","amu_score","trough_score","prox_score","candidate_score","role"
28251,28251,0.000123039613986159,-5.81572362791972e-10,0.000123039142626227,0.000123037979481502,3.91038239128678,242,2.45096793858646,3.72569342723665,1.2747254886502,1.23474446299269,1.6094379124341,0.374693449441411,1.51412773262978,1.75253875607477,0.238411023444998,0.0119500761053923,-242,TRUE,1,0.808892495213082,0.431252840611388,0.522492820785096,1,0.766847615043313,"cutoff_center"
28493,28493,9.38990929516477e-05,1.76484051467954e-10,9.38998571965786e-05,9.39002101646816e-05,3.93656039507912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terminal_start"
